"Top10Finishes_RANKTHISWEEK_2005","Top10Finishes_RANKLASTWEEK_2005","Top10Finishes_PLAYERNAME_2005","Top10Finishes_EVENTS_2005","Top10Finishes_TOP10_2005","Top10Finishes_1ST_2005","Top10Finishes_2ND_2005","Top10Finishes_3RD_2005","stat_name","year"
22,22,"Joe Ogilvie",30,5,NA,2,NA,"Top10Finishes",2005
22,22,"Geoff Ogilvy",26,5,1,NA,1,"Top10Finishes",2005
22,22,"Tag Ridings",31,5,NA,NA,1,"Top10Finishes",2005
22,22,"Scott Verplank",25,5,NA,2,1,"Top10Finishes",2005
36,36,"Stuart Appleby",25,4,1,NA,NA,"Top10Finishes",2005
36,36,"Arjun Atwal",17,4,NA,1,NA,"Top10Finishes",2005
36,36,"Woody Austin",30,4,NA,NA,1,"Top10Finishes",2005
36,36,"Bart Bryant",26,4,2,NA,NA,"Top10Finishes",2005
36,36,"Fred Couples",22,4,NA,1,1,"Top10Finishes",2005
36,36,"Brad Faxon",23,4,1,NA,1,"Top10Finishes",2005
36,36,"Harrison Frazar",31,4,NA,NA,2,"Top10Finishes",2005
36,36,"Padraig Harrington",15,4,2,NA,NA,"Top10Finishes",2005
36,36,"JJ Henry",32,4,NA,NA,NA,"Top10Finishes",2005
36,36,"Richard Johnson",16,4,NA,NA,NA,"Top10Finishes",2005
36,36,"Jerry Kelly",31,4,NA,NA,NA,"Top10Finishes",2005
36,36,"Tom Lehman",20,4,NA,2,NA,"Top10Finishes",2005
36,36,"Justin Leonard",24,4,2,NA,NA,"Top10Finishes",2005
36,36,"JL Lewis",30,4,NA,NA,NA,"Top10Finishes",2005
36,36,"Colin Montgomerie",6,4,NA,1,1,"Top10Finishes",2005
36,36,"Sean OHair",29,4,1,1,NA,"Top10Finishes",2005
36,36,"Arron Oberholser",21,4,NA,NA,NA,"Top10Finishes",2005
36,36,"Pat Perez",28,4,NA,NA,NA,"Top10Finishes",2005
36,36,"Heath Slocum",29,4,1,NA,NA,"Top10Finishes",2005
36,36,"Vaughn Taylor",32,4,1,NA,1,"Top10Finishes",2005
36,36,"Bob Tway",26,4,NA,NA,1,"Top10Finishes",2005
36,36,"Charles Warren",31,4,NA,NA,1,"Top10Finishes",2005
36,36,"Dean Wilson",27,4,NA,NA,NA,"Top10Finishes",2005
59,59,"Robert Allenby",31,3,NA,NA,NA,"Top10Finishes",2005
59,59,"Stephen Ames",24,3,NA,NA,NA,"Top10Finishes",2005
59,59,"Jason Bohn",28,3,1,1,1,"Top10Finishes",2005
59,59,"Michael Campbell",5,3,1,NA,NA,"Top10Finishes",2005
59,59,"KJ Choi",24,3,1,NA,NA,"Top10Finishes",2005
59,59,"Joe Durant",25,3,NA,NA,1,"Top10Finishes",2005
59,59,"Steve Elkington",20,3,NA,1,NA,"Top10Finishes",2005
59,59,"Fred Funk",30,3,1,NA,1,"Top10Finishes",2005
59,59,"Dudley Hart",29,3,NA,NA,NA,"Top10Finishes",2005
59,59,"Mark Hensby",21,3,NA,NA,1,"Top10Finishes",2005
59,59,"Freddie Jacobson",23,3,NA,NA,NA,"Top10Finishes",2005
59,59,"Jonathan Kaye",24,3,NA,2,NA,"Top10Finishes",2005
59,59,"Bernhard Langer",19,3,NA,NA,NA,"Top10Finishes",2005
59,59,"Peter Lonard",27,3,1,NA,1,"Top10Finishes",2005
59,59,"Steve Lowery",32,3,NA,NA,1,"Top10Finishes",2005
59,59,"Scott McCarron",24,3,NA,1,NA,"Top10Finishes",2005
59,59,"Graeme McDowell",14,3,NA,1,NA,"Top10Finishes",2005
59,59,"Nick OHern",13,3,NA,NA,NA,"Top10Finishes",2005
59,59,"Greg Owen",24,3,NA,NA,1,"Top10Finishes",2005
59,59,"Ryan Palmer",32,3,NA,1,2,"Top10Finishes",2005
59,59,"Tim Petrovic",32,3,1,NA,NA,"Top10Finishes",2005
59,59,"Carl Pettersson",34,3,1,1,NA,"Top10Finishes",2005
59,59,"Ted Purdy",34,3,1,NA,1,"Top10Finishes",2005
59,59,"Justin Rose",28,3,NA,NA,2,"Top10Finishes",2005
59,59,"Rory Sabbatini",26,3,NA,NA,NA,"Top10Finishes",2005
59,59,"John Senden",29,3,NA,NA,NA,"Top10Finishes",2005
59,59,"Joey Sindelar",29,3,NA,NA,NA,"Top10Finishes",2005
59,59,"Jeff Sluman",28,3,NA,NA,1,"Top10Finishes",2005
59,59,"Joey Snyder III",31,3,NA,NA,NA,"Top10Finishes",2005
59,59,"Kevin Sutherland",26,3,NA,NA,NA,"Top10Finishes",2005
59,59,"DJ Trahan",28,3,NA,NA,NA,"Top10Finishes",2005
59,59,"Mark Wilson",25,3,NA,NA,1,"Top10Finishes",2005
91,91,"Michael Allen",30,2,NA,NA,NA,"Top10Finishes",2005
91,91,"Briny Baird",33,2,NA,NA,NA,"Top10Finishes",2005
91,91,"Doug Barron",24,2,NA,NA,1,"Top10Finishes",2005
91,91,"Rich Beem",26,2,NA,1,1,"Top10Finishes",2005
91,91,"Olin Browne",29,2,1,1,NA,"Top10Finishes",2005
91,91,"Daniel Chopra",34,2,NA,NA,NA,"Top10Finishes",2005
91,91,"Ben Curtis",24,2,NA,NA,1,"Top10Finishes",2005
91,91,"John Daly",25,2,NA,2,NA,"Top10Finishes",2005
91,91,"Brian Davis",23,2,NA,NA,1,"Top10Finishes",2005
91,91,"Jay Delsing",11,2,NA,NA,NA,"Top10Finishes",2005
91,91,"Todd Fischer",35,2,NA,NA,1,"Top10Finishes",2005
91,91,"Steve Flesch",30,2,NA,NA,NA,"Top10Finishes",2005
91,91,"Carlos Franco",25,2,NA,1,NA,"Top10Finishes",2005
91,91,"Robert Gamez",28,2,1,NA,NA,"Top10Finishes",2005
91,91,"JP Hayes",22,2,NA,1,NA,"Top10Finishes",2005
91,91,"David Howell",12,2,NA,NA,NA,"Top10Finishes",2005
91,91,"John Huston",31,2,NA,NA,NA,"Top10Finishes",2005
91,91,"Trevor Immelman",14,2,NA,NA,NA,"Top10Finishes",2005
91,91,"Kent Jones",32,2,NA,NA,NA,"Top10Finishes",2005
91,91,"Hank Kuehne",30,2,NA,1,NA,"Top10Finishes",2005
91,91,"Andrew Magee",29,2,NA,NA,NA,"Top10Finishes",2005
91,91,"Jeff Maggert",25,2,NA,NA,NA,"Top10Finishes",2005
91,91,"Hunter Mahan",34,2,NA,NA,NA,"Top10Finishes",2005
91,91,"Shaun Micheel",29,2,NA,NA,NA,"Top10Finishes",2005
91,91,"Kevin Na",32,2,NA,2,NA,"Top10Finishes",2005
91,91,"Jesper Parnevik",24,2,NA,NA,NA,"Top10Finishes",2005
91,91,"Craig Parry",15,2,NA,NA,NA,"Top10Finishes",2005
91,91,"Corey Pavin",23,2,NA,NA,NA,"Top10Finishes",2005
91,91,"Tom Pernice Jr",32,2,NA,1,1,"Top10Finishes",2005
91,91,"Ian Poulter",20,2,NA,NA,NA,"Top10Finishes",2005
91,91,"Nick Price",16,2,NA,NA,NA,"Top10Finishes",2005
91,91,"Brett Quigley",31,2,NA,NA,NA,"Top10Finishes",2005
91,91,"Loren Roberts",18,2,NA,1,NA,"Top10Finishes",2005
91,91,"Wes Short Jr",16,2,1,NA,NA,"Top10Finishes",2005
91,91,"Kevin Stadler",33,2,NA,NA,NA,"Top10Finishes",2005
91,91,"Darron Stiles",26,2,NA,NA,NA,"Top10Finishes",2005
91,91,"Hidemichi Tanaka",34,2,NA,NA,1,"Top10Finishes",2005
91,91,"Nick Watney",31,2,NA,NA,NA,"Top10Finishes",2005
91,91,"Mike Weir",23,2,NA,1,NA,"Top10Finishes",2005
91,91,"Brett Wetterich",28,2,NA,NA,NA,"Top10Finishes",2005
131,131,"Steve Allan",32,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Chris Anderson",25,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Billy Andrade",26,1,NA,1,NA,"Top10Finishes",2005
131,131,"Tommy Armour III",29,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Craig Barlow",26,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Cameron Beckman",31,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Thomas Bjorn",8,1,NA,1,NA,"Top10Finishes",2005
131,131,"Danny Briggs",29,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Jaxon Brigman",2,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Mark Brooks",28,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Jonathan Byrd",31,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Angel Cabrera",11,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Gavin Coles",22,1,NA,NA,NA,"Top10Finishes",2005
131,131,"John Cook",26,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Robert Damron",28,1,NA,1,NA,"Top10Finishes",2005
131,131,"Marco Dawson",23,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Glen Day",27,1,NA,NA,NA,"Top10Finishes",2005
131,131,"James Driscoll",26,1,NA,1,NA,"Top10Finishes",2005
131,131,"Scott Dunlap",3,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Bob Estes",25,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Brian Gay",33,1,NA,NA,1,"Top10Finishes",2005
131,131,"Brent Geiberger",21,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Matt Gogel",28,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Jason Gore",8,1,1,NA,NA,"Top10Finishes",2005
131,131,"Paul Goydos",15,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Richard Green",11,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Mathias Gronberg",19,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Jay Haas",16,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Hunter Haas",28,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Bob Heintz",24,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Scott Hend",28,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Ryuji Imada",25,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Lee Janzen",26,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Brendan Jones",28,1,NA,1,NA,"Top10Finishes",2005
131,131,"Matt Kuchar",21,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Neal Lancaster",31,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Thomas Levet",20,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Frank Lickliter II",33,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Will Ma Kenzie",25,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Paul McGinley",6,1,NA,NA,1,"Top10Finishes",2005
131,131,"Spike McRoy",12,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Rocco Mediate",24,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Ryan Moore",14,1,NA,1,NA,"Top10Finishes",2005
131,131,"Dennis Paulson",24,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Michael Putnam",5,1,NA,NA,NA,"Top10Finishes",2005
131,131,"John Rollins",30,1,NA,1,NA,"Top10Finishes",2005
131,131,"Patrick Sheehan",35,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Chris Smith",32,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Craig Stadler",6,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Henrik Stenson",4,1,NA,NA,1,"Top10Finishes",2005
131,131,"Steve Stricker",21,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Roland Thatcher",26,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Kirk Triplett",18,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Omar Uresti",27,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Tjaart van der Walt",19,1,NA,1,NA,"Top10Finishes",2005
131,131,"Charlie Wi",23,1,NA,NA,NA,"Top10Finishes",2005
131,131,"Jay Williamson",16,1,NA,NA,NA,"Top10Finishes",2005
