"GIRPercentagefromFairway_RANKTHISWEEK_2011","GIRPercentagefromFairway_RANKLASTWEEK_2011","GIRPercentagefromFairway_PLAYERNAME_2011","GIRPercentagefromFairway_ROUNDS_2011","GIRPercentagefromFairway_Pct_2011","GIRPercentagefromFairway_GREENSHIT_2011","GIRPercentagefromFairway_OFHOLES_2011","stat_name","year"
1,1,"Bubba Watson",85,82.83,521,629,"GIRPercentagefromFairway",2011
2,2,"Ernie Els",71,82.68,482,583,"GIRPercentagefromFairway",2011
3,3,"Bill Lunde",92,82.42,619,751,"GIRPercentagefromFairway",2011
4,4,"Charles Howell III",108,81.44,680,835,"GIRPercentagefromFairway",2011
5,5,"JB Holmes",57,81.09,313,386,"GIRPercentagefromFairway",2011
6,6,"Chad Campbell",99,80.96,693,856,"GIRPercentagefromFairway",2011
6,6,"David Hearn",88,80.96,574,709,"GIRPercentagefromFairway",2011
8,8,"Rory Sabbatini",85,80.94,518,640,"GIRPercentagefromFairway",2011
9,9,"Kris Blanks",92,80.81,640,792,"GIRPercentagefromFairway",2011
10,10,"Justin Rose",79,80.65,550,682,"GIRPercentagefromFairway",2011
11,11,"Boo Weekley",66,80.62,466,578,"GIRPercentagefromFairway",2011
12,12,"JJ Henry",96,80.49,685,851,"GIRPercentagefromFairway",2011
13,13,"Alex Prugh",82,80.45,502,624,"GIRPercentagefromFairway",2011
14,14,"William McGirt",103,80.36,675,840,"GIRPercentagefromFairway",2011
15,15,"Webb Simpson",98,80.14,678,846,"GIRPercentagefromFairway",2011
16,16,"John Merrick",71,79.76,473,593,"GIRPercentagefromFairway",2011
17,17,"John Senden",94,79.68,698,876,"GIRPercentagefromFairway",2011
18,18,"Dustin Johnson",72,79.65,454,570,"GIRPercentagefromFairway",2011
19,19,"Andres Romero",77,79.64,481,604,"GIRPercentagefromFairway",2011
20,20,"Hunter Mahan",92,79.62,625,785,"GIRPercentagefromFairway",2011
21,21,"Sergio Garcia",61,79.51,392,493,"GIRPercentagefromFairway",2011
22,22,"Jim Herman",69,79.42,386,486,"GIRPercentagefromFairway",2011
23,23,"Adam Scott",60,79.28,421,531,"GIRPercentagefromFairway",2011
24,24,"Spencer Levin",113,79.27,765,965,"GIRPercentagefromFairway",2011
24,24,"John Rollins",85,79.27,612,772,"GIRPercentagefromFairway",2011
26,26,"Gary Woodland",93,79.26,596,752,"GIRPercentagefromFairway",2011
27,27,"Brandt Jobe",100,79.25,699,882,"GIRPercentagefromFairway",2011
28,28,"Alexandre Rocha",65,79.23,393,496,"GIRPercentagefromFairway",2011
29,29,"David Toms",78,79.16,585,739,"GIRPercentagefromFairway",2011
30,30,"Derek Lamely",65,79.15,353,446,"GIRPercentagefromFairway",2011
31,31,"Bill Haas",93,79,647,819,"GIRPercentagefromFairway",2011
32,32,"Phil Mickelson",79,78.88,452,573,"GIRPercentagefromFairway",2011
33,33,"Trevor Immelman",84,78.84,570,723,"GIRPercentagefromFairway",2011
33,33,"Kevin Stadler",88,78.84,555,704,"GIRPercentagefromFairway",2011
35,35,"Jhonattan Vegas",84,78.72,481,611,"GIRPercentagefromFairway",2011
36,36,"Woody Austin",59,78.69,384,488,"GIRPercentagefromFairway",2011
37,37,"Robert Allenby",84,78.66,575,731,"GIRPercentagefromFairway",2011
38,38,"Michael Bradley",74,78.6,437,556,"GIRPercentagefromFairway",2011
38,38,"Cameron Tringale",110,78.6,709,902,"GIRPercentagefromFairway",2011
40,40,"Joe Durant",71,78.54,571,727,"GIRPercentagefromFairway",2011
41,41,"Angel Cabrera",50,78.53,278,354,"GIRPercentagefromFairway",2011
42,42,"Matt Jones",71,78.47,430,548,"GIRPercentagefromFairway",2011
43,43,"Kyle Stanley",98,78.45,586,747,"GIRPercentagefromFairway",2011
44,44,"Tommy Gainey",104,78.35,644,822,"GIRPercentagefromFairway",2011
