"Front9Round2ScoringAverage_RANKTHISWEEK_2014","Front9Round2ScoringAverage_RANKLASTWEEK_2014","Front9Round2ScoringAverage_PLAYERNAME_2014","Front9Round2ScoringAverage__2014","Front9Round2ScoringAverage_AVG_2014","Front9Round2ScoringAverage_TOTALSTROKES_2014","Front9Round2ScoringAverage_TOTALROUNDS_2014","stat_name","year"
1,1,"Dustin Johnson",NA,33.67,505,15,"Front9Round2ScoringAverage",2014
2,2,"Jim Furyk",NA,34.05,681,20,"Front9Round2ScoringAverage",2014
3,3,"Adam Scott",NA,34.24,582,17,"Front9Round2ScoringAverage",2014
4,4,"Ryan Palmer",NA,34.3,789,23,"Front9Round2ScoringAverage",2014
4,4,"Daniel Summerhays",NA,34.3,926,27,"Front9Round2ScoringAverage",2014
6,6,"Chris Kirk",NA,34.44,930,27,"Front9Round2ScoringAverage",2014
7,7,"Jamie Lovemark",NA,34.47,655,19,"Front9Round2ScoringAverage",2014
8,8,"Justin Rose",NA,34.5,621,18,"Front9Round2ScoringAverage",2014
9,9,"Robert Streb",NA,34.6,692,20,"Front9Round2ScoringAverage",2014
9,9,"Chris Stroud",NA,34.6,865,25,"Front9Round2ScoringAverage",2014
11,11,"Jason Day",NA,34.62,450,13,"Front9Round2ScoringAverage",2014
12,12,"Brian Harman",NA,34.63,1108,32,"Front9Round2ScoringAverage",2014
13,13,"Jordan Spieth",NA,34.69,902,26,"Front9Round2ScoringAverage",2014
14,14,"Graham DeLaet",NA,34.7,798,23,"Front9Round2ScoringAverage",2014
14,14,"Kevin Na",NA,34.7,937,27,"Front9Round2ScoringAverage",2014
16,16,"Robert Garrigus",NA,34.71,833,24,"Front9Round2ScoringAverage",2014
16,16,"Camilo Villegas",NA,34.71,972,28,"Front9Round2ScoringAverage",2014
18,18,"Matt Every",NA,34.76,869,25,"Front9Round2ScoringAverage",2014
19,19,"Tim Wilkinson",NA,34.79,835,24,"Front9Round2ScoringAverage",2014
20,20,"Luke Guthrie",NA,34.81,905,26,"Front9Round2ScoringAverage",2014
20,20,"Bill Haas",NA,34.81,905,26,"Front9Round2ScoringAverage",2014
22,22,"Bryce Molder",NA,34.83,801,23,"Front9Round2ScoringAverage",2014
23,23,"Retief Goosen",NA,34.84,871,25,"Front9Round2ScoringAverage",2014
24,24,"Jimmy Walker",NA,34.85,906,26,"Front9Round2ScoringAverage",2014
25,25,"Hideki Matsuyama",NA,34.86,732,21,"Front9Round2ScoringAverage",2014
26,26,"Matt Kuchar",NA,34.87,802,23,"Front9Round2ScoringAverage",2014
26,26,"Marc Leishman",NA,34.87,802,23,"Front9Round2ScoringAverage",2014
28,28,"Chad Campbell",NA,34.88,593,17,"Front9Round2ScoringAverage",2014
28,28,"Brad Fritsch",NA,34.88,558,16,"Front9Round2ScoringAverage",2014
28,28,"Billy Horschel",NA,34.88,907,26,"Front9Round2ScoringAverage",2014
31,31,"Kyle Stanley",NA,34.89,942,27,"Front9Round2ScoringAverage",2014
32,32,"George McNeill",NA,34.91,803,23,"Front9Round2ScoringAverage",2014
33,33,"Ben Crane",NA,34.92,838,24,"Front9Round2ScoringAverage",2014
34,34,"Sergio Garcia",NA,34.93,524,15,"Front9Round2ScoringAverage",2014
35,35,"Charl Schwartzel",NA,34.94,594,17,"Front9Round2ScoringAverage",2014
36,36,"Jerry Kelly",NA,34.95,769,22,"Front9Round2ScoringAverage",2014
37,37,"Keegan Bradley",NA,34.96,874,25,"Front9Round2ScoringAverage",2014
37,37,"Ted Potter Jr",NA,34.96,839,24,"Front9Round2ScoringAverage",2014
39,39,"Russell Knox",NA,35,910,26,"Front9Round2ScoringAverage",2014
39,39,"Rory McIlroy",NA,35,560,16,"Front9Round2ScoringAverage",2014
39,39,"Seung Yul Noh",NA,35,910,26,"Front9Round2ScoringAverage",2014
39,39,"Kevin Stadler",NA,35,840,24,"Front9Round2ScoringAverage",2014
39,39,"Shawn Stefani",NA,35,595,17,"Front9Round2ScoringAverage",2014
44,44,"Charles Howell III",NA,35.03,1016,29,"Front9Round2ScoringAverage",2014
45,45,"Brandt Snedeker",NA,35.04,841,24,"Front9Round2ScoringAverage",2014
46,46,"Jason Kokrak",NA,35.05,666,19,"Front9Round2ScoringAverage",2014
47,47,"John Senden",NA,35.07,947,27,"Front9Round2ScoringAverage",2014
47,47,"Brendon Todd",NA,35.07,1017,29,"Front9Round2ScoringAverage",2014
49,49,"Ryo Ishikawa",NA,35.08,842,24,"Front9Round2ScoringAverage",2014
49,49,"Patrick Reed",NA,35.08,912,26,"Front9Round2ScoringAverage",2014
51,51,"Justin Leonard",NA,35.09,772,22,"Front9Round2ScoringAverage",2014
52,52,"Scott Brown",NA,35.1,1053,30,"Front9Round2ScoringAverage",2014
53,53,"Bud Cauley",NA,35.11,632,18,"Front9Round2ScoringAverage",2014
53,53,"Carl Pettersson",NA,35.11,983,28,"Front9Round2ScoringAverage",2014
53,53,"Josh Teater",NA,35.11,948,27,"Front9Round2ScoringAverage",2014
53,53,"YE Yang",NA,35.11,948,27,"Front9Round2ScoringAverage",2014
57,57,"Morgan Hoffmann",NA,35.13,1089,31,"Front9Round2ScoringAverage",2014
57,57,"Brooks Koepka",NA,35.13,562,16,"Front9Round2ScoringAverage",2014
59,59,"Jeff Overton",NA,35.14,773,22,"Front9Round2ScoringAverage",2014
60,60,"Nicholas Thompson",NA,35.17,1020,29,"Front9Round2ScoringAverage",2014
60,60,"Mike Weir",NA,35.17,809,23,"Front9Round2ScoringAverage",2014
62,62,"Martin Flores",NA,35.19,915,26,"Front9Round2ScoringAverage",2014
62,62,"Kevin Kisner",NA,35.19,915,26,"Front9Round2ScoringAverage",2014
64,64,"Ken Duke",NA,35.21,845,24,"Front9Round2ScoringAverage",2014
64,64,"Scott Langley",NA,35.21,986,28,"Front9Round2ScoringAverage",2014
64,64,"Bubba Watson",NA,35.21,669,19,"Front9Round2ScoringAverage",2014
64,64,"Mark Wilson",NA,35.21,845,24,"Front9Round2ScoringAverage",2014
68,68,"Danny Lee",NA,35.22,951,27,"Front9Round2ScoringAverage",2014
68,68,"Ryan Moore",NA,35.22,810,23,"Front9Round2ScoringAverage",2014
70,70,"Stuart Appleby",NA,35.23,916,26,"Front9Round2ScoringAverage",2014
71,71,"William McGirt",NA,35.24,1022,29,"Front9Round2ScoringAverage",2014
72,72,"Harris English",NA,35.26,952,27,"Front9Round2ScoringAverage",2014
72,72,"Tommy Gainey",NA,35.26,811,23,"Front9Round2ScoringAverage",2014
72,72,"David Toms",NA,35.26,670,19,"Front9Round2ScoringAverage",2014
75,75,"Angel Cabrera",NA,35.27,776,22,"Front9Round2ScoringAverage",2014
75,75,"Michael Thompson",NA,35.27,776,22,"Front9Round2ScoringAverage",2014
77,77,"Chesson Hadley",NA,35.28,1023,29,"Front9Round2ScoringAverage",2014
78,78,"Andres Romero",NA,35.29,847,24,"Front9Round2ScoringAverage",2014
78,78,"Andrew Svoboda",NA,35.29,847,24,"Front9Round2ScoringAverage",2014
78,78,"Cameron Tringale",NA,35.29,1094,31,"Front9Round2ScoringAverage",2014
81,81,"Kevin Streelman",NA,35.3,812,23,"Front9Round2ScoringAverage",2014
82,82,"James Hahn",NA,35.31,918,26,"Front9Round2ScoringAverage",2014
83,83,"Rickie Fowler",NA,35.32,883,25,"Front9Round2ScoringAverage",2014
83,83,"Geoff Ogilvy",NA,35.32,883,25,"Front9Round2ScoringAverage",2014
83,83,"Bo Van Pelt",NA,35.32,883,25,"Front9Round2ScoringAverage",2014
86,86,"Rory Sabbatini",NA,35.33,848,24,"Front9Round2ScoringAverage",2014
87,87,"Jonas Blixt",NA,35.35,707,20,"Front9Round2ScoringAverage",2014
87,87,"Brendon de Jonge",NA,35.35,1096,31,"Front9Round2ScoringAverage",2014
89,89,"Ricky Barnes",NA,35.36,884,25,"Front9Round2ScoringAverage",2014
89,89,"Greg Chalmers",NA,35.36,884,25,"Front9Round2ScoringAverage",2014
89,89,"Richard Lee",NA,35.36,884,25,"Front9Round2ScoringAverage",2014
