"Par3Performance_RANKTHISWEEK_2008","Par3Performance_RANKLASTWEEK_2008","Par3Performance_PLAYERNAME_2008","Par3Performance_ROUNDS_2008","Par3Performance_STATUS_2008","Par3Performance_PAR3AVG_2008","Par3Performance_TOTALPAR_2008","stat_name","year"
1,1,"Corey Pavin",69,-11,2.96,858,"Par3Performance",2008
2,2,"Bob Tway",70,-10,2.96,855,"Par3Performance",2008
3,3,"Zach Johnson",85,-1,3,996,"Par3Performance",2008
4,4,"Nick OHern",82,1,3,966,"Par3Performance",2008
4,4,"Jeff Quinney",87,1,3,1053,"Par3Performance",2008
6,6,"Tom Pernice Jr",104,2,3,1275,"Par3Performance",2008
7,7,"Brian Gay",102,3,3.01,1233,"Par3Performance",2008
7,7,"Dudley Hart",74,3,3.01,891,"Par3Performance",2008
9,9,"Chad Collins",72,4,3.01,879,"Par3Performance",2008
10,10,"James Driscoll",85,5,3.01,1047,"Par3Performance",2008
11,11,"Gavin Coles",54,6,3.03,663,"Par3Performance",2008
11,11,"Richard Johnson",60,6,3.02,735,"Par3Performance",2008
11,11,"Craig Kanada",65,6,3.02,789,"Par3Performance",2008
11,11,"Tom Scherrer",56,6,3.03,684,"Par3Performance",2008
11,11,"DJ Trahan",94,6,3.02,1158,"Par3Performance",2008
11,11,"Omar Uresti",74,6,3.02,906,"Par3Performance",2008
17,17,"Glen Day",64,7,3.03,783,"Par3Performance",2008
18,18,"Lee Janzen",89,8,3.02,1092,"Par3Performance",2008
19,19,"Ken Duke",116,9,3.02,1422,"Par3Performance",2008
19,19,"Chris Riley",51,9,3.04,627,"Par3Performance",2008
21,21,"Ryan Palmer",69,11,3.04,843,"Par3Performance",2008
21,21,"Bob Sowards",61,11,3.04,741,"Par3Performance",2008
23,23,"Shane Bertsch",96,12,3.03,1182,"Par3Performance",2008
23,23,"Marco Dawson",64,12,3.05,789,"Par3Performance",2008
25,25,"Alejandro Canizares",52,13,3.06,639,"Par3Performance",2008
26,26,"Steve Allan",58,14,3.06,705,"Par3Performance",2008
26,26,"Olin Browne",77,14,3.04,948,"Par3Performance",2008
26,26,"Paul Casey",55,14,3.07,636,"Par3Performance",2008
26,26,"Paul Claxton",63,14,3.05,774,"Par3Performance",2008
26,26,"Kent Jones",68,14,3.05,834,"Par3Performance",2008
26,26,"Adam Scott",51,14,3.07,588,"Par3Performance",2008
32,32,"Bob Estes",90,15,3.04,1098,"Par3Performance",2008
32,32,"Hunter Mahan",87,15,3.04,1023,"Par3Performance",2008
32,32,"Steve Marino",119,15,3.03,1455,"Par3Performance",2008
32,32,"Brett Rumford",72,15,3.05,888,"Par3Performance",2008
32,32,"Heath Slocum",104,15,3.04,1263,"Par3Performance",2008
37,37,"Briny Baird",113,16,3.03,1377,"Par3Performance",2008
37,37,"Jason Day",81,16,3.05,981,"Par3Performance",2008
37,37,"Ernie Els",51,16,3.08,606,"Par3Performance",2008
37,37,"John Huston",56,16,3.07,693,"Par3Performance",2008
41,41,"Alex Cejka",75,17,3.06,918,"Par3Performance",2008
41,41,"Steve Elkington",84,17,3.05,1026,"Par3Performance",2008
41,41,"Paul Goydos",78,17,3.05,939,"Par3Performance",2008
41,41,"George McNeill",97,17,3.04,1179,"Par3Performance",2008
45,45,"Stewart Cink",87,18,3.05,987,"Par3Performance",2008
45,45,"Brad Elder",67,18,3.07,822,"Par3Performance",2008
45,45,"Brenden Pappas",66,18,3.07,807,"Par3Performance",2008
45,45,"Vaughn Taylor",103,18,3.04,1245,"Par3Performance",2008
49,49,"Robert Allenby",108,19,3.04,1299,"Par3Performance",2008
49,49,"Stephen Ames",83,19,3.06,984,"Par3Performance",2008
51,51,"Brad Adamonis",87,20,3.06,1065,"Par3Performance",2008
51,51,"Angel Cabrera",55,20,3.1,600,"Par3Performance",2008
51,51,"KJ Choi",74,20,3.07,828,"Par3Performance",2008
