"BounceBack_RANKTHISWEEK_2013","BounceBack_RANKLASTWEEK_2013","BounceBack_PLAYERNAME_2013","BounceBack_ROUNDS_2013","BounceBack_Pct_2013","stat_name","year"
73,73,"Roberto Castro",97,20.24,"BounceBack",2013
74,74,"Ian Poulter",59,20.14,"BounceBack",2013
75,75,"Doug LaBelle II",72,20.09,"BounceBack",2013
75,75,"Jordan Spieth",82,20.09,"BounceBack",2013
75,75,"Kevin Stadler",83,20.09,"BounceBack",2013
78,78,"Fabian Gomez",65,20,"BounceBack",2013
78,78,"Brian Harman",89,20,"BounceBack",2013
80,80,"Alistair Presnell",59,19.89,"BounceBack",2013
81,81,"Nicholas Thompson",99,19.86,"BounceBack",2013
82,82,"David Toms",49,19.85,"BounceBack",2013
83,83,"Cameron Tringale",80,19.72,"BounceBack",2013
84,84,"Andrew Svoboda",46,19.7,"BounceBack",2013
85,85,"Scott Gardiner",61,19.6,"BounceBack",2013
86,86,"Martin Kaymer",61,19.59,"BounceBack",2013
86,86,"Sean OHair",56,19.59,"BounceBack",2013
88,88,"Gary Woodland",94,19.55,"BounceBack",2013
89,89,"Sangmoon Bae",83,19.51,"BounceBack",2013
90,90,"Tiger Woods",61,19.46,"BounceBack",2013
91,91,"Ken Duke",87,19.4,"BounceBack",2013
92,92,"Aaron Watkins",46,19.26,"BounceBack",2013
93,93,"Henrik Norlander",70,19.19,"BounceBack",2013
94,94,"Ryo Ishikawa",72,19.09,"BounceBack",2013
95,95,"Chez Reavie",72,19.05,"BounceBack",2013
96,96,"Scott Stallings",79,19.03,"BounceBack",2013
97,97,"Ricky Barnes",74,19,"BounceBack",2013
98,98,"Lucas Glover",65,18.92,"BounceBack",2013
99,99,"Jerry Kelly",75,18.85,"BounceBack",2013
100,100,"Rory McIlroy",56,18.82,"BounceBack",2013
101,101,"Erik Compton",74,18.81,"BounceBack",2013
101,101,"Rickie Fowler",75,18.81,"BounceBack",2013
103,103,"Troy Matteson",68,18.72,"BounceBack",2013
104,104,"David Lynn",70,18.69,"BounceBack",2013
105,105,"Jason Bohn",70,18.57,"BounceBack",2013
106,106,"Tag Ridings",69,18.54,"BounceBack",2013
107,107,"Jim Furyk",80,18.32,"BounceBack",2013
108,108,"Steve LeBrun",66,18.28,"BounceBack",2013
109,109,"Jimmy Walker",84,18.26,"BounceBack",2013
110,110,"Rod Pampling",46,18.25,"BounceBack",2013
111,111,"Mike Weir",60,18.23,"BounceBack",2013
112,112,"Ben Kohles",75,18.22,"BounceBack",2013
113,113,"George McNeill",68,18.18,"BounceBack",2013
114,114,"Patrick Reed",83,18.11,"BounceBack",2013
115,115,"Boo Weekley",100,18.09,"BounceBack",2013
116,116,"Ted Potter Jr",65,18.08,"BounceBack",2013
117,117,"David Lingmerth",68,18.06,"BounceBack",2013
117,117,"Bo Van Pelt",72,18.06,"BounceBack",2013
119,119,"Kevin Streelman",86,18.03,"BounceBack",2013
120,120,"Charlie Beljan",62,18,"BounceBack",2013
120,120,"Jin Park",52,18,"BounceBack",2013
120,120,"Nick Watney",88,18,"BounceBack",2013
123,123,"KJ Choi",85,17.89,"BounceBack",2013
124,124,"Robert Allenby",58,17.86,"BounceBack",2013
125,125,"Chad Campbell",78,17.79,"BounceBack",2013
126,126,"Charles Howell III",87,17.77,"BounceBack",2013
127,127,"Brian Gay",79,17.75,"BounceBack",2013
128,128,"Vijay Singh",61,17.74,"BounceBack",2013
129,129,"Bob Estes",66,17.57,"BounceBack",2013
130,130,"Martin Laird",68,17.49,"BounceBack",2013
131,131,"Brendan Steele",86,17.43,"BounceBack",2013
132,132,"John Huh",88,17.39,"BounceBack",2013
133,133,"Josh Teater",86,17.27,"BounceBack",2013
134,134,"Nicolas Colsaerts",50,17.18,"BounceBack",2013
135,135,"David Mathis",71,17.11,"BounceBack",2013
136,136,"Matt Kuchar",93,17.09,"BounceBack",2013
137,137,"YE Yang",56,17.05,"BounceBack",2013
138,138,"Mark Wilson",56,17.04,"BounceBack",2013
139,139,"Stuart Appleby",88,16.91,"BounceBack",2013
140,140,"Tim Clark",64,16.76,"BounceBack",2013
141,141,"Bryce Molder",82,16.67,"BounceBack",2013
141,141,"Jeff Overton",78,16.67,"BounceBack",2013
143,143,"Matt Jones",83,16.59,"BounceBack",2013
144,144,"Michael Bradley",56,16.57,"BounceBack",2013
144,144,"Brandt Jobe",62,16.57,"BounceBack",2013
146,146,"Dicky Pride",71,16.33,"BounceBack",2013
147,147,"Cameron Percy",68,16.2,"BounceBack",2013
148,148,"Trevor Immelman",73,16.16,"BounceBack",2013
149,149,"Padraig Harrington",52,16.13,"BounceBack",2013
150,150,"Camilo Villegas",79,16.06,"BounceBack",2013
151,151,"Lee Westwood",70,15.96,"BounceBack",2013
152,152,"Angel Cabrera",73,15.95,"BounceBack",2013
153,153,"Geoff Ogilvy",57,15.92,"BounceBack",2013
154,154,"Jeff Maggert",63,15.88,"BounceBack",2013
155,155,"Ben Curtis",59,15.79,"BounceBack",2013
156,156,"John Merrick",79,15.74,"BounceBack",2013
157,157,"Derek Ernst",58,15.64,"BounceBack",2013
157,157,"Colt Knost",69,15.64,"BounceBack",2013
159,159,"JJ Henry",83,15.6,"BounceBack",2013
160,160,"Robert Karlsson",56,15.48,"BounceBack",2013
161,161,"Graeme McDowell",53,15.44,"BounceBack",2013
162,162,"Kevin Chappell",80,15.22,"BounceBack",2013
162,162,"Marc Leishman",77,15.22,"BounceBack",2013
164,164,"Jason Day",86,15.12,"BounceBack",2013
165,165,"Casey Wittenberg",72,15.08,"BounceBack",2013
166,166,"Adam Scott",61,15,"BounceBack",2013
166,166,"Michael Thompson",66,15,"BounceBack",2013
168,168,"Eric Meierdierks",48,14.81,"BounceBack",2013
169,169,"Brian Stuard",78,14.72,"BounceBack",2013
170,170,"Bobby Gates",49,14.69,"BounceBack",2013
171,171,"Scott Langley",79,14.08,"BounceBack",2013
172,172,"Luke List",65,14.02,"BounceBack",2013
173,173,"Justin Bolli",59,13.97,"BounceBack",2013
174,174,"Ben Crane",62,13.92,"BounceBack",2013
175,175,"Will Claxton",67,13.59,"BounceBack",2013
176,176,"Tim Herron",45,13.16,"BounceBack",2013
177,177,"Lee Williams",62,12.73,"BounceBack",2013
178,178,"Johnson Wagner",64,12.24,"BounceBack",2013
179,179,"Darron Stiles",51,12.08,"BounceBack",2013
180,180,"Tom Gillis",69,12.06,"BounceBack",2013
