"Top10FinalRoundPerformance_RANKTHISWEEK_2010","Top10FinalRoundPerformance_RANKLASTWEEK_2010","Top10FinalRoundPerformance_PLAYERNAME_2010","Top10FinalRoundPerformance_EVENTS_2010","Top10FinalRoundPerformance_PctTIMESIMPROVED_2010","Top10FinalRoundPerformance_OFTIMESIMPROVED_2010","stat_name","year"
1,1,"Matt Bettencourt",32,100,1,"Top10FinalRoundPerformance",2010
1,1,"Paul Casey",17,100,5,"Top10FinalRoundPerformance",2010
1,1,"Michael Connell",25,100,1,"Top10FinalRoundPerformance",2010
1,1,"Ben Crane",24,100,3,"Top10FinalRoundPerformance",2010
1,1,"Brian Davis",32,100,2,"Top10FinalRoundPerformance",2010
1,1,"Luke Donald",20,100,6,"Top10FinalRoundPerformance",2010
1,1,"Jason Dufner",25,100,1,"Top10FinalRoundPerformance",2010
1,1,"David Duval",24,100,1,"Top10FinalRoundPerformance",2010
1,1,"Steve Elkington",22,100,2,"Top10FinalRoundPerformance",2010
1,1,"Bob Estes",26,100,1,"Top10FinalRoundPerformance",2010
1,1,"Steve Flesch",25,100,1,"Top10FinalRoundPerformance",2010
1,1,"Rickie Fowler",28,100,4,"Top10FinalRoundPerformance",2010
1,1,"Mathew Goggin",28,100,1,"Top10FinalRoundPerformance",2010
1,1,"JP Hayes",25,100,2,"Top10FinalRoundPerformance",2010
1,1,"Freddie Jacobson",24,100,2,"Top10FinalRoundPerformance",2010
1,1,"Martin Laird",26,100,3,"Top10FinalRoundPerformance",2010
1,1,"Rory McIlroy",16,100,2,"Top10FinalRoundPerformance",2010
1,1,"Shaun Micheel",21,100,2,"Top10FinalRoundPerformance",2010
1,1,"Jeff Quinney",29,100,2,"Top10FinalRoundPerformance",2010
1,1,"Michael Sim",20,100,1,"Top10FinalRoundPerformance",2010
1,1,"Roland Thatcher",26,100,1,"Top10FinalRoundPerformance",2010
1,1,"DJ Trahan",27,100,4,"Top10FinalRoundPerformance",2010
1,1,"Johnson Wagner",28,100,1,"Top10FinalRoundPerformance",2010
1,1,"Jimmy Walker",27,100,2,"Top10FinalRoundPerformance",2010
1,1,"Mike Weir",19,100,1,"Top10FinalRoundPerformance",2010
1,1,"Steve Wheatcroft",27,100,1,"Top10FinalRoundPerformance",2010
1,1,"Jay Williamson",24,100,1,"Top10FinalRoundPerformance",2010
1,1,"YE Yang",21,100,1,"Top10FinalRoundPerformance",2010
29,29,"Matt Kuchar",26,85.7,6,"Top10FinalRoundPerformance",2010
29,29,"Bo Van Pelt",28,85.7,6,"Top10FinalRoundPerformance",2010
31,31,"Retief Goosen",19,83.3,5,"Top10FinalRoundPerformance",2010
32,32,"Tim Clark",24,80,4,"Top10FinalRoundPerformance",2010
32,32,"Steve Stricker",19,80,4,"Top10FinalRoundPerformance",2010
34,34,"Ryan Moore",24,75,3,"Top10FinalRoundPerformance",2010
34,34,"Jeff Overton",26,75,6,"Top10FinalRoundPerformance",2010
34,34,"Ryan Palmer",27,75,3,"Top10FinalRoundPerformance",2010
34,34,"Vaughn Taylor",26,75,3,"Top10FinalRoundPerformance",2010
34,34,"Bubba Watson",22,75,3,"Top10FinalRoundPerformance",2010
39,39,"Ernie Els",20,66.7,4,"Top10FinalRoundPerformance",2010
39,39,"Paul Goydos",25,66.7,2,"Top10FinalRoundPerformance",2010
39,39,"Bill Lunde",28,66.7,2,"Top10FinalRoundPerformance",2010
39,39,"Steve Marino",24,66.7,2,"Top10FinalRoundPerformance",2010
39,39,"Geoff Ogilvy",19,66.7,2,"Top10FinalRoundPerformance",2010
39,39,"DA Points",29,66.7,2,"Top10FinalRoundPerformance",2010
39,39,"Alex Prugh",28,66.7,2,"Top10FinalRoundPerformance",2010
39,39,"Adam Scott",20,66.7,2,"Top10FinalRoundPerformance",2010
39,39,"Vijay Singh",24,66.7,2,"Top10FinalRoundPerformance",2010
39,39,"Chris Tidland",24,66.7,2,"Top10FinalRoundPerformance",2010
39,39,"Camilo Villegas",20,66.7,2,"Top10FinalRoundPerformance",2010
39,39,"Nick Watney",24,66.7,4,"Top10FinalRoundPerformance",2010
51,51,"Jonathan Byrd",26,60,3,"Top10FinalRoundPerformance",2010
51,51,"KJ Choi",22,60,3,"Top10FinalRoundPerformance",2010
51,51,"Kevin Streelman",28,60,3,"Top10FinalRoundPerformance",2010
54,54,"Blake Adams",26,50,1,"Top10FinalRoundPerformance",2010
