"ScramblingfromtheFringe_RANKTHISWEEK_2013","ScramblingfromtheFringe_RANKLASTWEEK_2013","ScramblingfromtheFringe_PLAYERNAME_2013","ScramblingfromtheFringe_ROUNDS_2013","ScramblingfromtheFringe_Pct_2013","ScramblingfromtheFringe_SUCCESSES_2013","ScramblingfromtheFringe_ATTEMPTS_2013","stat_name","year"
1,1,"Ted Potter Jr",65,100,37,37,"ScramblingfromtheFringe",2013
1,1,"Tiger Woods",61,100,22,22,"ScramblingfromtheFringe",2013
3,3,"Luke Donald",60,97.73,43,44,"ScramblingfromtheFringe",2013
4,4,"Ben Curtis",59,96.88,31,32,"ScramblingfromtheFringe",2013
4,4,"Ian Poulter",59,96.88,31,32,"ScramblingfromtheFringe",2013
6,6,"Bob Estes",66,96.55,56,58,"ScramblingfromtheFringe",2013
6,6,"Ryan Palmer",79,96.55,56,58,"ScramblingfromtheFringe",2013
8,8,"Troy Matteson",68,96.23,51,53,"ScramblingfromtheFringe",2013
9,9,"Robert Streb",75,96.15,50,52,"ScramblingfromtheFringe",2013
10,10,"Jason Day",86,95.83,46,48,"ScramblingfromtheFringe",2013
11,11,"Kevin Streelman",86,95.56,43,45,"ScramblingfromtheFringe",2013
12,12,"Brandt Jobe",62,95.45,42,44,"ScramblingfromtheFringe",2013
12,12,"Matt Kuchar",93,95.45,63,66,"ScramblingfromtheFringe",2013
14,14,"Jimmy Walker",84,94.83,55,58,"ScramblingfromtheFringe",2013
15,15,"Aaron Baddeley",68,94.59,35,37,"ScramblingfromtheFringe",2013
15,15,"Brian Gay",79,94.59,70,74,"ScramblingfromtheFringe",2013
17,17,"Zach Johnson",84,94.23,49,52,"ScramblingfromtheFringe",2013
18,18,"Jerry Kelly",75,94.2,65,69,"ScramblingfromtheFringe",2013
19,19,"Ernie Els",63,94.12,48,51,"ScramblingfromtheFringe",2013
20,20,"James Hahn",78,94.03,63,67,"ScramblingfromtheFringe",2013
21,21,"Jim Furyk",80,93.94,62,66,"ScramblingfromtheFringe",2013
21,21,"Vaughn Taylor",50,93.94,31,33,"ScramblingfromtheFringe",2013
21,21,"Johnson Wagner",64,93.94,31,33,"ScramblingfromtheFringe",2013
21,21,"Aaron Watkins",46,93.94,31,33,"ScramblingfromtheFringe",2013
25,25,"Stewart Cink",71,93.75,30,32,"ScramblingfromtheFringe",2013
25,25,"David Toms",49,93.75,30,32,"ScramblingfromtheFringe",2013
27,27,"Bill Haas",85,93.65,59,63,"ScramblingfromtheFringe",2013
28,28,"Alistair Presnell",59,93.62,44,47,"ScramblingfromtheFringe",2013
28,28,"Lee Westwood",70,93.62,44,47,"ScramblingfromtheFringe",2013
30,30,"Tim Clark",64,93.48,43,46,"ScramblingfromtheFringe",2013
31,31,"Keegan Bradley",88,93.44,57,61,"ScramblingfromtheFringe",2013
32,32,"Jason Kokrak",78,93.1,54,58,"ScramblingfromtheFringe",2013
32,32,"Rod Pampling",46,93.1,27,29,"ScramblingfromtheFringe",2013
34,34,"Scott Brown",65,93.02,40,43,"ScramblingfromtheFringe",2013
35,35,"Nicolas Colsaerts",50,92.86,26,28,"ScramblingfromtheFringe",2013
36,36,"Tim Herron",45,92.68,38,41,"ScramblingfromtheFringe",2013
37,37,"Graham DeLaet",94,92.65,63,68,"ScramblingfromtheFringe",2013
38,38,"Charles Howell III",87,92.54,62,67,"ScramblingfromtheFringe",2013
39,39,"Robert Karlsson",56,92.5,37,40,"ScramblingfromtheFringe",2013
40,40,"Jason Dufner",78,92.31,48,52,"ScramblingfromtheFringe",2013
40,40,"Brian Harman",89,92.31,72,78,"ScramblingfromtheFringe",2013
40,40,"Padraig Harrington",52,92.31,24,26,"ScramblingfromtheFringe",2013
40,40,"Chris Kirk",89,92.31,72,78,"ScramblingfromtheFringe",2013
40,40,"Pat Perez",69,92.31,36,39,"ScramblingfromtheFringe",2013
45,45,"Darron Stiles",51,92.11,35,38,"ScramblingfromtheFringe",2013
46,46,"Greg Chalmers",77,91.89,68,74,"ScramblingfromtheFringe",2013
46,46,"Sergio Garcia",65,91.89,34,37,"ScramblingfromtheFringe",2013
46,46,"Doug LaBelle II",72,91.89,34,37,"ScramblingfromtheFringe",2013
49,49,"Bud Cauley",67,91.84,45,49,"ScramblingfromtheFringe",2013
50,50,"Matt Jones",83,91.67,66,72,"ScramblingfromtheFringe",2013
50,50,"David Lynn",70,91.67,33,36,"ScramblingfromtheFringe",2013
52,52,"Russell Henley",80,91.49,43,47,"ScramblingfromtheFringe",2013
52,52,"Brandt Snedeker",79,91.49,43,47,"ScramblingfromtheFringe",2013
54,54,"Graeme McDowell",53,91.43,32,35,"ScramblingfromtheFringe",2013
55,55,"Martin Laird",68,91.3,42,46,"ScramblingfromtheFringe",2013
56,56,"Jeff Overton",78,91.25,73,80,"ScramblingfromtheFringe",2013
57,57,"Steven Bowditch",67,91.23,52,57,"ScramblingfromtheFringe",2013
57,57,"George McNeill",68,91.23,52,57,"ScramblingfromtheFringe",2013
59,59,"Angel Cabrera",73,91.18,31,34,"ScramblingfromtheFringe",2013
60,60,"Ken Duke",87,90.91,70,77,"ScramblingfromtheFringe",2013
60,60,"Mark Wilson",56,90.91,40,44,"ScramblingfromtheFringe",2013
62,62,"Morgan Hoffmann",64,90.7,39,43,"ScramblingfromtheFringe",2013
62,62,"Scott Piercy",78,90.7,39,43,"ScramblingfromtheFringe",2013
62,62,"Kyle Stanley",71,90.7,39,43,"ScramblingfromtheFringe",2013
65,65,"Martin Flores",83,90.48,57,63,"ScramblingfromtheFringe",2013
65,65,"David Lingmerth",68,90.48,38,42,"ScramblingfromtheFringe",2013
65,65,"Carl Pettersson",82,90.48,57,63,"ScramblingfromtheFringe",2013
65,65,"Justin Rose",62,90.48,38,42,"ScramblingfromtheFringe",2013
65,65,"DJ Trahan",48,90.48,38,42,"ScramblingfromtheFringe",2013
70,70,"Stephen Ames",49,90,36,40,"ScramblingfromtheFringe",2013
70,70,"Cameron Percy",68,90,54,60,"ScramblingfromtheFringe",2013
70,70,"YE Yang",56,90,36,40,"ScramblingfromtheFringe",2013
73,73,"Brendon de Jonge",110,89.87,71,79,"ScramblingfromtheFringe",2013
74,74,"Jordan Spieth",82,89.83,53,59,"ScramblingfromtheFringe",2013
75,75,"Hunter Mahan",91,89.8,44,49,"ScramblingfromtheFringe",2013
76,76,"Scott Gardiner",61,89.47,34,38,"ScramblingfromtheFringe",2013
76,76,"Scott Langley",79,89.47,51,57,"ScramblingfromtheFringe",2013
76,76,"Casey Wittenberg",72,89.47,51,57,"ScramblingfromtheFringe",2013
79,79,"Tom Gillis",69,89.36,42,47,"ScramblingfromtheFringe",2013
79,79,"Ryan Moore",72,89.36,42,47,"ScramblingfromtheFringe",2013
81,81,"Jonas Blixt",76,89.29,50,56,"ScramblingfromtheFringe",2013
81,81,"Chad Campbell",78,89.29,50,56,"ScramblingfromtheFringe",2013
81,81,"Martin Kaymer",61,89.29,25,28,"ScramblingfromtheFringe",2013
84,84,"Billy Horschel",96,89.19,66,74,"ScramblingfromtheFringe",2013
84,84,"Nicholas Thompson",99,89.19,66,74,"ScramblingfromtheFringe",2013
86,86,"Marc Leishman",77,89.13,41,46,"ScramblingfromtheFringe",2013
87,87,"Sangmoon Bae",83,88.89,48,54,"ScramblingfromtheFringe",2013
87,87,"Justin Leonard",86,88.89,48,54,"ScramblingfromtheFringe",2013
87,87,"Andrew Svoboda",46,88.89,24,27,"ScramblingfromtheFringe",2013
90,90,"Gary Woodland",94,88.71,55,62,"ScramblingfromtheFringe",2013
91,91,"Sean OHair",56,88.57,31,35,"ScramblingfromtheFringe",2013
92,92,"Cameron Tringale",80,88.52,54,61,"ScramblingfromtheFringe",2013
93,93,"Erik Compton",74,88.46,46,52,"ScramblingfromtheFringe",2013
94,94,"Boo Weekley",100,88.24,60,68,"ScramblingfromtheFringe",2013
95,95,"Charley Hoffman",84,88,44,50,"ScramblingfromtheFringe",2013
96,96,"Lucas Glover",65,87.93,51,58,"ScramblingfromtheFringe",2013
97,97,"Michael Bradley",56,87.88,29,33,"ScramblingfromtheFringe",2013
98,98,"Chris Stroud",88,87.8,72,82,"ScramblingfromtheFringe",2013
99,99,"Jason Bohn",70,87.5,35,40,"ScramblingfromtheFringe",2013
99,99,"Justin Hicks",79,87.5,63,72,"ScramblingfromtheFringe",2013
99,99,"Luke List",65,87.5,42,48,"ScramblingfromtheFringe",2013
99,99,"Patrick Reed",83,87.5,56,64,"ScramblingfromtheFringe",2013
99,99,"Daniel Summerhays",83,87.5,63,72,"ScramblingfromtheFringe",2013
104,104,"Nick Watney",88,87.27,48,55,"ScramblingfromtheFringe",2013
105,105,"Will Claxton",67,87.23,41,47,"ScramblingfromtheFringe",2013
106,106,"Luke Guthrie",82,87.1,54,62,"ScramblingfromtheFringe",2013
107,107,"Scott Stallings",79,86.96,40,46,"ScramblingfromtheFringe",2013
108,108,"Bryce Molder",82,86.89,53,61,"ScramblingfromtheFringe",2013
108,108,"Webb Simpson",92,86.89,53,61,"ScramblingfromtheFringe",2013
108,108,"Brian Stuard",78,86.89,53,61,"ScramblingfromtheFringe",2013
111,111,"JJ Henry",83,86.79,46,53,"ScramblingfromtheFringe",2013
111,111,"Charlie Wi",75,86.79,46,53,"ScramblingfromtheFringe",2013
