"ScramblingfromtheFringe_RANKTHISWEEK_2013","ScramblingfromtheFringe_RANKLASTWEEK_2013","ScramblingfromtheFringe_PLAYERNAME_2013","ScramblingfromtheFringe_ROUNDS_2013","ScramblingfromtheFringe_Pct_2013","ScramblingfromtheFringe_SUCCESSES_2013","ScramblingfromtheFringe_ATTEMPTS_2013","stat_name","year"
113,113,"Rory Sabbatini",86,86.76,59,68,"ScramblingfromtheFringe",2013
114,114,"Bubba Watson",76,86.67,39,45,"ScramblingfromtheFringe",2013
115,115,"Ben Kohles",75,86.49,64,74,"ScramblingfromtheFringe",2013
116,116,"KJ Choi",85,86.44,51,59,"ScramblingfromtheFringe",2013
116,116,"Fabian Gomez",65,86.44,51,59,"ScramblingfromtheFringe",2013
118,118,"Steve Stricker",51,86.36,19,22,"ScramblingfromtheFringe",2013
118,118,"Bo Van Pelt",72,86.36,38,44,"ScramblingfromtheFringe",2013
120,120,"Richard Lee",81,86.27,44,51,"ScramblingfromtheFringe",2013
121,121,"Bobby Gates",49,86.21,25,29,"ScramblingfromtheFringe",2013
121,121,"Brendan Steele",86,86.21,50,58,"ScramblingfromtheFringe",2013
123,123,"Tommy Gainey",84,86.15,56,65,"ScramblingfromtheFringe",2013
124,124,"Tag Ridings",69,86.05,37,43,"ScramblingfromtheFringe",2013
125,125,"Robert Allenby",58,85.71,48,56,"ScramblingfromtheFringe",2013
125,125,"Justin Bolli",59,85.71,36,42,"ScramblingfromtheFringe",2013
125,125,"Ben Crane",62,85.71,42,49,"ScramblingfromtheFringe",2013
125,125,"James Driscoll",76,85.71,42,49,"ScramblingfromtheFringe",2013
125,125,"Robert Garrigus",69,85.71,30,35,"ScramblingfromtheFringe",2013
125,125,"Colt Knost",69,85.71,48,56,"ScramblingfromtheFringe",2013
125,125,"Mike Weir",60,85.71,42,49,"ScramblingfromtheFringe",2013
132,132,"Rickie Fowler",75,85.45,47,55,"ScramblingfromtheFringe",2013
133,133,"Matt Every",89,85.33,64,75,"ScramblingfromtheFringe",2013
133,133,"William McGirt",75,85.33,64,75,"ScramblingfromtheFringe",2013
135,135,"Adam Scott",61,85.29,29,34,"ScramblingfromtheFringe",2013
135,135,"Henrik Stenson",65,85.29,29,34,"ScramblingfromtheFringe",2013
137,137,"Rory McIlroy",56,85.19,23,27,"ScramblingfromtheFringe",2013
138,138,"Jeff Maggert",63,85,51,60,"ScramblingfromtheFringe",2013
138,138,"Camilo Villegas",79,85,51,60,"ScramblingfromtheFringe",2013
140,140,"John Merrick",79,84.75,50,59,"ScramblingfromtheFringe",2013
141,141,"Chez Reavie",72,84.62,44,52,"ScramblingfromtheFringe",2013
141,141,"Charl Schwartzel",69,84.62,22,26,"ScramblingfromtheFringe",2013
141,141,"Josh Teater",86,84.62,44,52,"ScramblingfromtheFringe",2013
141,141,"Michael Thompson",66,84.62,33,39,"ScramblingfromtheFringe",2013
145,145,"Lee Williams",62,84.48,49,58,"ScramblingfromtheFringe",2013
146,146,"David Hearn",88,84.38,54,64,"ScramblingfromtheFringe",2013
147,147,"Brad Fritsch",81,84.21,48,57,"ScramblingfromtheFringe",2013
148,148,"Steve LeBrun",66,84.09,37,44,"ScramblingfromtheFringe",2013
149,149,"Roberto Castro",97,83.82,57,68,"ScramblingfromtheFringe",2013
150,150,"DH Lee",65,83.67,41,49,"ScramblingfromtheFringe",2013
150,150,"Dicky Pride",71,83.67,41,49,"ScramblingfromtheFringe",2013
152,152,"David Mathis",71,83.64,46,55,"ScramblingfromtheFringe",2013
153,153,"Ricky Barnes",74,83.33,40,48,"ScramblingfromtheFringe",2013
153,153,"Peter Hanson",45,83.33,20,24,"ScramblingfromtheFringe",2013
153,153,"Ryo Ishikawa",72,83.33,35,42,"ScramblingfromtheFringe",2013
156,156,"Charlie Beljan",62,83.02,44,53,"ScramblingfromtheFringe",2013
157,157,"Jin Park",52,82.69,43,52,"ScramblingfromtheFringe",2013
158,158,"Kevin Chappell",80,82.54,52,63,"ScramblingfromtheFringe",2013
159,159,"Stuart Appleby",88,82.43,61,74,"ScramblingfromtheFringe",2013
160,160,"Geoff Ogilvy",57,82.05,32,39,"ScramblingfromtheFringe",2013
161,161,"Seung Yul Noh",71,82,41,50,"ScramblingfromtheFringe",2013
162,162,"John Huh",88,81.82,45,55,"ScramblingfromtheFringe",2013
162,162,"John Rollins",77,81.82,45,55,"ScramblingfromtheFringe",2013
164,164,"Dustin Johnson",71,81.4,35,43,"ScramblingfromtheFringe",2013
165,165,"Harris English",95,81.25,52,64,"ScramblingfromtheFringe",2013
165,165,"Vijay Singh",61,81.25,26,32,"ScramblingfromtheFringe",2013
165,165,"Kevin Stadler",83,81.25,52,64,"ScramblingfromtheFringe",2013
168,168,"Shawn Stefani",63,80.85,38,47,"ScramblingfromtheFringe",2013
169,169,"Greg Owen",73,80.7,46,57,"ScramblingfromtheFringe",2013
170,170,"Trevor Immelman",73,79.59,39,49,"ScramblingfromtheFringe",2013
171,171,"Freddie Jacobson",63,78.79,26,33,"ScramblingfromtheFringe",2013
172,172,"Brian Davis",91,78.57,66,84,"ScramblingfromtheFringe",2013
172,172,"Jim Herman",59,78.57,33,42,"ScramblingfromtheFringe",2013
174,174,"Henrik Norlander",70,77.78,35,45,"ScramblingfromtheFringe",2013
175,175,"Phil Mickelson",78,77.14,27,35,"ScramblingfromtheFringe",2013
176,176,"John Senden",79,77.08,37,48,"ScramblingfromtheFringe",2013
177,177,"DA Points",87,75.81,47,62,"ScramblingfromtheFringe",2013
178,178,"Andres Romero",63,75.44,43,57,"ScramblingfromtheFringe",2013
179,179,"Derek Ernst",58,71.88,23,32,"ScramblingfromtheFringe",2013
180,180,"Eric Meierdierks",48,68.42,26,38,"ScramblingfromtheFringe",2013
