"3PlusPuttsperRound_RANKTHISWEEK_2009","3PlusPuttsperRound_RANKLASTWEEK_2009","3PlusPuttsperRound_PLAYERNAME_2009","3PlusPuttsperRound_ROUNDS_2009","3PlusPuttsperRound_AVG_2009","3PlusPuttsperRound_TOTAL3PUTTS_2009","3PlusPuttsperRound_TOTALROUNDS_2009","stat_name","year"
1,1,"Kirk Triplett",60,0.1,6,60,"3PlusPuttsperRound",2009
2,2,"Aaron Baddeley",66,0.05,3,65,"3PlusPuttsperRound",2009
2,2,"Paul Goydos",79,0.05,4,79,"3PlusPuttsperRound",2009
4,4,"Eric Axley",71,0.04,3,71,"3PlusPuttsperRound",2009
4,4,"Fred Couples",54,0.04,2,54,"3PlusPuttsperRound",2009
4,4,"David Duval",56,0.04,2,56,"3PlusPuttsperRound",2009
4,4,"Greg Kraft",51,0.04,2,51,"3PlusPuttsperRound",2009
4,4,"Tom Lehman",55,0.04,2,55,"3PlusPuttsperRound",2009
4,4,"Nick OHern",90,0.04,4,90,"3PlusPuttsperRound",2009
4,4,"Leif Olson",51,0.04,2,51,"3PlusPuttsperRound",2009
4,4,"Rick Price",54,0.04,2,54,"3PlusPuttsperRound",2009
4,4,"Adam Scott",53,0.04,2,52,"3PlusPuttsperRound",2009
4,4,"John Senden",100,0.04,4,100,"3PlusPuttsperRound",2009
4,4,"Brendon Todd",53,0.04,2,53,"3PlusPuttsperRound",2009
4,4,"Boo Weekley",79,0.04,3,77,"3PlusPuttsperRound",2009
16,16,"Mark Calcavecchia",72,0.03,2,72,"3PlusPuttsperRound",2009
16,16,"Ben Curtis",63,0.03,2,62,"3PlusPuttsperRound",2009
16,16,"Glen Day",79,0.03,2,79,"3PlusPuttsperRound",2009
16,16,"Padraig Harrington",66,0.03,2,65,"3PlusPuttsperRound",2009
16,16,"Martin Laird",72,0.03,2,72,"3PlusPuttsperRound",2009
16,16,"Will Ma Kenzie",69,0.03,2,69,"3PlusPuttsperRound",2009
16,16,"Phil Mickelson",66,0.03,2,63,"3PlusPuttsperRound",2009
16,16,"Greg Owen",97,0.03,3,97,"3PlusPuttsperRound",2009
16,16,"Carl Pettersson",86,0.03,3,86,"3PlusPuttsperRound",2009
16,16,"Jeff Quinney",78,0.03,2,78,"3PlusPuttsperRound",2009
16,16,"Rory Sabbatini",81,0.03,2,80,"3PlusPuttsperRound",2009
16,16,"Vaughn Taylor",88,0.03,3,88,"3PlusPuttsperRound",2009
16,16,"Casey Wittenberg",71,0.03,2,71,"3PlusPuttsperRound",2009
29,29,"Briny Baird",89,0.02,2,89,"3PlusPuttsperRound",2009
29,29,"Matt Bettencourt",98,0.02,2,98,"3PlusPuttsperRound",2009
29,29,"Kris Blanks",60,0.02,1,60,"3PlusPuttsperRound",2009
29,29,"Bart Bryant",58,0.02,1,58,"3PlusPuttsperRound",2009
29,29,"Jason Day",61,0.02,1,61,"3PlusPuttsperRound",2009
29,29,"Chris DiMarco",97,0.02,2,97,"3PlusPuttsperRound",2009
29,29,"Derek Fathauer",63,0.02,1,63,"3PlusPuttsperRound",2009
29,29,"Sergio Garcia",59,0.02,1,58,"3PlusPuttsperRound",2009
29,29,"Lucas Glover",93,0.02,2,93,"3PlusPuttsperRound",2009
29,29,"Dustin Johnson",85,0.02,2,84,"3PlusPuttsperRound",2009
29,29,"Steve Lowery",83,0.02,2,83,"3PlusPuttsperRound",2009
29,29,"Billy Mayfair",83,0.02,2,83,"3PlusPuttsperRound",2009
29,29,"Ian Poulter",59,0.02,1,56,"3PlusPuttsperRound",2009
29,29,"Webb Simpson",94,0.02,2,94,"3PlusPuttsperRound",2009
29,29,"Brandt Snedeker",81,0.02,2,81,"3PlusPuttsperRound",2009
29,29,"Kevin Stadler",65,0.02,1,65,"3PlusPuttsperRound",2009
29,29,"Nicholas Thompson",96,0.02,2,96,"3PlusPuttsperRound",2009
29,29,"DJ Trahan",96,0.02,2,96,"3PlusPuttsperRound",2009
29,29,"Nick Watney",86,0.02,2,86,"3PlusPuttsperRound",2009
29,29,"Matt Weibring",65,0.02,1,65,"3PlusPuttsperRound",2009
29,29,"Mark Wilson",99,0.02,2,99,"3PlusPuttsperRound",2009
29,29,"Gary Woodland",53,0.02,1,53,"3PlusPuttsperRound",2009
51,51,"Brad Adamonis",70,0.01,1,70,"3PlusPuttsperRound",2009
51,51,"Michael Allen",73,0.01,1,73,"3PlusPuttsperRound",2009
51,51,"Ricky Barnes",67,0.01,1,67,"3PlusPuttsperRound",2009
51,51,"Cameron Beckman",87,0.01,1,87,"3PlusPuttsperRound",2009
51,51,"Jonathan Byrd",89,0.01,1,89,"3PlusPuttsperRound",2009
51,51,"Daniel Chopra",89,0.01,1,89,"3PlusPuttsperRound",2009
51,51,"Tim Clark",81,0.01,1,78,"3PlusPuttsperRound",2009
51,51,"Ben Crane",93,0.01,1,93,"3PlusPuttsperRound",2009
51,51,"Brian Davis",103,0.01,1,103,"3PlusPuttsperRound",2009
51,51,"Ken Duke",87,0.01,1,87,"3PlusPuttsperRound",2009
51,51,"Steve Flesch",77,0.01,1,77,"3PlusPuttsperRound",2009
51,51,"Jason Gore",74,0.01,1,74,"3PlusPuttsperRound",2009
51,51,"Nathan Green",104,0.01,1,104,"3PlusPuttsperRound",2009
51,51,"Bill Haas",91,0.01,1,91,"3PlusPuttsperRound",2009
51,51,"Todd Hamilton",83,0.01,1,83,"3PlusPuttsperRound",2009
51,51,"Tim Herron",87,0.01,1,87,"3PlusPuttsperRound",2009
51,51,"JB Holmes",74,0.01,1,74,"3PlusPuttsperRound",2009
51,51,"Ryuji Imada",85,0.01,1,85,"3PlusPuttsperRound",2009
51,51,"Zach Johnson",94,0.01,1,92,"3PlusPuttsperRound",2009
51,51,"Richard Johnson",85,0.01,1,85,"3PlusPuttsperRound",2009
51,51,"Kent Jones",73,0.01,1,73,"3PlusPuttsperRound",2009
51,51,"Jerry Kelly",90,0.01,1,90,"3PlusPuttsperRound",2009
51,51,"Cliff Kresge",78,0.01,1,78,"3PlusPuttsperRound",2009
51,51,"Matt Kuchar",82,0.01,1,82,"3PlusPuttsperRound",2009
51,51,"Marc Leishman",91,0.01,1,91,"3PlusPuttsperRound",2009
51,51,"Michael Letzig",96,0.01,1,96,"3PlusPuttsperRound",2009
51,51,"Hunter Mahan",94,0.01,1,92,"3PlusPuttsperRound",2009
51,51,"David Mathis",82,0.01,1,82,"3PlusPuttsperRound",2009
51,51,"Troy Matteson",95,0.01,1,95,"3PlusPuttsperRound",2009
51,51,"Scott McCarron",91,0.01,1,91,"3PlusPuttsperRound",2009
51,51,"George McNeill",82,0.01,1,82,"3PlusPuttsperRound",2009
51,51,"John Merrick",91,0.01,1,91,"3PlusPuttsperRound",2009
51,51,"Kevin Na",91,0.01,1,91,"3PlusPuttsperRound",2009
51,51,"Pat Perez",74,0.01,1,72,"3PlusPuttsperRound",2009
51,51,"Scott Piercy",85,0.01,1,85,"3PlusPuttsperRound",2009
51,51,"DA Points",99,0.01,1,99,"3PlusPuttsperRound",2009
51,51,"Aron Price",89,0.01,1,89,"3PlusPuttsperRound",2009
51,51,"Ted Purdy",101,0.01,1,101,"3PlusPuttsperRound",2009
51,51,"Brett Quigley",92,0.01,1,92,"3PlusPuttsperRound",2009
51,51,"Scott Verplank",88,0.01,1,88,"3PlusPuttsperRound",2009
51,51,"Johnson Wagner",81,0.01,1,81,"3PlusPuttsperRound",2009
51,51,"Dean Wilson",81,0.01,1,81,"3PlusPuttsperRound",2009
51,51,"YE Yang",83,0.01,1,83,"3PlusPuttsperRound",2009
