"3PuttAvoidanceRound4_RANKTHISWEEK_2010","3PuttAvoidanceRound4_RANKLASTWEEK_2010","3PuttAvoidanceRound4_PLAYERNAME_2010","3PuttAvoidanceRound4__2010","3PuttAvoidanceRound4_Pct_2010","3PuttAvoidanceRound4_TOTAL3PUTTS_2010","3PuttAvoidanceRound4_TOTALHOLES_2010","stat_name","year"
1,1,"Omar Uresti",NA,0.62,1,162,"3PuttAvoidanceRound4",2010
2,2,"Webb Simpson",NA,0.65,2,306,"3PuttAvoidanceRound4",2010
3,3,"Brian Gay",NA,0.88,3,342,"3PuttAvoidanceRound4",2010
4,4,"David Duval",NA,1.01,2,198,"3PuttAvoidanceRound4",2010
4,4,"Padraig Harrington",NA,1.01,2,198,"3PuttAvoidanceRound4",2010
6,6,"Jason Bohn",NA,1.04,3,288,"3PuttAvoidanceRound4",2010
7,7,"Zach Johnson",NA,1.06,4,378,"3PuttAvoidanceRound4",2010
8,8,"Rich Barcelo",NA,1.23,2,162,"3PuttAvoidanceRound4",2010
8,8,"Jarrod Lyle",NA,1.23,2,162,"3PuttAvoidanceRound4",2010
8,8,"Dean Wilson",NA,1.23,2,162,"3PuttAvoidanceRound4",2010
11,11,"Retief Goosen",NA,1.31,4,306,"3PuttAvoidanceRound4",2010
12,12,"Stephen Ames",NA,1.39,4,288,"3PuttAvoidanceRound4",2010
12,12,"Chad Collins",NA,1.39,4,288,"3PuttAvoidanceRound4",2010
12,12,"Joe Ogilvie",NA,1.39,4,288,"3PuttAvoidanceRound4",2010
12,12,"Rod Pampling",NA,1.39,3,216,"3PuttAvoidanceRound4",2010
12,12,"Brenden Pappas",NA,1.39,2,144,"3PuttAvoidanceRound4",2010
12,12,"Michael Sim",NA,1.39,3,216,"3PuttAvoidanceRound4",2010
18,18,"Charles Howell III",NA,1.45,6,414,"3PuttAvoidanceRound4",2010
19,19,"Tim Clark",NA,1.46,5,342,"3PuttAvoidanceRound4",2010
20,20,"Kevin Stadler",NA,1.48,4,270,"3PuttAvoidanceRound4",2010
21,21,"Rory McIlroy",NA,1.52,3,198,"3PuttAvoidanceRound4",2010
22,22,"JJ Henry",NA,1.54,5,324,"3PuttAvoidanceRound4",2010
23,23,"Ben Curtis",NA,1.59,4,252,"3PuttAvoidanceRound4",2010
23,23,"Jerod Turner",NA,1.59,2,126,"3PuttAvoidanceRound4",2010
25,25,"Jim Furyk",NA,1.63,5,306,"3PuttAvoidanceRound4",2010
25,25,"Vaughn Taylor",NA,1.63,5,306,"3PuttAvoidanceRound4",2010
27,27,"Aaron Baddeley",NA,1.67,6,360,"3PuttAvoidanceRound4",2010
27,27,"Jeev Milkha Singh",NA,1.67,3,180,"3PuttAvoidanceRound4",2010
29,29,"Paul Casey",NA,1.71,4,234,"3PuttAvoidanceRound4",2010
29,29,"Jimmy Walker",NA,1.71,4,234,"3PuttAvoidanceRound4",2010
31,31,"Bryce Molder",NA,1.74,5,288,"3PuttAvoidanceRound4",2010
32,32,"Matt Kuchar",NA,1.77,7,396,"3PuttAvoidanceRound4",2010
33,33,"James Driscoll",NA,1.85,4,216,"3PuttAvoidanceRound4",2010
33,33,"Steve Elkington",NA,1.85,5,270,"3PuttAvoidanceRound4",2010
33,33,"Bob Estes",NA,1.85,4,216,"3PuttAvoidanceRound4",2010
33,33,"Rickie Fowler",NA,1.85,7,378,"3PuttAvoidanceRound4",2010
33,33,"Charley Hoffman",NA,1.85,6,324,"3PuttAvoidanceRound4",2010
33,33,"David Lutterus",NA,1.85,3,162,"3PuttAvoidanceRound4",2010
33,33,"Steve Stricker",NA,1.85,6,324,"3PuttAvoidanceRound4",2010
33,33,"Nick Watney",NA,1.85,7,378,"3PuttAvoidanceRound4",2010
41,41,"Carl Pettersson",NA,1.94,7,360,"3PuttAvoidanceRound4",2010
42,42,"Kevin Streelman",NA,1.96,6,306,"3PuttAvoidanceRound4",2010
43,43,"Troy Matteson",NA,1.98,5,252,"3PuttAvoidanceRound4",2010
44,44,"Greg Chalmers",NA,2.05,7,342,"3PuttAvoidanceRound4",2010
44,44,"Michael Connell",NA,2.05,7,342,"3PuttAvoidanceRound4",2010
46,46,"Cameron Beckman",NA,2.08,3,144,"3PuttAvoidanceRound4",2010
46,46,"Craig Bowden",NA,2.08,3,144,"3PuttAvoidanceRound4",2010
46,46,"Scott McCarron",NA,2.08,6,288,"3PuttAvoidanceRound4",2010
46,46,"Jeff Quinney",NA,2.08,6,288,"3PuttAvoidanceRound4",2010
50,50,"Matt Bettencourt",NA,2.14,5,234,"3PuttAvoidanceRound4",2010
50,50,"Paul Stankowski",NA,2.14,5,234,"3PuttAvoidanceRound4",2010
52,52,"Brandt Snedeker",NA,2.16,7,324,"3PuttAvoidanceRound4",2010
53,53,"Luke Donald",NA,2.22,6,270,"3PuttAvoidanceRound4",2010
53,53,"Kevin Johnson",NA,2.22,2,90,"3PuttAvoidanceRound4",2010
53,53,"Charlie Wi",NA,2.22,8,360,"3PuttAvoidanceRound4",2010
56,56,"Marc Leishman",NA,2.29,7,306,"3PuttAvoidanceRound4",2010
57,57,"Spencer Levin",NA,2.31,10,432,"3PuttAvoidanceRound4",2010
58,58,"Ryan Palmer",NA,2.38,6,252,"3PuttAvoidanceRound4",2010
