"TenthTeeLateRound1ScoringAverage_RANKTHISWEEK_2009","TenthTeeLateRound1ScoringAverage_RANKLASTWEEK_2009","TenthTeeLateRound1ScoringAverage_PLAYERNAME_2009","TenthTeeLateRound1ScoringAverage__2009","TenthTeeLateRound1ScoringAverage_AVG_2009","TenthTeeLateRound1ScoringAverage_TOTALSTROKES_2009","TenthTeeLateRound1ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"Steve Stricker",NA,63,63,1,"TenthTeeLateRound1ScoringAverage",2009
2,2,"Sergio Garcia",NA,65,65,1,"TenthTeeLateRound1ScoringAverage",2009
3,3,"Padraig Harrington",NA,65.5,131,2,"TenthTeeLateRound1ScoringAverage",2009
4,4,"Bo Van Pelt",NA,66,198,3,"TenthTeeLateRound1ScoringAverage",2009
5,5,"Camilo Villegas",NA,67,67,1,"TenthTeeLateRound1ScoringAverage",2009
6,6,"Scott Verplank",NA,67.67,203,3,"TenthTeeLateRound1ScoringAverage",2009
7,7,"Boo Weekley",NA,67.83,407,6,"TenthTeeLateRound1ScoringAverage",2009
8,8,"Fred Couples",NA,68.5,137,2,"TenthTeeLateRound1ScoringAverage",2009
8,8,"Bubba Watson",NA,68.5,411,6,"TenthTeeLateRound1ScoringAverage",2009
10,10,"Steve Elkington",NA,68.67,206,3,"TenthTeeLateRound1ScoringAverage",2009
10,10,"Kevin Stadler",NA,68.67,206,3,"TenthTeeLateRound1ScoringAverage",2009
12,12,"Pat Perez",NA,68.71,481,7,"TenthTeeLateRound1ScoringAverage",2009
13,13,"Briny Baird",NA,69,207,3,"TenthTeeLateRound1ScoringAverage",2009
13,13,"Spencer Levin",NA,69,483,7,"TenthTeeLateRound1ScoringAverage",2009
13,13,"Geoff Ogilvy",NA,69,69,1,"TenthTeeLateRound1ScoringAverage",2009
13,13,"David Toms",NA,69,207,3,"TenthTeeLateRound1ScoringAverage",2009
17,17,"Scott McCarron",NA,69.2,346,5,"TenthTeeLateRound1ScoringAverage",2009
17,17,"Mike Weir",NA,69.2,346,5,"TenthTeeLateRound1ScoringAverage",2009
19,19,"Greg Owen",NA,69.29,485,7,"TenthTeeLateRound1ScoringAverage",2009
19,19,"Vaughn Taylor",NA,69.29,485,7,"TenthTeeLateRound1ScoringAverage",2009
21,21,"Chris Riley",NA,69.33,416,6,"TenthTeeLateRound1ScoringAverage",2009
22,22,"Greg Chalmers",NA,69.5,556,8,"TenthTeeLateRound1ScoringAverage",2009
22,22,"Brian Gay",NA,69.5,417,6,"TenthTeeLateRound1ScoringAverage",2009
22,22,"Phil Mickelson",NA,69.5,139,2,"TenthTeeLateRound1ScoringAverage",2009
25,25,"KJ Choi",NA,69.6,348,5,"TenthTeeLateRound1ScoringAverage",2009
25,25,"Justin Rose",NA,69.6,348,5,"TenthTeeLateRound1ScoringAverage",2009
27,27,"Jason Dufner",NA,69.64,766,11,"TenthTeeLateRound1ScoringAverage",2009
28,28,"Steve Marino",NA,69.67,627,9,"TenthTeeLateRound1ScoringAverage",2009
29,29,"Jonathan Byrd",NA,69.75,558,8,"TenthTeeLateRound1ScoringAverage",2009
29,29,"Sean OHair",NA,69.75,279,4,"TenthTeeLateRound1ScoringAverage",2009
31,31,"Ted Purdy",NA,69.78,628,9,"TenthTeeLateRound1ScoringAverage",2009
32,32,"Robert Allenby",NA,69.8,349,5,"TenthTeeLateRound1ScoringAverage",2009
32,32,"Brian Bateman",NA,69.8,349,5,"TenthTeeLateRound1ScoringAverage",2009
32,32,"Todd Hamilton",NA,69.8,349,5,"TenthTeeLateRound1ScoringAverage",2009
32,32,"Jerry Kelly",NA,69.8,698,10,"TenthTeeLateRound1ScoringAverage",2009
36,36,"Mark Calcavecchia",NA,69.83,419,6,"TenthTeeLateRound1ScoringAverage",2009
36,36,"Richard Johnson",NA,69.83,419,6,"TenthTeeLateRound1ScoringAverage",2009
36,36,"Johnson Wagner",NA,69.83,419,6,"TenthTeeLateRound1ScoringAverage",2009
36,36,"Nick Watney",NA,69.83,419,6,"TenthTeeLateRound1ScoringAverage",2009
40,40,"Jason Gore",NA,69.86,489,7,"TenthTeeLateRound1ScoringAverage",2009
41,41,"John Senden",NA,69.9,699,10,"TenthTeeLateRound1ScoringAverage",2009
42,42,"Cameron Beckman",NA,70,420,6,"TenthTeeLateRound1ScoringAverage",2009
42,42,"Lee Janzen",NA,70,420,6,"TenthTeeLateRound1ScoringAverage",2009
42,42,"Dustin Johnson",NA,70,280,4,"TenthTeeLateRound1ScoringAverage",2009
42,42,"Matt Jones",NA,70,210,3,"TenthTeeLateRound1ScoringAverage",2009
42,42,"Darron Stiles",NA,70,210,3,"TenthTeeLateRound1ScoringAverage",2009
47,47,"YE Yang",NA,70.17,421,6,"TenthTeeLateRound1ScoringAverage",2009
48,48,"Bart Bryant",NA,70.2,351,5,"TenthTeeLateRound1ScoringAverage",2009
48,48,"Lucas Glover",NA,70.2,351,5,"TenthTeeLateRound1ScoringAverage",2009
50,50,"Retief Goosen",NA,70.25,281,4,"TenthTeeLateRound1ScoringAverage",2009
50,50,"Bob Heintz",NA,70.25,281,4,"TenthTeeLateRound1ScoringAverage",2009
52,52,"Brad Adamonis",NA,70.33,422,6,"TenthTeeLateRound1ScoringAverage",2009
52,52,"Michael Letzig",NA,70.33,633,9,"TenthTeeLateRound1ScoringAverage",2009
52,52,"Chez Reavie",NA,70.33,422,6,"TenthTeeLateRound1ScoringAverage",2009
55,55,"Matt Weibring",NA,70.4,352,5,"TenthTeeLateRound1ScoringAverage",2009
56,56,"Nathan Green",NA,70.5,423,6,"TenthTeeLateRound1ScoringAverage",2009
56,56,"Steve Lowery",NA,70.5,423,6,"TenthTeeLateRound1ScoringAverage",2009
56,56,"David Mathis",NA,70.5,282,4,"TenthTeeLateRound1ScoringAverage",2009
56,56,"Rocco Mediate",NA,70.5,282,4,"TenthTeeLateRound1ScoringAverage",2009
56,56,"Rod Pampling",NA,70.5,282,4,"TenthTeeLateRound1ScoringAverage",2009
61,61,"Colt Knost",NA,70.57,494,7,"TenthTeeLateRound1ScoringAverage",2009
61,61,"Cliff Kresge",NA,70.57,494,7,"TenthTeeLateRound1ScoringAverage",2009
63,63,"Chad Campbell",NA,70.6,353,5,"TenthTeeLateRound1ScoringAverage",2009
63,63,"Bob Estes",NA,70.6,706,10,"TenthTeeLateRound1ScoringAverage",2009
63,63,"Tim Herron",NA,70.6,353,5,"TenthTeeLateRound1ScoringAverage",2009
63,63,"Freddie Jacobson",NA,70.6,353,5,"TenthTeeLateRound1ScoringAverage",2009
63,63,"Bryce Molder",NA,70.6,353,5,"TenthTeeLateRound1ScoringAverage",2009
68,68,"Kent Jones",NA,70.63,565,8,"TenthTeeLateRound1ScoringAverage",2009
69,69,"Alex Cejka",NA,70.67,424,6,"TenthTeeLateRound1ScoringAverage",2009
