"Total1Putts1520_RANKTHISWEEK_2014","Total1Putts1520_RANKLASTWEEK_2014","Total1Putts1520_PLAYERNAME_2014","Total1Putts1520_ROUNDS_2014","Total1Putts1520_TOTAL_2014","Total1Putts1520_TOTALFORALLDISTANCES_2014","Total1Putts1520_PCTOFALL1PUTTS_2014","stat_name","year"
1,1,"Matt Every",85,46,503,9.1,"Total1Putts1520",2014
1,1,"Morgan Hoffmann",103,46,671,6.9,"Total1Putts1520",2014
3,3,"Matt Kuchar",91,42,558,7.5,"Total1Putts1520",2014
4,4,"Daniel Summerhays",98,38,608,6.3,"Total1Putts1520",2014
5,5,"Russell Knox",92,36,571,6.3,"Total1Putts1520",2014
5,5,"Andres Romero",81,36,529,6.8,"Total1Putts1520",2014
7,7,"Brendon de Jonge",109,35,634,5.5,"Total1Putts1520",2014
7,7,"Carl Pettersson",91,35,569,6.2,"Total1Putts1520",2014
7,7,"Jordan Spieth",102,35,659,5.3,"Total1Putts1520",2014
7,7,"Brendon Todd",108,35,697,5,"Total1Putts1520",2014
7,7,"Cameron Tringale",111,35,673,5.2,"Total1Putts1520",2014
12,12,"Robert Allenby",83,34,457,7.4,"Total1Putts1520",2014
12,12,"Ryo Ishikawa",75,34,461,7.4,"Total1Putts1520",2014
14,14,"Chris Kirk",105,33,659,5,"Total1Putts1520",2014
15,15,"Kevin Chappell",100,32,607,5.3,"Total1Putts1520",2014
15,15,"Brian Davis",93,32,614,5.2,"Total1Putts1520",2014
15,15,"JB Holmes",86,32,598,5.4,"Total1Putts1520",2014
15,15,"Charles Howell III",106,32,648,4.9,"Total1Putts1520",2014
15,15,"Zach Johnson",97,32,611,5.2,"Total1Putts1520",2014
15,15,"Chris Stroud",88,32,536,6,"Total1Putts1520",2014
15,15,"Brian Stuard",91,32,545,5.9,"Total1Putts1520",2014
15,15,"Camilo Villegas",95,32,600,5.3,"Total1Putts1520",2014
23,23,"Luke Guthrie",85,31,581,5.3,"Total1Putts1520",2014
23,23,"Brian Harman",111,31,724,4.3,"Total1Putts1520",2014
23,23,"Marc Leishman",81,31,480,6.5,"Total1Putts1520",2014
23,23,"Charl Schwartzel",64,31,410,7.6,"Total1Putts1520",2014
23,23,"Brandt Snedeker",89,31,492,6.3,"Total1Putts1520",2014
23,23,"Bubba Watson",76,31,396,7.8,"Total1Putts1520",2014
29,29,"Stuart Appleby",92,30,625,4.8,"Total1Putts1520",2014
29,29,"Greg Chalmers",85,30,577,5.2,"Total1Putts1520",2014
29,29,"Brice Garnett",92,30,550,5.5,"Total1Putts1520",2014
29,29,"Russell Henley",92,30,524,5.7,"Total1Putts1520",2014
29,29,"Kevin Na",94,30,586,5.1,"Total1Putts1520",2014
34,34,"Ben Crane",81,29,558,5.2,"Total1Putts1520",2014
34,34,"Justin Hicks",103,29,572,5.1,"Total1Putts1520",2014
34,34,"William McGirt",96,29,608,4.8,"Total1Putts1520",2014
34,34,"Ryan Moore",86,29,445,6.5,"Total1Putts1520",2014
38,38,"Aaron Baddeley",74,28,464,6,"Total1Putts1520",2014
38,38,"Ricky Barnes",92,28,576,4.9,"Total1Putts1520",2014
38,38,"KJ Choi",80,28,502,5.6,"Total1Putts1520",2014
38,38,"Bill Haas",107,28,569,4.9,"Total1Putts1520",2014
38,38,"David Hearn",97,28,591,4.7,"Total1Putts1520",2014
38,38,"Charley Hoffman",93,28,561,5,"Total1Putts1520",2014
44,44,"Keegan Bradley",89,27,483,5.6,"Total1Putts1520",2014
44,44,"Billy Horschel",92,27,441,6.1,"Total1Putts1520",2014
44,44,"Freddie Jacobson",91,27,611,4.4,"Total1Putts1520",2014
44,44,"Danny Lee",84,27,492,5.5,"Total1Putts1520",2014
44,44,"Ryan Palmer",85,27,517,5.2,"Total1Putts1520",2014
44,44,"John Senden",99,27,556,4.9,"Total1Putts1520",2014
44,44,"Heath Slocum",71,27,417,6.5,"Total1Putts1520",2014
44,44,"Robert Streb",75,27,462,5.8,"Total1Putts1520",2014
44,44,"Michael Thompson",74,27,433,6.2,"Total1Putts1520",2014
44,44,"Tyrone Van Aswegen",79,27,462,5.8,"Total1Putts1520",2014
54,54,"Angel Cabrera",69,26,418,6.2,"Total1Putts1520",2014
54,54,"Robert Garrigus",80,26,515,5,"Total1Putts1520",2014
54,54,"James Hahn",82,26,483,5.4,"Total1Putts1520",2014
54,54,"Geoff Ogilvy",84,26,517,5,"Total1Putts1520",2014
54,54,"Michael Putnam",106,26,606,4.3,"Total1Putts1520",2014
59,59,"Charlie Beljan",76,25,449,5.6,"Total1Putts1520",2014
59,59,"Jonathan Byrd",76,25,444,5.6,"Total1Putts1520",2014
59,59,"Scott Langley",95,25,582,4.3,"Total1Putts1520",2014
59,59,"Wes Roach",67,25,372,6.7,"Total1Putts1520",2014
59,59,"Rory Sabbatini",82,25,453,5.5,"Total1Putts1520",2014
59,59,"Brendan Steele",89,25,499,5,"Total1Putts1520",2014
65,65,"Sangmoon Bae",76,24,486,4.9,"Total1Putts1520",2014
65,65,"Jason Bohn",81,24,495,4.8,"Total1Putts1520",2014
65,65,"Scott Brown",100,24,606,4,"Total1Putts1520",2014
65,65,"Roberto Castro",76,24,404,5.9,"Total1Putts1520",2014
65,65,"James Driscoll",71,24,398,6,"Total1Putts1520",2014
65,65,"Retief Goosen",94,24,564,4.3,"Total1Putts1520",2014
65,65,"JJ Henry",91,24,458,5.2,"Total1Putts1520",2014
65,65,"David Lingmerth",80,24,474,5.1,"Total1Putts1520",2014
65,65,"Ted Potter Jr",68,24,407,5.9,"Total1Putts1520",2014
65,65,"Vijay Singh",83,24,516,4.7,"Total1Putts1520",2014
65,65,"Scott Stallings",77,24,424,5.7,"Total1Putts1520",2014
76,76,"Steven Bowditch",93,23,563,4.1,"Total1Putts1520",2014
76,76,"Kevin Kisner",85,23,495,4.6,"Total1Putts1520",2014
76,76,"Graeme McDowell",66,23,350,6.6,"Total1Putts1520",2014
76,76,"George McNeill",79,23,502,4.6,"Total1Putts1520",2014
76,76,"John Merrick",87,23,443,5.2,"Total1Putts1520",2014
