"GIRPercentage125150yards_RANKTHISWEEK_2006","GIRPercentage125150yards_RANKLASTWEEK_2006","GIRPercentage125150yards_PLAYERNAME_2006","GIRPercentage125150yards_ROUNDS_2006","GIRPercentage125150yards_Pct_2006","GIRPercentage125150yards_GREENSHIT_2006","GIRPercentage125150yards_TOTALHOLES_2006","GIRPercentage125150yards_RELATIVETOPAR_2006","stat_name","year"
1,1,"Billy Andrade",78,83.8,119,142,-0.15,"GIRPercentage125150yards",2006
2,2,"Shaun Micheel",96,80.66,171,212,-0.16,"GIRPercentage125150yards",2006
3,3,"John Cook",67,77.78,126,162,-0.18,"GIRPercentage125150yards",2006
4,4,"Jose Maria Olazabal",62,77.12,91,118,-0.19,"GIRPercentage125150yards",2006
5,5,"David Howell",52,76.83,63,82,-0.21,"GIRPercentage125150yards",2006
6,6,"Jim Furyk",89,76.47,143,187,-0.27,"GIRPercentage125150yards",2006
7,7,"Skip Kendall",72,76.36,126,165,-0.15,"GIRPercentage125150yards",2006
8,8,"Stephen Leaney",84,75.88,173,228,-0.2,"GIRPercentage125150yards",2006
9,9,"Corey Pavin",74,75.68,112,148,-0.17,"GIRPercentage125150yards",2006
10,10,"JJ Henry",96,75.34,165,219,-0.21,"GIRPercentage125150yards",2006
11,11,"Steve Flesch",119,75.3,247,328,-0.26,"GIRPercentage125150yards",2006
12,12,"Bart Bryant",87,74.75,151,202,-0.19,"GIRPercentage125150yards",2006
13,13,"Joey Sindelar",90,74.59,182,244,-0.18,"GIRPercentage125150yards",2006
14,14,"Olin Browne",108,74.5,187,251,-0.27,"GIRPercentage125150yards",2006
15,15,"Brett Quigley",109,74.46,207,278,-0.23,"GIRPercentage125150yards",2006
16,16,"Rory Sabbatini",84,74.07,140,189,-0.21,"GIRPercentage125150yards",2006
17,17,"John Senden",96,74.06,177,239,-0.19,"GIRPercentage125150yards",2006
18,18,"Trevor Immelman",86,74.04,154,208,-0.13,"GIRPercentage125150yards",2006
19,19,"Stephen Ames",63,73.91,85,115,-0.24,"GIRPercentage125150yards",2006
20,20,"Fred Funk",106,73.9,184,249,-0.21,"GIRPercentage125150yards",2006
20,20,"Mark Wilson",79,73.9,184,249,-0.26,"GIRPercentage125150yards",2006
22,22,"Arron Oberholser",82,73.87,147,199,-0.24,"GIRPercentage125150yards",2006
23,23,"Camilo Villegas",95,73.76,194,263,-0.29,"GIRPercentage125150yards",2006
24,24,"Ben Curtis",86,73.66,137,186,-0.21,"GIRPercentage125150yards",2006
25,25,"Jerry Kelly",100,73.52,186,253,-0.23,"GIRPercentage125150yards",2006
26,26,"Jeff Gove",91,73.49,183,249,-0.16,"GIRPercentage125150yards",2006
27,27,"Jerry Smith",94,73.26,189,258,-0.21,"GIRPercentage125150yards",2006
28,28,"Jonathan Byrd",66,73.08,114,156,-0.19,"GIRPercentage125150yards",2006
29,29,"Daisuke Maruyama",83,72.94,159,218,-0.18,"GIRPercentage125150yards",2006
30,30,"Brian Gay",107,72.83,185,254,-0.29,"GIRPercentage125150yards",2006
31,31,"Brett Wetterich",82,72.81,158,217,-0.25,"GIRPercentage125150yards",2006
32,32,"Dean Wilson",115,72.79,206,283,-0.28,"GIRPercentage125150yards",2006
33,33,"David McKenzie",82,72.77,147,202,-0.17,"GIRPercentage125150yards",2006
34,34,"Kevin Sutherland",100,72.69,189,260,-0.2,"GIRPercentage125150yards",2006
35,35,"Joe Durant",101,72.67,218,300,-0.24,"GIRPercentage125150yards",2006
36,36,"Robert Allenby",79,72.6,159,219,-0.26,"GIRPercentage125150yards",2006
37,37,"Kenny Perry",73,72.59,143,197,-0.22,"GIRPercentage125150yards",2006
38,38,"Tim Clark",80,72.54,103,142,-0.19,"GIRPercentage125150yards",2006
39,39,"Retief Goosen",68,72.46,100,138,-0.26,"GIRPercentage125150yards",2006
40,40,"Vijay Singh",103,72.4,160,221,-0.23,"GIRPercentage125150yards",2006
41,41,"Jonathan Kaye",95,72.3,214,296,-0.12,"GIRPercentage125150yards",2006
42,42,"Steve Jones",83,72.22,156,216,-0.24,"GIRPercentage125150yards",2006
43,43,"Tom Lehman",70,72.14,101,140,-0.21,"GIRPercentage125150yards",2006
44,44,"Marco Dawson",87,72.03,170,236,-0.25,"GIRPercentage125150yards",2006
45,45,"Mike Weir",88,71.98,131,182,-0.26,"GIRPercentage125150yards",2006
46,46,"Larry Mize",53,71.97,95,132,-0.07,"GIRPercentage125150yards",2006
47,47,"Bob Estes",85,71.95,159,221,-0.26,"GIRPercentage125150yards",2006
48,48,"Michael Allen",84,71.93,164,228,-0.2,"GIRPercentage125150yards",2006
49,49,"David Branshaw",98,71.9,174,242,-0.29,"GIRPercentage125150yards",2006
50,50,"Briny Baird",81,71.82,158,220,-0.19,"GIRPercentage125150yards",2006
51,51,"Zach Johnson",98,71.72,175,244,-0.26,"GIRPercentage125150yards",2006
52,52,"Billy Mayfair",94,71.67,172,240,-0.22,"GIRPercentage125150yards",2006
53,53,"Stewart Cink",93,71.56,161,225,-0.27,"GIRPercentage125150yards",2006
54,54,"Stuart Appleby",83,71.35,132,185,-0.21,"GIRPercentage125150yards",2006
55,55,"Bernhard Langer",77,71.2,131,184,-0.27,"GIRPercentage125150yards",2006
56,56,"Jeff Maggert",81,71.13,138,194,-0.25,"GIRPercentage125150yards",2006
57,57,"Ryuji Imada",105,71.09,182,256,-0.19,"GIRPercentage125150yards",2006
58,58,"Jason Schultz",77,71.05,135,190,-0.12,"GIRPercentage125150yards",2006
59,59,"Greg Owen",79,70.91,117,165,-0.13,"GIRPercentage125150yards",2006
60,60,"Tommy Armour III",65,70.89,112,158,-0.21,"GIRPercentage125150yards",2006
61,61,"Phil Mickelson",74,70.87,90,127,-0.32,"GIRPercentage125150yards",2006
62,62,"Kris Cox",83,70.67,159,225,-0.19,"GIRPercentage125150yards",2006
63,63,"Vaughn Taylor",88,70.54,170,241,-0.15,"GIRPercentage125150yards",2006
64,64,"Alex Cejka",93,70.52,177,251,-0.16,"GIRPercentage125150yards",2006
65,65,"Dudley Hart",83,70.51,165,234,-0.19,"GIRPercentage125150yards",2006
66,66,"Robert Gamez",94,70.49,172,244,-0.18,"GIRPercentage125150yards",2006
66,66,"Padraig Harrington",54,70.49,86,122,-0.14,"GIRPercentage125150yards",2006
68,68,"Woody Austin",107,70.37,209,297,-0.15,"GIRPercentage125150yards",2006
68,68,"Tiger Woods",55,70.37,76,108,-0.21,"GIRPercentage125150yards",2006
70,70,"Brian Davis",92,70.26,163,232,-0.23,"GIRPercentage125150yards",2006
71,71,"Hunter Mahan",98,70.22,191,272,-0.24,"GIRPercentage125150yards",2006
72,72,"Chris Smith",67,70.1,136,194,-0.14,"GIRPercentage125150yards",2006
73,73,"David Toms",76,70,133,190,-0.22,"GIRPercentage125150yards",2006
