"Puttingfrom8_RANKTHISWEEK_2013","Puttingfrom8_RANKLASTWEEK_2013","Puttingfrom8_PLAYERNAME_2013","Puttingfrom8_ROUNDS_2013","Puttingfrom8_PctMADE_2013","Puttingfrom8_ATTEMPTS_2013","Puttingfrom8_PUTTSMADE_2013","stat_name","year"
1,1,"Kevin Streelman",86,72.92,48,35,"Puttingfrom8",2013
2,2,"Jin Park",52,67.65,34,23,"Puttingfrom8",2013
3,3,"Doug LaBelle II",72,67.31,52,35,"Puttingfrom8",2013
4,4,"Freddie Jacobson",63,66.67,42,28,"Puttingfrom8",2013
4,4,"Colt Knost",69,66.67,39,26,"Puttingfrom8",2013
6,6,"Chris Stroud",88,65.75,73,48,"Puttingfrom8",2013
7,7,"Phil Mickelson",78,65.38,52,34,"Puttingfrom8",2013
8,8,"Brian Stuard",78,65.22,46,30,"Puttingfrom8",2013
9,9,"Aaron Watkins",46,63.64,22,14,"Puttingfrom8",2013
10,10,"George McNeill",68,63.46,52,33,"Puttingfrom8",2013
11,11,"Kyle Stanley",71,63.41,41,26,"Puttingfrom8",2013
12,12,"Stephen Ames",49,63.33,30,19,"Puttingfrom8",2013
13,13,"Brandt Snedeker",79,62.5,48,30,"Puttingfrom8",2013
14,14,"Brian Gay",79,62.07,58,36,"Puttingfrom8",2013
15,15,"Steve Stricker",51,61.9,21,13,"Puttingfrom8",2013
16,16,"Keegan Bradley",88,61.7,47,29,"Puttingfrom8",2013
17,17,"Jason Kokrak",78,61.11,54,33,"Puttingfrom8",2013
18,18,"Cameron Tringale",80,60.94,64,39,"Puttingfrom8",2013
19,19,"Luke List",65,60.47,43,26,"Puttingfrom8",2013
20,20,"Graham DeLaet",94,60.38,53,32,"Puttingfrom8",2013
21,21,"Charley Hoffman",84,60.29,68,41,"Puttingfrom8",2013
22,22,"Sangmoon Bae",83,60,45,27,"Puttingfrom8",2013
22,22,"KJ Choi",85,60,45,27,"Puttingfrom8",2013
22,22,"Bill Haas",85,60,60,36,"Puttingfrom8",2013
22,22,"Martin Kaymer",61,60,30,18,"Puttingfrom8",2013
22,22,"Mike Weir",60,60,35,21,"Puttingfrom8",2013
27,27,"Chris Kirk",89,59.34,91,54,"Puttingfrom8",2013
28,28,"Jordan Spieth",82,59.26,54,32,"Puttingfrom8",2013
29,29,"Justin Bolli",59,58.82,34,20,"Puttingfrom8",2013
30,30,"William McGirt",75,58.33,48,28,"Puttingfrom8",2013
31,31,"Greg Chalmers",77,58.06,62,36,"Puttingfrom8",2013
