"Approaches200225yardsRghRTP_RANKTHISWEEK_2006","Approaches200225yardsRghRTP_RANKLASTWEEK_2006","Approaches200225yardsRghRTP_PLAYERNAME_2006","Approaches200225yardsRghRTP_ROUNDS_2006","Approaches200225yardsRghRTP_AVGRTP_2006","stat_name","year"
1,1,"Larry Mize",53,-0.5,"Approaches200225yardsRghRTP",2006
2,2,"Brett Wetterich",82,-0.4,"Approaches200225yardsRghRTP",2006
3,3,"Lucas Glover",105,-0.357,"Approaches200225yardsRghRTP",2006
4,4,"JB Holmes",81,-0.35,"Approaches200225yardsRghRTP",2006
5,5,"Davis Love III",85,-0.333,"Approaches200225yardsRghRTP",2006
6,6,"Steve Elkington",52,-0.3,"Approaches200225yardsRghRTP",2006
7,7,"John Senden",96,-0.296,"Approaches200225yardsRghRTP",2006
8,8,"Robert Allenby",79,-0.286,"Approaches200225yardsRghRTP",2006
8,8,"Scott Gutschewski",53,-0.286,"Approaches200225yardsRghRTP",2006
10,10,"Camilo Villegas",95,-0.28,"Approaches200225yardsRghRTP",2006
11,11,"Charley Hoffman",100,-0.267,"Approaches200225yardsRghRTP",2006
12,12,"Trevor Immelman",86,-0.25,"Approaches200225yardsRghRTP",2006
13,13,"Bubba Watson",83,-0.238,"Approaches200225yardsRghRTP",2006
14,14,"Nick Watney",97,-0.214,"Approaches200225yardsRghRTP",2006
15,15,"Sergio Garcia",59,-0.2,"Approaches200225yardsRghRTP",2006
15,15,"Ian Poulter",53,-0.2,"Approaches200225yardsRghRTP",2006
17,17,"Harrison Frazar",95,-0.19,"Approaches200225yardsRghRTP",2006
18,18,"Ryan Palmer",101,-0.182,"Approaches200225yardsRghRTP",2006
19,19,"Chad Campbell",91,-0.167,"Approaches200225yardsRghRTP",2006
19,19,"Retief Goosen",68,-0.167,"Approaches200225yardsRghRTP",2006
19,19,"DA Points",82,-0.167,"Approaches200225yardsRghRTP",2006
19,19,"John Rollins",93,-0.167,"Approaches200225yardsRghRTP",2006
23,23,"Todd Hamilton",72,-0.154,"Approaches200225yardsRghRTP",2006
24,24,"Troy Matteson",101,-0.15,"Approaches200225yardsRghRTP",2006
25,25,"Freddie Jacobson",56,-0.143,"Approaches200225yardsRghRTP",2006
25,25,"Jason Schultz",77,-0.143,"Approaches200225yardsRghRTP",2006
25,25,"Tiger Woods",55,-0.143,"Approaches200225yardsRghRTP",2006
28,28,"Arjun Atwal",97,-0.133,"Approaches200225yardsRghRTP",2006
28,28,"Patrick Sheehan",104,-0.133,"Approaches200225yardsRghRTP",2006
28,28,"Vance Veazey",59,-0.133,"Approaches200225yardsRghRTP",2006
31,31,"Phil Mickelson",74,-0.125,"Approaches200225yardsRghRTP",2006
32,32,"Jeff Gove",91,-0.111,"Approaches200225yardsRghRTP",2006
33,33,"Bo Van Pelt",102,-0.095,"Approaches200225yardsRghRTP",2006
34,34,"Tag Ridings",103,-0.091,"Approaches200225yardsRghRTP",2006
35,35,"Jeff Overton",95,-0.083,"Approaches200225yardsRghRTP",2006
36,36,"Tim Herron",82,-0.077,"Approaches200225yardsRghRTP",2006
37,37,"Justin Rose",98,-0.074,"Approaches200225yardsRghRTP",2006
38,38,"Henrik Bjornstad",97,-0.071,"Approaches200225yardsRghRTP",2006
38,38,"Ryan Moore",68,-0.071,"Approaches200225yardsRghRTP",2006
