"MoneyLeaders_RANKTHISWEEK_2009","MoneyLeaders_RANKLASTWEEK_2009","MoneyLeaders_PLAYERNAME_2009","MoneyLeaders_EVENTS_2009","MoneyLeaders_MONEY_2009","MoneyLeaders_YTDVICTORIES_2009","stat_name","year"
27,27,"John Senden",29,2305492,NA,"MoneyLeaders",2009
28,28,"John Rollins",27,2269475,1,"MoneyLeaders",2009
29,29,"Tim Clark",23,2235105,NA,"MoneyLeaders",2009
30,30,"Justin Leonard",26,2232378,NA,"MoneyLeaders",2009
31,31,"Ryan Moore",27,2222871,1,"MoneyLeaders",2009
32,32,"Heath Slocum",30,2195565,1,"MoneyLeaders",2009
33,33,"Jason Dufner",26,2190792,NA,"MoneyLeaders",2009
34,34,"Luke Donald",21,2174947,NA,"MoneyLeaders",2009
35,35,"Steve Marino",29,2161539,NA,"MoneyLeaders",2009
36,36,"Ernie Els",19,2147157,NA,"MoneyLeaders",2009
37,37,"Stephen Ames",23,2131538,1,"MoneyLeaders",2009
38,38,"Scott Verplank",24,2092114,NA,"MoneyLeaders",2009
39,39,"Anthony Kim",22,1972155,NA,"MoneyLeaders",2009
40,40,"Bo Van Pelt",30,1945307,1,"MoneyLeaders",2009
41,41,"Charley Hoffman",27,1894925,NA,"MoneyLeaders",2009
42,42,"Robert Allenby",21,1890946,NA,"MoneyLeaders",2009
43,43,"Brian Davis",32,1874318,NA,"MoneyLeaders",2009
44,44,"Mark Wilson",28,1838414,1,"MoneyLeaders",2009
45,45,"Camilo Villegas",21,1804981,NA,"MoneyLeaders",2009
46,46,"Charles Howell III",29,1804460,NA,"MoneyLeaders",2009
47,47,"Marc Leishman",28,1742243,NA,"MoneyLeaders",2009
48,48,"Chad Campbell",26,1725237,NA,"MoneyLeaders",2009
49,49,"Pat Perez",22,1720360,1,"MoneyLeaders",2009
50,50,"John Mallinger",27,1717140,NA,"MoneyLeaders",2009
51,51,"Ben Crane",27,1667085,NA,"MoneyLeaders",2009
52,52,"Davis Love III",27,1622401,NA,"MoneyLeaders",2009
53,53,"Paul Goydos",25,1619918,NA,"MoneyLeaders",2009
54,54,"Tim Petrovic",31,1551866,NA,"MoneyLeaders",2009
55,55,"Brandt Snedeker",26,1483557,NA,"MoneyLeaders",2009
56,56,"Troy Matteson",30,1466070,1,"MoneyLeaders",2009
57,57,"George McNeill",26,1439220,NA,"MoneyLeaders",2009
58,58,"John Merrick",28,1438892,NA,"MoneyLeaders",2009
59,59,"Nathan Green",30,1436342,1,"MoneyLeaders",2009
60,60,"Bubba Watson",24,1430244,NA,"MoneyLeaders",2009
61,61,"Bill Haas",29,1425418,NA,"MoneyLeaders",2009
62,62,"Brett Quigley",28,1412780,NA,"MoneyLeaders",2009
63,63,"Bryce Molder",21,1381211,NA,"MoneyLeaders",2009
64,64,"Charlie Wi",28,1375096,NA,"MoneyLeaders",2009
65,65,"Martin Laird",24,1349354,1,"MoneyLeaders",2009
66,66,"DA Points",29,1320021,NA,"MoneyLeaders",2009
67,67,"Jonathan Byrd",25,1316771,NA,"MoneyLeaders",2009
68,68,"Vijay Singh",21,1276815,NA,"MoneyLeaders",2009
69,69,"Jason Day",18,1251219,NA,"MoneyLeaders",2009
70,70,"Webb Simpson",30,1249674,NA,"MoneyLeaders",2009
71,71,"Jeff Klauk",29,1243696,NA,"MoneyLeaders",2009
72,72,"JB Holmes",25,1219534,NA,"MoneyLeaders",2009
73,73,"Kevin Sutherland",27,1218605,NA,"MoneyLeaders",2009
74,74,"Sergio Garcia",17,1212522,NA,"MoneyLeaders",2009
75,75,"Fred Couples",16,1197971,NA,"MoneyLeaders",2009
76,76,"Jeff Overton",28,1193346,NA,"MoneyLeaders",2009
77,77,"Freddie Jacobson",25,1189995,NA,"MoneyLeaders",2009
78,78,"Briny Baird",28,1186982,NA,"MoneyLeaders",2009
79,79,"Vaughn Taylor",28,1178282,NA,"MoneyLeaders",2009
80,80,"JJ Henry",28,1161641,NA,"MoneyLeaders",2009
81,81,"Jason Bohn",25,1159936,NA,"MoneyLeaders",2009
82,82,"Woody Austin",24,1137331,NA,"MoneyLeaders",2009
83,83,"Justin Rose",22,1125518,NA,"MoneyLeaders",2009
84,84,"Mathew Goggin",26,1118845,NA,"MoneyLeaders",2009
85,85,"Boo Weekley",22,1107448,NA,"MoneyLeaders",2009
86,86,"Bob Estes",23,1079929,NA,"MoneyLeaders",2009
87,87,"DJ Trahan",30,1078256,NA,"MoneyLeaders",2009
88,88,"Nick OHern",27,1074215,NA,"MoneyLeaders",2009
89,89,"Greg Chalmers",26,1058286,NA,"MoneyLeaders",2009
90,90,"Scott Piercy",28,1032716,NA,"MoneyLeaders",2009
91,91,"Kevin Streelman",29,1007444,NA,"MoneyLeaders",2009
92,92,"Scott McCarron",27,980819,NA,"MoneyLeaders",2009
93,93,"KJ Choi",22,968506,NA,"MoneyLeaders",2009
94,94,"Rod Pampling",23,956897,NA,"MoneyLeaders",2009
95,95,"Alex Cejka",25,953664,NA,"MoneyLeaders",2009
96,96,"James Nitties",27,931532,NA,"MoneyLeaders",2009
97,97,"Kevin Stadler",20,925514,NA,"MoneyLeaders",2009
98,98,"Michael Letzig",28,896478,NA,"MoneyLeaders",2009
99,99,"Lee Janzen",23,871187,NA,"MoneyLeaders",2009
100,100,"Ted Purdy",30,838707,NA,"MoneyLeaders",2009
101,101,"Aaron Baddeley",23,837065,NA,"MoneyLeaders",2009
102,102,"Bill Lunde",27,825691,NA,"MoneyLeaders",2009
103,103,"Daniel Chopra",28,814331,NA,"MoneyLeaders",2009
104,104,"James Driscoll",17,807578,NA,"MoneyLeaders",2009
105,105,"Ben Curtis",18,799524,NA,"MoneyLeaders",2009
106,106,"Andres Romero",20,789305,NA,"MoneyLeaders",2009
107,107,"Mark Calcavecchia",23,787346,NA,"MoneyLeaders",2009
108,108,"Adam Scott",19,783138,NA,"MoneyLeaders",2009
109,109,"Greg Owen",30,763517,NA,"MoneyLeaders",2009
110,110,"Michael Allen",22,741066,NA,"MoneyLeaders",2009
111,111,"Matt Bettencourt",31,740037,NA,"MoneyLeaders",2009
112,112,"Harrison Frazar",28,738615,NA,"MoneyLeaders",2009
113,113,"Chris Stroud",28,735019,NA,"MoneyLeaders",2009
114,114,"Tom Watson",2,732603,NA,"MoneyLeaders",2009
115,115,"Michael Bradley",17,727788,1,"MoneyLeaders",2009
116,116,"Cameron Beckman",26,726705,NA,"MoneyLeaders",2009
117,117,"Jeff Quinney",26,718950,NA,"MoneyLeaders",2009
118,118,"Ryuji Imada",25,706394,NA,"MoneyLeaders",2009
119,119,"Richard Johnson",26,687077,NA,"MoneyLeaders",2009
120,120,"Ricky Barnes",23,684863,NA,"MoneyLeaders",2009
121,121,"Roland Thatcher",16,681631,NA,"MoneyLeaders",2009
122,122,"Rich Beem",26,676899,NA,"MoneyLeaders",2009
123,123,"Nicholas Thompson",31,675178,NA,"MoneyLeaders",2009
124,124,"Steve Flesch",27,668052,NA,"MoneyLeaders",2009
125,125,"Jimmy Walker",24,662683,NA,"MoneyLeaders",2009
126,126,"Will Ma Kenzie",24,659686,NA,"MoneyLeaders",2009
127,127,"Robert Garrigus",25,657204,NA,"MoneyLeaders",2009
128,128,"Jeff Maggert",28,651384,NA,"MoneyLeaders",2009
129,129,"Chris Riley",22,630417,NA,"MoneyLeaders",2009
130,130,"David Duval",22,623824,NA,"MoneyLeaders",2009
131,131,"Tim Herron",27,619843,NA,"MoneyLeaders",2009
132,132,"Joe Ogilvie",29,613700,NA,"MoneyLeaders",2009
133,133,"Todd Hamilton",29,605225,NA,"MoneyLeaders",2009
134,134,"Matt Jones",17,593313,NA,"MoneyLeaders",2009
135,135,"Chris DiMarco",29,584075,NA,"MoneyLeaders",2009
136,136,"Carl Pettersson",29,564605,NA,"MoneyLeaders",2009
137,137,"Stuart Appleby",25,562837,NA,"MoneyLeaders",2009
138,138,"Matt Weibring",22,542066,NA,"MoneyLeaders",2009
139,139,"Brendon de Jonge",29,536696,NA,"MoneyLeaders",2009
140,140,"Tom Pernice Jr",26,536598,NA,"MoneyLeaders",2009
141,141,"Spencer Levin",25,531240,NA,"MoneyLeaders",2009
142,142,"Tom Lehman",16,515450,NA,"MoneyLeaders",2009
143,143,"Tommy Armour III",19,503306,NA,"MoneyLeaders",2009
144,144,"Aron Price",27,487454,NA,"MoneyLeaders",2009
145,145,"Rocco Mediate",22,484757,NA,"MoneyLeaders",2009
146,146,"Chez Reavie",27,477766,NA,"MoneyLeaders",2009
147,147,"Charles Warren",20,475726,NA,"MoneyLeaders",2009
148,148,"Corey Pavin",23,474526,NA,"MoneyLeaders",2009
149,149,"Cliff Kresge",28,464401,NA,"MoneyLeaders",2009
150,150,"Ryan Palmer",26,454510,NA,"MoneyLeaders",2009
151,151,"Glen Day",26,445720,NA,"MoneyLeaders",2009
152,152,"Dean Wilson",29,442600,NA,"MoneyLeaders",2009
153,153,"Johnson Wagner",26,434571,NA,"MoneyLeaders",2009
154,154,"Leif Olson",21,412966,NA,"MoneyLeaders",2009
155,155,"Jason Gore",24,408811,NA,"MoneyLeaders",2009
156,156,"Trevor Immelman",13,395244,NA,"MoneyLeaders",2009
157,157,"Billy Mayfair",28,392068,NA,"MoneyLeaders",2009
158,158,"Ken Duke",29,382826,NA,"MoneyLeaders",2009
159,159,"Casey Wittenberg",25,376076,NA,"MoneyLeaders",2009
160,160,"David Mathis",27,364959,NA,"MoneyLeaders",2009
161,161,"Tag Ridings",16,363597,NA,"MoneyLeaders",2009
162,162,"Mathias Gronberg",13,354163,NA,"MoneyLeaders",2009
163,163,"Brad Adamonis",25,333971,NA,"MoneyLeaders",2009
164,164,"Peter Lonard",30,333825,NA,"MoneyLeaders",2009
165,165,"Steve Lowery",27,329114,NA,"MoneyLeaders",2009
166,166,"Jonathan Kaye",17,327408,NA,"MoneyLeaders",2009
167,167,"Bart Bryant",17,326590,NA,"MoneyLeaders",2009
168,168,"Scott Sterling",16,318597,NA,"MoneyLeaders",2009
169,169,"Bob Heintz",20,312699,NA,"MoneyLeaders",2009
170,170,"Kris Blanks",20,307130,NA,"MoneyLeaders",2009
171,171,"Kent Jones",24,301879,NA,"MoneyLeaders",2009
172,172,"JP Hayes",15,300102,NA,"MoneyLeaders",2009
173,173,"Tim Wilkinson",14,297008,NA,"MoneyLeaders",2009
174,174,"Patrick Sheehan",15,283119,NA,"MoneyLeaders",2009
175,175,"Jarrod Lyle",21,275195,NA,"MoneyLeaders",2009
176,176,"Parker McLachlin",25,275033,NA,"MoneyLeaders",2009
177,177,"Brandt Jobe",8,265841,NA,"MoneyLeaders",2009
178,178,"Aaron Watkins",18,263969,NA,"MoneyLeaders",2009
179,179,"Mark Brooks",17,263074,NA,"MoneyLeaders",2009
180,180,"Shaun Micheel",16,257590,NA,"MoneyLeaders",2009
181,181,"Shigeki Maruyama",5,256331,NA,"MoneyLeaders",2009
182,182,"Joe Durant",20,250720,NA,"MoneyLeaders",2009
183,183,"Steve Elkington",23,243404,NA,"MoneyLeaders",2009
184,184,"Jay Williamson",22,240574,NA,"MoneyLeaders",2009
185,185,"Jose Maria Olazabal",4,239629,NA,"MoneyLeaders",2009
186,186,"Brendon Todd",21,203841,NA,"MoneyLeaders",2009
187,187,"Dicky Pride",10,202580,NA,"MoneyLeaders",2009
188,188,"Darron Stiles",20,199385,NA,"MoneyLeaders",2009
189,189,"Brian Vranesh",20,198567,NA,"MoneyLeaders",2009
190,190,"Marc Turnesa",30,197069,NA,"MoneyLeaders",2009
191,191,"Frank Lickliter II",14,183419,NA,"MoneyLeaders",2009
192,192,"Scott Gutschewski",19,183375,NA,"MoneyLeaders",2009
193,193,"Colt Knost",24,180754,NA,"MoneyLeaders",2009
194,194,"Omar Uresti",9,166649,NA,"MoneyLeaders",2009
195,195,"Garrett Willis",6,164905,NA,"MoneyLeaders",2009
196,196,"Dudley Hart",13,158399,NA,"MoneyLeaders",2009
197,197,"Greg Kraft",21,156686,NA,"MoneyLeaders",2009
198,198,"Kirk Triplett",20,155480,NA,"MoneyLeaders",2009
199,199,"John Huston",13,135476,NA,"MoneyLeaders",2009
200,200,"Michael Sim",3,130188,NA,"MoneyLeaders",2009
201,201,"Peter Tomasulo",25,128706,NA,"MoneyLeaders",2009
202,202,"Tommy Gainey",15,128347,NA,"MoneyLeaders",2009
203,203,"Derek Fathauer",25,125305,NA,"MoneyLeaders",2009
204,204,"Gary Woodland",18,121031,NA,"MoneyLeaders",2009
205,205,"David Berganio Jr",15,115517,NA,"MoneyLeaders",2009
206,206,"Paul Stankowski",9,90445,NA,"MoneyLeaders",2009
207,207,"Wil Collins",18,84569,NA,"MoneyLeaders",2009
208,208,"Eric Axley",30,83152,NA,"MoneyLeaders",2009
209,209,"Arjun Atwal",12,76676,NA,"MoneyLeaders",2009
210,210,"Guy Boros",7,74440,NA,"MoneyLeaders",2009
211,211,"Ronnie Black",3,72478,NA,"MoneyLeaders",2009
212,212,"Chris Smith",3,71425,NA,"MoneyLeaders",2009
213,213,"Sandy Lyle",2,71400,NA,"MoneyLeaders",2009
214,214,"Neal Lancaster",6,69774,NA,"MoneyLeaders",2009
215,215,"John Daly",6,68815,NA,"MoneyLeaders",2009
216,216,"Rick Price",21,66689,NA,"MoneyLeaders",2009
217,217,"Skip Kendall",3,62700,NA,"MoneyLeaders",2009
218,218,"Carlos Franco",10,60261,NA,"MoneyLeaders",2009
219,219,"Jesper Parnevik",14,58712,NA,"MoneyLeaders",2009
220,220,"James Oh",21,57271,NA,"MoneyLeaders",2009
221,221,"Brad Faxon",23,57213,NA,"MoneyLeaders",2009
222,222,"Chris Couch",8,56665,NA,"MoneyLeaders",2009
223,223,"Notah Begay III",15,54645,NA,"MoneyLeaders",2009
224,224,"Bob Tway",13,54358,NA,"MoneyLeaders",2009
225,225,"Loren Roberts",3,51257,NA,"MoneyLeaders",2009
226,226,"Jeff Sluman",2,50400,NA,"MoneyLeaders",2009
227,227,"Jay Delsing",7,49860,NA,"MoneyLeaders",2009
228,228,"Len Mattiace",1,49743,NA,"MoneyLeaders",2009
229,229,"Arron Oberholser",4,48017,NA,"MoneyLeaders",2009
230,230,"Larry Mize",1,46575,NA,"MoneyLeaders",2009
231,231,"David Peoples",6,45122,NA,"MoneyLeaders",2009
232,232,"Brian Bateman",25,43611,NA,"MoneyLeaders",2009
233,233,"Fred Funk",6,36926,NA,"MoneyLeaders",2009
234,234,"Matthew Borchert",19,34324,NA,"MoneyLeaders",2009
235,235,"Mark Hensby",5,32250,NA,"MoneyLeaders",2009
236,236,"Scott Hoch",1,31657,NA,"MoneyLeaders",2009
237,237,"Robert Damron",5,31150,NA,"MoneyLeaders",2009
238,238,"Troy Kelly",17,25828,NA,"MoneyLeaders",2009
239,239,"Tyler Aldridge",17,24370,NA,"MoneyLeaders",2009
240,240,"Marco Dawson",6,22570,NA,"MoneyLeaders",2009
241,241,"Stephen Leaney",11,21993,NA,"MoneyLeaders",2009
242,242,"Billy Andrade",17,19654,NA,"MoneyLeaders",2009
243,243,"Olin Browne",9,17712,NA,"MoneyLeaders",2009
244,244,"Mark OMeara",2,15547,NA,"MoneyLeaders",2009
245,245,"Jose Coceres",6,14036,NA,"MoneyLeaders",2009
246,246,"Tom Byrum",4,13872,NA,"MoneyLeaders",2009
247,247,"Steve Allan",17,13671,NA,"MoneyLeaders",2009
248,248,"David Gossett",5,11480,NA,"MoneyLeaders",2009
249,249,"Craig Barlow",5,11271,NA,"MoneyLeaders",2009
250,250,"Greg Norman",3,11229,NA,"MoneyLeaders",2009
251,251,"Paul Azinger",8,10800,NA,"MoneyLeaders",2009
252,252,"Ernie Gonzalez",1,10788,NA,"MoneyLeaders",2009
253,253,"Spike McRoy",1,10500,NA,"MoneyLeaders",2009
254,254,"Tom Scherrer",2,9364,NA,"MoneyLeaders",2009
255,255,"Robin Freeman",5,6930,NA,"MoneyLeaders",2009
256,256,"Grant Waite",2,6756,NA,"MoneyLeaders",2009
257,257,"Steve Pate",4,6030,NA,"MoneyLeaders",2009
258,258,"JL Lewis",4,5820,NA,"MoneyLeaders",2009
