"HitFairwayPercentage_RANKTHISWEEK_2012","HitFairwayPercentage_RANKLASTWEEK_2012","HitFairwayPercentage_PLAYERNAME_2012","HitFairwayPercentage_ROUNDS_2012","HitFairwayPercentage_Pct_2012","HitFairwayPercentage_FAIRWAYSHIT_2012","HitFairwayPercentage_POSSIBLEFAIRWAYS_2012","HitFairwayPercentage_RELATIVETOPAR_2012","stat_name","year"
172,172,"Harrison Frazar",56,55.04,366,665,-0.13,"HitFairwayPercentage",2012
173,173,"Martin Flores",95,54.72,620,1133,-0.19,"HitFairwayPercentage",2012
174,174,"Matt Jones",53,54.71,331,605,-0.17,"HitFairwayPercentage",2012
175,175,"Aaron Baddeley",73,54.55,414,759,-0.17,"HitFairwayPercentage",2012
176,176,"Charles Howell III",98,54.54,577,1058,-0.21,"HitFairwayPercentage",2012
177,177,"Matt Bettencourt",80,54.3,448,825,-0.15,"HitFairwayPercentage",2012
178,178,"Troy Matteson",100,53.66,608,1133,-0.14,"HitFairwayPercentage",2012
179,179,"Jason Day",57,53.65,345,643,-0.2,"HitFairwayPercentage",2012
180,180,"Jimmy Walker",101,53.56,669,1249,-0.2,"HitFairwayPercentage",2012
181,181,"Jason Kokrak",79,53.54,506,945,-0.15,"HitFairwayPercentage",2012
182,182,"Jhonattan Vegas",77,53.42,508,951,-0.17,"HitFairwayPercentage",2012
183,183,"Troy Kelly",68,53.37,372,697,-0.1,"HitFairwayPercentage",2012
184,184,"Ryo Ishikawa",54,53.15,270,508,-0.08,"HitFairwayPercentage",2012
185,185,"Michael Bradley",63,53.13,399,751,-0.14,"HitFairwayPercentage",2012
186,186,"Derek Lamely",64,53.07,406,765,-0.14,"HitFairwayPercentage",2012
187,187,"James Driscoll",83,53.05,505,952,-0.17,"HitFairwayPercentage",2012
188,188,"Mark Anderson",75,52.7,439,833,-0.18,"HitFairwayPercentage",2012
189,189,"Stewart Cink",71,52.57,388,738,-0.14,"HitFairwayPercentage",2012
190,190,"Stephen Gangluff",57,51.54,302,586,-0.11,"HitFairwayPercentage",2012
191,191,"Daniel Chopra",55,48.87,282,577,-0.19,"HitFairwayPercentage",2012
