"HitFairwayPercentage_RANKTHISWEEK_2012","HitFairwayPercentage_RANKLASTWEEK_2012","HitFairwayPercentage_PLAYERNAME_2012","HitFairwayPercentage_ROUNDS_2012","HitFairwayPercentage_Pct_2012","HitFairwayPercentage_FAIRWAYSHIT_2012","HitFairwayPercentage_POSSIBLEFAIRWAYS_2012","HitFairwayPercentage_RELATIVETOPAR_2012","stat_name","year"
1,1,"Jerry Kelly",84,74.14,751,1013,-0.12,"HitFairwayPercentage",2012
2,2,"Heath Slocum",93,72.96,761,1043,-0.13,"HitFairwayPercentage",2012
3,3,"Tim Clark",60,72.52,504,695,-0.14,"HitFairwayPercentage",2012
4,4,"Jim Furyk",85,71.38,646,905,-0.18,"HitFairwayPercentage",2012
5,5,"Graeme McDowell",55,71.19,378,531,-0.16,"HitFairwayPercentage",2012
6,6,"David Toms",60,69.56,425,611,-0.14,"HitFairwayPercentage",2012
7,7,"Gary Christian",91,69.44,725,1044,-0.16,"HitFairwayPercentage",2012
8,8,"Mark Wilson",84,69.18,651,941,-0.11,"HitFairwayPercentage",2012
9,9,"Chris DiMarco",83,69.17,691,999,-0.07,"HitFairwayPercentage",2012
10,10,"Ben Curtis",62,68.91,461,669,-0.16,"HitFairwayPercentage",2012
11,11,"Zach Johnson",95,68.87,708,1028,-0.2,"HitFairwayPercentage",2012
12,12,"Ian Poulter",57,68.43,362,529,-0.15,"HitFairwayPercentage",2012
13,13,"John Huh",99,68.27,809,1185,-0.13,"HitFairwayPercentage",2012
14,14,"Billy Horschel",63,68.07,454,667,-0.16,"HitFairwayPercentage",2012
15,15,"Brian Davis",91,67.85,743,1095,-0.16,"HitFairwayPercentage",2012
16,16,"Chez Reavie",83,67.76,622,918,-0.14,"HitFairwayPercentage",2012
17,17,"John Mallinger",74,67.74,590,871,-0.13,"HitFairwayPercentage",2012
18,18,"Colt Knost",79,67.6,628,929,-0.09,"HitFairwayPercentage",2012
19,19,"Blake Adams",107,67.35,823,1222,-0.16,"HitFairwayPercentage",2012
20,20,"Richard Lee",71,67.3,535,795,-0.15,"HitFairwayPercentage",2012
21,21,"Hunter Mahan",88,67.26,600,892,-0.16,"HitFairwayPercentage",2012
22,22,"Jeff Maggert",83,67.25,727,1081,-0.13,"HitFairwayPercentage",2012
23,23,"Kevin Na",80,66.92,605,904,-0.16,"HitFairwayPercentage",2012
24,24,"Chris Couch",61,66.85,498,745,-0.13,"HitFairwayPercentage",2012
25,25,"Jason Bohn",81,66.74,610,914,-0.13,"HitFairwayPercentage",2012
26,26,"Russell Knox",72,66.58,518,778,-0.17,"HitFairwayPercentage",2012
27,27,"Ryan Moore",89,66.43,748,1126,-0.19,"HitFairwayPercentage",2012
28,28,"Kris Blanks",65,66.39,553,833,-0.08,"HitFairwayPercentage",2012
29,29,"Boo Weekley",74,66.38,535,806,-0.12,"HitFairwayPercentage",2012
30,30,"Jason Dufner",83,66.37,588,886,-0.23,"HitFairwayPercentage",2012
30,30,"Brian Harman",101,66.37,809,1219,-0.16,"HitFairwayPercentage",2012
32,32,"Will Claxton",99,66.11,788,1192,-0.18,"HitFairwayPercentage",2012
33,33,"Tom Gillis",75,66,631,956,-0.16,"HitFairwayPercentage",2012
34,34,"Billy Mayfair",90,65.95,709,1075,-0.09,"HitFairwayPercentage",2012
35,35,"Ken Duke",104,65.84,823,1250,-0.19,"HitFairwayPercentage",2012
36,36,"DA Points",88,65.77,734,1116,-0.14,"HitFairwayPercentage",2012
37,37,"Kevin Stadler",85,65.64,638,972,-0.14,"HitFairwayPercentage",2012
38,38,"Stuart Appleby",75,65.49,592,904,-0.13,"HitFairwayPercentage",2012
39,39,"Rickie Fowler",84,65.43,598,914,-0.15,"HitFairwayPercentage",2012
40,40,"Roberto Castro",92,65.42,683,1044,-0.15,"HitFairwayPercentage",2012
41,41,"Ben Crane",73,65.39,563,861,-0.13,"HitFairwayPercentage",2012
42,42,"Cameron Tringale",88,65.03,690,1061,-0.17,"HitFairwayPercentage",2012
43,43,"Scott Dunlap",57,64.9,416,641,-0.08,"HitFairwayPercentage",2012
44,44,"Henrik Stenson",51,64.84,378,583,-0.15,"HitFairwayPercentage",2012
45,45,"Gavin Coles",72,64.82,514,793,-0.13,"HitFairwayPercentage",2012
45,45,"John Merrick",83,64.82,645,995,-0.19,"HitFairwayPercentage",2012
47,47,"John Senden",81,64.8,554,855,-0.2,"HitFairwayPercentage",2012
48,48,"Steve Stricker",73,64.72,488,754,-0.21,"HitFairwayPercentage",2012
49,49,"KJ Choi",71,64.54,506,784,-0.15,"HitFairwayPercentage",2012
50,50,"Alexandre Rocha",62,64.47,450,698,-0.1,"HitFairwayPercentage",2012
51,51,"Justin Rose",69,64.26,471,733,-0.2,"HitFairwayPercentage",2012
52,52,"Rod Pampling",88,64.2,615,958,-0.15,"HitFairwayPercentage",2012
53,53,"Nick OHern",78,64.17,600,935,-0.11,"HitFairwayPercentage",2012
54,54,"John Rollins",81,64.02,630,984,-0.16,"HitFairwayPercentage",2012
55,55,"Kyle Thompson",51,63.87,327,512,-0.07,"HitFairwayPercentage",2012
56,56,"Ted Potter Jr",77,63.81,543,851,-0.1,"HitFairwayPercentage",2012
57,57,"David Mathis",83,63.75,612,960,-0.12,"HitFairwayPercentage",2012
58,58,"Matt Kuchar",86,63.71,581,912,-0.23,"HitFairwayPercentage",2012
59,59,"Bo Van Pelt",84,63.67,573,900,-0.23,"HitFairwayPercentage",2012
60,60,"Roland Thatcher",55,63.65,387,608,-0.11,"HitFairwayPercentage",2012
61,61,"Bill Haas",79,63.6,540,849,-0.21,"HitFairwayPercentage",2012
62,62,"Charl Schwartzel",56,63.59,351,552,-0.2,"HitFairwayPercentage",2012
63,63,"Brendon de Jonge",115,63.55,898,1413,-0.19,"HitFairwayPercentage",2012
64,64,"Kevin Streelman",89,63.13,673,1066,-0.16,"HitFairwayPercentage",2012
65,65,"Brandt Jobe",57,63.08,393,623,-0.11,"HitFairwayPercentage",2012
66,66,"Tiger Woods",69,63.06,420,666,-0.23,"HitFairwayPercentage",2012
67,67,"Brendan Steele",77,62.92,565,898,-0.13,"HitFairwayPercentage",2012
68,68,"Luke Donald",63,62.9,417,663,-0.19,"HitFairwayPercentage",2012
69,69,"Brian Gay",91,62.86,677,1077,-0.14,"HitFairwayPercentage",2012
70,70,"Charlie Wi",86,62.85,631,1004,-0.15,"HitFairwayPercentage",2012
71,71,"David Hearn",95,62.84,766,1219,-0.15,"HitFairwayPercentage",2012
72,72,"Arjun Atwal",79,62.8,574,914,-0.13,"HitFairwayPercentage",2012
72,72,"Steve Wheatcroft",56,62.8,368,586,-0.11,"HitFairwayPercentage",2012
74,74,"Vijay Singh",99,62.76,706,1125,-0.2,"HitFairwayPercentage",2012
75,75,"Dicky Pride",62,62.65,426,680,-0.15,"HitFairwayPercentage",2012
76,76,"JJ Henry",93,62.58,617,986,-0.18,"HitFairwayPercentage",2012
77,77,"Stephen Ames",54,62.57,336,537,-0.11,"HitFairwayPercentage",2012
77,77,"Pat Perez",81,62.57,595,951,-0.19,"HitFairwayPercentage",2012
79,79,"Keegan Bradley",90,62.54,616,985,-0.21,"HitFairwayPercentage",2012
80,80,"Daniel Summerhays",81,62.47,591,946,-0.15,"HitFairwayPercentage",2012
81,81,"Louis Oosthuizen",65,62.39,418,670,-0.18,"HitFairwayPercentage",2012
82,82,"Cameron Beckman",81,62.37,595,954,-0.11,"HitFairwayPercentage",2012
83,83,"Rocco Mediate",70,62.36,502,805,-0.14,"HitFairwayPercentage",2012
84,84,"DJ Trahan",73,62.34,533,855,-0.11,"HitFairwayPercentage",2012
85,85,"Greg Chalmers",88,62.31,643,1032,-0.15,"HitFairwayPercentage",2012
86,86,"Hunter Haas",69,62.27,449,721,-0.13,"HitFairwayPercentage",2012
87,87,"Bryce Molder",83,62.17,613,986,-0.16,"HitFairwayPercentage",2012
87,87,"Kyle Reifers",86,62.17,636,1023,-0.15,"HitFairwayPercentage",2012
89,89,"Camilo Villegas",79,62.1,626,1008,-0.19,"HitFairwayPercentage",2012
90,90,"Chris Stroud",86,62.06,646,1041,-0.14,"HitFairwayPercentage",2012
91,91,"Johnson Wagner",88,62.02,658,1061,-0.14,"HitFairwayPercentage",2012
92,92,"Kevin Kisner",69,61.9,455,735,-0.15,"HitFairwayPercentage",2012
93,93,"Charley Hoffman",88,61.88,651,1052,-0.16,"HitFairwayPercentage",2012
94,94,"Josh Teater",97,61.87,709,1146,-0.16,"HitFairwayPercentage",2012
95,95,"Jeff Overton",101,61.77,787,1274,-0.22,"HitFairwayPercentage",2012
96,96,"Bob Estes",78,61.76,554,897,-0.15,"HitFairwayPercentage",2012
97,97,"Justin Leonard",79,61.55,581,944,-0.1,"HitFairwayPercentage",2012
98,98,"Vaughn Taylor",81,61.47,544,885,-0.16,"HitFairwayPercentage",2012
99,99,"Lee Westwood",60,61.44,341,555,-0.21,"HitFairwayPercentage",2012
100,100,"Sergio Garcia",57,61.41,374,609,-0.2,"HitFairwayPercentage",2012
101,101,"Geoff Ogilvy",73,61.32,466,760,-0.18,"HitFairwayPercentage",2012
102,102,"Graham DeLaet",79,61.24,602,983,-0.16,"HitFairwayPercentage",2012
103,103,"Matt Every",80,61.16,540,883,-0.18,"HitFairwayPercentage",2012
104,104,"Rory Sabbatini",84,61.12,613,1003,-0.18,"HitFairwayPercentage",2012
105,105,"Padraig Harrington",67,61.07,378,619,-0.2,"HitFairwayPercentage",2012
106,106,"Michael Thompson",80,61.03,545,893,-0.16,"HitFairwayPercentage",2012
107,107,"Billy Hurley III",70,60.99,480,787,-0.06,"HitFairwayPercentage",2012
107,107,"William McGirt",96,60.99,666,1092,-0.14,"HitFairwayPercentage",2012
109,109,"Webb Simpson",77,60.96,559,917,-0.2,"HitFairwayPercentage",2012
110,110,"Scott Brown",65,60.94,429,704,-0.14,"HitFairwayPercentage",2012
111,111,"George McNeill",85,60.88,596,979,-0.14,"HitFairwayPercentage",2012
112,112,"Bud Cauley",99,60.78,761,1252,-0.19,"HitFairwayPercentage",2012
113,113,"Garth Mulroy",59,60.69,386,636,-0.16,"HitFairwayPercentage",2012
114,114,"Tom Pernice Jr",62,60.56,433,715,-0.11,"HitFairwayPercentage",2012
114,114,"Brandt Snedeker",81,60.56,545,900,-0.23,"HitFairwayPercentage",2012
116,116,"Chad Campbell",84,60.48,609,1007,-0.15,"HitFairwayPercentage",2012
117,117,"Chris Kirk",93,60.44,712,1178,-0.2,"HitFairwayPercentage",2012
118,118,"Greg Owen",90,60.41,641,1061,-0.13,"HitFairwayPercentage",2012
119,119,"Sean OHair",84,60.32,637,1056,-0.17,"HitFairwayPercentage",2012
120,120,"Davis Love III",64,60.22,433,719,-0.15,"HitFairwayPercentage",2012
121,121,"YE Yang",64,60.18,402,668,-0.13,"HitFairwayPercentage",2012
122,122,"Tim Herron",88,59.92,634,1058,-0.17,"HitFairwayPercentage",2012
123,123,"Harris English",98,59.9,723,1207,-0.17,"HitFairwayPercentage",2012
124,124,"Bill Lunde",83,59.76,554,927,-0.18,"HitFairwayPercentage",2012
125,125,"Adam Scott",59,59.75,337,564,-0.23,"HitFairwayPercentage",2012
126,126,"Kyle Stanley",86,59.61,580,973,-0.15,"HitFairwayPercentage",2012
127,127,"Bobby Gates",87,59.35,619,1043,-0.14,"HitFairwayPercentage",2012
127,127,"Patrick Sheehan",58,59.35,365,615,-0.08,"HitFairwayPercentage",2012
129,129,"Tommy Biershenk",74,59.32,474,799,-0.12,"HitFairwayPercentage",2012
130,130,"Martin Laird",77,59.23,446,753,-0.21,"HitFairwayPercentage",2012
131,131,"Scott Stallings",78,59.12,554,937,-0.14,"HitFairwayPercentage",2012
132,132,"Robert Allenby",76,59.08,537,909,-0.1,"HitFairwayPercentage",2012
133,133,"Nick Watney",97,59.03,621,1052,-0.22,"HitFairwayPercentage",2012
134,134,"Jonas Blixt",72,59.01,524,888,-0.23,"HitFairwayPercentage",2012
135,135,"Mathew Goggin",65,58.98,450,763,-0.16,"HitFairwayPercentage",2012
136,136,"Seung Yul Noh",105,58.94,692,1174,-0.15,"HitFairwayPercentage",2012
137,137,"Angel Cabrera",54,58.9,301,511,-0.12,"HitFairwayPercentage",2012
138,138,"Danny Lee",74,58.83,473,804,-0.13,"HitFairwayPercentage",2012
139,139,"Trevor Immelman",76,58.76,466,793,-0.15,"HitFairwayPercentage",2012
139,139,"Freddie Jacobson",61,58.76,359,611,-0.17,"HitFairwayPercentage",2012
141,141,"Bubba Watson",68,58.67,416,709,-0.27,"HitFairwayPercentage",2012
142,142,"Ricky Barnes",92,58.52,666,1138,-0.14,"HitFairwayPercentage",2012
142,142,"Charlie Beljan",61,58.52,347,593,-0.13,"HitFairwayPercentage",2012
144,144,"Brendon Todd",78,58.45,505,864,-0.12,"HitFairwayPercentage",2012
145,145,"Nathan Green",73,58.39,463,793,-0.17,"HitFairwayPercentage",2012
146,146,"Ryan Palmer",81,58.29,573,983,-0.19,"HitFairwayPercentage",2012
147,147,"Miguel Angel Carballo",73,58.03,459,791,-0.15,"HitFairwayPercentage",2012
148,148,"Sung Kang",75,57.53,489,850,-0.04,"HitFairwayPercentage",2012
149,149,"Erik Compton",81,57.5,510,887,-0.14,"HitFairwayPercentage",2012
150,150,"Jonathan Byrd",69,57.42,445,775,-0.2,"HitFairwayPercentage",2012
151,151,"Dustin Johnson",70,57.38,416,725,-0.25,"HitFairwayPercentage",2012
152,152,"Scott Piercy",95,57.3,675,1178,-0.25,"HitFairwayPercentage",2012
153,153,"Ernie Els",80,57.21,512,895,-0.16,"HitFairwayPercentage",2012
154,154,"Robert Garrigus",89,56.95,582,1022,-0.23,"HitFairwayPercentage",2012
155,155,"Sangmoon Bae",81,56.84,449,790,-0.1,"HitFairwayPercentage",2012
156,156,"Kevin Chappell",91,56.81,567,998,-0.17,"HitFairwayPercentage",2012
157,157,"Carl Pettersson",92,56.76,630,1110,-0.24,"HitFairwayPercentage",2012
158,158,"Ryuji Imada",78,56.75,538,948,-0.12,"HitFairwayPercentage",2012
159,159,"John Daly",50,56.73,295,520,-0.2,"HitFairwayPercentage",2012
160,160,"Marco Dawson",60,56.4,357,633,-0.16,"HitFairwayPercentage",2012
161,161,"JB Holmes",90,56.21,597,1062,-0.19,"HitFairwayPercentage",2012
162,162,"Edward Loar",59,56.13,334,595,-0.18,"HitFairwayPercentage",2012
163,163,"JJ Killeen",101,56.09,649,1157,-0.12,"HitFairwayPercentage",2012
164,164,"Rory McIlroy",60,55.94,311,556,-0.29,"HitFairwayPercentage",2012
165,165,"Andres Romero",68,55.87,414,741,-0.09,"HitFairwayPercentage",2012
166,166,"Spencer Levin",81,55.82,513,919,-0.18,"HitFairwayPercentage",2012
167,167,"Tommy Gainey",98,55.62,693,1246,-0.15,"HitFairwayPercentage",2012
168,168,"Robert Karlsson",54,55.46,315,568,-0.19,"HitFairwayPercentage",2012
169,169,"Phil Mickelson",79,55.37,454,820,-0.24,"HitFairwayPercentage",2012
170,170,"Marc Leishman",84,55.22,577,1045,-0.15,"HitFairwayPercentage",2012
171,171,"Gary Woodland",70,55.17,400,725,-0.19,"HitFairwayPercentage",2012
