"Scramblingfrom2030yards_RANKTHISWEEK_2007","Scramblingfrom2030yards_RANKLASTWEEK_2007","Scramblingfrom2030yards_PLAYERNAME_2007","Scramblingfrom2030yards_ROUNDS_2007","Scramblingfrom2030yards_Pct_2007","Scramblingfrom2030yards_SUCCESSES_2007","Scramblingfrom2030yards_ATTEMPTS_2007","stat_name","year"
1,1,"Chris Riley",59,69.57,48,69,"Scramblingfrom2030yards",2007
2,2,"Justin Rose",63,65.85,27,41,"Scramblingfrom2030yards",2007
3,3,"Tim Petrovic",106,65.18,73,112,"Scramblingfrom2030yards",2007
4,4,"Phil Mickelson",73,65,39,60,"Scramblingfrom2030yards",2007
5,5,"Matt Kuchar",85,64.56,51,79,"Scramblingfrom2030yards",2007
6,6,"Stephen Ames",81,63.16,36,57,"Scramblingfrom2030yards",2007
6,6,"Tom Pernice Jr",104,63.16,60,95,"Scramblingfrom2030yards",2007
8,8,"Mike Weir",82,62.86,44,70,"Scramblingfrom2030yards",2007
9,9,"Geoff Ogilvy",84,62.12,41,66,"Scramblingfrom2030yards",2007
10,10,"Jim Furyk",84,62.07,36,58,"Scramblingfrom2030yards",2007
11,11,"Ernie Els",59,61.9,26,42,"Scramblingfrom2030yards",2007
12,12,"Padraig Harrington",64,61.29,38,62,"Scramblingfrom2030yards",2007
13,13,"Heath Slocum",101,61.11,55,90,"Scramblingfrom2030yards",2007
14,14,"Mark Brooks",53,60.98,25,41,"Scramblingfrom2030yards",2007
15,15,"Zach Johnson",76,60.66,37,61,"Scramblingfrom2030yards",2007
16,16,"Arron Oberholser",69,60,33,55,"Scramblingfrom2030yards",2007
16,16,"Jaco Van Zyl",51,60,27,45,"Scramblingfrom2030yards",2007
18,18,"Nick Watney",87,59.72,43,72,"Scramblingfrom2030yards",2007
19,19,"Mathew Goggin",97,58.77,67,114,"Scramblingfrom2030yards",2007
20,20,"Brandt Snedeker",105,58.54,48,82,"Scramblingfrom2030yards",2007
21,21,"Carl Pettersson",111,58.33,56,96,"Scramblingfrom2030yards",2007
22,22,"Ryuji Imada",104,58.18,64,110,"Scramblingfrom2030yards",2007
23,23,"Parker McLachlin",83,58.12,68,117,"Scramblingfrom2030yards",2007
24,24,"Steve Stricker",81,57.97,40,69,"Scramblingfrom2030yards",2007
25,25,"Jose Coceres",50,57.89,22,38,"Scramblingfrom2030yards",2007
26,26,"Cliff Kresge",107,57.63,68,118,"Scramblingfrom2030yards",2007
27,27,"Tim Herron",98,57.61,53,92,"Scramblingfrom2030yards",2007
28,28,"Jason Dufner",100,57.26,67,117,"Scramblingfrom2030yards",2007
29,29,"Brian Davis",101,57.14,52,91,"Scramblingfrom2030yards",2007
29,29,"Frank Lickliter II",95,57.14,48,84,"Scramblingfrom2030yards",2007
29,29,"Michael Sim",52,57.14,28,49,"Scramblingfrom2030yards",2007
32,32,"Troy Matteson",87,56.98,49,86,"Scramblingfrom2030yards",2007
33,33,"Rory Sabbatini",81,56.76,42,74,"Scramblingfrom2030yards",2007
34,34,"Kevin Na",84,56.52,65,115,"Scramblingfrom2030yards",2007
35,35,"David Toms",80,56.45,35,62,"Scramblingfrom2030yards",2007
36,36,"Tom Byrum",50,56.41,22,39,"Scramblingfrom2030yards",2007
37,37,"Mark Wilson",87,56.32,49,87,"Scramblingfrom2030yards",2007
38,38,"Shigeki Maruyama",84,56.25,54,96,"Scramblingfrom2030yards",2007
39,39,"Shaun Micheel",91,56.16,41,73,"Scramblingfrom2030yards",2007
40,40,"Kent Jones",97,56.03,65,116,"Scramblingfrom2030yards",2007
41,41,"Brian Bateman",55,55.81,24,43,"Scramblingfrom2030yards",2007
42,42,"Peter Lonard",85,55.56,55,99,"Scramblingfrom2030yards",2007
42,42,"Scott Verplank",82,55.56,30,54,"Scramblingfrom2030yards",2007
44,44,"Brian Gay",107,55.45,61,110,"Scramblingfrom2030yards",2007
45,45,"Cameron Beckman",96,55.43,51,92,"Scramblingfrom2030yards",2007
46,46,"Tripp Isenhour",86,55.34,57,103,"Scramblingfrom2030yards",2007
47,47,"Sergio Garcia",68,55.32,26,47,"Scramblingfrom2030yards",2007
48,48,"Aaron Baddeley",83,55.26,42,76,"Scramblingfrom2030yards",2007
48,48,"Charles Howell III",89,55.26,42,76,"Scramblingfrom2030yards",2007
50,50,"Craig Barlow",52,54.84,17,31,"Scramblingfrom2030yards",2007
51,51,"Billy Mayfair",98,54.41,37,68,"Scramblingfrom2030yards",2007
52,52,"Luke Donald",69,54.39,31,57,"Scramblingfrom2030yards",2007
53,53,"Tim Clark",66,54.35,25,46,"Scramblingfrom2030yards",2007
53,53,"John Mallinger",96,54.35,50,92,"Scramblingfrom2030yards",2007
55,55,"Michael Boyd",61,54.29,38,70,"Scramblingfrom2030yards",2007
56,56,"Stewart Cink",91,54.12,46,85,"Scramblingfrom2030yards",2007
57,57,"Adam Scott",69,54,27,50,"Scramblingfrom2030yards",2007
58,58,"Doug LaBelle II",104,53.98,61,113,"Scramblingfrom2030yards",2007
59,59,"Jason Schultz",63,53.85,35,65,"Scramblingfrom2030yards",2007
59,59,"Paul Stankowski",52,53.85,28,52,"Scramblingfrom2030yards",2007
61,61,"JP Hayes",89,53.75,43,80,"Scramblingfrom2030yards",2007
61,61,"Jesper Parnevik",88,53.75,43,80,"Scramblingfrom2030yards",2007
63,63,"Vaughn Taylor",91,53.73,36,67,"Scramblingfrom2030yards",2007
64,64,"Stuart Appleby",74,53.45,31,58,"Scramblingfrom2030yards",2007
65,65,"Steve Elkington",87,53.41,47,88,"Scramblingfrom2030yards",2007
66,66,"Ken Duke",112,53.33,48,90,"Scramblingfrom2030yards",2007
66,66,"Fred Funk",65,53.33,32,60,"Scramblingfrom2030yards",2007
66,66,"Craig Lile",77,53.33,48,90,"Scramblingfrom2030yards",2007
69,69,"Anthony Kim",93,53.25,41,77,"Scramblingfrom2030yards",2007
70,70,"Nathan Green",103,52.94,54,102,"Scramblingfrom2030yards",2007
71,71,"Kirk Triplett",77,52.5,42,80,"Scramblingfrom2030yards",2007
72,72,"Retief Goosen",50,52.27,23,44,"Scramblingfrom2030yards",2007
72,72,"Jeff Sluman",60,52.27,23,44,"Scramblingfrom2030yards",2007
74,74,"Dean Wilson",92,52.17,48,92,"Scramblingfrom2030yards",2007
75,75,"Woody Austin",95,52.08,50,96,"Scramblingfrom2030yards",2007
75,75,"Tag Ridings",52,52.08,25,48,"Scramblingfrom2030yards",2007
77,77,"KJ Choi",87,51.9,41,79,"Scramblingfrom2030yards",2007
78,78,"Eric Axley",107,51.85,56,108,"Scramblingfrom2030yards",2007
79,79,"Kenny Perry",83,51.79,29,56,"Scramblingfrom2030yards",2007
80,80,"Corey Pavin",81,51.72,45,87,"Scramblingfrom2030yards",2007
81,81,"Daniel Chopra",106,51.55,50,97,"Scramblingfrom2030yards",2007
82,82,"Mark Calcavecchia",93,51.52,34,66,"Scramblingfrom2030yards",2007
82,82,"John Rollins",102,51.52,51,99,"Scramblingfrom2030yards",2007
84,84,"Craig Bowden",78,51.47,35,68,"Scramblingfrom2030yards",2007
85,85,"Steve Marino",106,51.11,46,90,"Scramblingfrom2030yards",2007
86,86,"Ian Poulter",63,51.02,25,49,"Scramblingfrom2030yards",2007
87,87,"Richard Johnson",93,50.96,53,104,"Scramblingfrom2030yards",2007
88,88,"Jason Bohn",57,50.94,27,53,"Scramblingfrom2030yards",2007
88,88,"Bo Van Pelt",104,50.94,54,106,"Scramblingfrom2030yards",2007
90,90,"Tommy Armour III",81,50.82,31,61,"Scramblingfrom2030yards",2007
90,90,"Darron Stiles",65,50.82,31,61,"Scramblingfrom2030yards",2007
92,92,"Marco Dawson",73,50.67,38,75,"Scramblingfrom2030yards",2007
93,93,"Gavin Coles",87,50.65,39,77,"Scramblingfrom2030yards",2007
93,93,"Bob Heintz",85,50.65,39,77,"Scramblingfrom2030yards",2007
95,95,"Jerry Kelly",101,50.57,44,87,"Scramblingfrom2030yards",2007
95,95,"Rod Pampling",92,50.57,44,87,"Scramblingfrom2030yards",2007
97,97,"David Branshaw",83,50.56,45,89,"Scramblingfrom2030yards",2007
98,98,"Steve Flesch",100,50.51,50,99,"Scramblingfrom2030yards",2007
99,99,"George McNeill",95,50.5,51,101,"Scramblingfrom2030yards",2007
100,100,"Rich Beem",89,50,37,74,"Scramblingfrom2030yards",2007
100,100,"Andrew Buckle",77,50,43,86,"Scramblingfrom2030yards",2007
100,100,"Paul Goydos",60,50,30,60,"Scramblingfrom2030yards",2007
100,100,"Rocco Mediate",72,50,38,76,"Scramblingfrom2030yards",2007
100,100,"Ryan Moore",92,50,33,66,"Scramblingfrom2030yards",2007
100,100,"Joey Sindelar",75,50,37,74,"Scramblingfrom2030yards",2007
100,100,"Kevin Sutherland",85,50,45,90,"Scramblingfrom2030yards",2007
100,100,"Charlie Wi",90,50,42,84,"Scramblingfrom2030yards",2007
100,100,"Jay Williamson",50,50,17,34,"Scramblingfrom2030yards",2007
109,109,"Joe Ogilvie",102,49.49,49,99,"Scramblingfrom2030yards",2007
110,110,"JB Holmes",71,49.41,42,85,"Scramblingfrom2030yards",2007
111,111,"Lucas Glover",98,49.4,41,83,"Scramblingfrom2030yards",2007
112,112,"Justin Leonard",95,49.33,37,75,"Scramblingfrom2030yards",2007
113,113,"Ryan Palmer",91,48.89,44,90,"Scramblingfrom2030yards",2007
114,114,"Hunter Mahan",91,48.75,39,80,"Scramblingfrom2030yards",2007
115,115,"Stephen Leaney",82,48.68,37,76,"Scramblingfrom2030yards",2007
115,115,"Camilo Villegas",82,48.68,37,76,"Scramblingfrom2030yards",2007
117,117,"Bob Tway",103,48.65,54,111,"Scramblingfrom2030yards",2007
118,118,"Billy Andrade",88,48.61,35,72,"Scramblingfrom2030yards",2007
118,118,"Sean OHair",98,48.61,35,72,"Scramblingfrom2030yards",2007
120,120,"Bob Estes",88,48.54,50,103,"Scramblingfrom2030yards",2007
121,121,"Bill Haas",93,48.28,42,87,"Scramblingfrom2030yards",2007
122,122,"Lee Janzen",66,48.15,26,54,"Scramblingfrom2030yards",2007
122,122,"Tiger Woods",63,48.15,13,27,"Scramblingfrom2030yards",2007
124,124,"Joe Durant",88,47.95,35,73,"Scramblingfrom2030yards",2007
125,125,"Bubba Watson",80,47.69,31,65,"Scramblingfrom2030yards",2007
126,126,"Rich Barcelo",80,47.67,41,86,"Scramblingfrom2030yards",2007
127,127,"John Senden",97,47.56,39,82,"Scramblingfrom2030yards",2007
128,128,"Alex Cejka",80,47.5,38,80,"Scramblingfrom2030yards",2007
128,128,"Pat Perez",84,47.5,38,80,"Scramblingfrom2030yards",2007
128,128,"Dicky Pride",71,47.5,38,80,"Scramblingfrom2030yards",2007
131,131,"Chris DiMarco",79,47.3,35,74,"Scramblingfrom2030yards",2007
132,132,"Tom Lehman",62,47.17,25,53,"Scramblingfrom2030yards",2007
133,133,"Robert Allenby",90,47.14,33,70,"Scramblingfrom2030yards",2007
134,134,"Mathias Gronberg",95,47.12,49,104,"Scramblingfrom2030yards",2007
135,135,"Jarrod Lyle",77,47.06,32,68,"Scramblingfrom2030yards",2007
135,135,"Bryce Molder",56,47.06,32,68,"Scramblingfrom2030yards",2007
135,135,"Michael Putnam",96,47.06,40,85,"Scramblingfrom2030yards",2007
138,138,"Paul Gow",70,46.97,31,66,"Scramblingfrom2030yards",2007
139,139,"Daisuke Maruyama",86,46.91,38,81,"Scramblingfrom2030yards",2007
140,140,"Brett Quigley",79,46.58,34,73,"Scramblingfrom2030yards",2007
141,141,"DJ Brigman",67,46.43,26,56,"Scramblingfrom2030yards",2007
142,142,"Steve Allan",63,46.38,32,69,"Scramblingfrom2030yards",2007
142,142,"Matt Hendrix",63,46.38,32,69,"Scramblingfrom2030yards",2007
144,144,"Jeff Overton",60,46.3,25,54,"Scramblingfrom2030yards",2007
145,145,"Jeff Maggert",79,46.25,37,80,"Scramblingfrom2030yards",2007
146,146,"Davis Love III",66,45.83,22,48,"Scramblingfrom2030yards",2007
147,147,"Briny Baird",115,45.54,46,101,"Scramblingfrom2030yards",2007
148,148,"Jose Maria Olazabal",52,45.45,30,66,"Scramblingfrom2030yards",2007
149,149,"Craig Kanada",109,45.36,44,97,"Scramblingfrom2030yards",2007
150,150,"Jeff Brehaut",59,45.28,24,53,"Scramblingfrom2030yards",2007
151,151,"Jeff Quinney",95,45.24,38,84,"Scramblingfrom2030yards",2007
152,152,"Freddie Jacobson",70,45.16,28,62,"Scramblingfrom2030yards",2007
153,153,"Vijay Singh",102,45.12,37,82,"Scramblingfrom2030yards",2007
154,154,"John Daly",59,44.64,25,56,"Scramblingfrom2030yards",2007
155,155,"Glen Day",85,44.58,37,83,"Scramblingfrom2030yards",2007
156,156,"Brendon de Jonge",76,44.44,44,99,"Scramblingfrom2030yards",2007
156,156,"Robert Garrigus",95,44.44,40,90,"Scramblingfrom2030yards",2007
156,156,"Mark Hensby",81,44.44,36,81,"Scramblingfrom2030yards",2007
159,159,"Michael Allen",74,44.29,31,70,"Scramblingfrom2030yards",2007
160,160,"Scott Gutschewski",67,43.94,29,66,"Scramblingfrom2030yards",2007
161,161,"Ted Purdy",102,43.59,34,78,"Scramblingfrom2030yards",2007
162,162,"Charley Hoffman",97,43.53,37,85,"Scramblingfrom2030yards",2007
163,163,"Will Ma Kenzie",100,43.43,43,99,"Scramblingfrom2030yards",2007
