"Approachesfrom225250yards_RANKTHISWEEK_2011","Approachesfrom225250yards_RANKLASTWEEK_2011","Approachesfrom225250yards_PLAYERNAME_2011","Approachesfrom225250yards_ROUNDS_2011","Approachesfrom225250yards_AVG_2011","Approachesfrom225250yards_TOTALDISTANCEFEET_2011","Approachesfrom225250yards_OFATTEMPTS_2011","Approachesfrom225250yards_RELATIVETOPAR_2011","stat_name","year"
1,1,"Rickie Fowler",84,NA,1923.25,48,-21,"Approachesfrom225250yards",2011
2,2,"Chris Couch",73,NA,2411.167,60,-24,"Approachesfrom225250yards",2011
3,3,"Justin Hicks",60,NA,1054.917,26,-5,"Approachesfrom225250yards",2011
4,4,"Kevin Na",84,NA,2078.417,50,-15,"Approachesfrom225250yards",2011
5,5,"Bubba Watson",85,NA,2103.417,50,-16,"Approachesfrom225250yards",2011
6,6,"Gary Woodland",93,NA,1948.583,46,-11,"Approachesfrom225250yards",2011
7,7,"Boo Weekley",66,NA,1864.833,44,-12,"Approachesfrom225250yards",2011
8,8,"Jason Dufner",78,NA,2293.083,54,-17,"Approachesfrom225250yards",2011
9,9,"Kris Blanks",92,NA,2555.833,60,-22,"Approachesfrom225250yards",2011
10,10,"Ian Poulter",52,NA,1669.5,39,-11,"Approachesfrom225250yards",2011
11,11,"Brendan Steele",89,NA,2805.5,65,-25,"Approachesfrom225250yards",2011
12,12,"Pat Perez",76,NA,2074.917,48,-19,"Approachesfrom225250yards",2011
13,13,"Davis Love III",70,NA,1827.083,42,-15,"Approachesfrom225250yards",2011
14,14,"Brandt Jobe",100,NA,2965.333,68,-16,"Approachesfrom225250yards",2011
15,15,"Joe Durant",71,NA,2127.167,48,-8,"Approachesfrom225250yards",2011
15,15,"Scott Gutschewski",67,NA,1818.083,41,-10,"Approachesfrom225250yards",2011
17,17,"Carl Pettersson",95,NA,3332.417,75,-19,"Approachesfrom225250yards",2011
18,18,"John Rollins",85,NA,2766.417,62,-34,"Approachesfrom225250yards",2011
19,19,"David Toms",78,NA,2731.167,61,-25,"Approachesfrom225250yards",2011
20,20,"Kevin Stadler",88,NA,2333.833,52,-11,"Approachesfrom225250yards",2011
21,21,"YE Yang",63,NA,1495.333,33,-6,"Approachesfrom225250yards",2011
22,22,"Matt McQuillan",59,NA,1411.5,31,-5,"Approachesfrom225250yards",2011
22,22,"Kyle Stanley",98,NA,2866.667,63,-18,"Approachesfrom225250yards",2011
24,24,"Angel Cabrera",50,NA,1643.583,36,-19,"Approachesfrom225250yards",2011
24,24,"Jim Furyk",87,NA,3290,72,-20,"Approachesfrom225250yards",2011
26,26,"Stewart Cink",72,NA,1830.083,40,-8,"Approachesfrom225250yards",2011
27,27,"Trevor Immelman",84,NA,2391.833,52,-16,"Approachesfrom225250yards",2011
27,27,"Martin Laird",77,NA,2346.083,51,-14,"Approachesfrom225250yards",2011
27,27,"Spencer Levin",113,NA,3080.667,67,-17,"Approachesfrom225250yards",2011
30,30,"Heath Slocum",89,NA,2638,57,-15,"Approachesfrom225250yards",2011
30,30,"Mark Wilson",89,NA,3097.083,67,-23,"Approachesfrom225250yards",2011
32,32,"Briny Baird",60,NA,1344.583,29,-3,"Approachesfrom225250yards",2011
32,32,"Tom Gillis",55,NA,2131.833,46,-12,"Approachesfrom225250yards",2011
34,34,"Chris Stroud",88,NA,3221.917,69,-23,"Approachesfrom225250yards",2011
34,34,"DJ Trahan",91,NA,2755.667,59,-17,"Approachesfrom225250yards",2011
36,36,"Jason Bohn",74,NA,2530.167,54,-18,"Approachesfrom225250yards",2011
36,36,"Zack Miller",86,NA,2387.833,51,-10,"Approachesfrom225250yards",2011
36,36,"Webb Simpson",98,NA,3327.333,71,-34,"Approachesfrom225250yards",2011
39,39,"Andres Romero",77,NA,2533.417,54,-17,"Approachesfrom225250yards",2011
40,40,"Robert Garrigus",83,NA,2771.5,59,-9,"Approachesfrom225250yards",2011
41,41,"Keegan Bradley",91,NA,2826.917,60,-24,"Approachesfrom225250yards",2011
42,42,"Lucas Glover",74,NA,2692.5,57,-27,"Approachesfrom225250yards",2011
43,43,"Nick Watney",80,NA,2510.167,53,-12,"Approachesfrom225250yards",2011
44,44,"Jason Day",76,NA,2037.5,43,-15,"Approachesfrom225250yards",2011
45,45,"Ernie Els",71,NA,2478.167,52,-11,"Approachesfrom225250yards",2011
46,46,"Steven Bowditch",86,NA,2530.25,53,-13,"Approachesfrom225250yards",2011
46,46,"Chad Campbell",99,NA,3154.167,66,-17,"Approachesfrom225250yards",2011
48,48,"Scott McCarron",65,NA,1533,32,-5,"Approachesfrom225250yards",2011
49,49,"Billy Mayfair",94,NA,3460.333,72,-24,"Approachesfrom225250yards",2011
50,50,"Dustin Johnson",72,NA,1884.167,39,-9,"Approachesfrom225250yards",2011
50,50,"Chez Reavie",92,NA,3191.333,66,-13,"Approachesfrom225250yards",2011
52,52,"Billy Horschel",75,NA,2518.167,52,-8,"Approachesfrom225250yards",2011
53,53,"Troy Matteson",91,NA,2714.25,56,-10,"Approachesfrom225250yards",2011
54,54,"Will Strickler",51,NA,1118.667,23,-6,"Approachesfrom225250yards",2011
55,55,"Joseph Bramlett",73,NA,2045.75,42,-7,"Approachesfrom225250yards",2011
55,55,"Brian Davis",105,NA,3610.333,74,-27,"Approachesfrom225250yards",2011
55,55,"Garrett Willis",71,NA,2293.167,47,-11,"Approachesfrom225250yards",2011
58,58,"Dean Wilson",62,NA,1952.833,40,-9,"Approachesfrom225250yards",2011
59,59,"Adam Scott",60,NA,1815.917,37,-11,"Approachesfrom225250yards",2011
60,60,"Brendon de Jonge",105,NA,3635.75,74,-20,"Approachesfrom225250yards",2011
60,60,"Daniel Summerhays",75,NA,1868.417,38,-7,"Approachesfrom225250yards",2011
62,62,"Nathan Green",81,NA,2958.75,60,-3,"Approachesfrom225250yards",2011
62,62,"Sung Kang",63,NA,1727.75,35,-14,"Approachesfrom225250yards",2011
62,62,"Kevin Streelman",90,NA,2860.5,58,-22,"Approachesfrom225250yards",2011
65,65,"DJ Brigman",67,NA,1532.417,31,-5,"Approachesfrom225250yards",2011
65,65,"Joe Ogilvie",75,NA,1828.5,37,-1,"Approachesfrom225250yards",2011
65,65,"Camilo Villegas",69,NA,2323,47,-15,"Approachesfrom225250yards",2011
68,68,"Richard Johnson",64,NA,1883.917,38,-2,"Approachesfrom225250yards",2011
68,68,"Ryan Moore",79,NA,2974.5,60,-11,"Approachesfrom225250yards",2011
70,70,"Robert Allenby",84,NA,3431.667,69,-18,"Approachesfrom225250yards",2011
71,71,"Ricky Barnes",78,NA,2547.417,51,-15,"Approachesfrom225250yards",2011
71,71,"Marc Leishman",87,NA,3094.167,62,-18,"Approachesfrom225250yards",2011
73,73,"Ben Crane",76,NA,2401.917,48,-16,"Approachesfrom225250yards",2011
73,73,"Bill Haas",93,NA,3398.5,68,-18,"Approachesfrom225250yards",2011
75,75,"Zach Johnson",79,NA,3054.5,61,-5,"Approachesfrom225250yards",2011
75,75,"Bill Lunde",92,NA,2855.667,57,-17,"Approachesfrom225250yards",2011
77,77,"Scott Piercy",78,NA,2055.583,41,-8,"Approachesfrom225250yards",2011
78,78,"Brian Gay",90,NA,2512.917,50,-5,"Approachesfrom225250yards",2011
78,78,"Graeme McDowell",50,NA,1859.833,37,-5,"Approachesfrom225250yards",2011
78,78,"Ryan Palmer",82,NA,2311.667,46,-7,"Approachesfrom225250yards",2011
81,81,"David Mathis",83,NA,2265.25,45,-3,"Approachesfrom225250yards",2011
81,81,"Johnson Wagner",81,NA,2465.083,49,-7,"Approachesfrom225250yards",2011
83,83,"Paul Goydos",81,NA,2972.167,59,-7,"Approachesfrom225250yards",2011
84,84,"Matt Bettencourt",84,NA,2775.5,55,-24,"Approachesfrom225250yards",2011
84,84,"Sergio Garcia",61,NA,1819,36,-7,"Approachesfrom225250yards",2011
86,86,"Stuart Appleby",65,NA,2477.083,49,-11,"Approachesfrom225250yards",2011
86,86,"Jim Herman",69,NA,2224.25,44,-16,"Approachesfrom225250yards",2011
88,88,"Jerry Kelly",85,NA,3089,61,-20,"Approachesfrom225250yards",2011
89,89,"Justin Leonard",82,NA,2791.25,55,-16,"Approachesfrom225250yards",2011
89,89,"Charlie Wi",83,NA,2335.25,46,-6,"Approachesfrom225250yards",2011
91,91,"Ben Curtis",66,NA,1932.5,38,-4,"Approachesfrom225250yards",2011
91,91,"JJ Henry",96,NA,3154,62,-12,"Approachesfrom225250yards",2011
