"Par4EagleLeaders_RANKTHISWEEK_2006","Par4EagleLeaders_RANKLASTWEEK_2006","Par4EagleLeaders_PLAYERNAME_2006","Par4EagleLeaders_ROUNDS_2006","Par4EagleLeaders_TOTAL_2006","Par4EagleLeaders_TOTALPAR4HOLES_2006","Par4EagleLeaders_TOTALHOLEOUTS_2006","stat_name","year"
1,1,"Charles Warren",93,5,948,4,"Par4EagleLeaders",2006
2,2,"Arjun Atwal",97,4,1001,4,"Par4EagleLeaders",2006
2,2,"Kris Cox",83,4,855,4,"Par4EagleLeaders",2006
2,2,"John Rollins",93,4,949,3,"Par4EagleLeaders",2006
2,2,"Adam Scott",70,4,738,4,"Par4EagleLeaders",2006
2,2,"John Senden",96,4,978,2,"Par4EagleLeaders",2006
7,7,"Robert Allenby",79,3,817,3,"Par4EagleLeaders",2006
7,7,"Craig Barlow",77,3,763,2,"Par4EagleLeaders",2006
7,7,"David Branshaw",98,3,1019,3,"Par4EagleLeaders",2006
7,7,"Steve Flesch",119,3,1217,3,"Par4EagleLeaders",2006
7,7,"Zach Johnson",98,3,946,3,"Par4EagleLeaders",2006
7,7,"Kent Jones",103,3,1063,2,"Par4EagleLeaders",2006
7,7,"Jeff Maggert",81,3,858,2,"Par4EagleLeaders",2006
7,7,"Jon Mills",68,3,699,2,"Par4EagleLeaders",2006
7,7,"Carl Pettersson",95,3,998,2,"Par4EagleLeaders",2006
7,7,"Rory Sabbatini",84,3,888,NA,"Par4EagleLeaders",2006
7,7,"DJ Trahan",92,3,953,3,"Par4EagleLeaders",2006
7,7,"Mike Weir",88,3,888,3,"Par4EagleLeaders",2006
19,19,"Stuart Appleby",83,2,824,2,"Par4EagleLeaders",2006
19,19,"Tommy Armour III",65,2,684,2,"Par4EagleLeaders",2006
19,19,"Eric Axley",91,2,937,2,"Par4EagleLeaders",2006
19,19,"Briny Baird",81,2,810,2,"Par4EagleLeaders",2006
19,19,"Henrik Bjornstad",97,2,1011,2,"Par4EagleLeaders",2006
19,19,"Jason Bohn",104,2,1094,2,"Par4EagleLeaders",2006
19,19,"Robert Damron",91,2,957,2,"Par4EagleLeaders",2006
19,19,"Brian Davis",92,2,947,2,"Par4EagleLeaders",2006
19,19,"Marco Dawson",87,2,907,1,"Par4EagleLeaders",2006
19,19,"Bubba Dickerson",98,2,1016,2,"Par4EagleLeaders",2006
19,19,"Steve Elkington",52,2,536,1,"Par4EagleLeaders",2006
19,19,"Harrison Frazar",95,2,957,2,"Par4EagleLeaders",2006
19,19,"Jim Furyk",89,2,951,2,"Par4EagleLeaders",2006
19,19,"Robert Gamez",94,2,1007,2,"Par4EagleLeaders",2006
19,19,"Robert Garrigus",85,2,871,1,"Par4EagleLeaders",2006
19,19,"Lucas Glover",105,2,1064,2,"Par4EagleLeaders",2006
19,19,"Todd Hamilton",72,2,757,2,"Par4EagleLeaders",2006
19,19,"Matt Hansen",68,2,701,2,"Par4EagleLeaders",2006
19,19,"JJ Henry",96,2,984,1,"Par4EagleLeaders",2006
19,19,"Tim Herron",82,2,867,1,"Par4EagleLeaders",2006
19,19,"Charley Hoffman",100,2,1031,1,"Par4EagleLeaders",2006
19,19,"Ryuji Imada",105,2,1079,2,"Par4EagleLeaders",2006
19,19,"Brandt Jobe",91,2,927,NA,"Par4EagleLeaders",2006
19,19,"Davis Love III",85,2,794,2,"Par4EagleLeaders",2006
19,19,"Troy Matteson",101,2,1063,2,"Par4EagleLeaders",2006
19,19,"Ryan Palmer",101,2,1049,2,"Par4EagleLeaders",2006
19,19,"Corey Pavin",74,2,756,2,"Par4EagleLeaders",2006
19,19,"Tim Petrovic",95,2,957,1,"Par4EagleLeaders",2006
19,19,"Tag Ridings",103,2,1053,2,"Par4EagleLeaders",2006
19,19,"Chris Riley",86,2,863,2,"Par4EagleLeaders",2006
19,19,"Wes Short Jr",96,2,1003,1,"Par4EagleLeaders",2006
19,19,"Kevin Sutherland",100,2,1005,1,"Par4EagleLeaders",2006
19,19,"Vaughn Taylor",88,2,940,1,"Par4EagleLeaders",2006
19,19,"Kirk Triplett",58,2,588,2,"Par4EagleLeaders",2006
19,19,"Bob Tway",81,2,827,2,"Par4EagleLeaders",2006
19,19,"Tiger Woods",55,2,546,NA,"Par4EagleLeaders",2006
55,55,"Billy Andrade",78,1,777,1,"Par4EagleLeaders",2006
55,55,"Aaron Baddeley",78,1,811,1,"Par4EagleLeaders",2006
55,55,"Shane Bertsch",104,1,1068,1,"Par4EagleLeaders",2006
55,55,"Jeff Brehaut",100,1,999,1,"Par4EagleLeaders",2006
55,55,"Mark Brooks",90,1,929,1,"Par4EagleLeaders",2006
55,55,"Olin Browne",108,1,1115,1,"Par4EagleLeaders",2006
55,55,"Chad Campbell",91,1,929,1,"Par4EagleLeaders",2006
55,55,"Alex Cejka",93,1,965,1,"Par4EagleLeaders",2006
55,55,"KJ Choi",93,1,988,1,"Par4EagleLeaders",2006
55,55,"Daniel Chopra",110,1,1111,1,"Par4EagleLeaders",2006
55,55,"Stewart Cink",93,1,956,1,"Par4EagleLeaders",2006
55,55,"Tim Clark",80,1,818,1,"Par4EagleLeaders",2006
55,55,"John Cook",67,1,707,1,"Par4EagleLeaders",2006
55,55,"Chris Couch",75,1,788,1,"Par4EagleLeaders",2006
55,55,"Ben Crane",85,1,844,1,"Par4EagleLeaders",2006
55,55,"Chris DiMarco",83,1,831,NA,"Par4EagleLeaders",2006
55,55,"James Driscoll",80,1,853,1,"Par4EagleLeaders",2006
55,55,"David Duval",71,1,739,1,"Par4EagleLeaders",2006
55,55,"Ernie Els",69,1,680,NA,"Par4EagleLeaders",2006
55,55,"Bob Estes",85,1,903,1,"Par4EagleLeaders",2006
55,55,"Brad Faxon",78,1,828,1,"Par4EagleLeaders",2006
