"GIRPercentageLess125yards_RANKTHISWEEK_2013","GIRPercentageLess125yards_RANKLASTWEEK_2013","GIRPercentageLess125yards_PLAYERNAME_2013","GIRPercentageLess125yards_ROUNDS_2013","GIRPercentageLess125yards_Pct_2013","GIRPercentageLess125yards_GREENSHIT_2013","GIRPercentageLess125yards_TOTALHOLES_2013","GIRPercentageLess125yards_RELATIVETOPAR_2013","stat_name","year"
1,1,"Tiger Woods",61,89.07,163,183,-0.66,"GIRPercentageLess125yards",2013
2,2,"Stewart Cink",71,88.05,221,251,-0.41,"GIRPercentageLess125yards",2013
3,3,"Henrik Stenson",65,87.61,198,226,-0.53,"GIRPercentageLess125yards",2013
4,4,"JJ Henry",83,87.43,299,342,-0.39,"GIRPercentageLess125yards",2013
5,5,"Ricky Barnes",74,86.81,250,288,-0.35,"GIRPercentageLess125yards",2013
5,5,"Jim Furyk",80,86.81,237,273,-0.41,"GIRPercentageLess125yards",2013
7,7,"Jin Park",52,86.77,164,189,-0.39,"GIRPercentageLess125yards",2013
8,8,"Scott Langley",79,86.71,248,286,-0.44,"GIRPercentageLess125yards",2013
9,9,"Steve Stricker",51,86.57,174,201,-0.56,"GIRPercentageLess125yards",2013
10,10,"Hunter Mahan",91,86.54,315,364,-0.45,"GIRPercentageLess125yards",2013
11,11,"KJ Choi",85,86.24,257,298,-0.41,"GIRPercentageLess125yards",2013
12,12,"Rod Pampling",46,86.08,167,194,-0.39,"GIRPercentageLess125yards",2013
13,13,"Roberto Castro",97,85.88,371,432,-0.46,"GIRPercentageLess125yards",2013
14,14,"Jimmy Walker",84,85.85,370,431,-0.46,"GIRPercentageLess125yards",2013
15,15,"Aaron Watkins",46,85.81,133,155,-0.53,"GIRPercentageLess125yards",2013
16,16,"Gary Woodland",94,85.68,371,433,-0.47,"GIRPercentageLess125yards",2013
17,17,"Michael Bradley",56,85.64,161,188,-0.38,"GIRPercentageLess125yards",2013
18,18,"Chris Kirk",89,85.57,344,402,-0.49,"GIRPercentageLess125yards",2013
19,19,"Justin Leonard",86,85.48,259,303,-0.43,"GIRPercentageLess125yards",2013
20,20,"Brendon de Jonge",110,85.47,406,475,-0.43,"GIRPercentageLess125yards",2013
21,21,"Webb Simpson",92,85.41,316,370,-0.47,"GIRPercentageLess125yards",2013
22,22,"Sergio Garcia",65,85.29,203,238,-0.5,"GIRPercentageLess125yards",2013
22,22,"Seung Yul Noh",71,85.29,261,306,-0.42,"GIRPercentageLess125yards",2013
24,24,"John Senden",79,85.19,253,297,-0.48,"GIRPercentageLess125yards",2013
25,25,"Chad Campbell",78,85.11,280,329,-0.43,"GIRPercentageLess125yards",2013
26,26,"Trevor Immelman",73,84.91,225,265,-0.33,"GIRPercentageLess125yards",2013
27,27,"Jim Herman",59,84.89,191,225,-0.4,"GIRPercentageLess125yards",2013
28,28,"Tag Ridings",69,84.88,247,291,-0.42,"GIRPercentageLess125yards",2013
29,29,"Vijay Singh",61,84.81,201,237,-0.33,"GIRPercentageLess125yards",2013
30,30,"Robert Garrigus",69,84.67,254,300,-0.45,"GIRPercentageLess125yards",2013
31,31,"Justin Rose",62,84.32,199,236,-0.5,"GIRPercentageLess125yards",2013
32,32,"Zach Johnson",84,84.27,284,337,-0.42,"GIRPercentageLess125yards",2013
33,33,"Bryce Molder",82,84.25,246,292,-0.46,"GIRPercentageLess125yards",2013
34,34,"Erik Compton",74,84.18,266,316,-0.35,"GIRPercentageLess125yards",2013
34,34,"Graham DeLaet",94,84.18,330,392,-0.48,"GIRPercentageLess125yards",2013
36,36,"Tim Clark",64,84.13,175,208,-0.42,"GIRPercentageLess125yards",2013
