"TenthTeeLateRound2ScoringAverage_RANKTHISWEEK_2012","TenthTeeLateRound2ScoringAverage_RANKLASTWEEK_2012","TenthTeeLateRound2ScoringAverage_PLAYERNAME_2012","TenthTeeLateRound2ScoringAverage__2012","TenthTeeLateRound2ScoringAverage_AVG_2012","TenthTeeLateRound2ScoringAverage_TOTALSTROKES_2012","TenthTeeLateRound2ScoringAverage_TOTALROUNDS_2012","stat_name","year"
1,1,"Jason Dufner",NA,67,201,3,"TenthTeeLateRound2ScoringAverage",2012
2,2,"Camilo Villegas",NA,67.5,135,2,"TenthTeeLateRound2ScoringAverage",2012
3,3,"Sangmoon Bae",NA,68,136,2,"TenthTeeLateRound2ScoringAverage",2012
3,3,"Bobby Gates",NA,68,544,8,"TenthTeeLateRound2ScoringAverage",2012
5,5,"Justin Rose",NA,68.33,205,3,"TenthTeeLateRound2ScoringAverage",2012
6,6,"Bo Van Pelt",NA,68.6,343,5,"TenthTeeLateRound2ScoringAverage",2012
7,7,"Adam Scott",NA,68.67,206,3,"TenthTeeLateRound2ScoringAverage",2012
7,7,"Brandt Snedeker",NA,68.67,206,3,"TenthTeeLateRound2ScoringAverage",2012
9,9,"Stewart Cink",NA,69,69,1,"TenthTeeLateRound2ScoringAverage",2012
9,9,"Ryo Ishikawa",NA,69,138,2,"TenthTeeLateRound2ScoringAverage",2012
9,9,"Sean OHair",NA,69,345,5,"TenthTeeLateRound2ScoringAverage",2012
9,9,"Henrik Stenson",NA,69,69,1,"TenthTeeLateRound2ScoringAverage",2012
13,13,"Ricky Barnes",NA,69.14,484,7,"TenthTeeLateRound2ScoringAverage",2012
13,13,"Brendon de Jonge",NA,69.14,484,7,"TenthTeeLateRound2ScoringAverage",2012
15,15,"Bryce Molder",NA,69.17,415,6,"TenthTeeLateRound2ScoringAverage",2012
16,16,"Miguel Angel Carballo",NA,69.25,277,4,"TenthTeeLateRound2ScoringAverage",2012
16,16,"Geoff Ogilvy",NA,69.25,277,4,"TenthTeeLateRound2ScoringAverage",2012
18,18,"Charlie Beljan",NA,69.33,208,3,"TenthTeeLateRound2ScoringAverage",2012
18,18,"JJ Henry",NA,69.33,416,6,"TenthTeeLateRound2ScoringAverage",2012
18,18,"Matt Kuchar",NA,69.33,208,3,"TenthTeeLateRound2ScoringAverage",2012
21,21,"James Driscoll",NA,69.38,555,8,"TenthTeeLateRound2ScoringAverage",2012
21,21,"Jeff Maggert",NA,69.38,555,8,"TenthTeeLateRound2ScoringAverage",2012
23,23,"John Senden",NA,69.4,347,5,"TenthTeeLateRound2ScoringAverage",2012
24,24,"Charley Hoffman",NA,69.5,417,6,"TenthTeeLateRound2ScoringAverage",2012
25,25,"Jason Kokrak",NA,69.6,348,5,"TenthTeeLateRound2ScoringAverage",2012
26,26,"John Rollins",NA,69.63,557,8,"TenthTeeLateRound2ScoringAverage",2012
27,27,"Chad Campbell",NA,69.67,418,6,"TenthTeeLateRound2ScoringAverage",2012
27,27,"Daniel Chopra",NA,69.67,209,3,"TenthTeeLateRound2ScoringAverage",2012
27,27,"Sergio Garcia",NA,69.67,209,3,"TenthTeeLateRound2ScoringAverage",2012
27,27,"Trevor Immelman",NA,69.67,418,6,"TenthTeeLateRound2ScoringAverage",2012
31,31,"George McNeill",NA,69.71,488,7,"TenthTeeLateRound2ScoringAverage",2012
32,32,"Brian Harman",NA,69.75,279,4,"TenthTeeLateRound2ScoringAverage",2012
32,32,"Seung Yul Noh",NA,69.75,279,4,"TenthTeeLateRound2ScoringAverage",2012
34,34,"Billy Horschel",NA,69.83,419,6,"TenthTeeLateRound2ScoringAverage",2012
35,35,"Richard Lee",NA,70,140,2,"TenthTeeLateRound2ScoringAverage",2012
36,36,"Rory Sabbatini",NA,70.14,491,7,"TenthTeeLateRound2ScoringAverage",2012
37,37,"Jonathan Byrd",NA,70.17,421,6,"TenthTeeLateRound2ScoringAverage",2012
37,37,"Tim Herron",NA,70.17,421,6,"TenthTeeLateRound2ScoringAverage",2012
37,37,"Rocco Mediate",NA,70.17,421,6,"TenthTeeLateRound2ScoringAverage",2012
40,40,"Michael Bradley",NA,70.2,702,10,"TenthTeeLateRound2ScoringAverage",2012
