"Scramblingfrom2030yards_RANKTHISWEEK_2014","Scramblingfrom2030yards_RANKLASTWEEK_2014","Scramblingfrom2030yards_PLAYERNAME_2014","Scramblingfrom2030yards_ROUNDS_2014","Scramblingfrom2030yards_Pct_2014","Scramblingfrom2030yards_SUCCESSES_2014","Scramblingfrom2030yards_ATTEMPTS_2014","stat_name","year"
1,1,"Luke Donald",57,67.92,36,53,"Scramblingfrom2030yards",2014
2,2,"Sergio Garcia",61,67.65,23,34,"Scramblingfrom2030yards",2014
3,3,"Shawn Stefani",60,66.1,39,59,"Scramblingfrom2030yards",2014
4,4,"Mike Weir",69,65.22,60,92,"Scramblingfrom2030yards",2014
5,5,"Bryce Molder",77,65.12,56,86,"Scramblingfrom2030yards",2014
6,6,"Jason Day",54,65,26,40,"Scramblingfrom2030yards",2014
7,7,"Ryo Ishikawa",75,64.71,55,85,"Scramblingfrom2030yards",2014
7,7,"Freddie Jacobson",91,64.71,66,102,"Scramblingfrom2030yards",2014
9,9,"Justin Leonard",75,63.54,61,96,"Scramblingfrom2030yards",2014
10,10,"Seung Yul Noh",92,62.77,59,94,"Scramblingfrom2030yards",2014
11,11,"Jim Furyk",84,62.71,37,59,"Scramblingfrom2030yards",2014
12,12,"Brian Gay",81,62.24,61,98,"Scramblingfrom2030yards",2014
13,13,"Ryan Palmer",85,62.16,46,74,"Scramblingfrom2030yards",2014
14,14,"Charl Schwartzel",64,62.12,41,66,"Scramblingfrom2030yards",2014
15,15,"Bill Haas",107,61.96,57,92,"Scramblingfrom2030yards",2014
16,16,"Rickie Fowler",91,61.54,48,78,"Scramblingfrom2030yards",2014
16,16,"Ben Martin",80,61.54,48,78,"Scramblingfrom2030yards",2014
18,18,"Patrick Reed",92,61,61,100,"Scramblingfrom2030yards",2014
19,19,"Brandt Snedeker",89,60.98,50,82,"Scramblingfrom2030yards",2014
20,20,"Hideki Matsuyama",82,60.71,34,56,"Scramblingfrom2030yards",2014
21,21,"Chad Campbell",57,59.52,25,42,"Scramblingfrom2030yards",2014
22,22,"Cameron Tringale",111,59.46,66,111,"Scramblingfrom2030yards",2014
23,23,"Bubba Watson",76,58.82,30,51,"Scramblingfrom2030yards",2014
24,24,"Josh Teater",90,58.54,48,82,"Scramblingfrom2030yards",2014
25,25,"Brian Davis",93,58.33,77,132,"Scramblingfrom2030yards",2014
25,25,"Phil Mickelson",71,58.33,35,60,"Scramblingfrom2030yards",2014
27,27,"Robert Allenby",83,58.24,53,91,"Scramblingfrom2030yards",2014
28,28,"Ernie Els",85,58.23,46,79,"Scramblingfrom2030yards",2014
29,29,"Andrew Loupe",65,58.06,36,62,"Scramblingfrom2030yards",2014
30,30,"Kevin Na",94,57.78,52,90,"Scramblingfrom2030yards",2014
31,31,"Jordan Spieth",102,57.45,54,94,"Scramblingfrom2030yards",2014
32,32,"Stuart Appleby",92,57.14,60,105,"Scramblingfrom2030yards",2014
32,32,"Graham DeLaet",80,57.14,32,56,"Scramblingfrom2030yards",2014
32,32,"Kevin Kisner",85,57.14,52,91,"Scramblingfrom2030yards",2014
35,35,"Luke Guthrie",85,57,57,100,"Scramblingfrom2030yards",2014
36,36,"Will Ma Kenzie",82,56.99,53,93,"Scramblingfrom2030yards",2014
37,37,"Chris Kirk",105,56.88,62,109,"Scramblingfrom2030yards",2014
38,38,"Brendan Steele",89,56.58,43,76,"Scramblingfrom2030yards",2014
39,39,"Billy Hurley III",86,56.47,48,85,"Scramblingfrom2030yards",2014
39,39,"Scott Langley",95,56.47,48,85,"Scramblingfrom2030yards",2014
39,39,"Charlie Wi",72,56.47,48,85,"Scramblingfrom2030yards",2014
42,42,"David Hearn",97,56.44,57,101,"Scramblingfrom2030yards",2014
43,43,"Bronson La Cassie",51,56.36,31,55,"Scramblingfrom2030yards",2014
44,44,"Webb Simpson",87,56.32,49,87,"Scramblingfrom2030yards",2014
45,45,"Keegan Bradley",89,56.25,45,80,"Scramblingfrom2030yards",2014
45,45,"Robert Streb",75,56.25,45,80,"Scramblingfrom2030yards",2014
45,45,"Bo Van Pelt",83,56.25,36,64,"Scramblingfrom2030yards",2014
48,48,"Matt Kuchar",91,56.18,50,89,"Scramblingfrom2030yards",2014
49,49,"Zach Johnson",97,55.91,52,93,"Scramblingfrom2030yards",2014
50,50,"Camilo Villegas",95,55.88,57,102,"Scramblingfrom2030yards",2014
51,51,"Richard Lee",80,55.79,53,95,"Scramblingfrom2030yards",2014
