"GIRPuttingInside5_RANKTHISWEEK_2015","GIRPuttingInside5_RANKLASTWEEK_2015","GIRPuttingInside5_PLAYERNAME_2015","GIRPuttingInside5_ROUNDS_2015","GIRPuttingInside5_Pct_2015","GIRPuttingInside5_ATTEMPTS_2015","GIRPuttingInside5_PUTTSMADE_2015","stat_name","year"
78,78,"Justin Leonard",61,85.29,34,29,"GIRPuttingInside5",2015
79,79,"Steven Bowditch",103,85.19,54,46,"GIRPuttingInside5",2015
80,80,"Charlie Beljan",76,85,40,34,"GIRPuttingInside5",2015
80,80,"Andrew Svoboda",80,85,40,34,"GIRPuttingInside5",2015
82,82,"Derek Ernst",75,84.85,33,28,"GIRPuttingInside5",2015
82,82,"Derek Fathauer",81,84.85,33,28,"GIRPuttingInside5",2015
82,82,"Ryan Palmer",80,84.85,33,28,"GIRPuttingInside5",2015
82,82,"Michael Putnam",87,84.85,33,28,"GIRPuttingInside5",2015
86,86,"Adam Hadwin",95,84.62,39,33,"GIRPuttingInside5",2015
86,86,"Phil Mickelson",70,84.62,26,22,"GIRPuttingInside5",2015
86,86,"Shawn Stefani",94,84.62,52,44,"GIRPuttingInside5",2015
89,89,"Rickie Fowler",76,84.38,32,27,"GIRPuttingInside5",2015
89,89,"Francesco Molinari",56,84.38,32,27,"GIRPuttingInside5",2015
91,91,"Sean OHair",86,84.31,51,43,"GIRPuttingInside5",2015
92,92,"Ben Crane",62,84,25,21,"GIRPuttingInside5",2015
92,92,"Greg Owen",58,84,25,21,"GIRPuttingInside5",2015
94,94,"Jason Kokrak",88,83.93,56,47,"GIRPuttingInside5",2015
95,95,"Jim Furyk",71,83.78,37,31,"GIRPuttingInside5",2015
95,95,"Scott Langley",94,83.78,37,31,"GIRPuttingInside5",2015
97,97,"Robert Allenby",63,83.33,24,20,"GIRPuttingInside5",2015
97,97,"Chez Reavie",56,83.33,24,20,"GIRPuttingInside5",2015
97,97,"Sam Saunders",83,83.33,42,35,"GIRPuttingInside5",2015
100,100,"Brendan Steele",88,82.93,41,34,"GIRPuttingInside5",2015
101,101,"Retief Goosen",81,82.61,23,19,"GIRPuttingInside5",2015
102,102,"Fabian Gomez",83,82.5,40,33,"GIRPuttingInside5",2015
103,103,"Graham DeLaet",65,82.35,34,28,"GIRPuttingInside5",2015
104,104,"John Huh",102,82.14,56,46,"GIRPuttingInside5",2015
104,104,"John Merrick",78,82.14,28,23,"GIRPuttingInside5",2015
106,106,"Charles Howell III",105,81.82,55,45,"GIRPuttingInside5",2015
106,106,"Scott Piercy",90,81.82,55,45,"GIRPuttingInside5",2015
108,108,"Nicholas Thompson",90,81.58,38,31,"GIRPuttingInside5",2015
109,109,"DA Points",72,81.48,27,22,"GIRPuttingInside5",2015
110,110,"JB Holmes",89,81.4,43,35,"GIRPuttingInside5",2015
111,111,"SJ Park",79,81.25,32,26,"GIRPuttingInside5",2015
111,111,"Nick Watney",91,81.25,48,39,"GIRPuttingInside5",2015
113,113,"James Hahn",94,81.03,58,47,"GIRPuttingInside5",2015
114,114,"Andrew Putnam",68,80.95,21,17,"GIRPuttingInside5",2015
115,115,"Charley Hoffman",97,80.85,47,38,"GIRPuttingInside5",2015
115,115,"Jordan Spieth",91,80.85,47,38,"GIRPuttingInside5",2015
117,117,"Davis Love III",51,80.77,26,21,"GIRPuttingInside5",2015
118,118,"Jon Curran",83,80.65,31,25,"GIRPuttingInside5",2015
118,118,"Marc Leishman",74,80.65,31,25,"GIRPuttingInside5",2015
118,118,"Robert Streb",110,80.65,62,50,"GIRPuttingInside5",2015
121,121,"Brian Harman",90,80.43,46,37,"GIRPuttingInside5",2015
122,122,"Luke Donald",71,80,25,20,"GIRPuttingInside5",2015
122,122,"Robert Garrigus",70,80,30,24,"GIRPuttingInside5",2015
122,122,"Luke Guthrie",84,80,35,28,"GIRPuttingInside5",2015
122,122,"Matt Jones",89,80,45,36,"GIRPuttingInside5",2015
122,122,"Bryce Molder",91,80,45,36,"GIRPuttingInside5",2015
122,122,"Seung Yul Noh",65,80,30,24,"GIRPuttingInside5",2015
128,128,"Zac Blair",108,79.63,54,43,"GIRPuttingInside5",2015
129,129,"Ryan Moore",81,79.59,49,39,"GIRPuttingInside5",2015
129,129,"Pat Perez",96,79.59,49,39,"GIRPuttingInside5",2015
131,131,"Jonas Blixt",78,79.31,29,23,"GIRPuttingInside5",2015
132,132,"Chad Campbell",97,79.17,48,38,"GIRPuttingInside5",2015
132,132,"Patrick Reed",103,79.17,48,38,"GIRPuttingInside5",2015
132,132,"Patrick Rodgers",57,79.17,24,19,"GIRPuttingInside5",2015
132,132,"Mark Wilson",89,79.17,48,38,"GIRPuttingInside5",2015
136,136,"Brice Garnett",81,79.07,43,34,"GIRPuttingInside5",2015
137,137,"Brendon de Jonge",106,79.03,62,49,"GIRPuttingInside5",2015
138,138,"Justin Rose",69,78.79,33,26,"GIRPuttingInside5",2015
138,138,"David Toms",62,78.79,33,26,"GIRPuttingInside5",2015
140,140,"Ryo Ishikawa",90,78.72,47,37,"GIRPuttingInside5",2015
141,141,"Louis Oosthuizen",68,78.57,28,22,"GIRPuttingInside5",2015
142,142,"Jim Herman",88,78.38,37,29,"GIRPuttingInside5",2015
142,142,"Whee Kim",71,78.38,37,29,"GIRPuttingInside5",2015
142,142,"Troy Merritt",91,78.38,37,29,"GIRPuttingInside5",2015
142,142,"Tim Wilkinson",73,78.38,37,29,"GIRPuttingInside5",2015
146,146,"Roberto Castro",54,78.26,23,18,"GIRPuttingInside5",2015
147,147,"Zach Johnson",90,78,50,39,"GIRPuttingInside5",2015
148,148,"Blayne Barber",76,77.78,27,21,"GIRPuttingInside5",2015
148,148,"Dustin Johnson",75,77.78,27,21,"GIRPuttingInside5",2015
148,148,"Tyrone Van Aswegen",58,77.78,27,21,"GIRPuttingInside5",2015
151,151,"JJ Henry",94,77.5,40,31,"GIRPuttingInside5",2015
151,151,"Kevin Streelman",95,77.5,40,31,"GIRPuttingInside5",2015
153,153,"KJ Choi",66,76.92,26,20,"GIRPuttingInside5",2015
153,153,"Ernie Els",57,76.92,26,20,"GIRPuttingInside5",2015
155,155,"Kevin Chappell",86,76.74,43,33,"GIRPuttingInside5",2015
156,156,"Bo Van Pelt",81,76.67,30,23,"GIRPuttingInside5",2015
157,157,"Stewart Cink",77,76.6,47,36,"GIRPuttingInside5",2015
157,157,"Webb Simpson",81,76.6,47,36,"GIRPuttingInside5",2015
159,159,"Chris Kirk",76,76.32,38,29,"GIRPuttingInside5",2015
160,160,"Jason Bohn",95,76.09,46,35,"GIRPuttingInside5",2015
160,160,"Chad Collins",79,76.09,46,35,"GIRPuttingInside5",2015
162,162,"Brian Davis",86,75.76,33,25,"GIRPuttingInside5",2015
163,163,"Billy Hurley III",83,75,32,24,"GIRPuttingInside5",2015
163,163,"Byron Smith",59,75,16,12,"GIRPuttingInside5",2015
165,165,"Vijay Singh",78,74.51,51,38,"GIRPuttingInside5",2015
166,166,"Russell Knox",96,73.81,42,31,"GIRPuttingInside5",2015
167,167,"Charl Schwartzel",67,72.41,29,21,"GIRPuttingInside5",2015
168,168,"Jim Renner",68,71.43,14,10,"GIRPuttingInside5",2015
168,168,"Heath Slocum",57,71.43,21,15,"GIRPuttingInside5",2015
170,170,"Spencer Levin",99,71.05,38,27,"GIRPuttingInside5",2015
171,171,"Aaron Baddeley",76,70.37,27,19,"GIRPuttingInside5",2015
171,171,"Jonathan Byrd",69,70.37,27,19,"GIRPuttingInside5",2015
173,173,"Gonzalo Fdez Castano",81,70.27,37,26,"GIRPuttingInside5",2015
174,174,"Andres Gonzales",90,69.77,43,30,"GIRPuttingInside5",2015
175,175,"Gary Woodland",81,69.7,33,23,"GIRPuttingInside5",2015
176,176,"Scott Stallings",60,68.57,35,24,"GIRPuttingInside5",2015
177,177,"Lucas Glover",79,68.29,41,28,"GIRPuttingInside5",2015
178,178,"Jason Dufner",76,68.18,22,15,"GIRPuttingInside5",2015
179,179,"Padraig Harrington",60,68,25,17,"GIRPuttingInside5",2015
180,180,"Kyle Reifers",96,66.67,48,32,"GIRPuttingInside5",2015
180,180,"Brian Stuard",97,66.67,51,34,"GIRPuttingInside5",2015
182,182,"Sergio Garcia",59,65.63,32,21,"GIRPuttingInside5",2015
183,183,"Camilo Villegas",83,65.52,29,19,"GIRPuttingInside5",2015
184,184,"Jamie Donaldson",50,63.64,11,7,"GIRPuttingInside5",2015
