"GIRPuttingInside5_RANKTHISWEEK_2015","GIRPuttingInside5_RANKLASTWEEK_2015","GIRPuttingInside5_PLAYERNAME_2015","GIRPuttingInside5_ROUNDS_2015","GIRPuttingInside5_Pct_2015","GIRPuttingInside5_ATTEMPTS_2015","GIRPuttingInside5_PUTTSMADE_2015","stat_name","year"
1,1,"Erik Compton",86,97.83,46,45,"GIRPuttingInside5",2015
2,2,"Cameron Percy",72,97.06,34,33,"GIRPuttingInside5",2015
3,3,"Bill Haas",89,96.97,33,32,"GIRPuttingInside5",2015
4,4,"Oscar Fraustro",58,95.45,22,21,"GIRPuttingInside5",2015
5,5,"Greg Chalmers",58,95,20,19,"GIRPuttingInside5",2015
6,6,"John Senden",80,94.87,39,37,"GIRPuttingInside5",2015
7,7,"Jeff Overton",94,94.74,38,36,"GIRPuttingInside5",2015
7,7,"Roger Sloan",56,94.74,19,18,"GIRPuttingInside5",2015
9,9,"Eric Axley",57,94.44,18,17,"GIRPuttingInside5",2015
9,9,"Geoff Ogilvy",50,94.44,18,17,"GIRPuttingInside5",2015
9,9,"Hudson Swafford",97,94.44,54,51,"GIRPuttingInside5",2015
12,12,"Lee Westwood",56,93.75,16,15,"GIRPuttingInside5",2015
13,13,"Matt Kuchar",97,93.62,47,44,"GIRPuttingInside5",2015
14,14,"Martin Laird",77,93.33,45,42,"GIRPuttingInside5",2015
15,15,"Chris Stroud",84,93.18,44,41,"GIRPuttingInside5",2015
16,16,"Henrik Stenson",63,93.1,29,27,"GIRPuttingInside5",2015
17,17,"Scott Brown",97,92.86,56,52,"GIRPuttingInside5",2015
18,18,"Bubba Watson",71,92.31,39,36,"GIRPuttingInside5",2015
19,19,"Angel Cabrera",53,91.43,35,32,"GIRPuttingInside5",2015
19,19,"Justin Thomas",106,91.43,70,64,"GIRPuttingInside5",2015
21,21,"Morgan Hoffmann",85,91.3,46,42,"GIRPuttingInside5",2015
22,22,"Ricky Barnes",82,91.18,34,31,"GIRPuttingInside5",2015
22,22,"Ian Poulter",68,91.18,34,31,"GIRPuttingInside5",2015
24,24,"Jerry Kelly",79,90.91,44,40,"GIRPuttingInside5",2015
25,25,"Rory Sabbatini",81,90.7,43,39,"GIRPuttingInside5",2015
25,25,"Steve Wheatcroft",87,90.7,43,39,"GIRPuttingInside5",2015
27,27,"Hunter Mahan",88,90.63,32,29,"GIRPuttingInside5",2015
27,27,"Brandt Snedeker",98,90.63,32,29,"GIRPuttingInside5",2015
29,29,"Keegan Bradley",87,90.48,42,38,"GIRPuttingInside5",2015
30,30,"Chesson Hadley",101,90.38,52,47,"GIRPuttingInside5",2015
31,31,"David Lingmerth",90,90,40,36,"GIRPuttingInside5",2015
31,31,"Carl Pettersson",106,90,50,45,"GIRPuttingInside5",2015
31,31,"Will Wilcox",58,90,20,18,"GIRPuttingInside5",2015
34,34,"Hideki Matsuyama",95,89.8,49,44,"GIRPuttingInside5",2015
35,35,"Russell Henley",87,89.74,39,35,"GIRPuttingInside5",2015
36,36,"William McGirt",103,89.71,68,61,"GIRPuttingInside5",2015
37,37,"Jason Day",75,89.58,48,43,"GIRPuttingInside5",2015
38,38,"Jimmy Walker",89,89.36,47,42,"GIRPuttingInside5",2015
39,39,"Billy Horschel",99,89.29,56,50,"GIRPuttingInside5",2015
40,40,"Danny Lee",120,89.19,74,66,"GIRPuttingInside5",2015
40,40,"John Peterson",84,89.19,37,33,"GIRPuttingInside5",2015
42,42,"Sangmoon Bae",98,89.13,46,41,"GIRPuttingInside5",2015
42,42,"David Hearn",97,89.13,46,41,"GIRPuttingInside5",2015
42,42,"George McNeill",93,89.13,46,41,"GIRPuttingInside5",2015
45,45,"Kevin Kisner",104,89.09,55,49,"GIRPuttingInside5",2015
45,45,"Brendon Todd",96,89.09,55,49,"GIRPuttingInside5",2015
47,47,"Matt Every",73,88.89,27,24,"GIRPuttingInside5",2015
47,47,"Martin Flores",95,88.89,36,32,"GIRPuttingInside5",2015
49,49,"Cameron Tringale",96,88.64,44,39,"GIRPuttingInside5",2015
50,50,"Alex Prugh",84,88.57,35,31,"GIRPuttingInside5",2015
51,51,"Alex Cejka",94,88.1,42,37,"GIRPuttingInside5",2015
52,52,"Brooks Koepka",84,87.8,41,36,"GIRPuttingInside5",2015
53,53,"Tony Finau",106,87.72,57,50,"GIRPuttingInside5",2015
54,54,"Tom Hoge",83,87.5,32,28,"GIRPuttingInside5",2015
54,54,"Colt Knost",90,87.5,32,28,"GIRPuttingInside5",2015
54,54,"Kevin Na",98,87.5,48,42,"GIRPuttingInside5",2015
57,57,"Michael Thompson",83,87.18,39,34,"GIRPuttingInside5",2015
58,58,"Jhonattan Vegas",90,87.1,31,27,"GIRPuttingInside5",2015
59,59,"Steven Alker",62,86.96,23,20,"GIRPuttingInside5",2015
60,60,"Max Homa",78,86.84,38,33,"GIRPuttingInside5",2015
61,61,"Daniel Berger",97,86.79,53,46,"GIRPuttingInside5",2015
61,61,"Carlos Ortiz",100,86.79,53,46,"GIRPuttingInside5",2015
63,63,"Scott Pinckney",88,86.67,30,26,"GIRPuttingInside5",2015
64,64,"Adam Scott",51,86.36,22,19,"GIRPuttingInside5",2015
64,64,"Johnson Wagner",68,86.36,22,19,"GIRPuttingInside5",2015
64,64,"Boo Weekley",79,86.36,44,38,"GIRPuttingInside5",2015
67,67,"Mark Hubbard",79,86.21,29,25,"GIRPuttingInside5",2015
67,67,"Jonathan Randolph",72,86.21,29,25,"GIRPuttingInside5",2015
69,69,"Paul Casey",87,85.71,28,24,"GIRPuttingInside5",2015
69,69,"Ken Duke",93,85.71,42,36,"GIRPuttingInside5",2015
69,69,"Harris English",105,85.71,42,36,"GIRPuttingInside5",2015
69,69,"Jason Gore",76,85.71,35,30,"GIRPuttingInside5",2015
69,69,"Bill Lunde",50,85.71,21,18,"GIRPuttingInside5",2015
69,69,"Ben Martin",93,85.71,42,36,"GIRPuttingInside5",2015
69,69,"Andres Romero",69,85.71,21,18,"GIRPuttingInside5",2015
69,69,"Nick Taylor",91,85.71,49,42,"GIRPuttingInside5",2015
77,77,"Daniel Summerhays",101,85.45,55,47,"GIRPuttingInside5",2015
