"FirstTeeLateRound3ScoringAverage_RANKTHISWEEK_2013","FirstTeeLateRound3ScoringAverage_RANKLASTWEEK_2013","FirstTeeLateRound3ScoringAverage_PLAYERNAME_2013","FirstTeeLateRound3ScoringAverage__2013","FirstTeeLateRound3ScoringAverage_AVG_2013","FirstTeeLateRound3ScoringAverage_TOTALSTROKES_2013","FirstTeeLateRound3ScoringAverage_TOTALROUNDS_2013","stat_name","year"
1,1,"Nicholas Thompson",NA,66.67,400,6,"FirstTeeLateRound3ScoringAverage",2013
2,2,"Fabian Gomez",NA,67.67,203,3,"FirstTeeLateRound3ScoringAverage",2013
3,3,"Justin Bolli",NA,68,68,1,"FirstTeeLateRound3ScoringAverage",2013
3,3,"Eric Meierdierks",NA,68,136,2,"FirstTeeLateRound3ScoringAverage",2013
3,3,"Jin Park",NA,68,68,1,"FirstTeeLateRound3ScoringAverage",2013
3,3,"Brandt Snedeker",NA,68,544,8,"FirstTeeLateRound3ScoringAverage",2013
7,7,"Scott Langley",NA,68.2,341,5,"FirstTeeLateRound3ScoringAverage",2013
8,8,"Jim Herman",NA,68.4,342,5,"FirstTeeLateRound3ScoringAverage",2013
9,9,"Jeff Maggert",NA,68.5,274,4,"FirstTeeLateRound3ScoringAverage",2013
9,9,"Mark Wilson",NA,68.5,274,4,"FirstTeeLateRound3ScoringAverage",2013
11,11,"Brian Stuard",NA,68.75,275,4,"FirstTeeLateRound3ScoringAverage",2013
12,12,"Steve Stricker",NA,68.83,826,12,"FirstTeeLateRound3ScoringAverage",2013
13,13,"Charlie Beljan",NA,69,138,2,"FirstTeeLateRound3ScoringAverage",2013
13,13,"Jonas Blixt",NA,69,276,4,"FirstTeeLateRound3ScoringAverage",2013
13,13,"James Hahn",NA,69,69,1,"FirstTeeLateRound3ScoringAverage",2013
13,13,"Ryo Ishikawa",NA,69,207,3,"FirstTeeLateRound3ScoringAverage",2013
13,13,"Alistair Presnell",NA,69,276,4,"FirstTeeLateRound3ScoringAverage",2013
13,13,"YE Yang",NA,69,69,1,"FirstTeeLateRound3ScoringAverage",2013
19,19,"Patrick Reed",NA,69.17,415,6,"FirstTeeLateRound3ScoringAverage",2013
20,20,"Phil Mickelson",NA,69.2,692,10,"FirstTeeLateRound3ScoringAverage",2013
21,21,"Vaughn Taylor",NA,69.33,208,3,"FirstTeeLateRound3ScoringAverage",2013
21,21,"Johnson Wagner",NA,69.33,208,3,"FirstTeeLateRound3ScoringAverage",2013
23,23,"Rory Sabbatini",NA,69.38,555,8,"FirstTeeLateRound3ScoringAverage",2013
24,24,"Tiger Woods",NA,69.4,694,10,"FirstTeeLateRound3ScoringAverage",2013
25,25,"Ken Duke",NA,69.6,348,5,"FirstTeeLateRound3ScoringAverage",2013
25,25,"Matt Every",NA,69.6,348,5,"FirstTeeLateRound3ScoringAverage",2013
25,25,"Richard Lee",NA,69.6,348,5,"FirstTeeLateRound3ScoringAverage",2013
28,28,"Henrik Stenson",NA,69.64,766,11,"FirstTeeLateRound3ScoringAverage",2013
29,29,"Tim Clark",NA,69.67,209,3,"FirstTeeLateRound3ScoringAverage",2013
29,29,"Scott Gardiner",NA,69.67,209,3,"FirstTeeLateRound3ScoringAverage",2013
31,31,"Matt Jones",NA,69.71,488,7,"FirstTeeLateRound3ScoringAverage",2013
32,32,"Pat Perez",NA,69.86,489,7,"FirstTeeLateRound3ScoringAverage",2013
33,33,"Keegan Bradley",NA,69.92,909,13,"FirstTeeLateRound3ScoringAverage",2013
34,34,"Jason Bohn",NA,70,210,3,"FirstTeeLateRound3ScoringAverage",2013
34,34,"Chad Campbell",NA,70,210,3,"FirstTeeLateRound3ScoringAverage",2013
34,34,"Roberto Castro",NA,70,840,12,"FirstTeeLateRound3ScoringAverage",2013
34,34,"Greg Chalmers",NA,70,210,3,"FirstTeeLateRound3ScoringAverage",2013
34,34,"Martin Flores",NA,70,420,6,"FirstTeeLateRound3ScoringAverage",2013
34,34,"Rickie Fowler",NA,70,490,7,"FirstTeeLateRound3ScoringAverage",2013
34,34,"Jim Furyk",NA,70,630,9,"FirstTeeLateRound3ScoringAverage",2013
34,34,"Bill Haas",NA,70,840,12,"FirstTeeLateRound3ScoringAverage",2013
34,34,"Peter Hanson",NA,70,210,3,"FirstTeeLateRound3ScoringAverage",2013
34,34,"Brandt Jobe",NA,70,70,1,"FirstTeeLateRound3ScoringAverage",2013
34,34,"Troy Matteson",NA,70,350,5,"FirstTeeLateRound3ScoringAverage",2013
34,34,"William McGirt",NA,70,280,4,"FirstTeeLateRound3ScoringAverage",2013
34,34,"Bryce Molder",NA,70,350,5,"FirstTeeLateRound3ScoringAverage",2013
34,34,"Greg Owen",NA,70,280,4,"FirstTeeLateRound3ScoringAverage",2013
34,34,"Carl Pettersson",NA,70,70,1,"FirstTeeLateRound3ScoringAverage",2013
34,34,"Chris Stroud",NA,70,420,6,"FirstTeeLateRound3ScoringAverage",2013
50,50,"Charley Hoffman",NA,70.11,631,9,"FirstTeeLateRound3ScoringAverage",2013
51,51,"Justin Hicks",NA,70.17,421,6,"FirstTeeLateRound3ScoringAverage",2013
51,51,"John Merrick",NA,70.17,421,6,"FirstTeeLateRound3ScoringAverage",2013
51,51,"Tag Ridings",NA,70.17,421,6,"FirstTeeLateRound3ScoringAverage",2013
