"Scramblingfrom30yards_RANKTHISWEEK_2015","Scramblingfrom30yards_RANKLASTWEEK_2015","Scramblingfrom30yards_PLAYERNAME_2015","Scramblingfrom30yards_ROUNDS_2015","Scramblingfrom30yards_Pct_2015","Scramblingfrom30yards_SUCCESSES_2015","Scramblingfrom30yards_ATTEMPTS_2015","stat_name","year"
1,1,"Henrik Stenson",63,48.48,16,33,"Scramblingfrom30yards",2015
2,2,"Daniel Summerhays",101,42.86,33,77,"Scramblingfrom30yards",2015
3,3,"Jerry Kelly",79,42.31,22,52,"Scramblingfrom30yards",2015
4,4,"Kevin Na",98,40.74,33,81,"Scramblingfrom30yards",2015
5,5,"Steven Bowditch",103,40.54,45,111,"Scramblingfrom30yards",2015
6,6,"Camilo Villegas",83,40,36,90,"Scramblingfrom30yards",2015
7,7,"Zac Blair",108,39.18,38,97,"Scramblingfrom30yards",2015
8,8,"Brooks Koepka",84,38.89,28,72,"Scramblingfrom30yards",2015
9,9,"David Hearn",97,38.83,40,103,"Scramblingfrom30yards",2015
10,10,"Jordan Spieth",91,38.81,26,67,"Scramblingfrom30yards",2015
11,11,"Oscar Fraustro",58,38.46,15,39,"Scramblingfrom30yards",2015
12,12,"Blayne Barber",76,38.1,24,63,"Scramblingfrom30yards",2015
13,13,"Brendon Todd",96,37.97,30,79,"Scramblingfrom30yards",2015
14,14,"John Huh",102,37.89,36,95,"Scramblingfrom30yards",2015
15,15,"Jimmy Walker",89,37.04,30,81,"Scramblingfrom30yards",2015
16,16,"Bubba Watson",71,36.92,24,65,"Scramblingfrom30yards",2015
17,17,"Scott Pinckney",88,36.84,35,95,"Scramblingfrom30yards",2015
18,18,"Morgan Hoffmann",85,36.46,35,96,"Scramblingfrom30yards",2015
19,19,"Tom Hoge",83,35.71,25,70,"Scramblingfrom30yards",2015
19,19,"SJ Park",79,35.71,25,70,"Scramblingfrom30yards",2015
21,21,"Luke Donald",71,35.53,27,76,"Scramblingfrom30yards",2015
22,22,"Hunter Mahan",88,35.29,30,85,"Scramblingfrom30yards",2015
23,23,"Francesco Molinari",56,35.14,13,37,"Scramblingfrom30yards",2015
24,24,"Mark Wilson",89,34.88,30,86,"Scramblingfrom30yards",2015
25,25,"Jason Dufner",76,34.78,16,46,"Scramblingfrom30yards",2015
26,26,"Justin Leonard",61,34.72,25,72,"Scramblingfrom30yards",2015
27,27,"Jonathan Byrd",69,34.69,17,49,"Scramblingfrom30yards",2015
27,27,"John Senden",80,34.69,17,49,"Scramblingfrom30yards",2015
29,29,"KJ Choi",66,34.67,26,75,"Scramblingfrom30yards",2015
30,30,"Jim Furyk",71,34.62,18,52,"Scramblingfrom30yards",2015
31,31,"Chad Collins",79,34.33,23,67,"Scramblingfrom30yards",2015
31,31,"Zach Johnson",90,34.33,23,67,"Scramblingfrom30yards",2015
31,31,"William McGirt",103,34.33,23,67,"Scramblingfrom30yards",2015
31,31,"DA Points",72,34.33,23,67,"Scramblingfrom30yards",2015
35,35,"Ken Duke",93,34.21,26,76,"Scramblingfrom30yards",2015
36,36,"Matt Every",73,33.98,35,103,"Scramblingfrom30yards",2015
37,37,"Brian Davis",86,33.8,24,71,"Scramblingfrom30yards",2015
38,38,"Jonas Blixt",78,33.78,25,74,"Scramblingfrom30yards",2015
39,39,"Jhonattan Vegas",90,33.73,28,83,"Scramblingfrom30yards",2015
40,40,"Ben Crane",62,33.33,23,69,"Scramblingfrom30yards",2015
40,40,"Jason Day",75,33.33,17,51,"Scramblingfrom30yards",2015
40,40,"Ian Poulter",68,33.33,17,51,"Scramblingfrom30yards",2015
40,40,"Webb Simpson",81,33.33,20,60,"Scramblingfrom30yards",2015
40,40,"Vijay Singh",78,33.33,18,54,"Scramblingfrom30yards",2015
45,45,"Kevin Kisner",104,32.98,31,94,"Scramblingfrom30yards",2015
46,46,"Chad Campbell",97,32.94,28,85,"Scramblingfrom30yards",2015
47,47,"Tim Wilkinson",73,32.81,21,64,"Scramblingfrom30yards",2015
48,48,"Sangmoon Bae",98,32.71,35,107,"Scramblingfrom30yards",2015
49,49,"Heath Slocum",57,32.56,14,43,"Scramblingfrom30yards",2015
50,50,"Patrick Reed",103,32.29,31,96,"Scramblingfrom30yards",2015
51,51,"Seung Yul Noh",65,32.18,28,87,"Scramblingfrom30yards",2015
52,52,"Charley Hoffman",97,32.05,25,78,"Scramblingfrom30yards",2015
53,53,"Aaron Baddeley",76,31.96,31,97,"Scramblingfrom30yards",2015
54,54,"Justin Rose",69,31.91,15,47,"Scramblingfrom30yards",2015
55,55,"Brian Harman",90,31.87,29,91,"Scramblingfrom30yards",2015
56,56,"Charles Howell III",105,31.86,36,113,"Scramblingfrom30yards",2015
57,57,"Daniel Berger",97,31.82,28,88,"Scramblingfrom30yards",2015
58,58,"Michael Putnam",87,31.67,19,60,"Scramblingfrom30yards",2015
59,59,"Brendon de Jonge",106,31.33,26,83,"Scramblingfrom30yards",2015
60,60,"Russell Henley",87,31.25,25,80,"Scramblingfrom30yards",2015
60,60,"Martin Laird",77,31.25,30,96,"Scramblingfrom30yards",2015
60,60,"Ryan Moore",81,31.25,20,64,"Scramblingfrom30yards",2015
63,63,"John Peterson",84,31.15,19,61,"Scramblingfrom30yards",2015
64,64,"Jonathan Randolph",72,31.03,18,58,"Scramblingfrom30yards",2015
65,65,"Scott Piercy",90,30.85,29,94,"Scramblingfrom30yards",2015
66,66,"Davis Love III",51,30.77,12,39,"Scramblingfrom30yards",2015
67,67,"David Lingmerth",90,30.65,19,62,"Scramblingfrom30yards",2015
67,67,"Boo Weekley",79,30.65,19,62,"Scramblingfrom30yards",2015
69,69,"Cameron Tringale",96,30.61,30,98,"Scramblingfrom30yards",2015
70,70,"Pat Perez",96,30.56,22,72,"Scramblingfrom30yards",2015
71,71,"Kyle Reifers",96,30.53,29,95,"Scramblingfrom30yards",2015
72,72,"Paul Casey",87,30.43,21,69,"Scramblingfrom30yards",2015
72,72,"Greg Chalmers",58,30.43,14,46,"Scramblingfrom30yards",2015
72,72,"Fabian Gomez",83,30.43,28,92,"Scramblingfrom30yards",2015
75,75,"Derek Ernst",75,30.19,16,53,"Scramblingfrom30yards",2015
76,76,"Matt Jones",89,30.16,19,63,"Scramblingfrom30yards",2015
