"GIRPercentageLess125yards_RANKTHISWEEK_2014","GIRPercentageLess125yards_RANKLASTWEEK_2014","GIRPercentageLess125yards_PLAYERNAME_2014","GIRPercentageLess125yards_ROUNDS_2014","GIRPercentageLess125yards_Pct_2014","GIRPercentageLess125yards_GREENSHIT_2014","GIRPercentageLess125yards_TOTALHOLES_2014","GIRPercentageLess125yards_RELATIVETOPAR_2014","stat_name","year"
1,1,"Seung Yul Noh",92,87.96,314,357,-0.43,"GIRPercentageLess125yards",2014
2,2,"Chad Campbell",57,87.8,180,205,-0.32,"GIRPercentageLess125yards",2014
3,3,"Luke Donald",57,87.01,154,177,-0.49,"GIRPercentageLess125yards",2014
4,4,"Cameron Tringale",111,86.77,400,461,-0.45,"GIRPercentageLess125yards",2014
5,5,"Boo Weekley",73,86.49,256,296,-0.35,"GIRPercentageLess125yards",2014
6,6,"George McNeill",79,86.16,274,318,-0.46,"GIRPercentageLess125yards",2014
7,7,"Kevin Stadler",90,86.06,321,373,-0.4,"GIRPercentageLess125yards",2014
8,8,"Adam Scott",68,86.05,259,301,-0.53,"GIRPercentageLess125yards",2014
9,9,"Gary Woodland",93,86,350,407,-0.42,"GIRPercentageLess125yards",2014
10,10,"Robert Allenby",83,85.96,251,292,-0.39,"GIRPercentageLess125yards",2014
11,11,"Ted Potter Jr",68,85.71,240,280,-0.33,"GIRPercentageLess125yards",2014
11,11,"Hudson Swafford",75,85.71,234,273,-0.39,"GIRPercentageLess125yards",2014
13,13,"Kevin Na",94,85.06,296,348,-0.49,"GIRPercentageLess125yards",2014
14,14,"Ryan Moore",86,85.05,256,301,-0.46,"GIRPercentageLess125yards",2014
15,15,"Heath Slocum",71,84.98,232,273,-0.38,"GIRPercentageLess125yards",2014
16,16,"Brandt Snedeker",89,84.97,277,326,-0.43,"GIRPercentageLess125yards",2014
17,17,"David Hearn",97,84.85,308,363,-0.41,"GIRPercentageLess125yards",2014
18,18,"YE Yang",79,84.79,223,263,-0.43,"GIRPercentageLess125yards",2014
19,19,"John Huh",87,84.75,250,295,-0.35,"GIRPercentageLess125yards",2014
20,20,"Tim Clark",75,84.74,211,249,-0.43,"GIRPercentageLess125yards",2014
21,21,"Michael Thompson",74,84.69,260,307,-0.42,"GIRPercentageLess125yards",2014
22,22,"Hideki Matsuyama",82,84.64,259,306,-0.49,"GIRPercentageLess125yards",2014
23,23,"Zach Johnson",97,84.58,340,402,-0.48,"GIRPercentageLess125yards",2014
24,24,"Greg Chalmers",85,84.46,288,341,-0.44,"GIRPercentageLess125yards",2014
25,25,"DA Points",75,84.38,216,256,-0.36,"GIRPercentageLess125yards",2014
26,26,"John Rollins",84,84.29,263,312,-0.38,"GIRPercentageLess125yards",2014
27,27,"Lucas Glover",68,84.23,219,260,-0.33,"GIRPercentageLess125yards",2014
28,28,"Bryce Molder",77,84.13,228,271,-0.46,"GIRPercentageLess125yards",2014
29,29,"Stuart Appleby",92,84.12,302,359,-0.48,"GIRPercentageLess125yards",2014
30,30,"Scott Langley",95,84.05,311,370,-0.43,"GIRPercentageLess125yards",2014
31,31,"Jimmy Walker",98,83.98,346,412,-0.53,"GIRPercentageLess125yards",2014
32,32,"Harris English",95,83.94,324,386,-0.48,"GIRPercentageLess125yards",2014
33,33,"Tim Wilkinson",86,83.92,261,311,-0.42,"GIRPercentageLess125yards",2014
34,34,"Brian Davis",93,83.9,344,410,-0.48,"GIRPercentageLess125yards",2014
35,35,"Jason Dufner",57,83.87,182,217,-0.47,"GIRPercentageLess125yards",2014
36,36,"Dustin Johnson",58,83.82,228,272,-0.43,"GIRPercentageLess125yards",2014
37,37,"Will Ma Kenzie",82,83.71,298,356,-0.48,"GIRPercentageLess125yards",2014
38,38,"Daniel Summerhays",98,83.63,378,452,-0.43,"GIRPercentageLess125yards",2014
39,39,"Brice Garnett",92,83.6,316,378,-0.44,"GIRPercentageLess125yards",2014
40,40,"Charley Hoffman",93,83.59,382,457,-0.42,"GIRPercentageLess125yards",2014
41,41,"Charles Howell III",106,83.57,463,554,-0.44,"GIRPercentageLess125yards",2014
42,42,"Ben Curtis",77,83.53,208,249,-0.46,"GIRPercentageLess125yards",2014
43,43,"Jim Furyk",84,83.51,233,279,-0.46,"GIRPercentageLess125yards",2014
44,44,"Ryo Ishikawa",75,83.5,258,309,-0.5,"GIRPercentageLess125yards",2014
45,45,"Mike Weir",69,83.49,177,212,-0.38,"GIRPercentageLess125yards",2014
46,46,"Bubba Watson",76,83.46,318,381,-0.48,"GIRPercentageLess125yards",2014
47,47,"Justin Hicks",103,83.45,368,441,-0.39,"GIRPercentageLess125yards",2014
47,47,"Charl Schwartzel",64,83.45,247,296,-0.51,"GIRPercentageLess125yards",2014
49,49,"Michael Putnam",106,83.33,350,420,-0.46,"GIRPercentageLess125yards",2014
50,50,"Hunter Mahan",88,83.29,309,371,-0.45,"GIRPercentageLess125yards",2014
51,51,"KJ Choi",80,83.28,244,293,-0.45,"GIRPercentageLess125yards",2014
51,51,"Billy Hurley III",86,83.28,274,329,-0.4,"GIRPercentageLess125yards",2014
53,53,"Russell Henley",92,83.21,327,393,-0.47,"GIRPercentageLess125yards",2014
54,54,"Webb Simpson",87,83.2,312,375,-0.48,"GIRPercentageLess125yards",2014
55,55,"Bill Haas",107,83.18,356,428,-0.44,"GIRPercentageLess125yards",2014
56,56,"Martin Laird",66,83.06,250,301,-0.52,"GIRPercentageLess125yards",2014
57,57,"Jerry Kelly",80,83.04,240,289,-0.46,"GIRPercentageLess125yards",2014
58,58,"Billy Horschel",92,83.02,308,371,-0.44,"GIRPercentageLess125yards",2014
59,59,"Martin Flores",85,82.96,297,358,-0.41,"GIRPercentageLess125yards",2014
60,60,"William McGirt",96,82.95,326,393,-0.41,"GIRPercentageLess125yards",2014
61,61,"Vijay Singh",83,82.89,339,409,-0.41,"GIRPercentageLess125yards",2014
61,61,"Jhonattan Vegas",77,82.89,281,339,-0.46,"GIRPercentageLess125yards",2014
63,63,"Jonathan Byrd",76,82.86,261,315,-0.41,"GIRPercentageLess125yards",2014
63,63,"Andrew Svoboda",77,82.86,261,315,-0.4,"GIRPercentageLess125yards",2014
65,65,"Brendon Todd",108,82.84,333,402,-0.4,"GIRPercentageLess125yards",2014
66,66,"JJ Henry",91,82.82,294,355,-0.37,"GIRPercentageLess125yards",2014
67,67,"Martin Kaymer",65,82.79,202,244,-0.41,"GIRPercentageLess125yards",2014
68,68,"Brian Harman",111,82.76,432,522,-0.44,"GIRPercentageLess125yards",2014
69,69,"Graham DeLaet",80,82.62,271,328,-0.42,"GIRPercentageLess125yards",2014
69,69,"Nicholas Thompson",85,82.62,271,328,-0.4,"GIRPercentageLess125yards",2014
71,71,"Justin Leonard",75,82.55,194,235,-0.42,"GIRPercentageLess125yards",2014
72,72,"Ian Poulter",57,82.54,156,189,-0.53,"GIRPercentageLess125yards",2014
73,73,"John Merrick",87,82.49,292,354,-0.44,"GIRPercentageLess125yards",2014
74,74,"John Senden",99,82.44,324,393,-0.43,"GIRPercentageLess125yards",2014
75,75,"Tyrone Van Aswegen",79,82.39,234,284,-0.44,"GIRPercentageLess125yards",2014
76,76,"Louis Oosthuizen",50,82.28,130,158,-0.38,"GIRPercentageLess125yards",2014
77,77,"Henrik Stenson",56,82.27,167,203,-0.52,"GIRPercentageLess125yards",2014
78,78,"Jordan Spieth",102,82.16,350,426,-0.45,"GIRPercentageLess125yards",2014
79,79,"Camilo Villegas",95,82.1,344,419,-0.46,"GIRPercentageLess125yards",2014
80,80,"Rory Sabbatini",82,82.08,284,346,-0.41,"GIRPercentageLess125yards",2014
81,81,"Geoff Ogilvy",84,82.05,320,390,-0.41,"GIRPercentageLess125yards",2014
82,82,"Rory McIlroy",66,82,246,300,-0.55,"GIRPercentageLess125yards",2014
83,83,"Luke Guthrie",85,81.98,314,383,-0.44,"GIRPercentageLess125yards",2014
