"LateRound1ScoringAverage_RANKTHISWEEK_2006","LateRound1ScoringAverage_RANKLASTWEEK_2006","LateRound1ScoringAverage_PLAYERNAME_2006","LateRound1ScoringAverage__2006","LateRound1ScoringAverage_AVG_2006","LateRound1ScoringAverage_TOTALSTROKES_2006","LateRound1ScoringAverage_TOTALROUNDS_2006","stat_name","year"
1,1,"Tiger Woods",NA,68.38,547,8,"LateRound1ScoringAverage",2006
2,2,"Phil Mickelson",NA,68.71,481,7,"LateRound1ScoringAverage",2006
3,3,"David Howell",NA,68.75,275,4,"LateRound1ScoringAverage",2006
4,4,"Charley Hoffman",NA,69,897,13,"LateRound1ScoringAverage",2006
4,4,"Arron Oberholser",NA,69,345,5,"LateRound1ScoringAverage",2006
6,6,"Mike Weir",NA,69.4,694,10,"LateRound1ScoringAverage",2006
7,7,"Jim Furyk",NA,69.45,764,11,"LateRound1ScoringAverage",2006
8,8,"Chad Campbell",NA,69.5,973,14,"LateRound1ScoringAverage",2006
8,8,"Ian Poulter",NA,69.5,556,8,"LateRound1ScoringAverage",2006
10,10,"Bubba Watson",NA,69.55,765,11,"LateRound1ScoringAverage",2006
11,11,"Stuart Appleby",NA,69.67,627,9,"LateRound1ScoringAverage",2006
12,12,"Zach Johnson",NA,69.7,697,10,"LateRound1ScoringAverage",2006
13,13,"Vijay Singh",NA,69.73,767,11,"LateRound1ScoringAverage",2006
14,14,"Trevor Immelman",NA,69.75,837,12,"LateRound1ScoringAverage",2006
14,14,"Adam Scott",NA,69.75,558,8,"LateRound1ScoringAverage",2006
16,16,"Jonathan Byrd",NA,69.78,628,9,"LateRound1ScoringAverage",2006
17,17,"Steve Stricker",NA,69.8,698,10,"LateRound1ScoringAverage",2006
18,18,"Jeff Gove",NA,69.85,908,13,"LateRound1ScoringAverage",2006
19,19,"KJ Choi",NA,70,910,13,"LateRound1ScoringAverage",2006
19,19,"Lucas Glover",NA,70,560,8,"LateRound1ScoringAverage",2006
19,19,"Frank Lickliter II",NA,70,980,14,"LateRound1ScoringAverage",2006
22,22,"Alex Cejka",NA,70.07,981,14,"LateRound1ScoringAverage",2006
23,23,"Michael Allen",NA,70.25,843,12,"LateRound1ScoringAverage",2006
23,23,"JJ Henry",NA,70.25,843,12,"LateRound1ScoringAverage",2006
25,25,"Ernie Els",NA,70.27,773,11,"LateRound1ScoringAverage",2006
26,26,"Billy Andrade",NA,70.3,703,10,"LateRound1ScoringAverage",2006
27,27,"Fred Funk",NA,70.38,915,13,"LateRound1ScoringAverage",2006
27,27,"Retief Goosen",NA,70.38,563,8,"LateRound1ScoringAverage",2006
29,29,"DA Points",NA,70.39,1267,18,"LateRound1ScoringAverage",2006
