"Approachesfrominside100yards_RANKTHISWEEK_2006","Approachesfrominside100yards_RANKLASTWEEK_2006","Approachesfrominside100yards_PLAYERNAME_2006","Approachesfrominside100yards_ROUNDS_2006","Approachesfrominside100yards_AVG_2006","Approachesfrominside100yards_TOTALDISTANCEFEET_2006","Approachesfrominside100yards_OFATTEMPTS_2006","Approachesfrominside100yards_RELATIVETOPAR_2006","stat_name","year"
56,56,"Vaughn Taylor",88,NA,2312.917,142,-0.08,"Approachesfrominside100yards",2006
58,58,"Rich Beem",85,NA,1483,91,-0.19,"Approachesfrominside100yards",2006
58,58,"James Driscoll",80,NA,1696.5,104,-0.1,"Approachesfrominside100yards",2006
58,58,"Bob Estes",85,NA,1815.333,111,-0.12,"Approachesfrominside100yards",2006
58,58,"Billy Mayfair",94,NA,1581.333,97,-0.04,"Approachesfrominside100yards",2006
58,58,"Mark OMeara",52,NA,766.75,47,-0.04,"Approachesfrominside100yards",2006
58,58,"Chris Riley",86,NA,1568,96,-0.14,"Approachesfrominside100yards",2006
64,64,"Pat Perez",50,NA,753.417,46,-0.24,"Approachesfrominside100yards",2006
64,64,"Brett Quigley",109,NA,1940.25,118,-0.18,"Approachesfrominside100yards",2006
64,64,"Nick Watney",97,NA,1395.917,85,-0.14,"Approachesfrominside100yards",2006
67,67,"Woody Austin",107,NA,2278.417,138,-0.07,"Approachesfrominside100yards",2006
67,67,"Brian Davis",92,NA,2246.25,136,-0.17,"Approachesfrominside100yards",2006
67,67,"Vijay Singh",103,NA,1895.333,115,-0.1,"Approachesfrominside100yards",2006
67,67,"Kirk Triplett",58,NA,1653.667,100,-0.16,"Approachesfrominside100yards",2006
71,71,"Jesper Parnevik",84,NA,960.417,58,-0.03,"Approachesfrominside100yards",2006
72,72,"Nathan Green",108,NA,1598.917,96,-0.14,"Approachesfrominside100yards",2006
72,72,"Jerry Kelly",100,NA,2017.667,121,-0.12,"Approachesfrominside100yards",2006
72,72,"Ron Whittaker",81,NA,1487,89,-0.09,"Approachesfrominside100yards",2006
75,75,"Stephen Ames",63,NA,1122,67,-0.09,"Approachesfrominside100yards",2006
75,75,"Mark Calcavecchia",94,NA,1795.5,107,-0.06,"Approachesfrominside100yards",2006
75,75,"DA Points",82,NA,1456.25,87,-0.17,"Approachesfrominside100yards",2006
75,75,"Dean Wilson",115,NA,1744.083,104,-0.08,"Approachesfrominside100yards",2006
79,79,"Briny Baird",81,NA,1481.667,88,-0.2,"Approachesfrominside100yards",2006
79,79,"Robert Gamez",94,NA,2206.5,131,-0.15,"Approachesfrominside100yards",2006
79,79,"JJ Henry",96,NA,1838.917,109,-0.09,"Approachesfrominside100yards",2006
79,79,"Jeff Overton",95,NA,1950.833,116,-0.15,"Approachesfrominside100yards",2006
83,83,"John Cook",67,NA,1603.5,95,-0.15,"Approachesfrominside100yards",2006
83,83,"Joe Durant",101,NA,2288.083,135,-0.1,"Approachesfrominside100yards",2006
83,83,"Mathias Gronberg",92,NA,1419.583,84,-0.14,"Approachesfrominside100yards",2006
83,83,"Todd Hamilton",72,NA,1319.25,78,0.09,"Approachesfrominside100yards",2006
83,83,"David Howell",52,NA,744.5,44,0.07,"Approachesfrominside100yards",2006
88,88,"Bubba Dickerson",98,NA,2279.75,134,0.01,"Approachesfrominside100yards",2006
88,88,"John Huston",74,NA,1713.083,101,-0.05,"Approachesfrominside100yards",2006
88,88,"Len Mattiace",59,NA,1191.75,70,-0.1,"Approachesfrominside100yards",2006
91,91,"JP Hayes",55,NA,1775.833,104,-0.09,"Approachesfrominside100yards",2006
92,92,"Bob May",65,NA,1421.583,83,-0.12,"Approachesfrominside100yards",2006
93,93,"Mathew Goggin",72,NA,895.25,52,-0.02,"Approachesfrominside100yards",2006
93,93,"Scott Gutschewski",53,NA,914.083,53,-0.11,"Approachesfrominside100yards",2006
93,93,"Freddie Jacobson",56,NA,1343.333,78,-0.1,"Approachesfrominside100yards",2006
93,93,"Brett Wetterich",82,NA,1970.667,114,-0.12,"Approachesfrominside100yards",2006
97,97,"Greg Chalmers",71,NA,1213.75,70,-0.11,"Approachesfrominside100yards",2006
97,97,"Steve Flesch",119,NA,2185.333,126,-0.03,"Approachesfrominside100yards",2006
97,97,"Brian Gay",107,NA,3017.333,174,-0.17,"Approachesfrominside100yards",2006
97,97,"Lee Janzen",79,NA,1626.167,94,-0.07,"Approachesfrominside100yards",2006
97,97,"David Toms",76,NA,1662.583,96,-0.06,"Approachesfrominside100yards",2006
102,102,"Frank Lickliter II",99,NA,2093.333,120,-0.17,"Approachesfrominside100yards",2006
103,103,"Arjun Atwal",97,NA,2097.25,120,0.03,"Approachesfrominside100yards",2006
103,103,"Justin Leonard",83,NA,2048.167,117,-0.08,"Approachesfrominside100yards",2006
103,103,"Camilo Villegas",95,NA,1834.333,105,-0.1,"Approachesfrominside100yards",2006
106,106,"Paul Azinger",87,NA,1899.75,108,-0.12,"Approachesfrominside100yards",2006
106,106,"Chris Couch",75,NA,1726,98,-0.14,"Approachesfrominside100yards",2006
108,108,"Brent Geiberger",99,NA,2400.333,136,-0.12,"Approachesfrominside100yards",2006
108,108,"Jonathan Kaye",95,NA,2138.833,121,-0.12,"Approachesfrominside100yards",2006
110,110,"Kris Cox",83,NA,1936.583,109,-0.04,"Approachesfrominside100yards",2006
110,110,"Ryan Hietala",61,NA,1386.5,78,-0.05,"Approachesfrominside100yards",2006
110,110,"Greg Owen",79,NA,1297.167,73,-0.22,"Approachesfrominside100yards",2006
113,113,"Bart Bryant",87,NA,2195.083,123,-0.13,"Approachesfrominside100yards",2006
113,113,"Greg Kraft",79,NA,2483.25,139,-0.14,"Approachesfrominside100yards",2006
113,113,"Patrick Sheehan",104,NA,2159.083,121,0.03,"Approachesfrominside100yards",2006
116,116,"Ben Curtis",86,NA,1649.417,92,-0.14,"Approachesfrominside100yards",2006
116,116,"Steve Lowery",99,NA,1900.083,106,-0.16,"Approachesfrominside100yards",2006
116,116,"Arron Oberholser",82,NA,1862.75,104,-0.13,"Approachesfrominside100yards",2006
119,119,"Shigeki Maruyama",94,NA,1617.167,90,-0.08,"Approachesfrominside100yards",2006
119,119,"Jose Maria Olazabal",62,NA,829.75,46,0.04,"Approachesfrominside100yards",2006
121,121,"Brian Bateman",69,NA,1123.333,62,-0.05,"Approachesfrominside100yards",2006
121,121,"KJ Choi",93,NA,2205.5,122,-0.05,"Approachesfrominside100yards",2006
121,121,"Fred Funk",106,NA,3178.667,176,-0.09,"Approachesfrominside100yards",2006
121,121,"Sergio Garcia",59,NA,1029.583,57,-0.11,"Approachesfrominside100yards",2006
121,121,"JB Holmes",81,NA,2112.667,117,-0.08,"Approachesfrominside100yards",2006
121,121,"Brandt Jobe",91,NA,1392.417,77,-0.05,"Approachesfrominside100yards",2006
121,121,"Wes Short Jr",96,NA,2383.25,132,-0.02,"Approachesfrominside100yards",2006
121,121,"Roger Tambellini",64,NA,1264,70,-0.07,"Approachesfrominside100yards",2006
129,129,"Ben Crane",85,NA,1577.583,87,-0.03,"Approachesfrominside100yards",2006
129,129,"Daisuke Maruyama",83,NA,1710.75,94,-0.07,"Approachesfrominside100yards",2006
129,129,"Hidemichi Tanaka",74,NA,1943.083,107,0.13,"Approachesfrominside100yards",2006
132,132,"Mark Brooks",90,NA,2330.667,128,-0.13,"Approachesfrominside100yards",2006
132,132,"Rod Pampling",89,NA,1766.833,97,-0.07,"Approachesfrominside100yards",2006
132,132,"Vance Veazey",59,NA,1478,81,-0.12,"Approachesfrominside100yards",2006
135,135,"Billy Andrade",78,NA,1669.583,91,-0.05,"Approachesfrominside100yards",2006
135,135,"Kent Jones",103,NA,2455.667,134,-0.01,"Approachesfrominside100yards",2006
135,135,"Tim Petrovic",95,NA,1889.5,103,-0.05,"Approachesfrominside100yards",2006
135,135,"Rory Sabbatini",84,NA,1299.25,71,-0.23,"Approachesfrominside100yards",2006
139,139,"Carl Pettersson",95,NA,1747.75,95,-0.04,"Approachesfrominside100yards",2006
140,140,"Aaron Baddeley",78,NA,1237.083,67,0.04,"Approachesfrominside100yards",2006
140,140,"David Branshaw",98,NA,2014.25,109,-0.11,"Approachesfrominside100yards",2006
140,140,"Steve Elkington",52,NA,1221.833,66,-0.2,"Approachesfrominside100yards",2006
140,140,"Harrison Frazar",95,NA,1925.417,104,-0.09,"Approachesfrominside100yards",2006
144,144,"Trevor Immelman",86,NA,1984.583,107,-0.08,"Approachesfrominside100yards",2006
145,145,"Fred Couples",52,NA,653.917,35,-0.09,"Approachesfrominside100yards",2006
145,145,"Robert Garrigus",85,NA,1534,82,0.11,"Approachesfrominside100yards",2006
145,145,"Larry Mize",53,NA,1117.667,60,-0.18,"Approachesfrominside100yards",2006
145,145,"Joey Sindelar",90,NA,1570.583,84,-0.01,"Approachesfrominside100yards",2006
149,149,"Robert Allenby",79,NA,1014.25,54,0.06,"Approachesfrominside100yards",2006
149,149,"Craig Barlow",77,NA,1746.167,93,-0.03,"Approachesfrominside100yards",2006
149,149,"Marco Dawson",87,NA,1911,102,-0.1,"Approachesfrominside100yards",2006
149,149,"Matt Hansen",68,NA,1125.5,60,0.02,"Approachesfrominside100yards",2006
149,149,"Tom Pernice Jr",108,NA,2078.75,111,-0.13,"Approachesfrominside100yards",2006
149,149,"Chris Smith",67,NA,1574.583,84,-0.18,"Approachesfrominside100yards",2006
149,149,"Kevin Sutherland",100,NA,2083.917,111,-0.16,"Approachesfrominside100yards",2006
156,156,"Charles Howell III",96,NA,1771.417,94,-0.04,"Approachesfrominside100yards",2006
157,157,"Doug Barron",74,NA,2232.583,118,-0.06,"Approachesfrominside100yards",2006
157,157,"Ted Purdy",103,NA,1970.583,104,0.01,"Approachesfrominside100yards",2006
157,157,"Bob Tway",81,NA,1989.25,105,-0.1,"Approachesfrominside100yards",2006
160,160,"Jason Bohn",104,NA,2300.083,121,-0.06,"Approachesfrominside100yards",2006
160,160,"John Engler Jr",69,NA,1404.583,74,-0.09,"Approachesfrominside100yards",2006
160,160,"Jason Gore",86,NA,1921.25,101,-0.1,"Approachesfrominside100yards",2006
160,160,"Peter Lonard",77,NA,1896.333,100,0.06,"Approachesfrominside100yards",2006
160,160,"Jason Schultz",77,NA,1766.833,93,-0.04,"Approachesfrominside100yards",2006
160,160,"Charles Warren",93,NA,2374,125,0.02,"Approachesfrominside100yards",2006
166,166,"Daniel Chopra",110,NA,2161.083,113,-0.12,"Approachesfrominside100yards",2006
166,166,"Tjaart van der Walt",60,NA,1260.083,66,-0.09,"Approachesfrominside100yards",2006
168,168,"Tom Lehman",70,NA,1476.583,77,0.06,"Approachesfrominside100yards",2006
169,169,"Tommy Armour III",65,NA,1693.833,88,-0.08,"Approachesfrominside100yards",2006
170,170,"Danny Ellis",68,NA,1586,82,-0.13,"Approachesfrominside100yards",2006
170,170,"Jon Mills",68,NA,1467.917,76,0,"Approachesfrominside100yards",2006
170,170,"Duffy Waldorf",96,NA,1898.333,98,-0.06,"Approachesfrominside100yards",2006
173,173,"Davis Love III",85,NA,1069.5,55,-0.05,"Approachesfrominside100yards",2006
174,174,"Jonathan Byrd",66,NA,1366.167,70,-0.17,"Approachesfrominside100yards",2006
175,175,"Olin Browne",108,NA,2570.167,131,-0.15,"Approachesfrominside100yards",2006
175,175,"Troy Matteson",101,NA,1643.833,84,-0.05,"Approachesfrominside100yards",2006
177,177,"Jeff Maggert",81,NA,1472.333,75,0.01,"Approachesfrominside100yards",2006
177,177,"Kenny Perry",73,NA,2102.5,107,-0.03,"Approachesfrominside100yards",2006
179,179,"Hunter Mahan",98,NA,2133.083,108,-0.05,"Approachesfrominside100yards",2006
179,179,"Nicholas Thompson",96,NA,2057.5,104,-0.02,"Approachesfrominside100yards",2006
181,181,"Ryan Palmer",101,NA,1843.917,93,0.01,"Approachesfrominside100yards",2006
182,182,"Will Ma Kenzie",91,NA,2501.583,124,-0.18,"Approachesfrominside100yards",2006
183,183,"Tim Herron",82,NA,1700.333,84,0.11,"Approachesfrominside100yards",2006
183,183,"Paul Stankowski",70,NA,1455.667,72,-0.01,"Approachesfrominside100yards",2006
185,185,"Tag Ridings",103,NA,2217,109,0.01,"Approachesfrominside100yards",2006
186,186,"Sean OHair",100,NA,1535.667,75,0.16,"Approachesfrominside100yards",2006
186,186,"Bo Van Pelt",102,NA,2190.667,107,-0.07,"Approachesfrominside100yards",2006
188,188,"JL Lewis",57,NA,1768.583,86,0.02,"Approachesfrominside100yards",2006
189,189,"Mike Sposa",68,NA,1949.917,93,-0.03,"Approachesfrominside100yards",2006
190,190,"Brad Faxon",78,NA,2379.583,113,-0.04,"Approachesfrominside100yards",2006
191,191,"Henrik Bjornstad",97,NA,2166.083,101,0.01,"Approachesfrominside100yards",2006
191,191,"David McKenzie",82,NA,2267.583,106,-0.06,"Approachesfrominside100yards",2006
193,193,"Carlos Franco",86,NA,1615.083,75,0.05,"Approachesfrominside100yards",2006
193,193,"Steve Jones",83,NA,1783.5,83,-0.01,"Approachesfrominside100yards",2006
195,195,"DJ Trahan",92,NA,1779.417,81,0.05,"Approachesfrominside100yards",2006
196,196,"Alex Aragon",63,NA,1417.5,64,0.14,"Approachesfrominside100yards",2006
