"GIRPercentage200yards_RANKTHISWEEK_2013","GIRPercentage200yards_RANKLASTWEEK_2013","GIRPercentage200yards_PLAYERNAME_2013","GIRPercentage200yards_ROUNDS_2013","GIRPercentage200yards_Pct_2013","GIRPercentage200yards_GREENSHIT_2013","GIRPercentage200yards_TOTALHOLES_2013","GIRPercentage200yards_RELATIVETOPAR_2013","stat_name","year"
1,1,"Justin Rose",62,62.18,74,119,-0.01,"GIRPercentage200yards",2013
2,2,"Henrik Stenson",65,59.84,73,122,-0.15,"GIRPercentage200yards",2013
3,3,"Steve LeBrun",66,57.14,56,98,-0.04,"GIRPercentage200yards",2013
4,4,"Andrew Svoboda",46,56,42,75,-0.05,"GIRPercentage200yards",2013
5,5,"Charl Schwartzel",69,55.83,67,120,-0.04,"GIRPercentage200yards",2013
6,6,"Charlie Beljan",62,55.75,63,113,-0.1,"GIRPercentage200yards",2013
7,7,"Graham DeLaet",94,55.67,108,194,-0.13,"GIRPercentage200yards",2013
8,8,"Zach Johnson",84,55.62,99,178,-0.12,"GIRPercentage200yards",2013
9,9,"Bill Haas",85,54.86,96,175,-0.06,"GIRPercentage200yards",2013
10,10,"Kyle Stanley",71,54.62,65,119,-0.06,"GIRPercentage200yards",2013
11,11,"Richard Lee",81,53.97,102,189,-0.09,"GIRPercentage200yards",2013
12,12,"Steve Stricker",51,53.85,49,91,-0.16,"GIRPercentage200yards",2013
13,13,"Kevin Streelman",86,53.76,93,173,-0.08,"GIRPercentage200yards",2013
14,14,"Nick Watney",88,53.51,99,185,-0.05,"GIRPercentage200yards",2013
15,15,"Charley Hoffman",84,53.47,77,144,-0.14,"GIRPercentage200yards",2013
16,16,"Angel Cabrera",73,53.15,76,143,-0.05,"GIRPercentage200yards",2013
17,17,"JJ Henry",83,53.14,93,175,-0.04,"GIRPercentage200yards",2013
18,18,"Sergio Garcia",65,52.76,67,127,-0.07,"GIRPercentage200yards",2013
19,19,"Ricky Barnes",74,52.63,80,152,-0.1,"GIRPercentage200yards",2013
20,20,"Brandt Jobe",62,52.59,61,116,-0.1,"GIRPercentage200yards",2013
21,21,"DJ Trahan",48,52.56,41,78,-0.17,"GIRPercentage200yards",2013
22,22,"Jordan Spieth",82,51.32,78,152,-0.17,"GIRPercentage200yards",2013
23,23,"Billy Horschel",96,51.09,94,184,-0.04,"GIRPercentage200yards",2013
24,24,"Brad Fritsch",81,51.03,74,145,-0.01,"GIRPercentage200yards",2013
25,25,"Robert Garrigus",69,51,51,100,-0.02,"GIRPercentage200yards",2013
26,26,"Greg Owen",73,50.68,74,146,-0.03,"GIRPercentage200yards",2013
27,27,"Tiger Woods",61,50.39,64,127,-0.16,"GIRPercentage200yards",2013
28,28,"Kevin Stadler",83,50.35,72,143,-0.14,"GIRPercentage200yards",2013
29,29,"Marc Leishman",77,50,73,146,-0.11,"GIRPercentage200yards",2013
30,30,"Keegan Bradley",88,49.67,75,151,-0.08,"GIRPercentage200yards",2013
30,30,"Ben Kohles",75,49.67,75,151,-0.19,"GIRPercentage200yards",2013
32,32,"Scott Stallings",79,49.59,61,123,0.02,"GIRPercentage200yards",2013
33,33,"Ernie Els",63,49.53,53,107,-0.06,"GIRPercentage200yards",2013
33,33,"Adam Scott",61,49.53,53,107,-0.04,"GIRPercentage200yards",2013
35,35,"Dustin Johnson",71,49.52,52,105,-0.15,"GIRPercentage200yards",2013
36,36,"Vijay Singh",61,49.5,50,101,0.02,"GIRPercentage200yards",2013
37,37,"Lucas Glover",65,49.21,62,126,-0.02,"GIRPercentage200yards",2013
38,38,"Brian Stuard",78,49.18,90,183,-0.12,"GIRPercentage200yards",2013
38,38,"Gary Woodland",94,49.18,90,183,-0.12,"GIRPercentage200yards",2013
40,40,"Martin Flores",83,49.08,80,163,-0.13,"GIRPercentage200yards",2013
41,41,"Ryan Palmer",79,48.87,65,133,-0.02,"GIRPercentage200yards",2013
42,42,"Brendon de Jonge",110,48.71,113,232,0.02,"GIRPercentage200yards",2013
43,43,"Chad Campbell",78,48.65,90,185,-0.04,"GIRPercentage200yards",2013
44,44,"Michael Thompson",66,48.51,65,134,-0.09,"GIRPercentage200yards",2013
45,45,"Nicholas Thompson",99,48.39,90,186,-0.09,"GIRPercentage200yards",2013
46,46,"Pat Perez",69,48.25,69,143,-0.14,"GIRPercentage200yards",2013
47,47,"Matt Jones",83,47.98,83,173,-0.11,"GIRPercentage200yards",2013
48,48,"Boo Weekley",100,47.85,89,186,-0.06,"GIRPercentage200yards",2013
49,49,"Harris English",95,47.8,87,182,-0.21,"GIRPercentage200yards",2013
50,50,"Jim Herman",59,47.78,43,90,-0.09,"GIRPercentage200yards",2013
51,51,"Jason Day",86,47.68,72,151,-0.04,"GIRPercentage200yards",2013
52,52,"DH Lee",65,47.65,81,170,-0.09,"GIRPercentage200yards",2013
53,53,"Trevor Immelman",73,47.27,78,165,-0.08,"GIRPercentage200yards",2013
54,54,"Lee Westwood",70,47.24,60,127,-0.1,"GIRPercentage200yards",2013
55,55,"John Merrick",79,47.02,79,168,-0.14,"GIRPercentage200yards",2013
56,56,"Webb Simpson",92,46.95,77,164,-0.17,"GIRPercentage200yards",2013
57,57,"Charles Howell III",87,46.88,75,160,-0.16,"GIRPercentage200yards",2013
58,58,"Matt Every",89,46.75,79,169,-0.04,"GIRPercentage200yards",2013
58,58,"Chez Reavie",72,46.75,72,154,-0.06,"GIRPercentage200yards",2013
60,60,"Darron Stiles",51,46.73,50,107,0,"GIRPercentage200yards",2013
61,61,"Roberto Castro",97,46.7,99,212,-0.05,"GIRPercentage200yards",2013
62,62,"Cameron Tringale",80,46.67,84,180,-0.06,"GIRPercentage200yards",2013
63,63,"John Huh",88,46.6,89,191,0.01,"GIRPercentage200yards",2013
64,64,"Hunter Mahan",91,46.58,68,146,-0.1,"GIRPercentage200yards",2013
65,65,"Robert Streb",75,46.46,59,127,-0.02,"GIRPercentage200yards",2013
66,66,"Brian Davis",91,46.41,110,237,-0.11,"GIRPercentage200yards",2013
66,66,"Dicky Pride",71,46.41,84,181,-0.06,"GIRPercentage200yards",2013
68,68,"Will Claxton",67,46.4,58,125,-0.05,"GIRPercentage200yards",2013
69,69,"Matt Kuchar",93,46.31,69,149,-0.12,"GIRPercentage200yards",2013
70,70,"Sangmoon Bae",83,46.29,81,175,-0.05,"GIRPercentage200yards",2013
71,71,"Jerry Kelly",75,46.15,90,195,-0.1,"GIRPercentage200yards",2013
72,72,"Daniel Summerhays",83,46.03,87,189,-0.16,"GIRPercentage200yards",2013
72,72,"Bo Van Pelt",72,46.03,58,126,-0.05,"GIRPercentage200yards",2013
72,72,"Bubba Watson",76,46.03,58,126,-0.14,"GIRPercentage200yards",2013
75,75,"Brandt Snedeker",79,46,69,150,-0.07,"GIRPercentage200yards",2013
76,76,"Luke Guthrie",82,45.98,80,174,0.03,"GIRPercentage200yards",2013
77,77,"Bud Cauley",67,45.9,56,122,0.05,"GIRPercentage200yards",2013
78,78,"Rickie Fowler",75,45.83,66,144,-0.08,"GIRPercentage200yards",2013
79,79,"Doug LaBelle II",72,45.66,79,173,-0.11,"GIRPercentage200yards",2013
80,80,"KJ Choi",85,45.56,77,169,-0.06,"GIRPercentage200yards",2013
81,81,"Brendan Steele",86,45.55,87,191,-0.08,"GIRPercentage200yards",2013
82,82,"Ryo Ishikawa",72,45.54,51,112,-0.12,"GIRPercentage200yards",2013
83,83,"Justin Hicks",79,45.45,75,165,0.01,"GIRPercentage200yards",2013
84,84,"Derek Ernst",58,45.36,44,97,-0.05,"GIRPercentage200yards",2013
85,85,"Tag Ridings",69,45,54,120,-0.06,"GIRPercentage200yards",2013
86,86,"John Senden",79,44.97,67,149,0.03,"GIRPercentage200yards",2013
87,87,"Robert Karlsson",56,44.93,31,69,0.03,"GIRPercentage200yards",2013
88,88,"Josh Teater",86,44.9,66,147,-0.09,"GIRPercentage200yards",2013
89,89,"John Rollins",77,44.74,68,152,-0.13,"GIRPercentage200yards",2013
90,90,"Jin Park",52,44.68,63,141,-0.03,"GIRPercentage200yards",2013
91,91,"Michael Bradley",56,44.63,54,121,0.06,"GIRPercentage200yards",2013
92,92,"Jason Kokrak",78,44.59,66,148,0.03,"GIRPercentage200yards",2013
