"Total1Putts2025_RANKTHISWEEK_2015","Total1Putts2025_RANKLASTWEEK_2015","Total1Putts2025_PLAYERNAME_2015","Total1Putts2025_ROUNDS_2015","Total1Putts2025_TOTAL_2015","Total1Putts2025_TOTALFORALLDISTANCES_2015","Total1Putts2025_PCTOFALL1PUTTS_2015","stat_name","year"
1,1,"Brooks Koepka",84,24,470,5.1,"Total1Putts2025",2015
2,2,"Russell Knox",96,23,571,4,"Total1Putts2025",2015
3,3,"James Hahn",94,22,566,3.9,"Total1Putts2025",2015
3,3,"John Huh",102,22,643,3.4,"Total1Putts2025",2015
3,3,"Danny Lee",120,22,788,2.8,"Total1Putts2025",2015
3,3,"Daniel Summerhays",101,22,659,3.3,"Total1Putts2025",2015
7,7,"Steven Bowditch",103,21,681,3.1,"Total1Putts2025",2015
7,7,"Colt Knost",90,21,518,4.1,"Total1Putts2025",2015
7,7,"Pat Perez",96,21,591,3.6,"Total1Putts2025",2015
7,7,"Patrick Reed",103,21,612,3.4,"Total1Putts2025",2015
7,7,"Jordan Spieth",91,21,541,3.9,"Total1Putts2025",2015
7,7,"Camilo Villegas",83,21,550,3.8,"Total1Putts2025",2015
13,13,"Charles Howell III",105,20,619,3.2,"Total1Putts2025",2015
13,13,"Scott Pinckney",88,20,488,4.1,"Total1Putts2025",2015
13,13,"Cameron Tringale",96,20,594,3.4,"Total1Putts2025",2015
13,13,"Steve Wheatcroft",87,20,529,3.8,"Total1Putts2025",2015
17,17,"Harris English",105,19,644,3,"Total1Putts2025",2015
18,18,"Keegan Bradley",87,18,469,3.8,"Total1Putts2025",2015
18,18,"Andres Gonzales",90,18,536,3.4,"Total1Putts2025",2015
18,18,"Brian Harman",90,18,559,3.2,"Total1Putts2025",2015
18,18,"Ryo Ishikawa",90,18,540,3.3,"Total1Putts2025",2015
18,18,"William McGirt",103,18,680,2.6,"Total1Putts2025",2015
18,18,"Cameron Percy",72,18,394,4.6,"Total1Putts2025",2015
18,18,"Carl Pettersson",106,18,733,2.5,"Total1Putts2025",2015
18,18,"Scott Piercy",90,18,598,3,"Total1Putts2025",2015
18,18,"Brandt Snedeker",98,18,587,3.1,"Total1Putts2025",2015
18,18,"Nick Watney",91,18,545,3.3,"Total1Putts2025",2015
28,28,"Jason Bohn",95,17,627,2.7,"Total1Putts2025",2015
28,28,"Luke Donald",71,17,385,4.4,"Total1Putts2025",2015
28,28,"Luke Guthrie",84,17,497,3.4,"Total1Putts2025",2015
28,28,"Russell Henley",87,17,468,3.6,"Total1Putts2025",2015
28,28,"George McNeill",93,17,645,2.6,"Total1Putts2025",2015
28,28,"Kevin Na",98,17,555,3.1,"Total1Putts2025",2015
28,28,"Chris Stroud",84,17,477,3.6,"Total1Putts2025",2015
28,28,"Hudson Swafford",97,17,567,3,"Total1Putts2025",2015
36,36,"Scott Brown",97,16,602,2.7,"Total1Putts2025",2015
36,36,"Jason Day",75,16,443,3.6,"Total1Putts2025",2015
36,36,"Martin Flores",95,16,511,3.1,"Total1Putts2025",2015
36,36,"Billy Horschel",99,16,522,3.1,"Total1Putts2025",2015
36,36,"Zach Johnson",90,16,510,3.1,"Total1Putts2025",2015
36,36,"Kevin Kisner",104,16,676,2.4,"Total1Putts2025",2015
36,36,"Sean OHair",86,16,589,2.7,"Total1Putts2025",2015
36,36,"Andres Romero",69,16,392,4.1,"Total1Putts2025",2015
36,36,"Nicholas Thompson",90,16,464,3.4,"Total1Putts2025",2015
45,45,"Sangmoon Bae",98,15,671,2.2,"Total1Putts2025",2015
45,45,"Paul Casey",87,15,420,3.6,"Total1Putts2025",2015
45,45,"Derek Fathauer",81,15,493,3,"Total1Putts2025",2015
45,45,"Tony Finau",106,15,633,2.4,"Total1Putts2025",2015
45,45,"Whee Kim",71,15,381,3.9,"Total1Putts2025",2015
45,45,"Matt Kuchar",97,15,600,2.5,"Total1Putts2025",2015
45,45,"Ben Martin",93,15,511,2.9,"Total1Putts2025",2015
45,45,"Hideki Matsuyama",95,15,534,2.8,"Total1Putts2025",2015
45,45,"Kyle Reifers",96,15,570,2.6,"Total1Putts2025",2015
45,45,"Michael Thompson",83,15,515,2.9,"Total1Putts2025",2015
45,45,"Jhonattan Vegas",90,15,496,3,"Total1Putts2025",2015
45,45,"Jimmy Walker",89,15,502,3,"Total1Putts2025",2015
45,45,"Boo Weekley",79,15,463,3.2,"Total1Putts2025",2015
58,58,"Daniel Berger",97,14,571,2.5,"Total1Putts2025",2015
58,58,"Zac Blair",108,14,636,2.2,"Total1Putts2025",2015
58,58,"Kevin Chappell",86,14,567,2.5,"Total1Putts2025",2015
58,58,"Stewart Cink",77,14,435,3.2,"Total1Putts2025",2015
58,58,"Adam Hadwin",95,14,558,2.5,"Total1Putts2025",2015
58,58,"David Hearn",97,14,608,2.3,"Total1Putts2025",2015
58,58,"Jerry Kelly",79,14,502,2.8,"Total1Putts2025",2015
58,58,"Martin Laird",77,14,506,2.8,"Total1Putts2025",2015
58,58,"Troy Merritt",91,14,604,2.3,"Total1Putts2025",2015
58,58,"Bryce Molder",91,14,565,2.5,"Total1Putts2025",2015
58,58,"Carlos Ortiz",100,14,578,2.4,"Total1Putts2025",2015
58,58,"Robert Streb",110,14,686,2,"Total1Putts2025",2015
58,58,"Kevin Streelman",95,14,473,3,"Total1Putts2025",2015
58,58,"Brian Stuard",97,14,575,2.4,"Total1Putts2025",2015
58,58,"Nick Taylor",91,14,604,2.3,"Total1Putts2025",2015
58,58,"Brendon Todd",96,14,600,2.3,"Total1Putts2025",2015
58,58,"David Toms",62,14,399,3.5,"Total1Putts2025",2015
58,58,"Bo Van Pelt",81,14,441,3.2,"Total1Putts2025",2015
58,58,"Mark Wilson",89,14,561,2.5,"Total1Putts2025",2015
77,77,"Erik Compton",86,13,535,2.4,"Total1Putts2025",2015
77,77,"Brendon de Jonge",106,13,655,2,"Total1Putts2025",2015
77,77,"Jason Gore",76,13,400,3.3,"Total1Putts2025",2015
77,77,"Chesson Hadley",101,13,673,1.9,"Total1Putts2025",2015
77,77,"Tom Hoge",83,13,475,2.7,"Total1Putts2025",2015
77,77,"Matt Jones",89,13,514,2.5,"Total1Putts2025",2015
77,77,"Jason Kokrak",88,13,548,2.4,"Total1Putts2025",2015
77,77,"John Merrick",78,13,389,3.3,"Total1Putts2025",2015
77,77,"Rory Sabbatini",81,13,485,2.7,"Total1Putts2025",2015
86,86,"Alex Cejka",94,12,554,2.2,"Total1Putts2025",2015
86,86,"Jon Curran",83,12,440,2.7,"Total1Putts2025",2015
