"Par5BirdieorBetterLeaders_RANKTHISWEEK_2008","Par5BirdieorBetterLeaders_RANKLASTWEEK_2008","Par5BirdieorBetterLeaders_PLAYERNAME_2008","Par5BirdieorBetterLeaders_ROUNDS_2008","Par5BirdieorBetterLeaders_Pct_2008","Par5BirdieorBetterLeaders_PAR5BIRDIESORBETTER_2008","Par5BirdieorBetterLeaders_PAR5HOLES_2008","stat_name","year"
1,1,"Vijay Singh",82,51.54,117,227,"Par5BirdieorBetterLeaders",2008
2,2,"Phil Mickelson",80,50.84,121,238,"Par5BirdieorBetterLeaders",2008
3,3,"Robert Garrigus",90,50.35,145,288,"Par5BirdieorBetterLeaders",2008
4,4,"JB Holmes",86,50.19,133,265,"Par5BirdieorBetterLeaders",2008
5,5,"Camilo Villegas",79,49.11,110,224,"Par5BirdieorBetterLeaders",2008
6,6,"Anthony Kim",81,48.46,110,227,"Par5BirdieorBetterLeaders",2008
7,7,"Nick Watney",96,48.29,155,321,"Par5BirdieorBetterLeaders",2008
8,8,"Bubba Watson",97,47.46,140,295,"Par5BirdieorBetterLeaders",2008
9,9,"Fred Couples",60,47.34,98,207,"Par5BirdieorBetterLeaders",2008
10,10,"Stewart Cink",87,47.19,126,267,"Par5BirdieorBetterLeaders",2008
10,10,"Lucas Glover",91,47.19,126,267,"Par5BirdieorBetterLeaders",2008
12,12,"Ryan Palmer",69,46.98,101,215,"Par5BirdieorBetterLeaders",2008
13,13,"Adam Scott",51,46.94,69,147,"Par5BirdieorBetterLeaders",2008
14,14,"Brenden Pappas",66,46.89,98,209,"Par5BirdieorBetterLeaders",2008
15,15,"Sergio Garcia",72,46.88,90,192,"Par5BirdieorBetterLeaders",2008
16,16,"Martin Laird",98,46.73,143,306,"Par5BirdieorBetterLeaders",2008
17,17,"Joe Ogilvie",100,46.5,146,314,"Par5BirdieorBetterLeaders",2008
18,18,"Tag Ridings",88,45.77,130,284,"Par5BirdieorBetterLeaders",2008
19,19,"Bill Haas",99,45.69,143,313,"Par5BirdieorBetterLeaders",2008
20,20,"Charles Howell III",101,45.59,150,329,"Par5BirdieorBetterLeaders",2008
21,21,"Kevin Sutherland",98,45.58,134,294,"Par5BirdieorBetterLeaders",2008
22,22,"Kenny Perry",97,45.14,130,288,"Par5BirdieorBetterLeaders",2008
23,23,"Padraig Harrington",52,44.97,67,149,"Par5BirdieorBetterLeaders",2008
24,24,"Carlos Franco",73,44.9,110,245,"Par5BirdieorBetterLeaders",2008
25,25,"Mathew Goggin",91,44.79,129,288,"Par5BirdieorBetterLeaders",2008
26,26,"Tommy Gainey",60,44.74,85,190,"Par5BirdieorBetterLeaders",2008
27,27,"Aaron Baddeley",76,44.54,102,229,"Par5BirdieorBetterLeaders",2008
28,28,"Steve Marino",119,44.48,157,353,"Par5BirdieorBetterLeaders",2008
29,29,"Michael Letzig",88,44.4,119,268,"Par5BirdieorBetterLeaders",2008
30,30,"Boo Weekley",86,44.02,114,259,"Par5BirdieorBetterLeaders",2008
31,31,"Nicholas Thompson",113,43.94,156,355,"Par5BirdieorBetterLeaders",2008
32,32,"John Huston",56,43.92,83,189,"Par5BirdieorBetterLeaders",2008
33,33,"Rory Sabbatini",77,43.81,99,226,"Par5BirdieorBetterLeaders",2008
34,34,"John Merrick",98,43.71,132,302,"Par5BirdieorBetterLeaders",2008
34,34,"Kevin Na",97,43.71,139,318,"Par5BirdieorBetterLeaders",2008
36,36,"Charley Hoffman",94,43.58,129,296,"Par5BirdieorBetterLeaders",2008
37,37,"Tommy Armour III",77,43.53,101,232,"Par5BirdieorBetterLeaders",2008
38,38,"Angel Cabrera",55,43.51,67,154,"Par5BirdieorBetterLeaders",2008
39,39,"Mike Weir",88,43.38,118,272,"Par5BirdieorBetterLeaders",2008
40,40,"Jason Day",81,43.35,114,263,"Par5BirdieorBetterLeaders",2008
41,41,"Robert Allenby",108,43.32,146,337,"Par5BirdieorBetterLeaders",2008
42,42,"Jesper Parnevik",88,43.22,118,273,"Par5BirdieorBetterLeaders",2008
43,43,"Marc Turnesa",87,43.21,121,280,"Par5BirdieorBetterLeaders",2008
44,44,"Pat Perez",93,43.06,121,281,"Par5BirdieorBetterLeaders",2008
45,45,"George McNeill",97,42.9,130,303,"Par5BirdieorBetterLeaders",2008
46,46,"Peter Lonard",92,42.86,117,273,"Par5BirdieorBetterLeaders",2008
47,47,"Steve Allan",58,42.62,78,183,"Par5BirdieorBetterLeaders",2008
47,47,"Brian Gay",102,42.62,127,298,"Par5BirdieorBetterLeaders",2008
49,49,"Brian Davis",108,42.6,144,338,"Par5BirdieorBetterLeaders",2008
50,50,"Chad Campbell",94,42.55,117,275,"Par5BirdieorBetterLeaders",2008
50,50,"Justin Leonard",101,42.55,120,282,"Par5BirdieorBetterLeaders",2008
52,52,"Sean OHair",81,42.54,97,228,"Par5BirdieorBetterLeaders",2008
53,53,"John Riegger",73,42.49,99,233,"Par5BirdieorBetterLeaders",2008
54,54,"Woody Austin",109,42.39,142,335,"Par5BirdieorBetterLeaders",2008
55,55,"Steve Stricker",75,42.38,89,210,"Par5BirdieorBetterLeaders",2008
56,56,"Nathan Green",95,42.35,130,307,"Par5BirdieorBetterLeaders",2008
57,57,"Kevin Streelman",114,42.24,147,348,"Par5BirdieorBetterLeaders",2008
58,58,"Stephen Ames",83,42.21,103,244,"Par5BirdieorBetterLeaders",2008
58,58,"Ben Crane",86,42.21,111,263,"Par5BirdieorBetterLeaders",2008
60,60,"Bob Tway",70,42.08,93,221,"Par5BirdieorBetterLeaders",2008
61,61,"James Driscoll",85,41.99,118,281,"Par5BirdieorBetterLeaders",2008
62,62,"Stuart Appleby",87,41.94,104,248,"Par5BirdieorBetterLeaders",2008
63,63,"Frank Lickliter II",107,41.79,140,335,"Par5BirdieorBetterLeaders",2008
64,64,"Jonathan Byrd",88,41.76,114,273,"Par5BirdieorBetterLeaders",2008
65,65,"Jason Gore",94,41.75,129,309,"Par5BirdieorBetterLeaders",2008
66,66,"Brett Rumford",72,41.74,96,230,"Par5BirdieorBetterLeaders",2008
