"Front9ScoringAverage_RANKTHISWEEK_2009","Front9ScoringAverage_RANKLASTWEEK_2009","Front9ScoringAverage_PLAYERNAME_2009","Front9ScoringAverage_ROUNDS_2009","Front9ScoringAverage_AVG_2009","Front9ScoringAverage_TOTALSTROKES_2009","Front9ScoringAverage_TOTALHOLES_2009","stat_name","year"
38,38,"Mark Calcavecchia",72,35.08,2526,72,"Front9ScoringAverage",2009
38,38,"Charles Howell III",99,35.08,3473,99,"Front9ScoringAverage",2009
40,40,"Scott Sterling",51,35.1,1790,51,"Front9ScoringAverage",2009
41,41,"Jim Furyk",86,35.11,2914,83,"Front9ScoringAverage",2009
41,41,"JJ Henry",97,35.11,3406,97,"Front9ScoringAverage",2009
43,43,"Scott Piercy",85,35.12,2985,85,"Front9ScoringAverage",2009
43,43,"Matt Weibring",65,35.12,2283,65,"Front9ScoringAverage",2009
45,45,"Harrison Frazar",93,35.14,3268,93,"Front9ScoringAverage",2009
45,45,"Phil Mickelson",66,35.14,2214,63,"Front9ScoringAverage",2009
45,45,"Greg Owen",97,35.14,3409,97,"Front9ScoringAverage",2009
45,45,"Nick Watney",86,35.14,3022,86,"Front9ScoringAverage",2009
49,49,"Lucas Glover",93,35.17,3271,93,"Front9ScoringAverage",2009
49,49,"Steve Marino",98,35.17,3447,98,"Front9ScoringAverage",2009
51,51,"Ernie Els",70,35.18,2322,66,"Front9ScoringAverage",2009
51,51,"Corey Pavin",73,35.18,2568,73,"Front9ScoringAverage",2009
53,53,"Steve Elkington",70,35.19,2463,70,"Front9ScoringAverage",2009
53,53,"Jimmy Walker",74,35.19,2604,74,"Front9ScoringAverage",2009
53,53,"Jay Williamson",69,35.19,2428,69,"Front9ScoringAverage",2009
56,56,"John Mallinger",90,35.2,3168,90,"Front9ScoringAverage",2009
56,56,"Chris Stroud",88,35.2,3098,88,"Front9ScoringAverage",2009
58,58,"Charlie Wi",92,35.21,3239,92,"Front9ScoringAverage",2009
59,59,"Chad Campbell",90,35.22,3170,90,"Front9ScoringAverage",2009
59,59,"Ben Crane",93,35.22,3275,93,"Front9ScoringAverage",2009
59,59,"DJ Trahan",96,35.22,3381,96,"Front9ScoringAverage",2009
62,62,"Robert Allenby",71,35.23,2466,70,"Front9ScoringAverage",2009
62,62,"Woody Austin",84,35.23,2959,84,"Front9ScoringAverage",2009
62,62,"Brian Gay",96,35.23,3382,96,"Front9ScoringAverage",2009
62,62,"Michael Letzig",96,35.23,3382,96,"Front9ScoringAverage",2009
66,66,"Jason Bohn",88,35.24,3101,88,"Front9ScoringAverage",2009
66,66,"Anthony Kim",76,35.24,2608,74,"Front9ScoringAverage",2009
68,68,"John Senden",100,35.26,3526,100,"Front9ScoringAverage",2009
68,68,"Kevin Streelman",97,35.26,3420,97,"Front9ScoringAverage",2009
70,70,"Marc Leishman",91,35.27,3210,91,"Front9ScoringAverage",2009
70,70,"Scott McCarron",91,35.27,3210,91,"Front9ScoringAverage",2009
70,70,"Jeff Quinney",78,35.27,2751,78,"Front9ScoringAverage",2009
70,70,"Boo Weekley",79,35.27,2716,77,"Front9ScoringAverage",2009
74,74,"Brett Quigley",92,35.28,3246,92,"Front9ScoringAverage",2009
75,75,"Sergio Garcia",59,35.29,2047,58,"Front9ScoringAverage",2009
75,75,"Matt Jones",56,35.29,1976,56,"Front9ScoringAverage",2009
75,75,"Troy Matteson",95,35.29,3353,95,"Front9ScoringAverage",2009
78,78,"Luke Donald",79,35.3,2683,76,"Front9ScoringAverage",2009
78,78,"Jason Dufner",90,35.3,3177,90,"Front9ScoringAverage",2009
78,78,"Ted Purdy",101,35.3,3565,101,"Front9ScoringAverage",2009
78,78,"Chez Reavie",81,35.3,2859,81,"Front9ScoringAverage",2009
78,78,"Vijay Singh",71,35.3,2436,69,"Front9ScoringAverage",2009
83,83,"Cameron Beckman",87,35.31,3072,87,"Front9ScoringAverage",2009
83,83,"Nathan Green",104,35.31,3672,104,"Front9ScoringAverage",2009
83,83,"Lee Janzen",74,35.31,2613,74,"Front9ScoringAverage",2009
83,83,"Bill Lunde",83,35.31,2931,83,"Front9ScoringAverage",2009
83,83,"Justin Rose",71,35.31,2472,70,"Front9ScoringAverage",2009
83,83,"Vaughn Taylor",88,35.31,3107,88,"Front9ScoringAverage",2009
83,83,"Mike Weir",85,35.31,2966,84,"Front9ScoringAverage",2009
90,90,"Bill Haas",91,35.33,3215,91,"Front9ScoringAverage",2009
90,90,"Kent Jones",73,35.33,2579,73,"Front9ScoringAverage",2009
90,90,"Webb Simpson",94,35.33,3321,94,"Front9ScoringAverage",2009
93,93,"Stewart Cink",79,35.34,2580,73,"Front9ScoringAverage",2009
94,94,"Aaron Baddeley",66,35.35,2298,65,"Front9ScoringAverage",2009
94,94,"Kris Blanks",60,35.35,2121,60,"Front9ScoringAverage",2009
94,94,"Joe Durant",62,35.35,2192,62,"Front9ScoringAverage",2009
94,94,"Tom Pernice Jr",82,35.35,2899,82,"Front9ScoringAverage",2009
98,98,"Brendon de Jonge",90,35.36,3182,90,"Front9ScoringAverage",2009
99,99,"Alex Cejka",82,35.37,2900,82,"Front9ScoringAverage",2009
99,99,"Davis Love III",89,35.37,3077,87,"Front9ScoringAverage",2009
101,101,"Jonathan Byrd",89,35.38,3149,89,"Front9ScoringAverage",2009
101,101,"Glen Day",79,35.38,2795,79,"Front9ScoringAverage",2009
101,101,"Martin Laird",72,35.38,2547,72,"Front9ScoringAverage",2009
101,101,"Bubba Watson",73,35.38,2583,73,"Front9ScoringAverage",2009
105,105,"Bob Heintz",59,35.39,2088,59,"Front9ScoringAverage",2009
106,106,"Retief Goosen",74,35.4,2584,73,"Front9ScoringAverage",2009
106,106,"Ryan Palmer",78,35.4,2761,78,"Front9ScoringAverage",2009
108,108,"Ryuji Imada",85,35.41,3010,85,"Front9ScoringAverage",2009
108,108,"Freddie Jacobson",83,35.41,2939,83,"Front9ScoringAverage",2009
108,108,"Patrick Sheehan",51,35.41,1806,51,"Front9ScoringAverage",2009
111,111,"Michael Allen",73,35.42,2586,73,"Front9ScoringAverage",2009
112,112,"Daniel Chopra",89,35.43,3153,89,"Front9ScoringAverage",2009
112,112,"Steve Flesch",77,35.43,2728,77,"Front9ScoringAverage",2009
112,112,"Ryan Moore",89,35.43,3153,89,"Front9ScoringAverage",2009
112,112,"Pat Perez",74,35.43,2551,72,"Front9ScoringAverage",2009
116,116,"Rory Sabbatini",81,35.44,2835,80,"Front9ScoringAverage",2009
116,116,"Johnson Wagner",81,35.44,2871,81,"Front9ScoringAverage",2009
118,118,"Jeff Overton",92,35.45,3261,92,"Front9ScoringAverage",2009
118,118,"Rod Pampling",72,35.45,2517,71,"Front9ScoringAverage",2009
120,120,"Paul Goydos",79,35.46,2801,79,"Front9ScoringAverage",2009
120,120,"Casey Wittenberg",71,35.46,2518,71,"Front9ScoringAverage",2009
122,122,"John Merrick",91,35.47,3228,91,"Front9ScoringAverage",2009
123,123,"Bart Bryant",58,35.48,2058,58,"Front9ScoringAverage",2009
123,123,"KJ Choi",65,35.48,2271,64,"Front9ScoringAverage",2009
123,123,"Fred Couples",54,35.48,1916,54,"Front9ScoringAverage",2009
123,123,"Spencer Levin",75,35.48,2661,75,"Front9ScoringAverage",2009
123,123,"Ian Poulter",59,35.48,1987,56,"Front9ScoringAverage",2009
123,123,"Darron Stiles",52,35.48,1845,52,"Front9ScoringAverage",2009
129,129,"Dustin Johnson",85,35.49,2981,84,"Front9ScoringAverage",2009
129,129,"Cliff Kresge",78,35.49,2768,78,"Front9ScoringAverage",2009
129,129,"Steve Lowery",83,35.49,2946,83,"Front9ScoringAverage",2009
129,129,"Aron Price",89,35.49,3159,89,"Front9ScoringAverage",2009
133,133,"Rich Beem",77,35.52,2735,77,"Front9ScoringAverage",2009
133,133,"Carl Pettersson",86,35.52,3055,86,"Front9ScoringAverage",2009
133,133,"Charles Warren",63,35.52,2238,63,"Front9ScoringAverage",2009
136,136,"Richard Johnson",85,35.54,3021,85,"Front9ScoringAverage",2009
136,136,"Geoff Ogilvy",78,35.54,2559,72,"Front9ScoringAverage",2009
136,136,"Tag Ridings",50,35.54,1777,50,"Front9ScoringAverage",2009
139,139,"Matt Bettencourt",98,35.55,3484,98,"Front9ScoringAverage",2009
139,139,"Ben Curtis",63,35.55,2204,62,"Front9ScoringAverage",2009
139,139,"Joe Ogilvie",85,35.55,3022,85,"Front9ScoringAverage",2009
142,142,"Brad Adamonis",70,35.56,2489,70,"Front9ScoringAverage",2009
143,143,"Todd Hamilton",83,35.57,2952,83,"Front9ScoringAverage",2009
143,143,"Jeff Maggert",79,35.57,2810,79,"Front9ScoringAverage",2009
143,143,"Nicholas Thompson",96,35.57,3415,96,"Front9ScoringAverage",2009
146,146,"Mark Brooks",55,35.58,1957,55,"Front9ScoringAverage",2009
147,147,"Tommy Armour III",58,35.59,2064,58,"Front9ScoringAverage",2009
147,147,"Colt Knost",71,35.59,2527,71,"Front9ScoringAverage",2009
149,149,"Adam Scott",53,35.62,1852,52,"Front9ScoringAverage",2009
150,150,"Ricky Barnes",67,35.63,2387,67,"Front9ScoringAverage",2009
150,150,"Camilo Villegas",76,35.63,2601,73,"Front9ScoringAverage",2009
152,152,"Stuart Appleby",79,35.65,2781,78,"Front9ScoringAverage",2009
152,152,"Padraig Harrington",66,35.65,2317,65,"Front9ScoringAverage",2009
152,152,"Rocco Mediate",79,35.65,2816,79,"Front9ScoringAverage",2009
152,152,"DA Points",99,35.65,3529,99,"Front9ScoringAverage",2009
152,152,"John Rollins",92,35.65,3280,92,"Front9ScoringAverage",2009
152,152,"Kirk Triplett",60,35.65,2139,60,"Front9ScoringAverage",2009
158,158,"Jarrod Lyle",65,35.69,2320,65,"Front9ScoringAverage",2009
158,158,"Rick Price",54,35.69,1927,54,"Front9ScoringAverage",2009
160,160,"YE Yang",83,35.7,2963,83,"Front9ScoringAverage",2009
161,161,"Brian Vranesh",51,35.71,1821,51,"Front9ScoringAverage",2009
162,162,"Will Ma Kenzie",69,35.72,2465,69,"Front9ScoringAverage",2009
163,163,"Mathew Goggin",76,35.73,2644,74,"Front9ScoringAverage",2009
164,164,"Ken Duke",87,35.75,3110,87,"Front9ScoringAverage",2009
165,165,"David Mathis",82,35.76,2932,82,"Front9ScoringAverage",2009
166,166,"Peter Lonard",86,35.81,3080,86,"Front9ScoringAverage",2009
167,167,"David Duval",56,35.93,2012,56,"Front9ScoringAverage",2009
167,167,"Jason Gore",74,35.93,2659,74,"Front9ScoringAverage",2009
167,167,"JB Holmes",74,35.93,2659,74,"Front9ScoringAverage",2009
167,167,"Andres Romero",58,35.93,2048,57,"Front9ScoringAverage",2009
171,171,"Peter Tomasulo",61,35.95,2193,61,"Front9ScoringAverage",2009
172,172,"Billy Mayfair",83,35.98,2986,83,"Front9ScoringAverage",2009
173,173,"Angel Cabrera",55,36,1944,54,"Front9ScoringAverage",2009
174,174,"Derek Fathauer",63,36.05,2271,63,"Front9ScoringAverage",2009
175,175,"Marc Turnesa",77,36.09,2779,77,"Front9ScoringAverage",2009
176,176,"Parker McLachlin",71,36.1,2563,71,"Front9ScoringAverage",2009
177,177,"Tom Lehman",55,36.11,1986,55,"Front9ScoringAverage",2009
178,178,"Brian Bateman",55,36.15,1988,55,"Front9ScoringAverage",2009
179,179,"Leif Olson",51,36.22,1847,51,"Front9ScoringAverage",2009
180,180,"Greg Kraft",51,36.25,1849,51,"Front9ScoringAverage",2009
180,180,"Gary Woodland",53,36.25,1921,53,"Front9ScoringAverage",2009
182,182,"Eric Axley",71,36.28,2576,71,"Front9ScoringAverage",2009
183,183,"Brad Faxon",59,36.39,2147,59,"Front9ScoringAverage",2009
184,184,"Brendon Todd",53,36.55,1937,53,"Front9ScoringAverage",2009
