"PuttsmadeDistance_RANKTHISWEEK_2016","PuttsmadeDistance_RANKLASTWEEK_2016","PuttsmadeDistance_PLAYERNAME_2016","PuttsmadeDistance_EVENTS_2016","PuttsmadeDistance_DISTANCEININCHES_2016","stat_name","year"
35,23,"Zac Blair",18,51,"PuttsmadeDistance",2016
35,38,"Ben Crane",17,51,"PuttsmadeDistance",2016
35,38,"Jason Dufner",15,51,"PuttsmadeDistance",2016
35,23,"Derek Fathauer",18,51,"PuttsmadeDistance",2016
35,85,"Chesson Hadley",16,51,"PuttsmadeDistance",2016
35,38,"Charles Howell III",17,51,"PuttsmadeDistance",2016
35,38,"Hiroshi Iwata",18,51,"PuttsmadeDistance",2016
35,23,"Colt Knost",15,51,"PuttsmadeDistance",2016
35,23,"Kelly Kraft",12,51,"PuttsmadeDistance",2016
35,38,"DH Lee",13,51,"PuttsmadeDistance",2016
35,38,"Shane Lowry",10,51,"PuttsmadeDistance",2016
35,23,"Peter Malnati",19,51,"PuttsmadeDistance",2016
35,85,"Steve Marino",14,51,"PuttsmadeDistance",2016
35,38,"William McGirt",15,51,"PuttsmadeDistance",2016
35,23,"Scott Pinckney",18,51,"PuttsmadeDistance",2016
35,38,"Kyle Reifers",19,51,"PuttsmadeDistance",2016
35,23,"Sam Saunders",15,51,"PuttsmadeDistance",2016
35,38,"Chris Stroud",17,51,"PuttsmadeDistance",2016
35,38,"Hudson Swafford",17,51,"PuttsmadeDistance",2016
35,38,"Johnson Wagner",14,51,"PuttsmadeDistance",2016
35,108,"Tim Wilkinson",11,51,"PuttsmadeDistance",2016
57,85,"Thomas Aiken",13,50,"PuttsmadeDistance",2016
57,57,"Stuart Appleby",13,50,"PuttsmadeDistance",2016
57,57,"Aaron Baddeley",15,50,"PuttsmadeDistance",2016
57,57,"Shane Bertsch",9,50,"PuttsmadeDistance",2016
57,57,"Angel Cabrera",13,50,"PuttsmadeDistance",2016
57,23,"Harris English",15,50,"PuttsmadeDistance",2016
57,57,"Rickie Fowler",12,50,"PuttsmadeDistance",2016
57,57,"Brian Gay",8,50,"PuttsmadeDistance",2016
57,57,"Fabian Gomez",15,50,"PuttsmadeDistance",2016
57,57,"Jason Gore",15,50,"PuttsmadeDistance",2016
57,57,"David Hearn",18,50,"PuttsmadeDistance",2016
57,57,"JJ Henry",14,50,"PuttsmadeDistance",2016
57,57,"Tom Hoge",15,50,"PuttsmadeDistance",2016
57,57,"Freddie Jacobson",16,50,"PuttsmadeDistance",2016
57,57,"Andrew Landry",9,50,"PuttsmadeDistance",2016
57,85,"Danny Lee",16,50,"PuttsmadeDistance",2016
57,38,"Hideki Matsuyama",12,50,"PuttsmadeDistance",2016
57,23,"Rob Oppenheim",11,50,"PuttsmadeDistance",2016
57,57,"Pat Perez",11,50,"PuttsmadeDistance",2016
57,57,"Rory Sabbatini",14,50,"PuttsmadeDistance",2016
57,57,"John Senden",15,50,"PuttsmadeDistance",2016
57,38,"Webb Simpson",10,50,"PuttsmadeDistance",2016
57,57,"Cameron Smith",14,50,"PuttsmadeDistance",2016
57,57,"Daniel Summerhays",15,50,"PuttsmadeDistance",2016
57,57,"Jimmy Walker",12,50,"PuttsmadeDistance",2016
57,108,"Boo Weekley",17,50,"PuttsmadeDistance",2016
57,57,"Steve Wheatcroft",16,50,"PuttsmadeDistance",2016
57,38,"Will Wilcox",16,50,"PuttsmadeDistance",2016
85,57,"Daniel Berger",15,49,"PuttsmadeDistance",2016
85,85,"Miguel Angel Carballo",11,49,"PuttsmadeDistance",2016
85,85,"KJ Choi",14,49,"PuttsmadeDistance",2016
85,85,"Erik Compton",16,49,"PuttsmadeDistance",2016
85,85,"Retief Goosen",10,49,"PuttsmadeDistance",2016
85,85,"Luke Guthrie",11,49,"PuttsmadeDistance",2016
85,57,"Justin Hicks",10,49,"PuttsmadeDistance",2016
85,85,"Billy Horschel",12,49,"PuttsmadeDistance",2016
85,57,"Sung Kang",16,49,"PuttsmadeDistance",2016
85,85,"Smylie Kaufman",16,49,"PuttsmadeDistance",2016
85,85,"Matt Kuchar",12,49,"PuttsmadeDistance",2016
85,85,"Martin Laird",13,49,"PuttsmadeDistance",2016
85,57,"Jamie Lovemark",17,49,"PuttsmadeDistance",2016
85,57,"Hunter Mahan",14,49,"PuttsmadeDistance",2016
85,85,"Troy Merritt",14,49,"PuttsmadeDistance",2016
85,85,"Louis Oosthuizen",6,49,"PuttsmadeDistance",2016
85,85,"Ryan Palmer",12,49,"PuttsmadeDistance",2016
85,85,"Martin Piller",12,49,"PuttsmadeDistance",2016
85,85,"Charl Schwartzel",8,49,"PuttsmadeDistance",2016
85,85,"Kyle Stanley",17,49,"PuttsmadeDistance",2016
85,85,"Cameron Tringale",14,49,"PuttsmadeDistance",2016
106,108,"Tyler Aldridge",18,48,"PuttsmadeDistance",2016
106,108,"Byeong Hun An",7,48,"PuttsmadeDistance",2016
106,57,"Paul Casey",11,48,"PuttsmadeDistance",2016
106,108,"Jon Curran",18,48,"PuttsmadeDistance",2016
106,108,"Tony Finau",15,48,"PuttsmadeDistance",2016
106,108,"Brice Garnett",9,48,"PuttsmadeDistance",2016
106,108,"Rhein Gibson",13,48,"PuttsmadeDistance",2016
106,108,"Andres Gonzales",17,48,"PuttsmadeDistance",2016
106,108,"Mark Hubbard",20,48,"PuttsmadeDistance",2016
106,108,"John Huh",16,48,"PuttsmadeDistance",2016
106,137,"David Lingmerth",15,48,"PuttsmadeDistance",2016
106,108,"Bryce Molder",16,48,"PuttsmadeDistance",2016
106,108,"Kevin Na",14,48,"PuttsmadeDistance",2016
106,108,"Seung Yul Noh",17,48,"PuttsmadeDistance",2016
106,108,"Henrik Norlander",13,48,"PuttsmadeDistance",2016
106,85,"Jeff Overton",17,48,"PuttsmadeDistance",2016
106,108,"Scott Piercy",12,48,"PuttsmadeDistance",2016
106,108,"Dicky Pride",13,48,"PuttsmadeDistance",2016
106,85,"Vijay Singh",13,48,"PuttsmadeDistance",2016
106,108,"Brett Stegmaier",19,48,"PuttsmadeDistance",2016
106,85,"Nick Taylor",17,48,"PuttsmadeDistance",2016
106,108,"David Toms",11,48,"PuttsmadeDistance",2016
106,137,"Dawie van der Walt",16,48,"PuttsmadeDistance",2016
106,108,"Harold Varner III",18,48,"PuttsmadeDistance",2016
106,108,"Camilo Villegas",16,48,"PuttsmadeDistance",2016
106,108,"Bubba Watson",8,48,"PuttsmadeDistance",2016
106,108,"Mark Wilson",13,48,"PuttsmadeDistance",2016
133,137,"Blayne Barber",16,47,"PuttsmadeDistance",2016
133,137,"Ricky Barnes",18,47,"PuttsmadeDistance",2016
133,108,"Jason Bohn",11,47,"PuttsmadeDistance",2016
133,137,"Steven Bowditch",14,47,"PuttsmadeDistance",2016
133,108,"Scott Brown",17,47,"PuttsmadeDistance",2016
133,137,"Bronson Burgoon",17,47,"PuttsmadeDistance",2016
133,166,"Alex Cejka",15,47,"PuttsmadeDistance",2016
133,137,"Kevin Chappell",14,47,"PuttsmadeDistance",2016
133,137,"Graham DeLaet",14,47,"PuttsmadeDistance",2016
133,137,"Matt Every",14,47,"PuttsmadeDistance",2016
133,137,"Billy Hurley III",8,47,"PuttsmadeDistance",2016
133,137,"Whee Kim",18,47,"PuttsmadeDistance",2016
133,137,"Chris Kirk",15,47,"PuttsmadeDistance",2016
133,137,"Russell Knox",14,47,"PuttsmadeDistance",2016
133,137,"Jason Kokrak",17,47,"PuttsmadeDistance",2016
133,166,"Anirban Lahiri",13,47,"PuttsmadeDistance",2016
133,166,"Scott Langley",13,47,"PuttsmadeDistance",2016
133,108,"Carlos Ortiz",17,47,"PuttsmadeDistance",2016
133,137,"Cameron Percy",7,47,"PuttsmadeDistance",2016
133,137,"Carl Pettersson",14,47,"PuttsmadeDistance",2016
133,137,"Ian Poulter",10,47,"PuttsmadeDistance",2016
133,137,"Chez Reavie",16,47,"PuttsmadeDistance",2016
133,166,"Patrick Rodgers",16,47,"PuttsmadeDistance",2016
133,137,"Justin Rose",10,47,"PuttsmadeDistance",2016
133,137,"Brandt Snedeker",14,47,"PuttsmadeDistance",2016
133,108,"Brendan Steele",14,47,"PuttsmadeDistance",2016
133,137,"Michael Thompson",14,47,"PuttsmadeDistance",2016
133,137,"DJ Trahan",7,47,"PuttsmadeDistance",2016
133,108,"Gary Woodland",12,47,"PuttsmadeDistance",2016
162,166,"Abraham Ancer",11,46,"PuttsmadeDistance",2016
162,178,"Roberto Castro",16,46,"PuttsmadeDistance",2016
162,185,"Chad Collins",16,46,"PuttsmadeDistance",2016
162,166,"Branden Grace",9,46,"PuttsmadeDistance",2016
162,166,"Emiliano Grillo",13,46,"PuttsmadeDistance",2016
162,137,"Bill Haas",12,46,"PuttsmadeDistance",2016
162,166,"Si Woo Kim",19,46,"PuttsmadeDistance",2016
162,137,"Luke List",17,46,"PuttsmadeDistance",2016
162,166,"DA Points",11,46,"PuttsmadeDistance",2016
162,166,"Wes Roach",12,46,"PuttsmadeDistance",2016
162,166,"Andres Romero",8,46,"PuttsmadeDistance",2016
162,108,"Henrik Stenson",8,46,"PuttsmadeDistance",2016
162,166,"Darron Stiles",10,46,"PuttsmadeDistance",2016
162,137,"Robert Streb",16,46,"PuttsmadeDistance",2016
162,137,"Justin Thomas",15,46,"PuttsmadeDistance",2016
177,178,"Charlie Beljan",13,45,"PuttsmadeDistance",2016
177,137,"Luke Donald",13,45,"PuttsmadeDistance",2016
177,198,"James Hahn",15,45,"PuttsmadeDistance",2016
177,198,"Matt Jones",15,45,"PuttsmadeDistance",2016
177,178,"Spencer Levin",19,45,"PuttsmadeDistance",2016
177,185,"Will Ma Kenzie",17,45,"PuttsmadeDistance",2016
177,137,"Francesco Molinari",10,45,"PuttsmadeDistance",2016
177,185,"Greg Owen",18,45,"PuttsmadeDistance",2016
177,185,"Patrick Reed",14,45,"PuttsmadeDistance",2016
177,178,"Scott Stallings",17,45,"PuttsmadeDistance",2016
177,185,"Kevin Streelman",15,45,"PuttsmadeDistance",2016
177,178,"Tyrone Van Aswegen",20,45,"PuttsmadeDistance",2016
189,178,"Chad Campbell",18,44,"PuttsmadeDistance",2016
189,185,"Stewart Cink",14,44,"PuttsmadeDistance",2016
189,185,"Sergio Garcia",8,44,"PuttsmadeDistance",2016
189,185,"Padraig Harrington",11,44,"PuttsmadeDistance",2016
189,185,"Jim Herman",17,44,"PuttsmadeDistance",2016
189,185,"Lucas Lee",9,44,"PuttsmadeDistance",2016
189,185,"Justin Leonard",8,44,"PuttsmadeDistance",2016
189,178,"Davis Love III",11,44,"PuttsmadeDistance",2016
189,185,"Graeme McDowell",11,44,"PuttsmadeDistance",2016
189,198,"Geoff Ogilvy",14,44,"PuttsmadeDistance",2016
199,198,"Brendon de Jonge",19,43,"PuttsmadeDistance",2016
199,208,"Robert Garrigus",11,43,"PuttsmadeDistance",2016
199,185,"Lucas Glover",16,43,"PuttsmadeDistance",2016
199,198,"Shawn Stefani",16,43,"PuttsmadeDistance",2016
199,198,"Vaughn Taylor",11,43,"PuttsmadeDistance",2016
204,204,"Keegan Bradley",14,42,"PuttsmadeDistance",2016
204,204,"Ken Duke",9,42,"PuttsmadeDistance",2016
204,204,"Derek Ernst",12,42,"PuttsmadeDistance",2016
204,204,"Jerry Kelly",12,42,"PuttsmadeDistance",2016
