"FirstTeeLateLowestRound_RANKTHISWEEK_2007","FirstTeeLateLowestRound_RANKLASTWEEK_2007","FirstTeeLateLowestRound_PLAYERNAME_2007","FirstTeeLateLowestRound_ROUNDS_2007","FirstTeeLateLowestRound_LOWRND_2007","stat_name","year"
1,1,"Mark Hensby",81,61,"FirstTeeLateLowestRound",2007
2,2,"Woody Austin",95,62,"FirstTeeLateLowestRound",2007
2,2,"Hunter Mahan",91,62,"FirstTeeLateLowestRound",2007
4,4,"Mark Calcavecchia",93,63,"FirstTeeLateLowestRound",2007
4,4,"Paul Goydos",60,63,"FirstTeeLateLowestRound",2007
4,4,"Nathan Green",103,63,"FirstTeeLateLowestRound",2007
4,4,"Bob May",49,63,"FirstTeeLateLowestRound",2007
4,4,"Ryan Moore",92,63,"FirstTeeLateLowestRound",2007
4,4,"Kevin Na",84,63,"FirstTeeLateLowestRound",2007
4,4,"Joe Ogilvie",102,63,"FirstTeeLateLowestRound",2007
4,4,"Kenny Perry",83,63,"FirstTeeLateLowestRound",2007
4,4,"John Rollins",102,63,"FirstTeeLateLowestRound",2007
4,4,"Rory Sabbatini",81,63,"FirstTeeLateLowestRound",2007
4,4,"Brandt Snedeker",105,63,"FirstTeeLateLowestRound",2007
4,4,"Camilo Villegas",82,63,"FirstTeeLateLowestRound",2007
4,4,"Tiger Woods",63,63,"FirstTeeLateLowestRound",2007
17,17,"Michael Allen",74,64,"FirstTeeLateLowestRound",2007
17,17,"Stephen Ames",81,64,"FirstTeeLateLowestRound",2007
17,17,"Tommy Armour III",81,64,"FirstTeeLateLowestRound",2007
17,17,"Ryan Armour",107,64,"FirstTeeLateLowestRound",2007
17,17,"Aaron Baddeley",83,64,"FirstTeeLateLowestRound",2007
17,17,"Cameron Beckman",96,64,"FirstTeeLateLowestRound",2007
17,17,"Rich Beem",89,64,"FirstTeeLateLowestRound",2007
17,17,"KJ Choi",87,64,"FirstTeeLateLowestRound",2007
17,17,"Daniel Chopra",106,64,"FirstTeeLateLowestRound",2007
17,17,"Ben Curtis",80,64,"FirstTeeLateLowestRound",2007
17,17,"Bob Estes",88,64,"FirstTeeLateLowestRound",2007
17,17,"Fred Funk",65,64,"FirstTeeLateLowestRound",2007
17,17,"Jim Furyk",84,64,"FirstTeeLateLowestRound",2007
17,17,"Sergio Garcia",68,64,"FirstTeeLateLowestRound",2007
17,17,"Richard Green",17,64,"FirstTeeLateLowestRound",2007
17,17,"Anders Hansen",55,64,"FirstTeeLateLowestRound",2007
17,17,"Bob Heintz",85,64,"FirstTeeLateLowestRound",2007
17,17,"JJ Henry",86,64,"FirstTeeLateLowestRound",2007
17,17,"Charles Howell III",89,64,"FirstTeeLateLowestRound",2007
17,17,"Jerry Kelly",101,64,"FirstTeeLateLowestRound",2007
17,17,"Colt Knost",14,64,"FirstTeeLateLowestRound",2007
17,17,"Justin Leonard",95,64,"FirstTeeLateLowestRound",2007
17,17,"Jarrod Lyle",77,64,"FirstTeeLateLowestRound",2007
17,17,"Billy Mayfair",98,64,"FirstTeeLateLowestRound",2007
17,17,"George McNeill",95,64,"FirstTeeLateLowestRound",2007
17,17,"Rocco Mediate",72,64,"FirstTeeLateLowestRound",2007
17,17,"Arron Oberholser",69,64,"FirstTeeLateLowestRound",2007
17,17,"Carl Pettersson",111,64,"FirstTeeLateLowestRound",2007
17,17,"Jeff Quinney",95,64,"FirstTeeLateLowestRound",2007
17,17,"John Senden",97,64,"FirstTeeLateLowestRound",2007
17,17,"Steve Stricker",81,64,"FirstTeeLateLowestRound",2007
