"3PuttAvoidanceInside5_RANKTHISWEEK_2013","3PuttAvoidanceInside5_RANKLASTWEEK_2013","3PuttAvoidanceInside5_PLAYERNAME_2013","3PuttAvoidanceInside5_ROUNDS_2013","3PuttAvoidanceInside5_Pct_2013","3PuttAvoidanceInside5_TOTAL3PUTTS_2013","3PuttAvoidanceInside5_ATTEMPTS_2013","3PuttAvoidanceInside5_2PUTTORBETTERPct_2013","stat_name","year"
1,1,"Stephen Ames",49,0,NA,174,100,"3PuttAvoidanceInside5",2013
1,1,"Stuart Appleby",88,0,NA,322,100,"3PuttAvoidanceInside5",2013
1,1,"Ricky Barnes",74,0,NA,240,100,"3PuttAvoidanceInside5",2013
1,1,"Charlie Beljan",62,0,NA,209,100,"3PuttAvoidanceInside5",2013
1,1,"Jonas Blixt",76,0,NA,307,100,"3PuttAvoidanceInside5",2013
1,1,"Justin Bolli",59,0,NA,188,100,"3PuttAvoidanceInside5",2013
1,1,"Steven Bowditch",67,0,NA,274,100,"3PuttAvoidanceInside5",2013
1,1,"Michael Bradley",56,0,NA,151,100,"3PuttAvoidanceInside5",2013
1,1,"Keegan Bradley",88,0,NA,274,100,"3PuttAvoidanceInside5",2013
1,1,"Scott Brown",65,0,NA,228,100,"3PuttAvoidanceInside5",2013
1,1,"Angel Cabrera",73,0,NA,206,100,"3PuttAvoidanceInside5",2013
1,1,"Chad Campbell",78,0,NA,258,100,"3PuttAvoidanceInside5",2013
1,1,"Roberto Castro",97,0,NA,364,100,"3PuttAvoidanceInside5",2013
1,1,"Greg Chalmers",77,0,NA,277,100,"3PuttAvoidanceInside5",2013
1,1,"KJ Choi",85,0,NA,232,100,"3PuttAvoidanceInside5",2013
1,1,"Stewart Cink",71,0,NA,198,100,"3PuttAvoidanceInside5",2013
1,1,"Tim Clark",64,0,NA,201,100,"3PuttAvoidanceInside5",2013
1,1,"Will Claxton",67,0,NA,211,100,"3PuttAvoidanceInside5",2013
1,1,"Nicolas Colsaerts",50,0,NA,107,100,"3PuttAvoidanceInside5",2013
1,1,"Ben Curtis",59,0,NA,184,100,"3PuttAvoidanceInside5",2013
1,1,"Jason Day",86,0,NA,271,100,"3PuttAvoidanceInside5",2013
1,1,"Brendon de Jonge",110,0,NA,358,100,"3PuttAvoidanceInside5",2013
1,1,"Graham DeLaet",94,0,NA,290,100,"3PuttAvoidanceInside5",2013
1,1,"Luke Donald",60,0,NA,193,100,"3PuttAvoidanceInside5",2013
1,1,"James Driscoll",76,0,NA,241,100,"3PuttAvoidanceInside5",2013
1,1,"Jason Dufner",78,0,NA,237,100,"3PuttAvoidanceInside5",2013
1,1,"Ken Duke",87,0,NA,292,100,"3PuttAvoidanceInside5",2013
1,1,"Ernie Els",63,0,NA,188,100,"3PuttAvoidanceInside5",2013
1,1,"Harris English",95,0,NA,313,100,"3PuttAvoidanceInside5",2013
1,1,"Derek Ernst",58,0,NA,185,100,"3PuttAvoidanceInside5",2013
1,1,"Rickie Fowler",75,0,NA,237,100,"3PuttAvoidanceInside5",2013
1,1,"Brad Fritsch",81,0,NA,253,100,"3PuttAvoidanceInside5",2013
1,1,"Jim Furyk",80,0,NA,268,100,"3PuttAvoidanceInside5",2013
1,1,"Tommy Gainey",84,0,NA,286,100,"3PuttAvoidanceInside5",2013
1,1,"Scott Gardiner",61,0,NA,195,100,"3PuttAvoidanceInside5",2013
1,1,"Robert Garrigus",69,0,NA,194,100,"3PuttAvoidanceInside5",2013
1,1,"Bobby Gates",49,0,NA,139,100,"3PuttAvoidanceInside5",2013
1,1,"Brian Gay",79,0,NA,354,100,"3PuttAvoidanceInside5",2013
1,1,"Tom Gillis",69,0,NA,252,100,"3PuttAvoidanceInside5",2013
1,1,"Lucas Glover",65,0,NA,214,100,"3PuttAvoidanceInside5",2013
1,1,"Fabian Gomez",65,0,NA,206,100,"3PuttAvoidanceInside5",2013
1,1,"Bill Haas",85,0,NA,244,100,"3PuttAvoidanceInside5",2013
1,1,"Peter Hanson",45,0,NA,137,100,"3PuttAvoidanceInside5",2013
1,1,"Padraig Harrington",52,0,NA,158,100,"3PuttAvoidanceInside5",2013
1,1,"David Hearn",88,0,NA,298,100,"3PuttAvoidanceInside5",2013
1,1,"JJ Henry",83,0,NA,241,100,"3PuttAvoidanceInside5",2013
1,1,"Jim Herman",59,0,NA,143,100,"3PuttAvoidanceInside5",2013
1,1,"Tim Herron",45,0,NA,179,100,"3PuttAvoidanceInside5",2013
1,1,"Charley Hoffman",84,0,NA,261,100,"3PuttAvoidanceInside5",2013
1,1,"Morgan Hoffmann",64,0,NA,209,100,"3PuttAvoidanceInside5",2013
1,1,"Billy Horschel",96,0,NA,290,100,"3PuttAvoidanceInside5",2013
1,1,"Charles Howell III",87,0,NA,346,100,"3PuttAvoidanceInside5",2013
1,1,"Trevor Immelman",73,0,NA,238,100,"3PuttAvoidanceInside5",2013
1,1,"Freddie Jacobson",63,0,NA,194,100,"3PuttAvoidanceInside5",2013
1,1,"Brandt Jobe",62,0,NA,188,100,"3PuttAvoidanceInside5",2013
1,1,"Dustin Johnson",71,0,NA,205,100,"3PuttAvoidanceInside5",2013
