"PercentageofYardagecoveredbyTeeShotsPar4s_RANKTHISWEEK_2007","PercentageofYardagecoveredbyTeeShotsPar4s_RANKLASTWEEK_2007","PercentageofYardagecoveredbyTeeShotsPar4s_PLAYERNAME_2007","PercentageofYardagecoveredbyTeeShotsPar4s_ROUNDS_2007","PercentageofYardagecoveredbyTeeShotsPar4s_AVGPct_2007","PercentageofYardagecoveredbyTeeShotsPar4s_TOTALSHOTDISTANCE_2007","PercentageofYardagecoveredbyTeeShotsPar4s_TOTALDISTANCE_2007","stat_name","year"
47,47,"Paul Stankowski",52,66.68,125565.8,188305,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
48,48,"Craig Barlow",52,66.67,134102.8,201147,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
49,49,"Ted Purdy",102,66.63,263528,395510,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
50,50,"Sean OHair",98,66.61,255317.2,383290,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
51,51,"Jeff Brehaut",59,66.6,144695.9,217272,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
52,52,"JP Hayes",89,66.59,242021.4,363433,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
52,52,"Troy Matteson",87,66.59,235227.9,353254,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
54,54,"Joe Ogilvie",102,66.56,265374.6,398694,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
55,55,"Mathew Goggin",97,66.53,262974,395269,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
56,56,"Ryan Palmer",91,66.47,246287.5,370532,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
57,57,"Mark Calcavecchia",93,66.42,225279,339186,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
58,58,"Bo Van Pelt",104,66.4,298121.3,448945,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
59,59,"Rod Pampling",92,66.37,231390.6,348621,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
60,60,"Padraig Harrington",64,66.35,143215.7,215854,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
61,61,"Will Ma Kenzie",100,66.34,277926,418952,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
62,62,"Retief Goosen",50,66.33,106452.8,160498,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
63,63,"Robert Allenby",90,66.32,237591.8,358269,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
64,64,"Steve Wheatcroft",73,66.31,181475.6,273668,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
65,65,"JJ Henry",86,66.29,210137.7,317015,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
65,65,"Tiger Woods",63,66.29,134966.3,203614,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
67,67,"George McNeill",95,66.28,240033.4,362145,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
68,68,"Jim Rutledge",59,66.26,139055.7,209867,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
69,69,"Brian Bateman",55,66.24,134292.2,202736,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
70,70,"Alex Cejka",80,66.22,220359.6,332776,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
70,70,"Carl Pettersson",111,66.22,282323.3,426359,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
72,72,"Kyle Reifers",71,66.2,189661.7,286507,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
73,73,"Stewart Cink",91,66.19,223280.5,337358,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
73,73,"Bryce Molder",56,66.19,145665.7,220082,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
75,75,"Rich Beem",89,66.16,214193,323727,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
76,76,"Stuart Appleby",74,66.13,179128.7,270876,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
77,77,"Peter Lonard",85,66.12,233094.7,352525,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
77,77,"Chris Stroud",66,66.12,168556.6,254927,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
79,79,"Pat Perez",84,66.04,203629.8,308335,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
80,80,"Camilo Villegas",82,66.01,211207,319969,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
81,81,"Hunter Mahan",91,66,224804,340634,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
81,81,"Mike Weir",82,66,186083.1,281953,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
83,83,"Tommy Armour III",81,65.94,204404.5,309966,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
84,84,"Marco Dawson",73,65.92,195361.5,296363,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
84,84,"Kevin Sutherland",85,65.92,206580.4,313404,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
86,86,"Cameron Beckman",96,65.91,252957.5,383764,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
87,87,"Jonathan Byrd",73,65.81,186692.4,283681,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
88,88,"Briny Baird",115,65.77,314957.1,478888,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
89,89,"Kevin Na",84,65.76,233162.5,354578,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
90,90,"Tom Johnson",74,65.75,186501.1,283660,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
91,91,"DJ Brigman",67,65.74,160670.8,244398,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
91,91,"Rory Sabbatini",81,65.74,195408.6,297247,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
93,93,"Tim Herron",98,65.72,250740.8,381500,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
93,93,"Michael Putnam",96,65.72,240944.9,366604,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
95,95,"Eric Axley",107,65.71,283765.4,431863,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
95,95,"Ryan Moore",92,65.71,223744.1,340490,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
97,97,"Aaron Baddeley",83,65.7,204569.2,311357,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
97,97,"Jeff Gove",103,65.7,280585.5,427052,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
99,99,"Michael Allen",74,65.69,190458.1,289919,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
99,99,"Mark Hensby",81,65.69,215758.1,328471,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
101,101,"Frank Lickliter II",95,65.68,255522.9,389070,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
101,101,"Darron Stiles",65,65.68,158523.4,241346,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
103,103,"Ryan Armour",107,65.67,282276.9,429832,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
104,104,"Duffy Waldorf",69,65.64,174000.1,265065,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
105,105,"Trevor Immelman",74,65.62,163974.2,249875,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
106,106,"Brett Quigley",79,65.59,191744.2,292341,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
106,106,"Justin Rose",63,65.59,124510.5,189824,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
108,108,"Jaco Van Zyl",51,65.57,127856.4,195007,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
109,109,"Joe Durant",88,65.56,221427.3,337765,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
110,110,"John Senden",97,65.55,254150.8,387721,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
111,111,"Jason Dufner",100,65.53,260630.6,397751,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
112,112,"Ken Duke",112,65.51,283007.2,431987,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
113,113,"Jeff Maggert",79,65.5,232693.4,355265,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
114,114,"Rich Barcelo",80,65.49,209491.9,319872,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
115,115,"David Branshaw",83,65.48,223208.8,340864,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
116,116,"Todd Hamilton",76,65.41,173128.4,264673,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
117,117,"Daisuke Maruyama",86,65.39,227800.8,348388,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
117,117,"Jesper Parnevik",88,65.39,221983.2,339474,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
119,119,"Billy Andrade",88,65.37,233922.8,357827,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
120,120,"Johnson Wagner",97,65.36,254367.2,389172,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
121,121,"Woody Austin",95,65.34,256038.3,391883,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
122,122,"KJ Choi",87,65.29,207359.8,317599,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
122,122,"Parker McLachlin",83,65.29,216190.1,331104,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
122,122,"Vaughn Taylor",91,65.29,218019.2,333910,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
125,125,"Bob Heintz",85,65.25,213170.4,326680,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
126,126,"Chad Campbell",96,65.24,222432,340970,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
127,127,"Sergio Garcia",68,65.2,168405.5,258277,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
128,128,"Freddie Jacobson",70,65.18,203971.7,312924,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
128,128,"Tim Petrovic",106,65.18,286594.4,439681,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
128,128,"Bob Tway",103,65.18,259898.8,398744,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
131,131,"Arron Oberholser",69,65.16,161473.8,247812,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
132,132,"David Toms",80,65.1,193323.5,296973,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
133,133,"Tom Lehman",62,65.08,146936.6,225767,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
134,134,"Brian Davis",101,65.04,261780.7,402484,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
134,134,"Steve Flesch",100,65.04,269968.4,415094,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
136,136,"Kent Jones",97,65.03,258428.5,397421,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
137,137,"Charlie Wi",90,64.95,244060.3,375769,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
138,138,"Cliff Kresge",107,64.93,301899.3,464927,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
138,138,"Shaun Micheel",91,64.93,206247.4,317655,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
140,140,"Paul Gow",70,64.91,168114.2,259001,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
141,141,"Lee Janzen",66,64.87,150716.5,232352,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
142,142,"Tripp Isenhour",86,64.75,215832.6,333357,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
143,143,"Jason Bohn",57,64.74,159454.8,246318,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
144,144,"Steve Elkington",87,64.69,214496.2,331601,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
144,144,"Brandt Snedeker",105,64.69,259638.3,401333,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
144,144,"Mark Wilson",87,64.69,216796,335144,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
147,147,"John Mallinger",96,64.67,258055.6,399063,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
148,148,"Justin Leonard",95,64.65,249057.8,385233,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
149,149,"Glen Day",85,64.64,221621.6,342878,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
150,150,"Bart Bryant",87,64.62,219746.5,340081,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
150,150,"Jerry Kelly",101,64.62,229206.2,354672,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
152,152,"Stephen Ames",81,64.6,190898.1,295527,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
153,153,"Kirk Triplett",77,64.58,195587.1,302853,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
154,154,"Zach Johnson",76,64.54,178729.2,276914,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
155,155,"Robert Gamez",88,64.53,223333.6,346111,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
155,155,"Tom Pernice Jr",104,64.53,251454,389670,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
157,157,"Billy Mayfair",98,64.51,249829.3,387260,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
158,158,"Dicky Pride",71,64.49,178972,277515,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
159,159,"Joey Sindelar",75,64.42,191848.7,297802,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
160,160,"Chris DiMarco",79,64.4,186688.6,289910,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
161,161,"Jeff Sluman",60,64.38,122029.1,189542,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
161,161,"Steve Stricker",81,64.38,196421.1,305117,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
163,163,"Tom Byrum",50,64.34,118249.2,183775,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
163,163,"Jeff Quinney",95,64.34,255903,397747,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
165,165,"Ryuji Imada",104,64.28,259589.7,403853,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
165,165,"Craig Lile",77,64.28,202889.1,315613,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
167,167,"Nathan Green",103,64.24,254828.7,396713,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
168,168,"Jim Furyk",84,64.21,198215,308702,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
168,168,"Heath Slocum",101,64.21,278192.5,433272,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
170,170,"Luke Donald",69,64.17,152252.5,237278,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
171,171,"Ben Curtis",80,64.16,193546.7,301640,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
171,171,"Chris Riley",59,64.16,147064.6,229201,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
173,173,"Ian Poulter",63,64.11,116376.2,181533,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
174,174,"Bob Estes",88,64.1,233980.5,365037,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
175,175,"Tim Clark",66,64.09,157224.9,245338,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
176,176,"Mark Brooks",53,64.06,117962.4,184140,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
177,177,"Craig Kanada",109,64,273384.1,427175,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
177,177,"Rocco Mediate",72,64,196763.3,307451,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
179,179,"Craig Bowden",78,63.88,191954.4,300495,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
180,180,"Richard Johnson",93,63.77,246352.4,386324,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
181,181,"Scott Verplank",82,63.74,178979.6,280794,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
182,182,"Matt Kuchar",85,63.71,207806.6,326167,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
183,183,"Michael Boyd",61,63.7,148284.7,232804,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
183,183,"Doug LaBelle II",104,63.7,266156,417832,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
185,185,"Shigeki Maruyama",84,63.69,235111.9,369152,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
186,186,"Nick OHern",72,63.67,164111,257748,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
187,187,"Dean Wilson",92,63.61,220506.6,346639,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
188,188,"Anders Hansen",55,63.54,100096.1,157536,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
189,189,"Jose Maria Olazabal",52,63.35,108590.9,171406,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
190,190,"Jose Coceres",50,63.12,122816.6,194575,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
191,191,"Stephen Leaney",82,62.95,212423.5,337454,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
192,192,"Paul Goydos",60,62.92,138426.4,220006,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
193,193,"Fred Funk",65,62.84,156824.7,249563,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
194,194,"Brian Gay",107,62.43,276482,442884,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
195,195,"Gavin Coles",87,62.15,217208,349502,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
196,196,"Corey Pavin",81,61.62,200787.2,325866,"PercentageofYardagecoveredbyTeeShotsPar4s",2007
