"Front9Round4ScoringAverage_RANKTHISWEEK_2006","Front9Round4ScoringAverage_RANKLASTWEEK_2006","Front9Round4ScoringAverage_PLAYERNAME_2006","Front9Round4ScoringAverage__2006","Front9Round4ScoringAverage_AVG_2006","Front9Round4ScoringAverage_TOTALSTROKES_2006","Front9Round4ScoringAverage_TOTALROUNDS_2006","stat_name","year"
1,1,"Steve Elkington",NA,33.89,305,9,"Front9Round4ScoringAverage",2006
2,2,"Omar Uresti",NA,34.13,273,8,"Front9Round4ScoringAverage",2006
3,3,"Eric Axley",NA,34.19,547,16,"Front9Round4ScoringAverage",2006
4,4,"Corey Pavin",NA,34.33,412,12,"Front9Round4ScoringAverage",2006
4,4,"Steve Stricker",NA,34.33,515,15,"Front9Round4ScoringAverage",2006
4,4,"Tiger Woods",NA,34.33,412,12,"Front9Round4ScoringAverage",2006
7,7,"Kent Jones",NA,34.37,653,19,"Front9Round4ScoringAverage",2006
8,8,"Vaughn Taylor",NA,34.39,619,18,"Front9Round4ScoringAverage",2006
9,9,"Tom Pernice Jr",NA,34.53,656,19,"Front9Round4ScoringAverage",2006
10,10,"Jimmy Walker",NA,34.56,311,9,"Front9Round4ScoringAverage",2006
11,11,"Jeff Gove",NA,34.6,519,15,"Front9Round4ScoringAverage",2006
12,12,"Jim Furyk",NA,34.62,727,21,"Front9Round4ScoringAverage",2006
13,13,"Adam Scott",NA,34.75,556,16,"Front9Round4ScoringAverage",2006
14,14,"Paul Azinger",NA,34.81,557,16,"Front9Round4ScoringAverage",2006
15,15,"Skip Kendall",NA,34.86,488,14,"Front9Round4ScoringAverage",2006
16,16,"Briny Baird",NA,34.87,523,15,"Front9Round4ScoringAverage",2006
16,16,"Luke Donald",NA,34.87,523,15,"Front9Round4ScoringAverage",2006
16,16,"Dudley Hart",NA,34.87,523,15,"Front9Round4ScoringAverage",2006
16,16,"David Toms",NA,34.87,523,15,"Front9Round4ScoringAverage",2006
20,20,"Richard Johnson",NA,34.88,593,17,"Front9Round4ScoringAverage",2006
21,21,"Brian Davis",NA,34.89,628,18,"Front9Round4ScoringAverage",2006
