"Approach200225yardsRTP_RANKTHISWEEK_2016","Approach200225yardsRTP_RANKLASTWEEK_2016","Approach200225yardsRTP_PLAYERNAME_2016","Approach200225yardsRTP_ROUNDS_2016","Approach200225yardsRTP_AVGRTP_2016","stat_name","year"
1,1,"Jordan Spieth",34,-0.333,"Approach200225yardsRTP",2016
2,2,"Adam Scott",39,-0.25,"Approach200225yardsRTP",2016
3,5,"Patrick Reed",53,-0.23,"Approach200225yardsRTP",2016
4,3,"Bubba Watson",30,-0.227,"Approach200225yardsRTP",2016
5,7,"JB Holmes",39,-0.214,"Approach200225yardsRTP",2016
6,6,"Jason Day",36,-0.204,"Approach200225yardsRTP",2016
7,4,"Camilo Villegas",50,-0.185,"Approach200225yardsRTP",2016
8,9,"Charl Schwartzel",29,-0.172,"Approach200225yardsRTP",2016
9,8,"Bill Haas",42,-0.163,"Approach200225yardsRTP",2016
10,10,"Branden Grace",31,-0.161,"Approach200225yardsRTP",2016
11,11,"Charley Hoffman",49,-0.148,"Approach200225yardsRTP",2016
12,26,"Byeong Hun An",23,-0.147,"Approach200225yardsRTP",2016
13,12,"Hideki Matsuyama",40,-0.146,"Approach200225yardsRTP",2016
14,13,"Kevin Kisner",49,-0.132,"Approach200225yardsRTP",2016
15,21,"Patton Kizzire",57,-0.127,"Approach200225yardsRTP",2016
16,16,"Ryan Palmer",46,-0.123,"Approach200225yardsRTP",2016
17,17,"Hudson Swafford",52,-0.121,"Approach200225yardsRTP",2016
18,19,"Smylie Kaufman",57,-0.115,"Approach200225yardsRTP",2016
19,13,"William McGirt",54,-0.11,"Approach200225yardsRTP",2016
20,22,"Sergio Garcia",28,-0.105,"Approach200225yardsRTP",2016
20,22,"Russell Henley",42,-0.105,"Approach200225yardsRTP",2016
22,24,"Marc Leishman",41,-0.104,"Approach200225yardsRTP",2016
23,28,"Nick Taylor",57,-0.102,"Approach200225yardsRTP",2016
24,48,"Phil Mickelson",37,-0.1,"Approach200225yardsRTP",2016
24,18,"Jhonattan Vegas",49,-0.1,"Approach200225yardsRTP",2016
26,46,"Luke List",51,-0.091,"Approach200225yardsRTP",2016
27,20,"Jamie Lovemark",57,-0.09,"Approach200225yardsRTP",2016
28,71,"Tony Finau",49,-0.086,"Approach200225yardsRTP",2016
29,31,"Zach Johnson",42,-0.085,"Approach200225yardsRTP",2016
30,39,"Davis Love III",40,-0.081,"Approach200225yardsRTP",2016
30,38,"Ian Poulter",37,-0.081,"Approach200225yardsRTP",2016
32,33,"Pat Perez",28,-0.08,"Approach200225yardsRTP",2016
32,25,"David Toms",38,-0.08,"Approach200225yardsRTP",2016
34,32,"Cameron Tringale",47,-0.077,"Approach200225yardsRTP",2016
35,37,"Wes Roach",33,-0.074,"Approach200225yardsRTP",2016
36,47,"Retief Goosen",37,-0.069,"Approach200225yardsRTP",2016
36,27,"Emiliano Grillo",47,-0.069,"Approach200225yardsRTP",2016
38,67,"Justin Rose",35,-0.067,"Approach200225yardsRTP",2016
39,42,"Graeme McDowell",33,-0.064,"Approach200225yardsRTP",2016
40,51,"Andrew Loupe",50,-0.063,"Approach200225yardsRTP",2016
41,39,"Graham DeLaet",50,-0.06,"Approach200225yardsRTP",2016
42,29,"Harris English",51,-0.059,"Approach200225yardsRTP",2016
