"DrivingPct320Measured_RANKTHISWEEK_2012","DrivingPct320Measured_RANKLASTWEEK_2012","DrivingPct320Measured_PLAYERNAME_2012","DrivingPct320Measured_ROUNDS_2012","DrivingPct320Measured_Pct_2012","DrivingPct320Measured_TOTALDRIVESFOR320_2012","DrivingPct320Measured_TOTALDRVSOVERALL_2012","DrivingPct320Measured_RELATIVETOPAR_2012","stat_name","year"
1,1,"Bubba Watson",68,46.15,48,104,-0.63,"DrivingPct320Measured",2012
2,2,"Dustin Johnson",70,35.96,41,114,-0.37,"DrivingPct320Measured",2012
3,3,"JB Holmes",90,35.37,58,164,-0.19,"DrivingPct320Measured",2012
4,4,"John Daly",50,34.21,26,76,-0.23,"DrivingPct320Measured",2012
5,5,"Charlie Beljan",61,33.96,36,106,-0.58,"DrivingPct320Measured",2012
6,6,"Robert Garrigus",89,33.95,55,162,-0.29,"DrivingPct320Measured",2012
7,7,"Rory McIlroy",60,30,24,80,-0.46,"DrivingPct320Measured",2012
8,8,"Jason Day",57,29.17,28,96,-0.57,"DrivingPct320Measured",2012
9,9,"Jhonattan Vegas",77,26,39,150,-0.26,"DrivingPct320Measured",2012
10,10,"Scott Piercy",95,25.84,46,178,-0.41,"DrivingPct320Measured",2012
11,11,"Adam Scott",59,23.81,20,84,-0.25,"DrivingPct320Measured",2012
12,12,"Kyle Stanley",86,22.97,34,148,-0.5,"DrivingPct320Measured",2012
13,13,"Gary Woodland",70,22.32,25,112,-0.36,"DrivingPct320Measured",2012
14,14,"Keegan Bradley",90,22.22,32,144,-0.41,"DrivingPct320Measured",2012
15,15,"Troy Kelly",68,21.67,26,120,-0.58,"DrivingPct320Measured",2012
16,16,"Ryan Palmer",81,21.43,33,154,-0.27,"DrivingPct320Measured",2012
17,17,"Angel Cabrera",54,21.05,16,76,-0.13,"DrivingPct320Measured",2012
18,18,"Scott Stallings",78,20.83,30,144,-0.3,"DrivingPct320Measured",2012
19,19,"Graham DeLaet",79,20.67,31,150,-0.29,"DrivingPct320Measured",2012
20,20,"Martin Laird",77,20.34,24,118,-0.21,"DrivingPct320Measured",2012
21,21,"Jason Kokrak",79,19.33,29,150,0.03,"DrivingPct320Measured",2012
22,22,"Harrison Frazar",56,17.31,18,104,-0.5,"DrivingPct320Measured",2012
23,23,"Seung Yul Noh",105,17.2,32,186,-0.47,"DrivingPct320Measured",2012
24,24,"Tiger Woods",69,16.67,17,102,-0.29,"DrivingPct320Measured",2012
25,25,"Daniel Chopra",55,16.33,16,98,-0.06,"DrivingPct320Measured",2012
26,26,"Sean OHair",84,16.25,26,160,-0.31,"DrivingPct320Measured",2012
27,27,"Brandt Jobe",57,16.04,17,106,-0.71,"DrivingPct320Measured",2012
28,28,"Edward Loar",59,15.69,16,102,-0.63,"DrivingPct320Measured",2012
29,29,"Nick Watney",97,15.63,25,160,-0.36,"DrivingPct320Measured",2012
30,30,"Jimmy Walker",101,15.46,30,194,-0.5,"DrivingPct320Measured",2012
31,31,"Josh Teater",97,15.05,28,186,-0.5,"DrivingPct320Measured",2012
32,32,"Mark Anderson",75,14.49,20,138,-0.3,"DrivingPct320Measured",2012
33,33,"Bobby Gates",87,14.46,24,166,-0.46,"DrivingPct320Measured",2012
34,34,"Padraig Harrington",67,13.83,13,94,-0.31,"DrivingPct320Measured",2012
35,35,"Stephen Gangluff",57,13.73,14,102,-0.43,"DrivingPct320Measured",2012
36,36,"Charles Howell III",98,13.37,23,172,-0.48,"DrivingPct320Measured",2012
37,37,"Tommy Gainey",98,13.02,25,192,-0.2,"DrivingPct320Measured",2012
38,38,"Greg Owen",90,12.79,22,172,-0.18,"DrivingPct320Measured",2012
39,39,"Harris English",98,12.77,24,188,-0.5,"DrivingPct320Measured",2012
40,40,"Scott Brown",65,11.86,14,118,-0.29,"DrivingPct320Measured",2012
40,40,"Chris Couch",61,11.86,14,118,-0.36,"DrivingPct320Measured",2012
42,42,"Troy Matteson",100,11.67,21,180,0.05,"DrivingPct320Measured",2012
43,43,"Carl Pettersson",92,11.59,19,164,-0.37,"DrivingPct320Measured",2012
44,44,"Martin Flores",95,11.54,21,182,-0.29,"DrivingPct320Measured",2012
44,44,"Phil Mickelson",79,11.54,15,130,-0.27,"DrivingPct320Measured",2012
46,46,"Sergio Garcia",57,11.36,10,88,-0.4,"DrivingPct320Measured",2012
47,47,"John Rollins",81,11.33,17,150,-0.41,"DrivingPct320Measured",2012
48,48,"Charl Schwartzel",56,11.25,9,80,-0.44,"DrivingPct320Measured",2012
49,49,"Aaron Baddeley",73,11.21,13,116,-0.46,"DrivingPct320Measured",2012
50,50,"Erik Compton",81,10.96,16,146,-0.44,"DrivingPct320Measured",2012
51,51,"John Merrick",83,10.76,17,158,-0.59,"DrivingPct320Measured",2012
52,52,"Boo Weekley",74,10.61,14,132,-0.29,"DrivingPct320Measured",2012
53,53,"Ryo Ishikawa",54,10.53,8,76,-0.63,"DrivingPct320Measured",2012
54,54,"Marc Leishman",84,10.26,16,156,-0.25,"DrivingPct320Measured",2012
55,55,"Ricky Barnes",92,10.23,18,176,-0.56,"DrivingPct320Measured",2012
56,56,"Matt Jones",53,10.2,10,98,-0.5,"DrivingPct320Measured",2012
56,56,"Louis Oosthuizen",65,10.2,10,98,-0.3,"DrivingPct320Measured",2012
58,58,"Rickie Fowler",84,10.14,14,138,-0.36,"DrivingPct320Measured",2012
59,59,"Kevin Chappell",91,10.13,16,158,-0.44,"DrivingPct320Measured",2012
60,60,"Jeff Overton",101,10,19,190,-0.74,"DrivingPct320Measured",2012
61,61,"Danny Lee",74,9.85,13,132,-0.54,"DrivingPct320Measured",2012
62,62,"Mathew Goggin",65,9.84,12,122,-0.67,"DrivingPct320Measured",2012
63,63,"Davis Love III",64,9.82,11,112,-0.18,"DrivingPct320Measured",2012
64,64,"Bill Lunde",83,9.59,14,146,-0.43,"DrivingPct320Measured",2012
65,65,"Vijay Singh",99,9.41,16,170,-0.38,"DrivingPct320Measured",2012
66,66,"Chad Campbell",84,9.38,15,160,-0.33,"DrivingPct320Measured",2012
66,66,"Bill Haas",79,9.38,12,128,-0.17,"DrivingPct320Measured",2012
68,68,"JJ Killeen",101,9.14,17,186,-0.24,"DrivingPct320Measured",2012
69,69,"Hunter Haas",69,9.02,11,122,-0.36,"DrivingPct320Measured",2012
70,70,"Lee Westwood",60,8.75,7,80,-0.29,"DrivingPct320Measured",2012
71,71,"Sangmoon Bae",81,8.73,11,126,-0.45,"DrivingPct320Measured",2012
72,72,"Charley Hoffman",88,8.72,15,172,-0.6,"DrivingPct320Measured",2012
73,73,"DJ Trahan",73,8.7,12,138,-0.25,"DrivingPct320Measured",2012
74,74,"Matt Bettencourt",80,8.57,12,140,-0.08,"DrivingPct320Measured",2012
75,75,"Garth Mulroy",59,8.49,9,106,-0.44,"DrivingPct320Measured",2012
76,76,"Ernie Els",80,8.33,11,132,-0.36,"DrivingPct320Measured",2012
76,76,"Robert Karlsson",54,8.33,7,84,-0.71,"DrivingPct320Measured",2012
78,78,"Tim Herron",88,8.14,14,172,-0.21,"DrivingPct320Measured",2012
78,78,"Henrik Stenson",51,8.14,7,86,-0.57,"DrivingPct320Measured",2012
80,80,"Jonathan Byrd",69,8.04,9,112,-0.56,"DrivingPct320Measured",2012
81,81,"JJ Henry",93,8.02,13,162,-0.08,"DrivingPct320Measured",2012
82,82,"Pat Perez",81,8,12,150,-0.83,"DrivingPct320Measured",2012
83,83,"Stewart Cink",71,7.89,9,114,-0.22,"DrivingPct320Measured",2012
84,84,"Bob Estes",78,7.86,11,140,-0.27,"DrivingPct320Measured",2012
85,85,"Trevor Immelman",76,7.81,10,128,-0.5,"DrivingPct320Measured",2012
86,86,"Kyle Reifers",86,7.32,12,164,-0.42,"DrivingPct320Measured",2012
87,87,"Chris Kirk",93,7.3,13,178,-0.46,"DrivingPct320Measured",2012
88,88,"Bo Van Pelt",84,7.25,10,138,-0.1,"DrivingPct320Measured",2012
89,89,"Kevin Streelman",89,7.23,12,166,-0.5,"DrivingPct320Measured",2012
90,90,"Roberto Castro",92,7.14,12,168,-0.33,"DrivingPct320Measured",2012
90,90,"KJ Choi",71,7.14,8,112,-0.38,"DrivingPct320Measured",2012
90,90,"James Driscoll",83,7.14,11,154,-0.27,"DrivingPct320Measured",2012
90,90,"Andres Romero",68,7.14,8,112,-0.25,"DrivingPct320Measured",2012
90,90,"Kevin Stadler",85,7.14,11,154,0.09,"DrivingPct320Measured",2012
90,90,"Roland Thatcher",55,7.14,7,98,-0.71,"DrivingPct320Measured",2012
96,96,"YE Yang",64,7,7,100,0.29,"DrivingPct320Measured",2012
97,97,"Nathan Green",73,6.92,9,130,-0.67,"DrivingPct320Measured",2012
98,98,"Blake Adams",107,6.84,13,190,-0.54,"DrivingPct320Measured",2012
99,99,"Jason Dufner",83,6.82,9,132,-0.33,"DrivingPct320Measured",2012
100,100,"Hunter Mahan",88,6.62,9,136,0,"DrivingPct320Measured",2012
101,101,"Rod Pampling",88,6.58,10,152,-0.4,"DrivingPct320Measured",2012
102,102,"Chris Stroud",86,6.55,11,168,-0.36,"DrivingPct320Measured",2012
103,103,"Cameron Beckman",81,6.49,10,154,0,"DrivingPct320Measured",2012
103,103,"George McNeill",85,6.49,10,154,-0.6,"DrivingPct320Measured",2012
103,103,"Camilo Villegas",79,6.49,10,154,-0.4,"DrivingPct320Measured",2012
106,106,"Dicky Pride",62,6.48,7,108,-0.43,"DrivingPct320Measured",2012
106,106,"Justin Rose",69,6.48,7,108,-0.14,"DrivingPct320Measured",2012
108,108,"Sung Kang",75,6.34,9,142,-0.44,"DrivingPct320Measured",2012
108,108,"Brendan Steele",77,6.34,9,142,-0.67,"DrivingPct320Measured",2012
110,110,"Greg Chalmers",88,6.33,10,158,-0.6,"DrivingPct320Measured",2012
111,111,"Kris Blanks",65,6.25,8,128,-0.5,"DrivingPct320Measured",2012
111,111,"Rory Sabbatini",84,6.25,10,160,-0.4,"DrivingPct320Measured",2012
111,111,"John Senden",81,6.25,8,128,-0.25,"DrivingPct320Measured",2012
114,114,"Brendon de Jonge",115,6.07,13,214,-0.38,"DrivingPct320Measured",2012
115,115,"Tom Gillis",75,6,9,150,0.11,"DrivingPct320Measured",2012
116,116,"Ted Potter Jr",77,5.97,8,134,-0.5,"DrivingPct320Measured",2012
117,117,"Daniel Summerhays",81,5.84,9,154,-0.44,"DrivingPct320Measured",2012
118,118,"Kevin Na",80,5.8,8,138,-0.13,"DrivingPct320Measured",2012
119,119,"Will Claxton",99,5.79,11,190,-0.45,"DrivingPct320Measured",2012
120,120,"Robert Allenby",76,5.56,8,144,-0.25,"DrivingPct320Measured",2012
120,120,"Brian Harman",101,5.56,11,198,-0.82,"DrivingPct320Measured",2012
120,120,"Steve Stricker",73,5.56,6,108,-0.33,"DrivingPct320Measured",2012
123,123,"Arjun Atwal",79,5.48,8,146,-0.63,"DrivingPct320Measured",2012
124,124,"Stephen Ames",54,5.43,5,92,-0.4,"DrivingPct320Measured",2012
125,125,"Miguel Angel Carballo",73,5.38,7,130,-0.43,"DrivingPct320Measured",2012
125,125,"John Huh",99,5.38,10,186,-0.6,"DrivingPct320Measured",2012
127,127,"Cameron Tringale",88,5.36,9,168,-0.78,"DrivingPct320Measured",2012
128,128,"Ben Crane",73,5.3,7,132,-0.71,"DrivingPct320Measured",2012
128,128,"Russell Knox",72,5.3,7,132,-1,"DrivingPct320Measured",2012
130,130,"David Hearn",95,5.26,10,190,-0.5,"DrivingPct320Measured",2012
130,130,"Graeme McDowell",55,5.26,4,76,-0.75,"DrivingPct320Measured",2012
132,132,"Ryan Moore",89,5.17,9,174,0.22,"DrivingPct320Measured",2012
133,133,"Matt Kuchar",86,5.15,7,136,-0.14,"DrivingPct320Measured",2012
134,134,"Jonas Blixt",72,5,7,140,-0.57,"DrivingPct320Measured",2012
134,134,"Ian Poulter",57,5,4,80,-0.25,"DrivingPct320Measured",2012
136,136,"Chez Reavie",83,4.79,7,146,-0.29,"DrivingPct320Measured",2012
137,137,"DA Points",88,4.76,8,168,-0.38,"DrivingPct320Measured",2012
138,138,"Ken Duke",104,4.69,9,192,-0.56,"DrivingPct320Measured",2012
139,139,"Spencer Levin",81,4.67,7,150,0.14,"DrivingPct320Measured",2012
139,139,"Vaughn Taylor",81,4.67,7,150,-0.29,"DrivingPct320Measured",2012
141,141,"Billy Mayfair",90,4.65,8,172,-0.38,"DrivingPct320Measured",2012
142,142,"Bud Cauley",99,4.64,9,194,-0.44,"DrivingPct320Measured",2012
143,143,"Tommy Biershenk",74,4.55,6,132,-0.33,"DrivingPct320Measured",2012
143,143,"Freddie Jacobson",61,4.55,4,88,0,"DrivingPct320Measured",2012
145,145,"Zach Johnson",95,4.49,7,156,-0.43,"DrivingPct320Measured",2012
146,146,"David Toms",60,4.35,4,92,-0.25,"DrivingPct320Measured",2012
147,147,"Michael Bradley",63,4.24,5,118,-0.2,"DrivingPct320Measured",2012
148,148,"Kevin Kisner",69,4.1,5,122,-0.2,"DrivingPct320Measured",2012
149,149,"Derek Lamely",64,4.03,5,124,-0.6,"DrivingPct320Measured",2012
150,150,"Richard Lee",71,3.85,5,130,-0.4,"DrivingPct320Measured",2012
151,151,"Billy Hurley III",70,3.79,5,132,-0.2,"DrivingPct320Measured",2012
152,152,"Charlie Wi",86,3.75,6,160,-0.83,"DrivingPct320Measured",2012
153,153,"Jim Furyk",85,3.68,5,136,0.2,"DrivingPct320Measured",2012
153,153,"Brandt Snedeker",81,3.68,5,136,0,"DrivingPct320Measured",2012
155,155,"Johnson Wagner",88,3.66,6,164,0.33,"DrivingPct320Measured",2012
156,156,"Jeff Maggert",83,3.61,6,166,-0.5,"DrivingPct320Measured",2012
157,157,"Alexandre Rocha",62,3.57,4,112,-0.5,"DrivingPct320Measured",2012
158,158,"Michael Thompson",80,3.47,5,144,-0.6,"DrivingPct320Measured",2012
159,159,"Geoff Ogilvy",73,3.45,4,116,0,"DrivingPct320Measured",2012
160,160,"Kyle Thompson",51,3.33,3,90,-1,"DrivingPct320Measured",2012
161,161,"Luke Donald",63,3.13,3,96,-0.33,"DrivingPct320Measured",2012
161,161,"Rocco Mediate",70,3.13,4,128,-0.5,"DrivingPct320Measured",2012
163,163,"Webb Simpson",77,3.03,4,132,0,"DrivingPct320Measured",2012
164,164,"Tim Clark",60,3,3,100,-0.33,"DrivingPct320Measured",2012
164,164,"Steve Wheatcroft",56,3,3,100,0,"DrivingPct320Measured",2012
166,166,"Gary Christian",91,2.94,5,170,-0.4,"DrivingPct320Measured",2012
166,166,"Scott Dunlap",57,2.94,3,102,-1,"DrivingPct320Measured",2012
168,168,"Brendon Todd",78,2.86,4,140,-0.25,"DrivingPct320Measured",2012
168,168,"Mark Wilson",84,2.86,4,140,-0.25,"DrivingPct320Measured",2012
170,170,"Stuart Appleby",75,2.82,4,142,-0.25,"DrivingPct320Measured",2012
171,171,"Billy Horschel",63,2.73,3,110,0,"DrivingPct320Measured",2012
172,172,"Tom Pernice Jr",62,2.59,3,116,0.33,"DrivingPct320Measured",2012
173,173,"William McGirt",96,2.22,4,180,-0.5,"DrivingPct320Measured",2012
174,174,"Jason Bohn",81,2.11,3,142,0,"DrivingPct320Measured",2012
175,175,"Matt Every",80,2.08,3,144,-0.67,"DrivingPct320Measured",2012
176,176,"Marco Dawson",60,1.85,2,108,-0.5,"DrivingPct320Measured",2012
177,177,"Brian Gay",91,1.72,3,174,0.67,"DrivingPct320Measured",2012
178,178,"Justin Leonard",79,1.37,2,146,0.5,"DrivingPct320Measured",2012
179,179,"David Mathis",83,1.33,2,150,-1,"DrivingPct320Measured",2012
180,180,"Ryuji Imada",78,1.32,2,152,-1,"DrivingPct320Measured",2012
181,181,"Bryce Molder",83,1.3,2,154,-0.5,"DrivingPct320Measured",2012
182,182,"Ben Curtis",62,0.96,1,104,0,"DrivingPct320Measured",2012
183,183,"Gavin Coles",72,0.76,1,132,0,"DrivingPct320Measured",2012
184,184,"John Mallinger",74,0.71,1,140,0,"DrivingPct320Measured",2012
185,185,"Chris DiMarco",83,0.63,1,158,0,"DrivingPct320Measured",2012
185,185,"Jerry Kelly",84,0.63,1,160,-1,"DrivingPct320Measured",2012
187,187,"Brian Davis",91,0.59,1,170,0,"DrivingPct320Measured",2012
