"StrokesGainedTeetoGreen_RANKTHISWEEK_2011","StrokesGainedTeetoGreen_RANKLASTWEEK_2011","StrokesGainedTeetoGreen_PLAYERNAME_2011","StrokesGainedTeetoGreen_ROUNDS_2011","StrokesGainedTeetoGreen_AVERAGE_2011","StrokesGainedTeetoGreen_TOTALSGT2G_2011","StrokesGainedTeetoGreen_SGTOTAL_2011","StrokesGainedTeetoGreen_TOTALSGP_2011","StrokesGainedTeetoGreen_MEASUREDROUNDS_2011","stat_name","year"
74,74,"Brian Gay",90,0.194,14.349,51.899,37.55,74,"StrokesGainedTeetoGreen",2011
75,75,"Chris Stroud",88,0.192,14.954,1.786,-13.168,78,"StrokesGainedTeetoGreen",2011
76,76,"Josh Teater",104,0.185,17.044,4.595,-12.449,92,"StrokesGainedTeetoGreen",2011
77,77,"JJ Henry",96,0.173,13.69,23.715,10.025,79,"StrokesGainedTeetoGreen",2011
78,78,"Shane Bertsch",62,0.169,8.808,13.765,4.957,52,"StrokesGainedTeetoGreen",2011
79,79,"Kevin Chappell",78,0.164,9.987,-24.406,-34.393,61,"StrokesGainedTeetoGreen",2011
80,80,"Lucas Glover",74,0.156,9.49,25.182,15.692,61,"StrokesGainedTeetoGreen",2011
81,81,"Scott Stallings",84,0.153,10.578,-2.104,-12.682,69,"StrokesGainedTeetoGreen",2011
82,82,"Kevin Na",84,0.121,8.243,49.673,41.43,68,"StrokesGainedTeetoGreen",2011
83,83,"Marc Leishman",87,0.116,9.246,-1.942,-11.188,80,"StrokesGainedTeetoGreen",2011
84,84,"Graeme McDowell",50,0.112,4.146,7.304,3.158,37,"StrokesGainedTeetoGreen",2011
85,85,"Sean OHair",71,0.097,5.822,-7.468,-13.29,60,"StrokesGainedTeetoGreen",2011
86,86,"Kevin Stadler",88,0.095,6.966,-21.151,-28.117,73,"StrokesGainedTeetoGreen",2011
87,87,"Jhonattan Vegas",84,0.091,6.343,-13.57,-19.913,70,"StrokesGainedTeetoGreen",2011
88,88,"Jimmy Walker",79,0.09,6.842,24.618,17.776,76,"StrokesGainedTeetoGreen",2011
89,89,"Chris Riley",76,0.087,5.886,-11.94,-17.826,68,"StrokesGainedTeetoGreen",2011
90,90,"Aron Price",58,0.085,4.151,9.826,5.675,49,"StrokesGainedTeetoGreen",2011
91,91,"Chris DiMarco",93,0.08,6.554,-8.041,-14.595,82,"StrokesGainedTeetoGreen",2011
92,92,"Chris Couch",73,0.072,4.877,27.563,22.686,68,"StrokesGainedTeetoGreen",2011
93,93,"Jim Herman",69,0.066,3.788,-16.856,-20.644,57,"StrokesGainedTeetoGreen",2011
94,94,"Tommy Gainey",104,0.061,5.564,17.969,12.405,91,"StrokesGainedTeetoGreen",2011
95,95,"Harrison Frazar",58,0.058,2.452,-12.854,-15.306,42,"StrokesGainedTeetoGreen",2011
96,96,"Cameron Tringale",110,0.039,3.757,17.872,14.115,97,"StrokesGainedTeetoGreen",2011
97,97,"Retief Goosen",50,0.038,1.522,14.077,12.555,40,"StrokesGainedTeetoGreen",2011
98,98,"Scott Piercy",78,0.036,2.284,17.045,14.761,63,"StrokesGainedTeetoGreen",2011
99,99,"Michael Bradley",74,0.011,0.644,-10.999,-11.643,59,"StrokesGainedTeetoGreen",2011
100,100,"YE Yang",63,0.004,0.156,9.486,9.33,42,"StrokesGainedTeetoGreen",2011
101,101,"Joseph Bramlett",73,0.003,0.158,-34.093,-34.251,61,"StrokesGainedTeetoGreen",2011
102,102,"Jeff Overton",92,0.002,0.131,12.467,12.336,73,"StrokesGainedTeetoGreen",2011
103,103,"Bill Lunde",92,-0.004,-0.313,-1.206,-0.893,77,"StrokesGainedTeetoGreen",2011
104,104,"Brendan Steele",89,-0.016,-1.265,-3.431,-2.166,77,"StrokesGainedTeetoGreen",2011
105,105,"Padraig Harrington",60,-0.017,-0.777,8.894,9.671,45,"StrokesGainedTeetoGreen",2011
106,106,"DA Points",89,-0.028,-2.071,15.459,17.53,74,"StrokesGainedTeetoGreen",2011
107,107,"David Hearn",88,-0.039,-2.988,10.771,13.759,76,"StrokesGainedTeetoGreen",2011
108,108,"Troy Matteson",91,-0.044,-3.537,-16.346,-12.809,81,"StrokesGainedTeetoGreen",2011
109,109,"Justin Leonard",82,-0.046,-3.432,-11.637,-8.205,74,"StrokesGainedTeetoGreen",2011
110,110,"Ryuji Imada",83,-0.054,-4.1,-12.204,-8.104,76,"StrokesGainedTeetoGreen",2011
111,111,"Paul Goydos",81,-0.055,-4.039,-49.549,-45.51,74,"StrokesGainedTeetoGreen",2011
112,112,"Scott Gutschewski",67,-0.056,-3.103,-42.817,-39.714,55,"StrokesGainedTeetoGreen",2011
113,113,"Andres Romero",77,-0.057,-3.854,27.769,31.623,68,"StrokesGainedTeetoGreen",2011
114,114,"Trevor Immelman",84,-0.063,-4.214,17.561,21.775,67,"StrokesGainedTeetoGreen",2011
115,115,"George McNeill",69,-0.077,-4.467,-4.022,0.445,58,"StrokesGainedTeetoGreen",2011
116,116,"Ryan Palmer",82,-0.079,-4.735,-8.361,-3.626,60,"StrokesGainedTeetoGreen",2011
117,117,"Tim Herron",85,-0.08,-6.194,4.098,10.292,77,"StrokesGainedTeetoGreen",2011
118,118,"Ben Curtis",66,-0.086,-5.327,7.786,13.113,62,"StrokesGainedTeetoGreen",2011
119,119,"Ian Poulter",52,-0.087,-3.377,9.3,12.677,39,"StrokesGainedTeetoGreen",2011
120,120,"Blake Adams",116,-0.128,-13.457,38.677,52.134,105,"StrokesGainedTeetoGreen",2011
120,120,"William McGirt",103,-0.128,-11.776,8.837,20.613,92,"StrokesGainedTeetoGreen",2011
122,122,"Bryce Molder",82,-0.133,-9.425,45.551,54.976,71,"StrokesGainedTeetoGreen",2011
123,123,"Hunter Haas",96,-0.156,-13.22,17.326,30.546,85,"StrokesGainedTeetoGreen",2011
124,124,"Jason Bohn",74,-0.168,-11.248,-11.421,-0.173,67,"StrokesGainedTeetoGreen",2011
125,125,"Vaughn Taylor",89,-0.193,-16.056,2.454,18.51,83,"StrokesGainedTeetoGreen",2011
126,126,"David Mathis",83,-0.208,-14.563,1.181,15.744,70,"StrokesGainedTeetoGreen",2011
127,127,"Tom Gillis",55,-0.224,-11.214,-32.16,-20.946,50,"StrokesGainedTeetoGreen",2011
128,128,"Billy Horschel",75,-0.229,-14.18,-17.998,-3.818,62,"StrokesGainedTeetoGreen",2011
129,129,"Sung Kang",63,-0.241,-12.268,-15.995,-3.727,51,"StrokesGainedTeetoGreen",2011
130,130,"James Driscoll",71,-0.252,-15.347,-19.365,-4.018,61,"StrokesGainedTeetoGreen",2011
131,131,"Kent Jones",76,-0.261,-17.477,-17.54,-0.063,67,"StrokesGainedTeetoGreen",2011
132,132,"Garrett Willis",71,-0.318,-20.328,-21.146,-0.818,64,"StrokesGainedTeetoGreen",2011
133,133,"Stephen Ames",69,-0.326,-19.547,-18.947,0.6,60,"StrokesGainedTeetoGreen",2011
134,134,"Greg Chalmers",88,-0.329,-25.974,29.512,55.486,79,"StrokesGainedTeetoGreen",2011
135,135,"Anthony Kim",72,-0.34,-19.747,-6.016,13.731,58,"StrokesGainedTeetoGreen",2011
136,136,"Johnson Wagner",81,-0.364,-25.452,0.479,25.931,70,"StrokesGainedTeetoGreen",2011
137,137,"Tag Ridings",87,-0.365,-26.976,-23.238,3.738,74,"StrokesGainedTeetoGreen",2011
138,138,"Jim Renner",65,-0.366,-19.382,-12.021,7.361,53,"StrokesGainedTeetoGreen",2011
139,139,"Angel Cabrera",50,-0.396,-13.852,4.272,18.124,35,"StrokesGainedTeetoGreen",2011
140,140,"Tim Petrovic",88,-0.398,-30.611,-13.607,17.004,77,"StrokesGainedTeetoGreen",2011
141,141,"Alex Prugh",82,-0.41,-29.129,-73.927,-44.798,71,"StrokesGainedTeetoGreen",2011
142,142,"Michael Connell",76,-0.419,-30.164,-36.592,-6.428,72,"StrokesGainedTeetoGreen",2011
143,143,"Paul Stankowski",78,-0.435,-28.287,-7.771,20.516,65,"StrokesGainedTeetoGreen",2011
144,144,"David Duval",67,-0.458,-26.577,-51.703,-25.126,58,"StrokesGainedTeetoGreen",2011
145,145,"Cameron Beckman",71,-0.482,-30.865,-41.471,-10.606,64,"StrokesGainedTeetoGreen",2011
146,146,"Steven Bowditch",86,-0.492,-38.38,-27.112,11.268,78,"StrokesGainedTeetoGreen",2011
147,147,"Matt Jones",71,-0.493,-31.549,-29.49,2.059,64,"StrokesGainedTeetoGreen",2011
148,148,"Arjun Atwal",91,-0.505,-41.941,-39.586,2.355,83,"StrokesGainedTeetoGreen",2011
149,149,"Alexandre Rocha",65,-0.513,-25.123,-24.51,0.613,49,"StrokesGainedTeetoGreen",2011
150,150,"Marc Turnesa",54,-0.538,-24.767,-18.049,6.718,46,"StrokesGainedTeetoGreen",2011
151,151,"Charlie Wi",83,-0.543,-41.809,17.261,59.07,77,"StrokesGainedTeetoGreen",2011
152,152,"Bobby Gates",82,-0.562,-37.665,-65.828,-28.163,67,"StrokesGainedTeetoGreen",2011
153,153,"Nathan Green",81,-0.563,-39.427,-31.512,7.915,70,"StrokesGainedTeetoGreen",2011
154,154,"Joe Ogilvie",75,-0.57,-34.743,-22.524,12.219,61,"StrokesGainedTeetoGreen",2011
155,155,"Stuart Appleby",65,-0.571,-34.232,-43.311,-9.079,60,"StrokesGainedTeetoGreen",2011
155,155,"Fabian Gomez",84,-0.571,-39.416,-46.797,-7.381,69,"StrokesGainedTeetoGreen",2011
157,157,"Michael Thompson",79,-0.6,-41.422,-10.068,31.354,69,"StrokesGainedTeetoGreen",2011
158,158,"JP Hayes",56,-0.619,-29.702,-29.76,-0.058,48,"StrokesGainedTeetoGreen",2011
159,159,"Justin Hicks",60,-0.624,-27.471,-68.912,-41.441,44,"StrokesGainedTeetoGreen",2011
160,160,"Steve Flesch",88,-0.627,-48.911,-24.296,24.615,78,"StrokesGainedTeetoGreen",2011
161,161,"Lee Janzen",62,-0.653,-32.653,-25.781,6.872,50,"StrokesGainedTeetoGreen",2011
162,162,"Michael Putnam",67,-0.685,-36.317,-12.122,24.195,53,"StrokesGainedTeetoGreen",2011
163,163,"Zack Miller",86,-0.692,-51.867,-83.714,-31.847,75,"StrokesGainedTeetoGreen",2011
164,164,"Matt McQuillan",59,-0.702,-33.714,-9.498,24.216,48,"StrokesGainedTeetoGreen",2011
165,165,"Steve Elkington",50,-0.729,-30.621,-18.719,11.902,42,"StrokesGainedTeetoGreen",2011
166,166,"Ben Martin",74,-0.746,-48.488,-21.604,26.884,65,"StrokesGainedTeetoGreen",2011
167,167,"Roland Thatcher",67,-0.771,-47.055,-33.296,13.759,61,"StrokesGainedTeetoGreen",2011
168,168,"Jarrod Lyle",83,-0.78,-56.148,-65.657,-9.509,72,"StrokesGainedTeetoGreen",2011
169,169,"Shaun Micheel",77,-0.783,-50.911,-39.453,11.458,65,"StrokesGainedTeetoGreen",2011
170,170,"Rich Beem",53,-0.784,-36.079,-62.608,-26.529,46,"StrokesGainedTeetoGreen",2011
170,170,"Dean Wilson",62,-0.784,-44.69,-15.14,29.55,57,"StrokesGainedTeetoGreen",2011
172,172,"Troy Merritt",63,-0.804,-45.83,-64.517,-18.687,57,"StrokesGainedTeetoGreen",2011
173,173,"DJ Brigman",67,-0.91,-50.053,-63.693,-13.64,55,"StrokesGainedTeetoGreen",2011
174,174,"Bio Kim",71,-0.972,-56.394,-54.966,1.428,58,"StrokesGainedTeetoGreen",2011
175,175,"Andres Gonzales",60,-0.987,-45.414,-36.02,9.394,46,"StrokesGainedTeetoGreen",2011
176,176,"Matt Bettencourt",84,-0.992,-76.366,-65.164,11.202,77,"StrokesGainedTeetoGreen",2011
177,177,"Scott McCarron",65,-1.048,-56.596,-24.444,32.152,54,"StrokesGainedTeetoGreen",2011
178,178,"Kevin Kisner",70,-1.053,-60.007,-56.025,3.982,57,"StrokesGainedTeetoGreen",2011
179,179,"Colt Knost",80,-1.084,-72.606,-50.306,22.3,67,"StrokesGainedTeetoGreen",2011
180,180,"Rocco Mediate",53,-1.085,-52.068,-78.803,-26.735,48,"StrokesGainedTeetoGreen",2011
181,181,"Derek Lamely",65,-1.177,-68.252,-83.466,-15.214,58,"StrokesGainedTeetoGreen",2011
182,182,"Richard Johnson",64,-1.253,-67.655,-62.052,4.614,54,"StrokesGainedTeetoGreen",2011
183,183,"Nate Smith",66,-1.353,-71.735,-52.137,19.598,53,"StrokesGainedTeetoGreen",2011
184,184,"Daniel Summerhays",75,-1.443,-95.228,-110.028,-14.8,66,"StrokesGainedTeetoGreen",2011
185,185,"Will Strickler",51,-1.493,-64.18,-49.14,15.04,43,"StrokesGainedTeetoGreen",2011
186,186,"Martin Piller",63,-1.573,-81.792,-75.577,6.215,52,"StrokesGainedTeetoGreen",2011
