"ProximitytoHolefrom2030yards_RANKTHISWEEK_2014","ProximitytoHolefrom2030yards_RANKLASTWEEK_2014","ProximitytoHolefrom2030yards_PLAYERNAME_2014","ProximitytoHolefrom2030yards_ROUNDS_2014","ProximitytoHolefrom2030yards_AVGDTP_2014","ProximitytoHolefrom2030yards_TOTALDISTANCEFEET_2014","ProximitytoHolefrom2030yards_OFSHOTS_2014","ProximitytoHolefrom2030yards_SCRAMBLINGRANK_2014","stat_name","year"
1,1,"Shawn Stefani",60,NA,594.667,82,67,"ProximitytoHolefrom2030yards",2014
2,2,"David Toms",64,NA,521.583,71,23,"ProximitytoHolefrom2030yards",2014
3,3,"Justin Leonard",75,NA,789.75,107,6,"ProximitytoHolefrom2030yards",2014
4,4,"Justin Rose",70,NA,579.083,77,31,"ProximitytoHolefrom2030yards",2014
5,5,"Jonathan Byrd",76,NA,781.667,102,99,"ProximitytoHolefrom2030yards",2014
5,5,"Luke Donald",57,NA,513.167,67,38,"ProximitytoHolefrom2030yards",2014
7,7,"Sergio Garcia",61,NA,382.667,49,2,"ProximitytoHolefrom2030yards",2014
7,7,"Bill Haas",107,NA,1036.083,132,43,"ProximitytoHolefrom2030yards",2014
7,7,"Bryce Molder",77,NA,780.417,100,44,"ProximitytoHolefrom2030yards",2014
10,10,"Bud Cauley",56,NA,490,62,57,"ProximitytoHolefrom2030yards",2014
10,10,"Brad Fritsch",50,NA,481.167,61,54,"ProximitytoHolefrom2030yards",2014
10,10,"Ryo Ishikawa",75,NA,829.75,105,152,"ProximitytoHolefrom2030yards",2014
10,10,"Chris Stroud",88,NA,870.75,110,18,"ProximitytoHolefrom2030yards",2014
10,10,"Mike Weir",69,NA,825.083,104,56,"ProximitytoHolefrom2030yards",2014
15,15,"Stuart Appleby",92,NA,945.167,118,34,"ProximitytoHolefrom2030yards",2014
16,16,"Ernie Els",85,NA,868,107,26,"ProximitytoHolefrom2030yards",2014
17,17,"Jason Bohn",81,NA,752.417,92,131,"ProximitytoHolefrom2030yards",2014
17,17,"Scott Langley",95,NA,866.167,106,21,"ProximitytoHolefrom2030yards",2014
17,17,"Patrick Reed",92,NA,1047,128,69,"ProximitytoHolefrom2030yards",2014
17,17,"YE Yang",79,NA,902.667,111,122,"ProximitytoHolefrom2030yards",2014
21,21,"Brian Davis",93,NA,1280.333,155,25,"ProximitytoHolefrom2030yards",2014
21,21,"Cameron Tringale",111,NA,1210.25,147,70,"ProximitytoHolefrom2030yards",2014
23,23,"Tim Clark",75,NA,566.667,68,70,"ProximitytoHolefrom2030yards",2014
23,23,"Brian Gay",81,NA,905.083,109,3,"ProximitytoHolefrom2030yards",2014
23,23,"Retief Goosen",94,NA,1060.75,127,33,"ProximitytoHolefrom2030yards",2014
23,23,"Bronson La Cassie",51,NA,573,69,48,"ProximitytoHolefrom2030yards",2014
23,23,"Kevin Na",94,NA,1026.25,123,4,"ProximitytoHolefrom2030yards",2014
23,23,"Seung Yul Noh",92,NA,1051.833,126,45,"ProximitytoHolefrom2030yards",2014
29,29,"Roberto Castro",76,NA,889.25,106,136,"ProximitytoHolefrom2030yards",2014
29,29,"Zach Johnson",97,NA,935.167,111,36,"ProximitytoHolefrom2030yards",2014
29,29,"Martin Laird",66,NA,798.083,95,157,"ProximitytoHolefrom2030yards",2014
29,29,"Louis Oosthuizen",50,NA,337.583,40,172,"ProximitytoHolefrom2030yards",2014
29,29,"Charlie Wi",72,NA,887.75,105,15,"ProximitytoHolefrom2030yards",2014
34,34,"Matt Jones",83,NA,951.25,112,133,"ProximitytoHolefrom2030yards",2014
34,34,"Matt Kuchar",91,NA,936.833,110,12,"ProximitytoHolefrom2030yards",2014
36,36,"Scott Brown",100,NA,1051.333,123,86,"ProximitytoHolefrom2030yards",2014
36,36,"Kevin Chappell",100,NA,1021.5,119,114,"ProximitytoHolefrom2030yards",2014
36,36,"KJ Choi",80,NA,976.25,114,119,"ProximitytoHolefrom2030yards",2014
36,36,"Ben Martin",80,NA,832,97,75,"ProximitytoHolefrom2030yards",2014
36,36,"Charl Schwartzel",64,NA,812.333,95,21,"ProximitytoHolefrom2030yards",2014
36,36,"Brendan Steele",89,NA,852.083,99,67,"ProximitytoHolefrom2030yards",2014
42,42,"Steven Bowditch",93,NA,1226.5,141,120,"ProximitytoHolefrom2030yards",2014
42,42,"Gonzalo Fdez Castano",83,NA,932.5,108,100,"ProximitytoHolefrom2030yards",2014
42,42,"Martin Flores",85,NA,957.5,111,111,"ProximitytoHolefrom2030yards",2014
42,42,"Jim Furyk",84,NA,664.417,77,1,"ProximitytoHolefrom2030yards",2014
42,42,"Brian Harman",111,NA,1208.75,139,60,"ProximitytoHolefrom2030yards",2014
42,42,"Phil Mickelson",71,NA,692.667,80,20,"ProximitytoHolefrom2030yards",2014
48,48,"Luke Guthrie",85,NA,1106,127,29,"ProximitytoHolefrom2030yards",2014
48,48,"Michael Putnam",106,NA,1062.5,121,122,"ProximitytoHolefrom2030yards",2014
48,48,"Webb Simpson",87,NA,975.833,112,77,"ProximitytoHolefrom2030yards",2014
48,48,"Tim Wilkinson",86,NA,1048.583,120,10,"ProximitytoHolefrom2030yards",2014
52,52,"Hideki Matsuyama",82,NA,680.25,77,41,"ProximitytoHolefrom2030yards",2014
52,52,"DA Points",75,NA,838.083,95,156,"ProximitytoHolefrom2030yards",2014
52,52,"Ian Poulter",57,NA,574.583,65,98,"ProximitytoHolefrom2030yards",2014
55,55,"Jonas Blixt",64,NA,527.75,59,84,"ProximitytoHolefrom2030yards",2014
55,55,"Greg Chalmers",85,NA,1253.25,140,65,"ProximitytoHolefrom2030yards",2014
55,55,"Charley Hoffman",93,NA,844.083,95,64,"ProximitytoHolefrom2030yards",2014
55,55,"Trevor Immelman",84,NA,1040.583,117,150,"ProximitytoHolefrom2030yards",2014
55,55,"Jeff Maggert",54,NA,553.583,62,93,"ProximitytoHolefrom2030yards",2014
55,55,"George McNeill",79,NA,887.833,100,97,"ProximitytoHolefrom2030yards",2014
55,55,"Adam Scott",68,NA,736.833,83,37,"ProximitytoHolefrom2030yards",2014
55,55,"Heath Slocum",71,NA,778.083,87,24,"ProximitytoHolefrom2030yards",2014
55,55,"Brandt Snedeker",89,NA,826.167,93,66,"ProximitytoHolefrom2030yards",2014
64,64,"JB Holmes",86,NA,1273.75,142,89,"ProximitytoHolefrom2030yards",2014
64,64,"Michael Thompson",74,NA,891.833,99,90,"ProximitytoHolefrom2030yards",2014
64,64,"Brendon Todd",108,NA,1176.917,131,7,"ProximitytoHolefrom2030yards",2014
67,67,"Briny Baird",50,NA,644.5,71,118,"ProximitytoHolefrom2030yards",2014
67,67,"Paul Casey",56,NA,573.5,63,128,"ProximitytoHolefrom2030yards",2014
67,67,"Stewart Cink",91,NA,854.75,94,142,"ProximitytoHolefrom2030yards",2014
67,67,"Jerry Kelly",80,NA,893.75,98,16,"ProximitytoHolefrom2030yards",2014
67,67,"Chris Kirk",105,NA,1248.083,137,9,"ProximitytoHolefrom2030yards",2014
67,67,"Kevin Kisner",85,NA,1021.083,112,122,"ProximitytoHolefrom2030yards",2014
67,67,"Camilo Villegas",95,NA,1225.167,135,125,"ProximitytoHolefrom2030yards",2014
74,74,"Ricky Barnes",92,NA,1117.25,122,19,"ProximitytoHolefrom2030yards",2014
74,74,"Brooks Koepka",56,NA,502.833,55,108,"ProximitytoHolefrom2030yards",2014
74,74,"Jordan Spieth",102,NA,1116.833,122,13,"ProximitytoHolefrom2030yards",2014
74,74,"Robert Streb",75,NA,935,102,80,"ProximitytoHolefrom2030yards",2014
74,74,"Nicholas Thompson",85,NA,955.75,104,164,"ProximitytoHolefrom2030yards",2014
79,79,"Woody Austin",63,NA,860.083,93,146,"ProximitytoHolefrom2030yards",2014
79,79,"Chad Collins",78,NA,1033.083,112,60,"ProximitytoHolefrom2030yards",2014
79,79,"Jason Day",54,NA,497.667,54,5,"ProximitytoHolefrom2030yards",2014
79,79,"Ken Duke",80,NA,859.667,93,109,"ProximitytoHolefrom2030yards",2014
