"StrokeDifferentialFieldAverage_RANKTHISWEEK_2007","StrokeDifferentialFieldAverage_RANKLASTWEEK_2007","StrokeDifferentialFieldAverage_PLAYERNAME_2007","StrokeDifferentialFieldAverage_ROUNDS_2007","StrokeDifferentialFieldAverage_STROKEDIFFERENTIAL_2007","StrokeDifferentialFieldAverage_PLAYERSSCORE_2007","StrokeDifferentialFieldAverage_FIELDAVERAGESCORE_2007","stat_name","year"
47,47,"Kenny Perry",83,0.58,70.6,71.18,"StrokeDifferentialFieldAverage",2007
49,49,"Woody Austin",95,0.57,70.84,71.41,"StrokeDifferentialFieldAverage",2007
50,50,"Jesper Parnevik",88,0.56,70.7,71.26,"StrokeDifferentialFieldAverage",2007
51,51,"Robert Allenby",90,0.53,71.12,71.65,"StrokeDifferentialFieldAverage",2007
51,51,"Bill Haas",93,0.53,70.83,71.36,"StrokeDifferentialFieldAverage",2007
51,51,"Dean Wilson",92,0.53,71.28,71.81,"StrokeDifferentialFieldAverage",2007
54,54,"Briny Baird",115,0.52,70.66,71.18,"StrokeDifferentialFieldAverage",2007
54,54,"Steve Elkington",87,0.52,71,71.52,"StrokeDifferentialFieldAverage",2007
56,56,"Matt Kuchar",85,0.51,70.79,71.3,"StrokeDifferentialFieldAverage",2007
56,56,"Billy Mayfair",98,0.51,70.69,71.2,"StrokeDifferentialFieldAverage",2007
56,56,"Vaughn Taylor",91,0.51,71.2,71.71,"StrokeDifferentialFieldAverage",2007
59,59,"Mark Calcavecchia",93,0.49,71.11,71.6,"StrokeDifferentialFieldAverage",2007
59,59,"Justin Leonard",95,0.49,71.05,71.54,"StrokeDifferentialFieldAverage",2007
59,59,"Ryan Moore",92,0.49,71.01,71.5,"StrokeDifferentialFieldAverage",2007
62,62,"JJ Henry",86,0.48,71.39,71.87,"StrokeDifferentialFieldAverage",2007
63,63,"Brian Davis",101,0.46,70.9,71.36,"StrokeDifferentialFieldAverage",2007
64,64,"Cameron Beckman",96,0.45,70.78,71.23,"StrokeDifferentialFieldAverage",2007
64,64,"Kevin Sutherland",85,0.45,71.16,71.61,"StrokeDifferentialFieldAverage",2007
66,66,"Tom Pernice Jr",104,0.44,71.29,71.73,"StrokeDifferentialFieldAverage",2007
67,67,"Tim Herron",98,0.42,71.1,71.52,"StrokeDifferentialFieldAverage",2007
67,67,"Mark Wilson",87,0.42,71.07,71.49,"StrokeDifferentialFieldAverage",2007
69,69,"Jason Bohn",57,0.41,71.26,71.67,"StrokeDifferentialFieldAverage",2007
70,70,"Mathew Goggin",97,0.4,71.04,71.44,"StrokeDifferentialFieldAverage",2007
70,70,"Charles Howell III",89,0.4,71.47,71.87,"StrokeDifferentialFieldAverage",2007
72,72,"Nathan Green",103,0.39,70.81,71.2,"StrokeDifferentialFieldAverage",2007
72,72,"Trevor Immelman",74,0.39,71.79,72.18,"StrokeDifferentialFieldAverage",2007
72,72,"Peter Lonard",85,0.39,70.93,71.32,"StrokeDifferentialFieldAverage",2007
72,72,"Kevin Na",84,0.39,70.7,71.09,"StrokeDifferentialFieldAverage",2007
72,72,"Charles Warren",101,0.39,70.89,71.28,"StrokeDifferentialFieldAverage",2007
77,77,"Daniel Chopra",106,0.38,70.84,71.22,"StrokeDifferentialFieldAverage",2007
78,78,"Nick Watney",87,0.37,71.13,71.5,"StrokeDifferentialFieldAverage",2007
78,78,"Charlie Wi",90,0.37,70.86,71.23,"StrokeDifferentialFieldAverage",2007
80,80,"Will Ma Kenzie",100,0.36,71.02,71.38,"StrokeDifferentialFieldAverage",2007
81,81,"Jose Coceres",50,0.35,71.22,71.57,"StrokeDifferentialFieldAverage",2007
82,82,"Chris Riley",59,0.32,70.85,71.17,"StrokeDifferentialFieldAverage",2007
83,83,"Bubba Watson",80,0.31,71.24,71.55,"StrokeDifferentialFieldAverage",2007
83,83,"Jay Williamson",50,0.31,70.64,70.95,"StrokeDifferentialFieldAverage",2007
85,85,"Brian Gay",107,0.3,70.89,71.19,"StrokeDifferentialFieldAverage",2007
85,85,"Jason Gore",86,0.3,71.02,71.32,"StrokeDifferentialFieldAverage",2007
87,87,"Steve Marino",106,0.29,71.03,71.32,"StrokeDifferentialFieldAverage",2007
87,87,"Joe Ogilvie",102,0.29,70.9,71.19,"StrokeDifferentialFieldAverage",2007
87,87,"Henrik Stenson",52,0.29,72.3,72.59,"StrokeDifferentialFieldAverage",2007
90,90,"Ryuji Imada",104,0.28,70.97,71.25,"StrokeDifferentialFieldAverage",2007
90,90,"Cliff Kresge",107,0.28,70.88,71.16,"StrokeDifferentialFieldAverage",2007
92,92,"Fred Funk",65,0.27,71.51,71.78,"StrokeDifferentialFieldAverage",2007
92,92,"Tom Lehman",62,0.27,71.08,71.35,"StrokeDifferentialFieldAverage",2007
92,92,"Shaun Micheel",91,0.27,71.58,71.85,"StrokeDifferentialFieldAverage",2007
95,95,"Stephen Leaney",82,0.26,70.94,71.2,"StrokeDifferentialFieldAverage",2007
96,96,"Nick OHern",72,0.25,71.72,71.97,"StrokeDifferentialFieldAverage",2007
97,97,"Steve Allan",63,0.23,71.03,71.26,"StrokeDifferentialFieldAverage",2007
98,98,"Tommy Armour III",81,0.21,70.86,71.07,"StrokeDifferentialFieldAverage",2007
99,99,"Rocco Mediate",72,0.19,71.19,71.38,"StrokeDifferentialFieldAverage",2007
100,100,"Kent Jones",97,0.17,71.16,71.33,"StrokeDifferentialFieldAverage",2007
100,100,"Tim Petrovic",106,0.17,70.92,71.09,"StrokeDifferentialFieldAverage",2007
102,102,"Joe Durant",88,0.16,71.76,71.92,"StrokeDifferentialFieldAverage",2007
102,102,"Bob Estes",88,0.16,71.14,71.3,"StrokeDifferentialFieldAverage",2007
102,102,"JP Hayes",89,0.16,71.18,71.34,"StrokeDifferentialFieldAverage",2007
105,105,"Craig Kanada",109,0.15,71.13,71.28,"StrokeDifferentialFieldAverage",2007
106,106,"Johnson Wagner",97,0.14,71.27,71.41,"StrokeDifferentialFieldAverage",2007
107,107,"Chris DiMarco",79,0.13,72.1,72.23,"StrokeDifferentialFieldAverage",2007
107,107,"George McNeill",95,0.13,71.12,71.25,"StrokeDifferentialFieldAverage",2007
107,107,"Brett Wetterich",88,0.13,71.6,71.73,"StrokeDifferentialFieldAverage",2007
110,110,"Michael Allen",74,0.12,71.12,71.24,"StrokeDifferentialFieldAverage",2007
110,110,"Troy Matteson",87,0.12,71.41,71.53,"StrokeDifferentialFieldAverage",2007
112,112,"Rich Beem",89,0.11,71.57,71.68,"StrokeDifferentialFieldAverage",2007
112,112,"Steve Flesch",100,0.11,71.25,71.36,"StrokeDifferentialFieldAverage",2007
112,112,"Jeff Gove",103,0.11,71.19,71.3,"StrokeDifferentialFieldAverage",2007
112,112,"Anders Hansen",55,0.11,71.64,71.75,"StrokeDifferentialFieldAverage",2007
116,116,"Ryan Armour",107,0.09,71.19,71.28,"StrokeDifferentialFieldAverage",2007
116,116,"Davis Love III",66,0.09,72.02,72.11,"StrokeDifferentialFieldAverage",2007
116,116,"Michael Sim",52,0.09,70.94,71.03,"StrokeDifferentialFieldAverage",2007
119,119,"Jeff Maggert",79,0.05,71.3,71.35,"StrokeDifferentialFieldAverage",2007
119,119,"John Mallinger",96,0.05,71.25,71.3,"StrokeDifferentialFieldAverage",2007
121,121,"Craig Barlow",52,0.04,71.25,71.29,"StrokeDifferentialFieldAverage",2007
121,121,"Paul Goydos",60,0.04,71.8,71.84,"StrokeDifferentialFieldAverage",2007
121,121,"Mathias Gronberg",95,0.04,71.19,71.23,"StrokeDifferentialFieldAverage",2007
121,121,"Jarrod Lyle",77,0.04,71.1,71.14,"StrokeDifferentialFieldAverage",2007
121,121,"Jeff Quinney",95,0.04,71.23,71.27,"StrokeDifferentialFieldAverage",2007
121,121,"Chris Stroud",66,0.04,71.27,71.31,"StrokeDifferentialFieldAverage",2007
127,127,"DJ Trahan",99,0.02,71.39,71.41,"StrokeDifferentialFieldAverage",2007
128,128,"Charley Hoffman",97,0.01,71.54,71.55,"StrokeDifferentialFieldAverage",2007
128,128,"Tag Ridings",52,0.01,71.15,71.16,"StrokeDifferentialFieldAverage",2007
130,130,"Jason Dufner",100,0,71.45,71.45,"StrokeDifferentialFieldAverage",2007
131,131,"Bob Heintz",85,-0.02,71.08,71.06,"StrokeDifferentialFieldAverage",2007
132,132,"Gavin Coles",87,-0.04,71.32,71.28,"StrokeDifferentialFieldAverage",2007
133,133,"Glen Day",85,-0.06,71.25,71.19,"StrokeDifferentialFieldAverage",2007
133,133,"Frank Lickliter II",95,-0.06,71.32,71.26,"StrokeDifferentialFieldAverage",2007
133,133,"John Merrick",92,-0.06,71.05,70.99,"StrokeDifferentialFieldAverage",2007
136,136,"Robert Garrigus",95,-0.08,71.28,71.2,"StrokeDifferentialFieldAverage",2007
136,136,"Michael Putnam",96,-0.08,71.55,71.47,"StrokeDifferentialFieldAverage",2007
136,136,"Bob Tway",103,-0.08,71.25,71.17,"StrokeDifferentialFieldAverage",2007
139,139,"Ted Purdy",102,-0.1,71.32,71.22,"StrokeDifferentialFieldAverage",2007
140,140,"Brett Quigley",79,-0.11,72.03,71.92,"StrokeDifferentialFieldAverage",2007
141,141,"Shigeki Maruyama",84,-0.12,71.29,71.17,"StrokeDifferentialFieldAverage",2007
142,142,"Craig Lile",77,-0.13,71.29,71.16,"StrokeDifferentialFieldAverage",2007
142,142,"Corey Pavin",81,-0.13,71.6,71.47,"StrokeDifferentialFieldAverage",2007
142,142,"Paul Stankowski",52,-0.13,71.69,71.56,"StrokeDifferentialFieldAverage",2007
145,145,"Brendon de Jonge",76,-0.15,71.45,71.3,"StrokeDifferentialFieldAverage",2007
145,145,"JB Holmes",71,-0.15,71.66,71.51,"StrokeDifferentialFieldAverage",2007
147,147,"Marco Dawson",73,-0.17,71.21,71.04,"StrokeDifferentialFieldAverage",2007
147,147,"Steve Lowery",74,-0.17,71.35,71.18,"StrokeDifferentialFieldAverage",2007
149,149,"Duffy Waldorf",69,-0.18,71.55,71.37,"StrokeDifferentialFieldAverage",2007
150,150,"Craig Bowden",78,-0.19,71.22,71.03,"StrokeDifferentialFieldAverage",2007
151,151,"Mark Hensby",81,-0.21,71.48,71.27,"StrokeDifferentialFieldAverage",2007
151,151,"Doug LaBelle II",104,-0.21,71.32,71.11,"StrokeDifferentialFieldAverage",2007
151,151,"Parker McLachlin",83,-0.21,71.52,71.31,"StrokeDifferentialFieldAverage",2007
154,154,"DJ Brigman",67,-0.25,71.69,71.44,"StrokeDifferentialFieldAverage",2007
154,154,"Dicky Pride",71,-0.25,71.38,71.13,"StrokeDifferentialFieldAverage",2007
156,156,"Chad Campbell",96,-0.32,72.01,71.69,"StrokeDifferentialFieldAverage",2007
156,156,"Jose Maria Olazabal",52,-0.32,72.92,72.6,"StrokeDifferentialFieldAverage",2007
158,158,"Billy Andrade",88,-0.33,71.75,71.42,"StrokeDifferentialFieldAverage",2007
158,158,"Harrison Frazar",88,-0.33,71.75,71.42,"StrokeDifferentialFieldAverage",2007
158,158,"Lee Janzen",66,-0.33,71.97,71.64,"StrokeDifferentialFieldAverage",2007
161,161,"Joey Sindelar",75,-0.34,71.8,71.46,"StrokeDifferentialFieldAverage",2007
162,162,"Darron Stiles",65,-0.39,71.68,71.29,"StrokeDifferentialFieldAverage",2007
163,163,"Kirk Triplett",77,-0.4,71.96,71.56,"StrokeDifferentialFieldAverage",2007
164,164,"Rich Barcelo",80,-0.41,71.68,71.27,"StrokeDifferentialFieldAverage",2007
164,164,"Andrew Buckle",77,-0.41,71.53,71.12,"StrokeDifferentialFieldAverage",2007
164,164,"Jason Schultz",63,-0.41,71.63,71.22,"StrokeDifferentialFieldAverage",2007
167,167,"Daisuke Maruyama",86,-0.43,71.57,71.14,"StrokeDifferentialFieldAverage",2007
168,168,"Robert Gamez",88,-0.44,71.73,71.29,"StrokeDifferentialFieldAverage",2007
168,168,"Ryan Palmer",91,-0.44,71.78,71.34,"StrokeDifferentialFieldAverage",2007
170,170,"Tripp Isenhour",86,-0.47,71.66,71.19,"StrokeDifferentialFieldAverage",2007
171,171,"Ben Curtis",80,-0.48,72.5,72.02,"StrokeDifferentialFieldAverage",2007
172,172,"Jeff Brehaut",59,-0.49,71.92,71.43,"StrokeDifferentialFieldAverage",2007
173,173,"Richard Johnson",93,-0.5,71.61,71.11,"StrokeDifferentialFieldAverage",2007
174,174,"Brian Bateman",55,-0.54,72.02,71.48,"StrokeDifferentialFieldAverage",2007
175,175,"Kevin Stadler",95,-0.55,72.13,71.58,"StrokeDifferentialFieldAverage",2007
176,176,"Mark Brooks",53,-0.6,71.62,71.02,"StrokeDifferentialFieldAverage",2007
176,176,"Chris Couch",76,-0.6,72,71.4,"StrokeDifferentialFieldAverage",2007
178,178,"Tom Johnson",74,-0.61,71.85,71.24,"StrokeDifferentialFieldAverage",2007
179,179,"Jeff Sluman",60,-0.66,72.53,71.87,"StrokeDifferentialFieldAverage",2007
180,180,"Michael Boyd",61,-0.68,71.9,71.22,"StrokeDifferentialFieldAverage",2007
180,180,"Chris Tidland",59,-0.68,71.81,71.13,"StrokeDifferentialFieldAverage",2007
182,182,"Scott Gutschewski",67,-0.73,71.76,71.03,"StrokeDifferentialFieldAverage",2007
183,183,"Paul Gow",70,-0.75,71.81,71.06,"StrokeDifferentialFieldAverage",2007
184,184,"Steve Wheatcroft",73,-0.76,71.88,71.12,"StrokeDifferentialFieldAverage",2007
185,185,"John Daly",59,-0.77,72.39,71.62,"StrokeDifferentialFieldAverage",2007
185,185,"Greg Owen",81,-0.77,71.99,71.22,"StrokeDifferentialFieldAverage",2007
187,187,"Eric Axley",107,-0.8,72.26,71.46,"StrokeDifferentialFieldAverage",2007
188,188,"Tom Byrum",50,-0.82,72.08,71.26,"StrokeDifferentialFieldAverage",2007
189,189,"David Branshaw",83,-1.01,72.34,71.33,"StrokeDifferentialFieldAverage",2007
190,190,"Matt Hendrix",63,-1.05,72.27,71.22,"StrokeDifferentialFieldAverage",2007
191,191,"Kyle Reifers",71,-1.09,72.46,71.37,"StrokeDifferentialFieldAverage",2007
192,192,"Jaco Van Zyl",51,-1.22,72.41,71.19,"StrokeDifferentialFieldAverage",2007
193,193,"Jim Rutledge",59,-1.39,72.41,71.02,"StrokeDifferentialFieldAverage",2007
194,194,"Bryce Molder",56,-1.44,72.64,71.2,"StrokeDifferentialFieldAverage",2007
195,195,"Bubba Dickerson",51,-1.45,72.59,71.14,"StrokeDifferentialFieldAverage",2007
196,196,"Todd Hamilton",76,-1.71,73.58,71.87,"StrokeDifferentialFieldAverage",2007
