"CurrentStreakwithouta3Putt_RANKTHISWEEK_2007","CurrentStreakwithouta3Putt_RANKLASTWEEK_2007","CurrentStreakwithouta3Putt_PLAYERNAME_2007","CurrentStreakwithouta3Putt_EVENTS_2007","CurrentStreakwithouta3Putt_VALUE_2007","stat_name","year"
1,1,"Phil Mickelson",22,243,"CurrentStreakwithouta3Putt",2007
2,2,"Sergio Garcia",19,225,"CurrentStreakwithouta3Putt",2007
3,3,"Jeff Gove",30,168,"CurrentStreakwithouta3Putt",2007
4,4,"Tiger Woods",16,158,"CurrentStreakwithouta3Putt",2007
5,5,"Jose Maria Olazabal",16,142,"CurrentStreakwithouta3Putt",2007
6,6,"Jerry Kelly",28,118,"CurrentStreakwithouta3Putt",2007
7,7,"Jason Gore",27,107,"CurrentStreakwithouta3Putt",2007
8,8,"David Toms",22,97,"CurrentStreakwithouta3Putt",2007
9,9,"Luke Donald",20,88,"CurrentStreakwithouta3Putt",2007
9,9,"Fred Funk",22,88,"CurrentStreakwithouta3Putt",2007
11,11,"Tim Clark",19,87,"CurrentStreakwithouta3Putt",2007
12,12,"Billy Mayfair",30,86,"CurrentStreakwithouta3Putt",2007
13,13,"Matt Kuchar",26,78,"CurrentStreakwithouta3Putt",2007
13,13,"Bryce Molder",21,78,"CurrentStreakwithouta3Putt",2007
15,15,"Tim Petrovic",32,77,"CurrentStreakwithouta3Putt",2007
16,16,"Vijay Singh",27,76,"CurrentStreakwithouta3Putt",2007
17,17,"Rory Sabbatini",23,75,"CurrentStreakwithouta3Putt",2007
18,18,"Pat Perez",27,73,"CurrentStreakwithouta3Putt",2007
19,19,"Mark Brooks",18,72,"CurrentStreakwithouta3Putt",2007
19,19,"JB Holmes",24,72,"CurrentStreakwithouta3Putt",2007
19,19,"Steve Stricker",23,72,"CurrentStreakwithouta3Putt",2007
22,22,"Rich Barcelo",26,71,"CurrentStreakwithouta3Putt",2007
23,23,"Kent Jones",30,68,"CurrentStreakwithouta3Putt",2007
24,24,"Jeff Sluman",21,67,"CurrentStreakwithouta3Putt",2007
24,24,"Chris Stroud",24,67,"CurrentStreakwithouta3Putt",2007
26,26,"Jim Furyk",23,66,"CurrentStreakwithouta3Putt",2007
27,27,"Glen Day",27,63,"CurrentStreakwithouta3Putt",2007
28,28,"Robert Gamez",30,62,"CurrentStreakwithouta3Putt",2007
29,29,"Parker McLachlin",28,61,"CurrentStreakwithouta3Putt",2007
29,29,"Michael Sim",17,61,"CurrentStreakwithouta3Putt",2007
31,31,"Jason Bohn",17,59,"CurrentStreakwithouta3Putt",2007
31,31,"Nick OHern",22,59,"CurrentStreakwithouta3Putt",2007
31,31,"Jaco Van Zyl",21,59,"CurrentStreakwithouta3Putt",2007
34,34,"Paul Gow",26,57,"CurrentStreakwithouta3Putt",2007
34,34,"Ian Poulter",18,57,"CurrentStreakwithouta3Putt",2007
36,36,"Richard Johnson",32,56,"CurrentStreakwithouta3Putt",2007
37,37,"Marco Dawson",23,53,"CurrentStreakwithouta3Putt",2007
37,37,"Chris DiMarco",24,53,"CurrentStreakwithouta3Putt",2007
39,39,"DJ Brigman",22,50,"CurrentStreakwithouta3Putt",2007
39,39,"Charles Howell III",26,50,"CurrentStreakwithouta3Putt",2007
41,41,"Steve Elkington",25,48,"CurrentStreakwithouta3Putt",2007
42,42,"Bo Van Pelt",30,47,"CurrentStreakwithouta3Putt",2007
43,43,"Michael Boyd",21,44,"CurrentStreakwithouta3Putt",2007
44,44,"Padraig Harrington",18,43,"CurrentStreakwithouta3Putt",2007
45,45,"Justin Rose",16,42,"CurrentStreakwithouta3Putt",2007
46,46,"Alex Cejka",25,41,"CurrentStreakwithouta3Putt",2007
46,46,"Gavin Coles",28,41,"CurrentStreakwithouta3Putt",2007
46,46,"Jesper Parnevik",27,41,"CurrentStreakwithouta3Putt",2007
49,49,"Briny Baird",31,39,"CurrentStreakwithouta3Putt",2007
49,49,"Brian Gay",32,39,"CurrentStreakwithouta3Putt",2007
49,49,"Jason Schultz",22,39,"CurrentStreakwithouta3Putt",2007
