"CurrentStreakwithouta3Putt_RANKTHISWEEK_2007","CurrentStreakwithouta3Putt_RANKLASTWEEK_2007","CurrentStreakwithouta3Putt_PLAYERNAME_2007","CurrentStreakwithouta3Putt_EVENTS_2007","CurrentStreakwithouta3Putt_VALUE_2007","stat_name","year"
52,52,"Tom Byrum",20,38,"CurrentStreakwithouta3Putt",2007
53,53,"Jim Rutledge",23,37,"CurrentStreakwithouta3Putt",2007
54,54,"Tom Pernice Jr",31,36,"CurrentStreakwithouta3Putt",2007
55,55,"Jonathan Byrd",23,35,"CurrentStreakwithouta3Putt",2007
55,55,"Mark Hensby",25,35,"CurrentStreakwithouta3Putt",2007
57,57,"Retief Goosen",14,34,"CurrentStreakwithouta3Putt",2007
58,58,"Brian Bateman",18,33,"CurrentStreakwithouta3Putt",2007
58,58,"Ernie Els",16,33,"CurrentStreakwithouta3Putt",2007
58,58,"Charles Warren",29,33,"CurrentStreakwithouta3Putt",2007
61,61,"George McNeill",30,31,"CurrentStreakwithouta3Putt",2007
61,61,"Ryan Moore",28,31,"CurrentStreakwithouta3Putt",2007
63,63,"Steve Allan",18,29,"CurrentStreakwithouta3Putt",2007
63,63,"Jeff Brehaut",21,29,"CurrentStreakwithouta3Putt",2007
63,63,"Jeff Quinney",29,29,"CurrentStreakwithouta3Putt",2007
63,63,"Tag Ridings",18,29,"CurrentStreakwithouta3Putt",2007
63,63,"Steve Wheatcroft",25,29,"CurrentStreakwithouta3Putt",2007
68,68,"KJ Choi",25,28,"CurrentStreakwithouta3Putt",2007
68,68,"Anders Hansen",17,28,"CurrentStreakwithouta3Putt",2007
70,70,"Harrison Frazar",32,27,"CurrentStreakwithouta3Putt",2007
70,70,"Daisuke Maruyama",28,27,"CurrentStreakwithouta3Putt",2007
72,72,"Troy Matteson",26,25,"CurrentStreakwithouta3Putt",2007
73,73,"Craig Barlow",16,24,"CurrentStreakwithouta3Putt",2007
73,73,"Chad Campbell",28,24,"CurrentStreakwithouta3Putt",2007
73,73,"Mark Wilson",25,24,"CurrentStreakwithouta3Putt",2007
76,76,"Vaughn Taylor",28,22,"CurrentStreakwithouta3Putt",2007
77,77,"Davis Love III",21,21,"CurrentStreakwithouta3Putt",2007
78,78,"Tommy Armour III",24,20,"CurrentStreakwithouta3Putt",2007
78,78,"Mathias Gronberg",31,20,"CurrentStreakwithouta3Putt",2007
78,78,"Kevin Sutherland",25,20,"CurrentStreakwithouta3Putt",2007
81,81,"Bill Haas",30,19,"CurrentStreakwithouta3Putt",2007
82,82,"Daniel Chopra",34,18,"CurrentStreakwithouta3Putt",2007
82,82,"Brendon de Jonge",26,18,"CurrentStreakwithouta3Putt",2007
82,82,"Todd Hamilton",28,18,"CurrentStreakwithouta3Putt",2007
82,82,"Sean OHair",28,18,"CurrentStreakwithouta3Putt",2007
86,86,"Cameron Beckman",29,17,"CurrentStreakwithouta3Putt",2007
86,86,"Ken Duke",31,17,"CurrentStreakwithouta3Putt",2007
86,86,"Craig Kanada",34,17,"CurrentStreakwithouta3Putt",2007
86,86,"Jeff Maggert",26,17,"CurrentStreakwithouta3Putt",2007
86,86,"Jeff Overton",19,17,"CurrentStreakwithouta3Putt",2007
86,86,"Adam Scott",19,17,"CurrentStreakwithouta3Putt",2007
86,86,"Kirk Triplett",25,17,"CurrentStreakwithouta3Putt",2007
86,86,"Duffy Waldorf",23,17,"CurrentStreakwithouta3Putt",2007
86,86,"Dean Wilson",28,17,"CurrentStreakwithouta3Putt",2007
95,95,"Peter Lonard",27,16,"CurrentStreakwithouta3Putt",2007
96,96,"Michael Allen",22,15,"CurrentStreakwithouta3Putt",2007
96,96,"Robert Allenby",28,15,"CurrentStreakwithouta3Putt",2007
96,96,"Stewart Cink",25,15,"CurrentStreakwithouta3Putt",2007
96,96,"Bob Heintz",27,15,"CurrentStreakwithouta3Putt",2007
96,96,"Tripp Isenhour",32,15,"CurrentStreakwithouta3Putt",2007
96,96,"Craig Lile",24,15,"CurrentStreakwithouta3Putt",2007
96,96,"Steve Marino",31,15,"CurrentStreakwithouta3Putt",2007
96,96,"Carl Pettersson",31,15,"CurrentStreakwithouta3Putt",2007
96,96,"Brett Quigley",25,15,"CurrentStreakwithouta3Putt",2007
96,96,"Nick Watney",26,15,"CurrentStreakwithouta3Putt",2007
106,106,"Bubba Dickerson",19,14,"CurrentStreakwithouta3Putt",2007
106,106,"Mathew Goggin",30,14,"CurrentStreakwithouta3Putt",2007
106,106,"Paul Stankowski",18,14,"CurrentStreakwithouta3Putt",2007
106,106,"Charlie Wi",27,14,"CurrentStreakwithouta3Putt",2007
110,110,"Eric Axley",36,13,"CurrentStreakwithouta3Putt",2007
110,110,"Bart Bryant",25,13,"CurrentStreakwithouta3Putt",2007
110,110,"Brian Davis",28,13,"CurrentStreakwithouta3Putt",2007
110,110,"Tim Herron",27,13,"CurrentStreakwithouta3Putt",2007
110,110,"Trevor Immelman",21,13,"CurrentStreakwithouta3Putt",2007
110,110,"Lee Janzen",24,13,"CurrentStreakwithouta3Putt",2007
110,110,"John Mallinger",29,13,"CurrentStreakwithouta3Putt",2007
110,110,"Ted Purdy",33,13,"CurrentStreakwithouta3Putt",2007
118,118,"Chris Couch",30,12,"CurrentStreakwithouta3Putt",2007
118,118,"Nathan Green",29,12,"CurrentStreakwithouta3Putt",2007
118,118,"Freddie Jacobson",20,12,"CurrentStreakwithouta3Putt",2007
118,118,"Chris Riley",17,12,"CurrentStreakwithouta3Putt",2007
122,122,"David Branshaw",30,11,"CurrentStreakwithouta3Putt",2007
122,122,"Ben Curtis",25,11,"CurrentStreakwithouta3Putt",2007
122,122,"Rod Pampling",25,11,"CurrentStreakwithouta3Putt",2007
122,122,"DJ Trahan",30,11,"CurrentStreakwithouta3Putt",2007
122,122,"Bubba Watson",26,11,"CurrentStreakwithouta3Putt",2007
127,127,"Kevin Na",27,10,"CurrentStreakwithouta3Putt",2007
127,127,"Henrik Stenson",15,10,"CurrentStreakwithouta3Putt",2007
129,129,"Ryuji Imada",32,9,"CurrentStreakwithouta3Putt",2007
129,129,"Zach Johnson",23,9,"CurrentStreakwithouta3Putt",2007
129,129,"Rocco Mediate",22,9,"CurrentStreakwithouta3Putt",2007
129,129,"Michael Putnam",29,9,"CurrentStreakwithouta3Putt",2007
129,129,"Heath Slocum",28,9,"CurrentStreakwithouta3Putt",2007
129,129,"Kevin Stadler",31,9,"CurrentStreakwithouta3Putt",2007
129,129,"Johnson Wagner",33,9,"CurrentStreakwithouta3Putt",2007
136,136,"Charley Hoffman",30,8,"CurrentStreakwithouta3Putt",2007
136,136,"Tom Johnson",27,8,"CurrentStreakwithouta3Putt",2007
136,136,"Jarrod Lyle",24,8,"CurrentStreakwithouta3Putt",2007
136,136,"John Merrick",29,8,"CurrentStreakwithouta3Putt",2007
140,140,"Stephen Ames",23,7,"CurrentStreakwithouta3Putt",2007
140,140,"Ryan Armour",32,7,"CurrentStreakwithouta3Putt",2007
140,140,"Rich Beem",29,7,"CurrentStreakwithouta3Putt",2007
143,143,"Stuart Appleby",24,6,"CurrentStreakwithouta3Putt",2007
143,143,"JP Hayes",28,6,"CurrentStreakwithouta3Putt",2007
143,143,"Doug LaBelle II",33,6,"CurrentStreakwithouta3Putt",2007
143,143,"Shigeki Maruyama",31,6,"CurrentStreakwithouta3Putt",2007
143,143,"Dicky Pride",25,6,"CurrentStreakwithouta3Putt",2007
143,143,"Jay Williamson",14,6,"CurrentStreakwithouta3Putt",2007
149,149,"Joe Durant",28,5,"CurrentStreakwithouta3Putt",2007
149,149,"Steve Flesch",31,5,"CurrentStreakwithouta3Putt",2007
149,149,"Scott Gutschewski",22,5,"CurrentStreakwithouta3Putt",2007
149,149,"Stephen Leaney",26,5,"CurrentStreakwithouta3Putt",2007
149,149,"Justin Leonard",29,5,"CurrentStreakwithouta3Putt",2007
149,149,"Hunter Mahan",27,5,"CurrentStreakwithouta3Putt",2007
149,149,"Joey Sindelar",25,5,"CurrentStreakwithouta3Putt",2007
149,149,"Mike Weir",23,5,"CurrentStreakwithouta3Putt",2007
157,157,"Jose Coceres",17,4,"CurrentStreakwithouta3Putt",2007
157,157,"JJ Henry",26,4,"CurrentStreakwithouta3Putt",2007
157,157,"Shaun Micheel",29,4,"CurrentStreakwithouta3Putt",2007
157,157,"Kenny Perry",24,4,"CurrentStreakwithouta3Putt",2007
161,161,"Jason Dufner",32,3,"CurrentStreakwithouta3Putt",2007
161,161,"Bob Estes",28,3,"CurrentStreakwithouta3Putt",2007
161,161,"Anthony Kim",26,3,"CurrentStreakwithouta3Putt",2007
164,164,"Billy Andrade",27,2,"CurrentStreakwithouta3Putt",2007
164,164,"Lucas Glover",29,2,"CurrentStreakwithouta3Putt",2007
164,164,"Matt Hendrix",24,2,"CurrentStreakwithouta3Putt",2007
164,164,"Steve Lowery",22,2,"CurrentStreakwithouta3Putt",2007
164,164,"Will Ma Kenzie",30,2,"CurrentStreakwithouta3Putt",2007
164,164,"Geoff Ogilvy",22,2,"CurrentStreakwithouta3Putt",2007
164,164,"Chris Tidland",21,2,"CurrentStreakwithouta3Putt",2007
164,164,"Scott Verplank",23,2,"CurrentStreakwithouta3Putt",2007
164,164,"Boo Weekley",29,2,"CurrentStreakwithouta3Putt",2007
173,173,"Craig Bowden",25,1,"CurrentStreakwithouta3Putt",2007
173,173,"Paul Goydos",19,1,"CurrentStreakwithouta3Putt",2007
173,173,"Corey Pavin",25,1,"CurrentStreakwithouta3Putt",2007
173,173,"John Senden",27,1,"CurrentStreakwithouta3Putt",2007
173,173,"Brandt Snedeker",29,1,"CurrentStreakwithouta3Putt",2007
173,173,"Camilo Villegas",24,1,"CurrentStreakwithouta3Putt",2007
173,173,"Brett Wetterich",28,1,"CurrentStreakwithouta3Putt",2007
