"LeftRoughTendencyRTPScore_RANKTHISWEEK_2006","LeftRoughTendencyRTPScore_RANKLASTWEEK_2006","LeftRoughTendencyRTPScore_PLAYERNAME_2006","LeftRoughTendencyRTPScore_ROUNDS_2006","LeftRoughTendencyRTPScore_RTPSCORE_2006","stat_name","year"
61,61,"Eric Axley",91,0.091,"LeftRoughTendencyRTPScore",2006
61,61,"Rod Pampling",89,0.091,"LeftRoughTendencyRTPScore",2006
63,63,"Rich Beem",85,0.092,"LeftRoughTendencyRTPScore",2006
64,64,"Danny Ellis",68,0.093,"LeftRoughTendencyRTPScore",2006
64,64,"Mathias Gronberg",92,0.093,"LeftRoughTendencyRTPScore",2006
64,64,"Geoff Ogilvy",76,0.093,"LeftRoughTendencyRTPScore",2006
67,67,"Kris Cox",83,0.094,"LeftRoughTendencyRTPScore",2006
68,68,"Skip Kendall",72,0.095,"LeftRoughTendencyRTPScore",2006
69,69,"James Driscoll",80,0.097,"LeftRoughTendencyRTPScore",2006
70,70,"Charley Hoffman",100,0.098,"LeftRoughTendencyRTPScore",2006
71,71,"Jerry Kelly",100,0.099,"LeftRoughTendencyRTPScore",2006
71,71,"Bernhard Langer",77,0.099,"LeftRoughTendencyRTPScore",2006
71,71,"John Senden",96,0.099,"LeftRoughTendencyRTPScore",2006
74,74,"Tommy Armour III",65,0.1,"LeftRoughTendencyRTPScore",2006
75,75,"Jeff Gove",91,0.101,"LeftRoughTendencyRTPScore",2006
75,75,"Phil Mickelson",74,0.101,"LeftRoughTendencyRTPScore",2006
77,77,"Tim Petrovic",95,0.105,"LeftRoughTendencyRTPScore",2006
78,78,"David McKenzie",82,0.106,"LeftRoughTendencyRTPScore",2006
79,79,"Hunter Mahan",98,0.109,"LeftRoughTendencyRTPScore",2006
80,80,"Joe Ogilvie",95,0.11,"LeftRoughTendencyRTPScore",2006
80,80,"Ted Purdy",103,0.11,"LeftRoughTendencyRTPScore",2006
82,82,"Bo Van Pelt",102,0.111,"LeftRoughTendencyRTPScore",2006
83,83,"Jim Furyk",89,0.112,"LeftRoughTendencyRTPScore",2006
84,84,"Aaron Baddeley",78,0.113,"LeftRoughTendencyRTPScore",2006
85,85,"Jason Bohn",104,0.115,"LeftRoughTendencyRTPScore",2006
86,86,"Davis Love III",85,0.118,"LeftRoughTendencyRTPScore",2006
86,86,"Arron Oberholser",82,0.118,"LeftRoughTendencyRTPScore",2006
88,88,"Alex Cejka",93,0.119,"LeftRoughTendencyRTPScore",2006
88,88,"Todd Fischer",101,0.119,"LeftRoughTendencyRTPScore",2006
90,90,"Henrik Bjornstad",97,0.12,"LeftRoughTendencyRTPScore",2006
91,91,"Tom Lehman",70,0.122,"LeftRoughTendencyRTPScore",2006
92,92,"Brad Faxon",78,0.124,"LeftRoughTendencyRTPScore",2006
92,92,"Rory Sabbatini",84,0.124,"LeftRoughTendencyRTPScore",2006
94,94,"KJ Choi",93,0.125,"LeftRoughTendencyRTPScore",2006
94,94,"Jimmy Walker",60,0.125,"LeftRoughTendencyRTPScore",2006
96,96,"Ryan Palmer",101,0.127,"LeftRoughTendencyRTPScore",2006
97,97,"Sean OHair",100,0.128,"LeftRoughTendencyRTPScore",2006
98,98,"Billy Andrade",78,0.129,"LeftRoughTendencyRTPScore",2006
98,98,"Bob Tway",81,0.129,"LeftRoughTendencyRTPScore",2006
100,100,"Vaughn Taylor",88,0.13,"LeftRoughTendencyRTPScore",2006
101,101,"Jeff Brehaut",100,0.133,"LeftRoughTendencyRTPScore",2006
101,101,"Bart Bryant",87,0.133,"LeftRoughTendencyRTPScore",2006
103,103,"Mark Calcavecchia",94,0.134,"LeftRoughTendencyRTPScore",2006
103,103,"Jonathan Kaye",95,0.134,"LeftRoughTendencyRTPScore",2006
105,105,"Shane Bertsch",104,0.136,"LeftRoughTendencyRTPScore",2006
105,105,"Stewart Cink",93,0.136,"LeftRoughTendencyRTPScore",2006
105,105,"Shaun Micheel",96,0.136,"LeftRoughTendencyRTPScore",2006
108,108,"JP Hayes",55,0.137,"LeftRoughTendencyRTPScore",2006
109,109,"Mike Weir",88,0.138,"LeftRoughTendencyRTPScore",2006
110,110,"Kevin Sutherland",100,0.139,"LeftRoughTendencyRTPScore",2006
111,111,"Luke Donald",66,0.141,"LeftRoughTendencyRTPScore",2006
112,112,"Retief Goosen",68,0.143,"LeftRoughTendencyRTPScore",2006
112,112,"Greg Kraft",79,0.143,"LeftRoughTendencyRTPScore",2006
114,114,"Tag Ridings",103,0.144,"LeftRoughTendencyRTPScore",2006
115,115,"Robert Damron",91,0.145,"LeftRoughTendencyRTPScore",2006
116,116,"Freddie Jacobson",56,0.146,"LeftRoughTendencyRTPScore",2006
116,116,"Adam Scott",70,0.146,"LeftRoughTendencyRTPScore",2006
118,118,"Mathew Goggin",72,0.147,"LeftRoughTendencyRTPScore",2006
119,119,"Carlos Franco",86,0.149,"LeftRoughTendencyRTPScore",2006
119,119,"Patrick Sheehan",104,0.149,"LeftRoughTendencyRTPScore",2006
121,121,"Joey Sindelar",90,0.15,"LeftRoughTendencyRTPScore",2006
122,122,"Corey Pavin",74,0.152,"LeftRoughTendencyRTPScore",2006
123,123,"Ryan Hietala",61,0.153,"LeftRoughTendencyRTPScore",2006
124,124,"Steve Flesch",119,0.154,"LeftRoughTendencyRTPScore",2006
124,124,"Dudley Hart",83,0.154,"LeftRoughTendencyRTPScore",2006
126,126,"Jason Schultz",77,0.156,"LeftRoughTendencyRTPScore",2006
127,127,"Robert Garrigus",85,0.158,"LeftRoughTendencyRTPScore",2006
127,127,"John Huston",74,0.158,"LeftRoughTendencyRTPScore",2006
129,129,"Kent Jones",103,0.159,"LeftRoughTendencyRTPScore",2006
129,129,"Larry Mize",53,0.159,"LeftRoughTendencyRTPScore",2006
131,131,"Mark Brooks",90,0.16,"LeftRoughTendencyRTPScore",2006
131,131,"Kenny Perry",73,0.16,"LeftRoughTendencyRTPScore",2006
133,133,"Todd Hamilton",72,0.165,"LeftRoughTendencyRTPScore",2006
134,134,"Wes Short Jr",96,0.166,"LeftRoughTendencyRTPScore",2006
135,135,"Steve Lowery",99,0.167,"LeftRoughTendencyRTPScore",2006
135,135,"Jerry Smith",94,0.167,"LeftRoughTendencyRTPScore",2006
137,137,"Sergio Garcia",59,0.169,"LeftRoughTendencyRTPScore",2006
137,137,"Brian Gay",107,0.169,"LeftRoughTendencyRTPScore",2006
139,139,"Craig Barlow",77,0.17,"LeftRoughTendencyRTPScore",2006
139,139,"Nicholas Thompson",96,0.17,"LeftRoughTendencyRTPScore",2006
141,141,"Lucas Glover",105,0.171,"LeftRoughTendencyRTPScore",2006
141,141,"Mark Wilson",79,0.171,"LeftRoughTendencyRTPScore",2006
143,143,"Jose Maria Olazabal",62,0.172,"LeftRoughTendencyRTPScore",2006
144,144,"Tjaart van der Walt",60,0.174,"LeftRoughTendencyRTPScore",2006
145,145,"Doug Barron",74,0.176,"LeftRoughTendencyRTPScore",2006
145,145,"Chad Campbell",91,0.176,"LeftRoughTendencyRTPScore",2006
145,145,"Zach Johnson",98,0.176,"LeftRoughTendencyRTPScore",2006
148,148,"John Rollins",93,0.177,"LeftRoughTendencyRTPScore",2006
149,149,"John Cook",67,0.179,"LeftRoughTendencyRTPScore",2006
149,149,"Ian Leggatt",80,0.179,"LeftRoughTendencyRTPScore",2006
151,151,"Jeff Sluman",101,0.181,"LeftRoughTendencyRTPScore",2006
152,152,"Joe Durant",101,0.184,"LeftRoughTendencyRTPScore",2006
152,152,"Duffy Waldorf",96,0.184,"LeftRoughTendencyRTPScore",2006
154,154,"DJ Trahan",92,0.185,"LeftRoughTendencyRTPScore",2006
154,154,"Scott Verplank",88,0.185,"LeftRoughTendencyRTPScore",2006
156,156,"DA Points",82,0.186,"LeftRoughTendencyRTPScore",2006
157,157,"Tim Herron",82,0.187,"LeftRoughTendencyRTPScore",2006
158,158,"Brian Bateman",69,0.188,"LeftRoughTendencyRTPScore",2006
158,158,"Scott Gutschewski",53,0.188,"LeftRoughTendencyRTPScore",2006
160,160,"Arjun Atwal",97,0.189,"LeftRoughTendencyRTPScore",2006
161,161,"Chris Couch",75,0.19,"LeftRoughTendencyRTPScore",2006
161,161,"John Daly",51,0.19,"LeftRoughTendencyRTPScore",2006
163,163,"Jason Gore",86,0.191,"LeftRoughTendencyRTPScore",2006
164,164,"David Duval",71,0.195,"LeftRoughTendencyRTPScore",2006
164,164,"Lee Janzen",79,0.195,"LeftRoughTendencyRTPScore",2006
166,166,"JJ Henry",96,0.196,"LeftRoughTendencyRTPScore",2006
166,166,"Stephen Leaney",84,0.196,"LeftRoughTendencyRTPScore",2006
166,166,"Justin Leonard",83,0.196,"LeftRoughTendencyRTPScore",2006
166,166,"Len Mattiace",59,0.196,"LeftRoughTendencyRTPScore",2006
170,170,"Peter Lonard",77,0.197,"LeftRoughTendencyRTPScore",2006
171,171,"Will Ma Kenzie",91,0.201,"LeftRoughTendencyRTPScore",2006
172,172,"Robert Gamez",94,0.205,"LeftRoughTendencyRTPScore",2006
172,172,"Thomas Levet",53,0.205,"LeftRoughTendencyRTPScore",2006
174,174,"Jeff Maggert",81,0.207,"LeftRoughTendencyRTPScore",2006
175,175,"Richard Johnson",94,0.209,"LeftRoughTendencyRTPScore",2006
176,176,"Jon Mills",68,0.211,"LeftRoughTendencyRTPScore",2006
177,177,"John Engler Jr",69,0.215,"LeftRoughTendencyRTPScore",2006
178,178,"Tim Clark",80,0.217,"LeftRoughTendencyRTPScore",2006
179,179,"Fred Funk",106,0.219,"LeftRoughTendencyRTPScore",2006
180,180,"Daisuke Maruyama",83,0.221,"LeftRoughTendencyRTPScore",2006
181,181,"Ben Crane",85,0.222,"LeftRoughTendencyRTPScore",2006
182,182,"Greg Chalmers",71,0.226,"LeftRoughTendencyRTPScore",2006
183,183,"Chris Smith",67,0.227,"LeftRoughTendencyRTPScore",2006
184,184,"David Howell",52,0.229,"LeftRoughTendencyRTPScore",2006
185,185,"Chris DiMarco",83,0.233,"LeftRoughTendencyRTPScore",2006
186,186,"Kirk Triplett",58,0.234,"LeftRoughTendencyRTPScore",2006
187,187,"Ron Whittaker",81,0.242,"LeftRoughTendencyRTPScore",2006
188,188,"Ian Poulter",53,0.246,"LeftRoughTendencyRTPScore",2006
189,189,"Michael Connell",51,0.247,"LeftRoughTendencyRTPScore",2006
190,190,"Stephen Ames",63,0.258,"LeftRoughTendencyRTPScore",2006
191,191,"JL Lewis",57,0.267,"LeftRoughTendencyRTPScore",2006
191,191,"Ryan Moore",68,0.267,"LeftRoughTendencyRTPScore",2006
193,193,"Steve Jones",83,0.285,"LeftRoughTendencyRTPScore",2006
194,194,"Hidemichi Tanaka",74,0.286,"LeftRoughTendencyRTPScore",2006
195,195,"Olin Browne",108,0.299,"LeftRoughTendencyRTPScore",2006
195,195,"Brent Geiberger",99,0.299,"LeftRoughTendencyRTPScore",2006
