"PuttsperRoundRound2_RANKTHISWEEK_2015","PuttsperRoundRound2_RANKLASTWEEK_2015","PuttsperRoundRound2_PLAYERNAME_2015","PuttsperRoundRound2__2015","PuttsperRoundRound2_AVG_2015","PuttsperRoundRound2_TOTALPUTTS_2015","PuttsperRoundRound2_TOTALROUNDS_2015","stat_name","year"
1,1,"Jordan Spieth",NA,27.33,656,24,"PuttsperRoundRound2",2015
2,2,"Matt Jones",NA,27.5,660,24,"PuttsperRoundRound2",2015
2,2,"Andrew Putnam",NA,27.5,605,22,"PuttsperRoundRound2",2015
4,4,"Morgan Hoffmann",NA,27.72,693,25,"PuttsperRoundRound2",2015
5,5,"Steven Bowditch",NA,27.81,862,31,"PuttsperRoundRound2",2015
6,6,"Luke Donald",NA,28,560,20,"PuttsperRoundRound2",2015
6,6,"Troy Merritt",NA,28,812,29,"PuttsperRoundRound2",2015
6,6,"Bryce Molder",NA,28,700,25,"PuttsperRoundRound2",2015
6,6,"Jeff Overton",NA,28,812,29,"PuttsperRoundRound2",2015
10,10,"Greg Chalmers",NA,28.06,449,16,"PuttsperRoundRound2",2015
11,11,"Ricky Barnes",NA,28.08,730,26,"PuttsperRoundRound2",2015
11,11,"Brendon Todd",NA,28.08,730,26,"PuttsperRoundRound2",2015
13,13,"Zac Blair",NA,28.13,900,32,"PuttsperRoundRound2",2015
13,13,"Jerry Kelly",NA,28.13,675,24,"PuttsperRoundRound2",2015
15,15,"Sangmoon Bae",NA,28.17,817,29,"PuttsperRoundRound2",2015
16,16,"Sean OHair",NA,28.19,733,26,"PuttsperRoundRound2",2015
17,17,"Jason Bohn",NA,28.22,762,27,"PuttsperRoundRound2",2015
17,17,"Russell Henley",NA,28.22,649,23,"PuttsperRoundRound2",2015
17,17,"Jimmy Walker",NA,28.22,649,23,"PuttsperRoundRound2",2015
20,20,"Luke Guthrie",NA,28.27,735,26,"PuttsperRoundRound2",2015
21,21,"Daniel Summerhays",NA,28.28,820,29,"PuttsperRoundRound2",2015
22,22,"Derek Fathauer",NA,28.31,736,26,"PuttsperRoundRound2",2015
23,23,"Danny Lee",NA,28.34,992,35,"PuttsperRoundRound2",2015
24,24,"Brendan Steele",NA,28.35,652,23,"PuttsperRoundRound2",2015
