"RightRoughTendencyRTPScore_RANKTHISWEEK_2011","RightRoughTendencyRTPScore_RANKLASTWEEK_2011","RightRoughTendencyRTPScore_PLAYERNAME_2011","RightRoughTendencyRTPScore_ROUNDS_2011","RightRoughTendencyRTPScore_RTPSCORE_2011","stat_name","year"
65,65,"Charles Howell III",108,0.082,"RightRoughTendencyRTPScore",2011
67,67,"Rickie Fowler",84,0.083,"RightRoughTendencyRTPScore",2011
68,68,"Marc Leishman",87,0.084,"RightRoughTendencyRTPScore",2011
68,68,"Hunter Mahan",92,0.084,"RightRoughTendencyRTPScore",2011
70,70,"Cameron Tringale",110,0.085,"RightRoughTendencyRTPScore",2011
71,71,"Ryan Palmer",82,0.087,"RightRoughTendencyRTPScore",2011
72,72,"David Duval",67,0.089,"RightRoughTendencyRTPScore",2011
73,73,"Jimmy Walker",79,0.091,"RightRoughTendencyRTPScore",2011
74,74,"Jason Dufner",78,0.093,"RightRoughTendencyRTPScore",2011
74,74,"Justin Rose",79,0.093,"RightRoughTendencyRTPScore",2011
76,76,"George McNeill",69,0.094,"RightRoughTendencyRTPScore",2011
77,77,"Zach Johnson",79,0.097,"RightRoughTendencyRTPScore",2011
78,78,"Shane Bertsch",62,0.098,"RightRoughTendencyRTPScore",2011
78,78,"Tommy Gainey",104,0.098,"RightRoughTendencyRTPScore",2011
80,80,"Jeff Overton",92,0.099,"RightRoughTendencyRTPScore",2011
81,81,"Greg Chalmers",88,0.101,"RightRoughTendencyRTPScore",2011
81,81,"William McGirt",103,0.101,"RightRoughTendencyRTPScore",2011
81,81,"Scott Piercy",78,0.101,"RightRoughTendencyRTPScore",2011
84,84,"Keegan Bradley",91,0.102,"RightRoughTendencyRTPScore",2011
85,85,"Retief Goosen",50,0.103,"RightRoughTendencyRTPScore",2011
86,86,"Vijay Singh",79,0.106,"RightRoughTendencyRTPScore",2011
87,87,"JP Hayes",56,0.107,"RightRoughTendencyRTPScore",2011
88,88,"Andres Gonzales",60,0.108,"RightRoughTendencyRTPScore",2011
88,88,"YE Yang",63,0.108,"RightRoughTendencyRTPScore",2011
90,90,"Justin Leonard",82,0.11,"RightRoughTendencyRTPScore",2011
91,91,"Marc Turnesa",54,0.111,"RightRoughTendencyRTPScore",2011
92,92,"Boo Weekley",66,0.112,"RightRoughTendencyRTPScore",2011
93,93,"Kevin Kisner",70,0.113,"RightRoughTendencyRTPScore",2011
93,93,"Rod Pampling",72,0.113,"RightRoughTendencyRTPScore",2011
95,95,"Kris Blanks",92,0.114,"RightRoughTendencyRTPScore",2011
96,96,"Sergio Garcia",61,0.115,"RightRoughTendencyRTPScore",2011
97,97,"Chris Kirk",87,0.116,"RightRoughTendencyRTPScore",2011
98,98,"Pat Perez",76,0.117,"RightRoughTendencyRTPScore",2011
99,99,"Chris Riley",76,0.119,"RightRoughTendencyRTPScore",2011
100,100,"DJ Trahan",91,0.12,"RightRoughTendencyRTPScore",2011
101,101,"Blake Adams",116,0.121,"RightRoughTendencyRTPScore",2011
101,101,"Briny Baird",60,0.121,"RightRoughTendencyRTPScore",2011
103,103,"Jim Furyk",87,0.122,"RightRoughTendencyRTPScore",2011
104,104,"Steven Bowditch",86,0.123,"RightRoughTendencyRTPScore",2011
104,104,"Jonathan Byrd",83,0.123,"RightRoughTendencyRTPScore",2011
106,106,"Brian Davis",105,0.124,"RightRoughTendencyRTPScore",2011
106,106,"Chris DiMarco",93,0.124,"RightRoughTendencyRTPScore",2011
108,108,"Bill Lunde",92,0.128,"RightRoughTendencyRTPScore",2011
109,109,"Dean Wilson",62,0.13,"RightRoughTendencyRTPScore",2011
110,110,"Jim Herman",69,0.132,"RightRoughTendencyRTPScore",2011
111,111,"Josh Teater",104,0.133,"RightRoughTendencyRTPScore",2011
112,112,"Joe Durant",71,0.135,"RightRoughTendencyRTPScore",2011
113,113,"Joseph Bramlett",73,0.136,"RightRoughTendencyRTPScore",2011
113,113,"Nick OHern",89,0.136,"RightRoughTendencyRTPScore",2011
115,115,"Robert Allenby",84,0.138,"RightRoughTendencyRTPScore",2011
115,115,"KJ Choi",77,0.138,"RightRoughTendencyRTPScore",2011
115,115,"Bo Van Pelt",92,0.138,"RightRoughTendencyRTPScore",2011
118,118,"Matt McQuillan",59,0.14,"RightRoughTendencyRTPScore",2011
119,119,"John Senden",94,0.141,"RightRoughTendencyRTPScore",2011
120,120,"Tim Petrovic",88,0.142,"RightRoughTendencyRTPScore",2011
120,120,"Alex Prugh",82,0.142,"RightRoughTendencyRTPScore",2011
120,120,"Jhonattan Vegas",84,0.142,"RightRoughTendencyRTPScore",2011
123,123,"John Rollins",85,0.143,"RightRoughTendencyRTPScore",2011
124,124,"Scott Gutschewski",67,0.145,"RightRoughTendencyRTPScore",2011
124,124,"Tag Ridings",87,0.145,"RightRoughTendencyRTPScore",2011
124,124,"Paul Stankowski",78,0.145,"RightRoughTendencyRTPScore",2011
127,127,"Cameron Beckman",71,0.146,"RightRoughTendencyRTPScore",2011
127,127,"Sung Kang",63,0.146,"RightRoughTendencyRTPScore",2011
129,129,"Derek Lamely",65,0.147,"RightRoughTendencyRTPScore",2011
130,130,"Rocco Mediate",53,0.149,"RightRoughTendencyRTPScore",2011
131,131,"Heath Slocum",89,0.152,"RightRoughTendencyRTPScore",2011
132,132,"Michael Putnam",67,0.153,"RightRoughTendencyRTPScore",2011
132,132,"Michael Thompson",79,0.153,"RightRoughTendencyRTPScore",2011
132,132,"Johnson Wagner",81,0.153,"RightRoughTendencyRTPScore",2011
135,135,"Matt Jones",71,0.154,"RightRoughTendencyRTPScore",2011
136,136,"Martin Piller",63,0.155,"RightRoughTendencyRTPScore",2011
136,136,"Chez Reavie",92,0.155,"RightRoughTendencyRTPScore",2011
138,138,"Matt Kuchar",94,0.156,"RightRoughTendencyRTPScore",2011
139,139,"Aron Price",58,0.157,"RightRoughTendencyRTPScore",2011
140,140,"JJ Henry",96,0.158,"RightRoughTendencyRTPScore",2011
140,140,"Roland Thatcher",67,0.158,"RightRoughTendencyRTPScore",2011
142,142,"Fabian Gomez",84,0.16,"RightRoughTendencyRTPScore",2011
143,143,"Jason Day",76,0.162,"RightRoughTendencyRTPScore",2011
144,144,"David Hearn",88,0.163,"RightRoughTendencyRTPScore",2011
145,145,"Bio Kim",71,0.165,"RightRoughTendencyRTPScore",2011
145,145,"Ben Martin",74,0.165,"RightRoughTendencyRTPScore",2011
147,147,"Arjun Atwal",91,0.172,"RightRoughTendencyRTPScore",2011
148,148,"Ricky Barnes",78,0.173,"RightRoughTendencyRTPScore",2011
148,148,"John Merrick",71,0.173,"RightRoughTendencyRTPScore",2011
150,150,"Ernie Els",71,0.176,"RightRoughTendencyRTPScore",2011
150,150,"Shaun Micheel",77,0.176,"RightRoughTendencyRTPScore",2011
152,152,"Charl Schwartzel",58,0.177,"RightRoughTendencyRTPScore",2011
153,153,"Sean OHair",71,0.182,"RightRoughTendencyRTPScore",2011
154,154,"Lee Janzen",62,0.183,"RightRoughTendencyRTPScore",2011
155,155,"Nathan Green",81,0.184,"RightRoughTendencyRTPScore",2011
155,155,"Camilo Villegas",69,0.184,"RightRoughTendencyRTPScore",2011
157,157,"Andres Romero",77,0.187,"RightRoughTendencyRTPScore",2011
158,158,"Lucas Glover",74,0.189,"RightRoughTendencyRTPScore",2011
158,158,"Kent Jones",76,0.189,"RightRoughTendencyRTPScore",2011
160,160,"DJ Brigman",67,0.191,"RightRoughTendencyRTPScore",2011
161,161,"Billy Horschel",75,0.193,"RightRoughTendencyRTPScore",2011
162,162,"Garrett Willis",71,0.2,"RightRoughTendencyRTPScore",2011
163,163,"Brian Gay",90,0.202,"RightRoughTendencyRTPScore",2011
164,164,"Colt Knost",80,0.205,"RightRoughTendencyRTPScore",2011
165,165,"James Driscoll",71,0.208,"RightRoughTendencyRTPScore",2011
166,166,"Rich Beem",53,0.211,"RightRoughTendencyRTPScore",2011
167,167,"Jarrod Lyle",83,0.216,"RightRoughTendencyRTPScore",2011
167,167,"Zack Miller",86,0.216,"RightRoughTendencyRTPScore",2011
167,167,"Ryan Moore",79,0.216,"RightRoughTendencyRTPScore",2011
170,170,"Ryuji Imada",83,0.217,"RightRoughTendencyRTPScore",2011
171,171,"Richard Johnson",64,0.219,"RightRoughTendencyRTPScore",2011
172,172,"Paul Goydos",81,0.224,"RightRoughTendencyRTPScore",2011
173,173,"Angel Cabrera",50,0.229,"RightRoughTendencyRTPScore",2011
174,174,"Steve Elkington",50,0.247,"RightRoughTendencyRTPScore",2011
174,174,"Scott McCarron",65,0.247,"RightRoughTendencyRTPScore",2011
176,176,"Tom Gillis",55,0.248,"RightRoughTendencyRTPScore",2011
177,177,"Jason Bohn",74,0.25,"RightRoughTendencyRTPScore",2011
177,177,"Brendan Steele",89,0.25,"RightRoughTendencyRTPScore",2011
179,179,"Will Strickler",51,0.255,"RightRoughTendencyRTPScore",2011
180,180,"Alexandre Rocha",65,0.26,"RightRoughTendencyRTPScore",2011
181,181,"Nate Smith",66,0.266,"RightRoughTendencyRTPScore",2011
182,182,"Michael Connell",76,0.269,"RightRoughTendencyRTPScore",2011
183,183,"Jerry Kelly",85,0.278,"RightRoughTendencyRTPScore",2011
184,184,"Troy Merritt",63,0.308,"RightRoughTendencyRTPScore",2011
185,185,"Daniel Summerhays",75,0.333,"RightRoughTendencyRTPScore",2011
186,186,"Justin Hicks",60,0.369,"RightRoughTendencyRTPScore",2011
