"AveragePuttingDistanceGIR3Putts_RANKTHISWEEK_2012","AveragePuttingDistanceGIR3Putts_RANKLASTWEEK_2012","AveragePuttingDistanceGIR3Putts_PLAYERNAME_2012","AveragePuttingDistanceGIR3Putts_ROUNDS_2012","AveragePuttingDistanceGIR3Putts_AVG_2012","AveragePuttingDistanceGIR3Putts_DISTANCEFEET_2012","AveragePuttingDistanceGIR3Putts_TOTALPUTTS_2012","stat_name","year"
1,1,"Spencer Levin",81,NA,14.546,24,"AveragePuttingDistanceGIR3Putts",2012
2,2,"Jimmy Walker",101,NA,23.434,39,"AveragePuttingDistanceGIR3Putts",2012
3,3,"Bill Haas",79,NA,19.583,33,"AveragePuttingDistanceGIR3Putts",2012
4,4,"Brendan Steele",77,NA,27.395,47,"AveragePuttingDistanceGIR3Putts",2012
5,5,"Martin Flores",95,NA,16.298,28,"AveragePuttingDistanceGIR3Putts",2012
6,6,"KJ Choi",71,NA,15.901,28,"AveragePuttingDistanceGIR3Putts",2012
7,7,"Phil Mickelson",79,NA,15.853,28,"AveragePuttingDistanceGIR3Putts",2012
8,8,"Steve Stricker",73,NA,10.639,19,"AveragePuttingDistanceGIR3Putts",2012
9,9,"Zach Johnson",95,NA,14.523,26,"AveragePuttingDistanceGIR3Putts",2012
10,10,"Troy Kelly",68,NA,14.983,27,"AveragePuttingDistanceGIR3Putts",2012
10,10,"Troy Matteson",100,NA,26.095,47,"AveragePuttingDistanceGIR3Putts",2012
12,12,"Russell Knox",72,NA,11.069,20,"AveragePuttingDistanceGIR3Putts",2012
12,12,"Louis Oosthuizen",65,NA,12.709,23,"AveragePuttingDistanceGIR3Putts",2012
14,14,"Blake Adams",107,NA,25.884,47,"AveragePuttingDistanceGIR3Putts",2012
14,14,"Bryce Molder",83,NA,13.235,24,"AveragePuttingDistanceGIR3Putts",2012
16,16,"Will Claxton",99,NA,23.091,42,"AveragePuttingDistanceGIR3Putts",2012
17,17,"Jason Bohn",81,NA,15.377,28,"AveragePuttingDistanceGIR3Putts",2012
17,17,"Charles Howell III",98,NA,23.061,42,"AveragePuttingDistanceGIR3Putts",2012
19,19,"David Hearn",95,NA,23.585,43,"AveragePuttingDistanceGIR3Putts",2012
20,20,"Scott Piercy",95,NA,21.882,40,"AveragePuttingDistanceGIR3Putts",2012
21,21,"Nathan Green",73,NA,14.732,27,"AveragePuttingDistanceGIR3Putts",2012
21,21,"Josh Teater",97,NA,30.028,55,"AveragePuttingDistanceGIR3Putts",2012
23,23,"Justin Leonard",79,NA,20.692,38,"AveragePuttingDistanceGIR3Putts",2012
24,24,"Ryuji Imada",78,NA,20.118,37,"AveragePuttingDistanceGIR3Putts",2012
24,24,"Marc Leishman",84,NA,26.672,49,"AveragePuttingDistanceGIR3Putts",2012
26,26,"Stewart Cink",71,NA,13.567,25,"AveragePuttingDistanceGIR3Putts",2012
26,26,"Brian Harman",101,NA,17.924,33,"AveragePuttingDistanceGIR3Putts",2012
28,28,"Marco Dawson",60,NA,8.096,15,"AveragePuttingDistanceGIR3Putts",2012
28,28,"Billy Hurley III",70,NA,12.97,24,"AveragePuttingDistanceGIR3Putts",2012
30,30,"Dustin Johnson",70,NA,11.851,22,"AveragePuttingDistanceGIR3Putts",2012
30,30,"William McGirt",96,NA,18.315,34,"AveragePuttingDistanceGIR3Putts",2012
32,32,"Keegan Bradley",90,NA,22.534,42,"AveragePuttingDistanceGIR3Putts",2012
32,32,"Greg Chalmers",88,NA,12.889,24,"AveragePuttingDistanceGIR3Putts",2012
