"Par3Performance_RANKTHISWEEK_2012","Par3Performance_RANKLASTWEEK_2012","Par3Performance_PLAYERNAME_2012","Par3Performance_ROUNDS_2012","Par3Performance_STATUS_2012","Par3Performance_PAR3AVG_2012","Par3Performance_TOTALPAR_2012","stat_name","year"
1,NA,"Richard Lee",71,-9,2.97,810,"Par3Performance",2012
2,NA,"Keegan Bradley",90,-3,2.99,1044,"Par3Performance",2012
2,NA,"Geoff Ogilvy",73,-3,2.99,879,"Par3Performance",2012
2,NA,"Ryan Palmer",81,-3,2.99,978,"Par3Performance",2012
5,NA,"Rory McIlroy",60,-2,2.99,648,"Par3Performance",2012
6,NA,"Brendon de Jonge",115,-1,3,1392,"Par3Performance",2012
7,NA,"Jason Day",57,0,3,672,"Par3Performance",2012
8,NA,"Sean OHair",84,3,3.01,1005,"Par3Performance",2012
8,NA,"Justin Rose",69,3,3.01,828,"Par3Performance",2012
10,NA,"Brandt Snedeker",81,4,3.01,954,"Par3Performance",2012
10,NA,"Kevin Streelman",89,4,3.01,1086,"Par3Performance",2012
10,NA,"Steve Stricker",73,4,3.01,828,"Par3Performance",2012
13,NA,"Ben Curtis",62,5,3.02,744,"Par3Performance",2012
13,NA,"Brandt Jobe",57,5,3.02,687,"Par3Performance",2012
13,NA,"Kevin Stadler",85,5,3.02,975,"Par3Performance",2012
13,NA,"Tiger Woods",69,5,3.02,807,"Par3Performance",2012
17,NA,"Troy Kelly",68,6,3.02,777,"Par3Performance",2012
17,NA,"Rocco Mediate",70,6,3.02,828,"Par3Performance",2012
19,NA,"Jason Dufner",83,7,3.02,1002,"Par3Performance",2012
19,NA,"Brian Gay",91,7,3.02,1065,"Par3Performance",2012
19,NA,"Zach Johnson",95,7,3.02,1149,"Par3Performance",2012
19,NA,"Adam Scott",59,7,3.03,696,"Par3Performance",2012
19,NA,"Chris Stroud",86,7,3.02,1038,"Par3Performance",2012
19,NA,"Roland Thatcher",55,7,3.03,639,"Par3Performance",2012
19,NA,"David Toms",60,7,3.03,702,"Par3Performance",2012
26,NA,"Jim Furyk",85,8,3.02,1023,"Par3Performance",2012
26,NA,"Tom Gillis",75,8,3.03,918,"Par3Performance",2012
26,NA,"Padraig Harrington",67,8,3.03,771,"Par3Performance",2012
26,NA,"Jerry Kelly",84,8,3.02,1023,"Par3Performance",2012
30,NA,"Gavin Coles",72,9,3.03,846,"Par3Performance",2012
30,NA,"Billy Horschel",63,9,3.04,711,"Par3Performance",2012
30,NA,"Matt Kuchar",86,9,3.03,1002,"Par3Performance",2012
30,NA,"Louis Oosthuizen",65,9,3.04,768,"Par3Performance",2012
