"3PuttAvoidanceRound3_RANKTHISWEEK_2011","3PuttAvoidanceRound3_RANKLASTWEEK_2011","3PuttAvoidanceRound3_PLAYERNAME_2011","3PuttAvoidanceRound3__2011","3PuttAvoidanceRound3_Pct_2011","3PuttAvoidanceRound3_TOTAL3PUTTS_2011","3PuttAvoidanceRound3_TOTALHOLES_2011","stat_name","year"
1,1,"Bryce Molder",NA,0.37,1,270,"3PuttAvoidanceRound3",2011
2,2,"Matt Jones",NA,0.56,1,180,"3PuttAvoidanceRound3",2011
3,3,"Angel Cabrera",NA,0.69,1,144,"3PuttAvoidanceRound3",2011
4,4,"Steven Bowditch",NA,0.74,2,270,"3PuttAvoidanceRound3",2011
5,5,"Trevor Immelman",NA,0.93,3,324,"3PuttAvoidanceRound3",2011
6,6,"Greg Chalmers",NA,0.98,3,306,"3PuttAvoidanceRound3",2011
7,7,"Joe Ogilvie",NA,1.19,3,252,"3PuttAvoidanceRound3",2011
8,8,"Nate Smith",NA,1.23,2,162,"3PuttAvoidanceRound3",2011
8,8,"Nick Watney",NA,1.23,4,324,"3PuttAvoidanceRound3",2011
10,10,"Michael Bradley",NA,1.28,3,234,"3PuttAvoidanceRound3",2011
10,10,"YE Yang",NA,1.28,3,234,"3PuttAvoidanceRound3",2011
12,12,"Andres Romero",NA,1.31,4,306,"3PuttAvoidanceRound3",2011
12,12,"Steve Stricker",NA,1.31,4,306,"3PuttAvoidanceRound3",2011
12,12,"Charlie Wi",NA,1.31,4,306,"3PuttAvoidanceRound3",2011
15,15,"Luke Donald",NA,1.39,4,288,"3PuttAvoidanceRound3",2011
15,15,"Lee Janzen",NA,1.39,3,216,"3PuttAvoidanceRound3",2011
17,17,"Brendon de Jonge",NA,1.45,6,414,"3PuttAvoidanceRound3",2011
17,17,"Webb Simpson",NA,1.45,6,414,"3PuttAvoidanceRound3",2011
19,19,"Retief Goosen",NA,1.52,3,198,"3PuttAvoidanceRound3",2011
19,19,"Alexandre Rocha",NA,1.52,3,198,"3PuttAvoidanceRound3",2011
21,21,"Matt Kuchar",NA,1.59,6,378,"3PuttAvoidanceRound3",2011
21,21,"Carl Pettersson",NA,1.59,6,378,"3PuttAvoidanceRound3",2011
23,23,"Keegan Bradley",NA,1.63,5,306,"3PuttAvoidanceRound3",2011
23,23,"Jonathan Byrd",NA,1.63,5,306,"3PuttAvoidanceRound3",2011
23,23,"Chris DiMarco",NA,1.63,5,306,"3PuttAvoidanceRound3",2011
23,23,"Marc Leishman",NA,1.63,5,306,"3PuttAvoidanceRound3",2011
27,27,"Alex Cejka",NA,1.67,3,180,"3PuttAvoidanceRound3",2011
27,27,"Andres Gonzales",NA,1.67,3,180,"3PuttAvoidanceRound3",2011
29,29,"Bobby Gates",NA,1.71,4,234,"3PuttAvoidanceRound3",2011
29,29,"Robert Karlsson",NA,1.71,4,234,"3PuttAvoidanceRound3",2011
31,31,"George McNeill",NA,1.74,5,288,"3PuttAvoidanceRound3",2011
31,31,"Kevin Na",NA,1.74,5,288,"3PuttAvoidanceRound3",2011
33,33,"Arjun Atwal",NA,1.85,6,324,"3PuttAvoidanceRound3",2011
33,33,"Scott Gutschewski",NA,1.85,4,216,"3PuttAvoidanceRound3",2011
33,33,"Rod Pampling",NA,1.85,5,270,"3PuttAvoidanceRound3",2011
36,36,"Aaron Baddeley",NA,1.96,6,306,"3PuttAvoidanceRound3",2011
36,36,"Jason Day",NA,1.96,6,306,"3PuttAvoidanceRound3",2011
36,36,"Vaughn Taylor",NA,1.96,6,306,"3PuttAvoidanceRound3",2011
39,39,"Shane Bertsch",NA,2.02,4,198,"3PuttAvoidanceRound3",2011
39,39,"Kevin Kisner",NA,2.02,4,198,"3PuttAvoidanceRound3",2011
41,41,"Martin Laird",NA,2.08,6,288,"3PuttAvoidanceRound3",2011
41,41,"Johnson Wagner",NA,2.08,6,288,"3PuttAvoidanceRound3",2011
41,41,"Jimmy Walker",NA,2.08,6,288,"3PuttAvoidanceRound3",2011
44,44,"Freddie Jacobson",NA,2.12,8,378,"3PuttAvoidanceRound3",2011
45,45,"Jim Herman",NA,2.14,5,234,"3PuttAvoidanceRound3",2011
45,45,"Michael Putnam",NA,2.14,5,234,"3PuttAvoidanceRound3",2011
47,47,"Stuart Appleby",NA,2.22,4,180,"3PuttAvoidanceRound3",2011
47,47,"Ben Curtis",NA,2.22,4,180,"3PuttAvoidanceRound3",2011
47,47,"Tim Herron",NA,2.22,6,270,"3PuttAvoidanceRound3",2011
47,47,"Pat Perez",NA,2.22,6,270,"3PuttAvoidanceRound3",2011
47,47,"Dean Wilson",NA,2.22,4,180,"3PuttAvoidanceRound3",2011
52,52,"Josh Teater",NA,2.27,9,396,"3PuttAvoidanceRound3",2011
53,53,"Zach Johnson",NA,2.29,7,306,"3PuttAvoidanceRound3",2011
53,53,"Ryan Palmer",NA,2.29,7,306,"3PuttAvoidanceRound3",2011
53,53,"Justin Rose",NA,2.29,7,306,"3PuttAvoidanceRound3",2011
53,53,"David Toms",NA,2.29,7,306,"3PuttAvoidanceRound3",2011
