"Approachesfrom150175yards_RANKTHISWEEK_2016","Approachesfrom150175yards_RANKLASTWEEK_2016","Approachesfrom150175yards_PLAYERNAME_2016","Approachesfrom150175yards_ROUNDS_2016","Approachesfrom150175yards_AVG_2016","Approachesfrom150175yards_TOTALDISTANCEFEET_2016","Approachesfrom150175yards_OFATTEMPTS_2016","Approachesfrom150175yards_RELATIVETOPAR_2016","stat_name","year"
1,1,"Abraham Ancer",26,NA,764.833,33,0,"Approachesfrom150175yards",2016
2,4,"Tim Wilkinson",40,NA,1644,70,-2,"Approachesfrom150175yards",2016
3,3,"Ken Duke",26,NA,1089.25,46,1,"Approachesfrom150175yards",2016
4,6,"Jimmy Walker",43,NA,1412.75,59,-7,"Approachesfrom150175yards",2016
4,5,"Gary Woodland",45,NA,2222.417,93,-9,"Approachesfrom150175yards",2016
6,2,"Robert Garrigus",34,NA,1349.917,56,1,"Approachesfrom150175yards",2016
7,9,"Kevin Na",52,NA,2390.333,98,-20,"Approachesfrom150175yards",2016
8,11,"Pat Perez",28,NA,1235.667,50,-7,"Approachesfrom150175yards",2016
9,15,"Bubba Watson",30,NA,874.167,35,-3,"Approachesfrom150175yards",2016
10,14,"Kelly Kraft",35,NA,1179,47,-7,"Approachesfrom150175yards",2016
11,17,"Keegan Bradley",40,NA,2192.917,87,-1,"Approachesfrom150175yards",2016
11,17,"Greg Owen",56,NA,2920.833,116,-9,"Approachesfrom150175yards",2016
13,25,"Tyrone Van Aswegen",67,NA,3660.583,144,-8,"Approachesfrom150175yards",2016
14,13,"Lucas Glover",53,NA,3340.667,131,-5,"Approachesfrom150175yards",2016
14,25,"Danny Lee",53,NA,2368.583,93,-7,"Approachesfrom150175yards",2016
16,25,"John Huh",51,NA,3581.167,140,-21,"Approachesfrom150175yards",2016
16,28,"David Lingmerth",54,NA,2485,97,-6,"Approachesfrom150175yards",2016
18,22,"Ricky Barnes",57,NA,2848.917,111,-18,"Approachesfrom150175yards",2016
18,20,"Graham DeLaet",50,NA,3105.083,121,-8,"Approachesfrom150175yards",2016
20,22,"Kevin Kisner",49,NA,2444,95,-10,"Approachesfrom150175yards",2016
20,28,"Dicky Pride",33,NA,1467.667,57,2,"Approachesfrom150175yards",2016
20,9,"Adam Scott",39,NA,1722.75,67,-10,"Approachesfrom150175yards",2016
23,33,"Roberto Castro",55,NA,3257.167,126,-6,"Approachesfrom150175yards",2016
