"SubParRounds_RANKTHISWEEK_2015","SubParRounds_RANKLASTWEEK_2015","SubParRounds_PLAYERNAME_2015","SubParRounds_EVENTS_2015","stat_name","year"
46,46,"Brooks Koepka",23,"SubParRounds",2015
46,46,"Carlos Ortiz",30,"SubParRounds",2015
46,46,"Jeff Overton",30,"SubParRounds",2015
46,46,"Nick Watney",28,"SubParRounds",2015
54,54,"Chad Collins",24,"SubParRounds",2015
54,54,"Matt Jones",25,"SubParRounds",2015
54,54,"Spencer Levin",31,"SubParRounds",2015
57,57,"Keegan Bradley",24,"SubParRounds",2015
57,57,"Brian Harman",29,"SubParRounds",2015
57,57,"Scott Piercy",28,"SubParRounds",2015
57,57,"Chris Stroud",28,"SubParRounds",2015
57,57,"Nick Taylor",28,"SubParRounds",2015
62,62,"Martin Flores",30,"SubParRounds",2015
62,62,"Ryo Ishikawa",28,"SubParRounds",2015
62,62,"David Lingmerth",28,"SubParRounds",2015
62,62,"Cameron Tringale",28,"SubParRounds",2015
66,66,"Bill Haas",25,"SubParRounds",2015
66,66,"Chesson Hadley",30,"SubParRounds",2015
66,66,"JJ Henry",30,"SubParRounds",2015
66,66,"Tom Hoge",26,"SubParRounds",2015
66,66,"Jerry Kelly",24,"SubParRounds",2015
66,66,"Ryan Moore",24,"SubParRounds",2015
66,66,"Sean OHair",26,"SubParRounds",2015
66,66,"John Peterson",25,"SubParRounds",2015
66,66,"Kevin Streelman",27,"SubParRounds",2015
75,75,"Erik Compton",28,"SubParRounds",2015
75,75,"Rickie Fowler",21,"SubParRounds",2015
75,75,"Russell Henley",24,"SubParRounds",2015
75,75,"Scott Langley",28,"SubParRounds",2015
75,75,"Alex Prugh",27,"SubParRounds",2015
75,75,"Rory Sabbatini",25,"SubParRounds",2015
75,75,"Vijay Singh",23,"SubParRounds",2015
82,82,"Sangmoon Bae",30,"SubParRounds",2015
82,82,"Stewart Cink",23,"SubParRounds",2015
82,82,"Jon Curran",28,"SubParRounds",2015
82,82,"Dustin Johnson",21,"SubParRounds",2015
82,82,"Martin Laird",24,"SubParRounds",2015
82,82,"Webb Simpson",22,"SubParRounds",2015
88,88,"Fabian Gomez",26,"SubParRounds",2015
88,88,"Brian Stuard",31,"SubParRounds",2015
88,88,"Jimmy Walker",24,"SubParRounds",2015
91,91,"Kevin Chappell",26,"SubParRounds",2015
91,91,"Ken Duke",30,"SubParRounds",2015
91,91,"Scott Pinckney",27,"SubParRounds",2015
91,91,"Sam Saunders",28,"SubParRounds",2015
91,91,"Jhonattan Vegas",27,"SubParRounds",2015
91,91,"Boo Weekley",24,"SubParRounds",2015
97,97,"Graham DeLaet",22,"SubParRounds",2015
97,97,"Lucas Glover",26,"SubParRounds",2015
97,97,"Andres Gonzales",28,"SubParRounds",2015
97,97,"Billy Hurley III",28,"SubParRounds",2015
97,97,"Whee Kim",23,"SubParRounds",2015
97,97,"Cameron Percy",23,"SubParRounds",2015
97,97,"Michael Putnam",28,"SubParRounds",2015
97,97,"Henrik Stenson",16,"SubParRounds",2015
97,97,"Steve Wheatcroft",28,"SubParRounds",2015
106,106,"Luke Guthrie",27,"SubParRounds",2015
106,106,"Mark Hubbard",25,"SubParRounds",2015
106,106,"Hunter Mahan",24,"SubParRounds",2015
106,106,"Troy Merritt",29,"SubParRounds",2015
106,106,"Ryan Palmer",22,"SubParRounds",2015
106,106,"Will Wilcox",17,"SubParRounds",2015
112,112,"Jonathan Byrd",22,"SubParRounds",2015
112,112,"Morgan Hoffmann",26,"SubParRounds",2015
112,112,"Nicholas Thompson",31,"SubParRounds",2015
112,112,"Johnson Wagner",23,"SubParRounds",2015
116,116,"Steven Alker",22,"SubParRounds",2015
116,116,"Aaron Baddeley",25,"SubParRounds",2015
116,116,"Blayne Barber",26,"SubParRounds",2015
116,116,"Phil Mickelson",19,"SubParRounds",2015
116,116,"Justin Rose",20,"SubParRounds",2015
116,116,"Michael Thompson",27,"SubParRounds",2015
116,116,"Camilo Villegas",27,"SubParRounds",2015
116,116,"Gary Woodland",24,"SubParRounds",2015
124,124,"Derek Ernst",26,"SubParRounds",2015
124,124,"Max Homa",27,"SubParRounds",2015
124,124,"Bo Van Pelt",28,"SubParRounds",2015
127,127,"KJ Choi",19,"SubParRounds",2015
127,127,"Brian Davis",31,"SubParRounds",2015
127,127,"Luke Donald",20,"SubParRounds",2015
127,127,"Jim Furyk",19,"SubParRounds",2015
127,127,"Retief Goosen",25,"SubParRounds",2015
127,127,"Chris Kirk",21,"SubParRounds",2015
127,127,"Louis Oosthuizen",20,"SubParRounds",2015
127,127,"Ian Poulter",19,"SubParRounds",2015
135,135,"Ricky Barnes",27,"SubParRounds",2015
135,135,"Jonas Blixt",26,"SubParRounds",2015
135,135,"Jason Dufner",21,"SubParRounds",2015
135,135,"Brice Garnett",29,"SubParRounds",2015
135,135,"John Senden",24,"SubParRounds",2015
140,140,"Gonzalo Fdez Castano",28,"SubParRounds",2015
140,140,"Jonathan Randolph",25,"SubParRounds",2015
140,140,"Patrick Rodgers",17,"SubParRounds",2015
143,143,"Jason Gore",26,"SubParRounds",2015
143,143,"Marc Leishman",23,"SubParRounds",2015
143,143,"John Merrick",27,"SubParRounds",2015
143,143,"Francesco Molinari",16,"SubParRounds",2015
143,143,"SJ Park",27,"SubParRounds",2015
148,148,"Derek Fathauer",27,"SubParRounds",2015
148,148,"Sergio Garcia",15,"SubParRounds",2015
150,150,"Seung Yul Noh",21,"SubParRounds",2015
150,150,"Greg Owen",19,"SubParRounds",2015
150,150,"Andrew Svoboda",30,"SubParRounds",2015
153,153,"Rory McIlroy",12,"SubParRounds",2015
153,153,"Cameron Smith",13,"SubParRounds",2015
153,153,"Scott Stallings",19,"SubParRounds",2015
153,153,"David Toms",21,"SubParRounds",2015
153,153,"Tim Wilkinson",28,"SubParRounds",2015
158,158,"Vaughn Taylor",12,"SubParRounds",2015
158,158,"Tyrone Van Aswegen",20,"SubParRounds",2015
160,160,"Greg Chalmers",17,"SubParRounds",2015
160,160,"Chez Reavie",19,"SubParRounds",2015
162,162,"Andres Romero",24,"SubParRounds",2015
163,163,"Charlie Beljan",27,"SubParRounds",2015
163,163,"Davis Love III",18,"SubParRounds",2015
163,163,"DA Points",26,"SubParRounds",2015
163,163,"Andrew Putnam",23,"SubParRounds",2015
163,163,"Byron Smith",21,"SubParRounds",2015
163,163,"Kyle Stanley",12,"SubParRounds",2015
163,163,"Lee Westwood",15,"SubParRounds",2015
170,170,"Oscar Fraustro",21,"SubParRounds",2015
170,170,"Robert Garrigus",25,"SubParRounds",2015
170,170,"Charl Schwartzel",19,"SubParRounds",2015
173,173,"Roberto Castro",16,"SubParRounds",2015
173,173,"Branden Grace",13,"SubParRounds",2015
173,173,"Freddie Jacobson",14,"SubParRounds",2015
173,173,"Bill Lunde",18,"SubParRounds",2015
177,177,"Eric Axley",21,"SubParRounds",2015
177,177,"Jamie Donaldson",16,"SubParRounds",2015
177,177,"Ernie Els",18,"SubParRounds",2015
177,177,"Justin Leonard",22,"SubParRounds",2015
177,177,"Geoff Ogilvy",15,"SubParRounds",2015
177,177,"Jim Renner",27,"SubParRounds",2015
177,177,"Adam Scott",15,"SubParRounds",2015
184,184,"Tim Clark",13,"SubParRounds",2015
184,184,"Ben Crane",22,"SubParRounds",2015
184,184,"Matt Every",26,"SubParRounds",2015
184,184,"Padraig Harrington",21,"SubParRounds",2015
184,184,"Will Ma Kenzie",16,"SubParRounds",2015
184,184,"Roger Sloan",20,"SubParRounds",2015
190,190,"Ryan Armour",17,"SubParRounds",2015
190,190,"Angel Cabrera",19,"SubParRounds",2015
192,192,"Robert Allenby",25,"SubParRounds",2015
192,192,"Tom Gillis",16,"SubParRounds",2015
192,192,"Trevor Immelman",19,"SubParRounds",2015
192,192,"Martin Kaymer",13,"SubParRounds",2015
196,196,"Austin Cook",7,"SubParRounds",2015
196,196,"Steve Stricker",9,"SubParRounds",2015
196,196,"Danny Willett",10,"SubParRounds",2015
199,199,"Shane Lowry",13,"SubParRounds",2015
199,199,"Heath Slocum",22,"SubParRounds",2015
199,199,"Josh Teater",11,"SubParRounds",2015
202,202,"Stuart Appleby",7,"SubParRounds",2015
202,202,"Anirban Lahiri",12,"SubParRounds",2015
202,202,"Joost Luiten",13,"SubParRounds",2015
202,202,"Carlos Sainz Jr",20,"SubParRounds",2015
206,206,"Andrew Loupe",15,"SubParRounds",2015
207,207,"Graeme McDowell",15,"SubParRounds",2015
207,207,"Kenny Perry",9,"SubParRounds",2015
207,207,"John Rollins",14,"SubParRounds",2015
207,207,"Tiger Woods",11,"SubParRounds",2015
211,211,"Blake Adams",13,"SubParRounds",2015
211,211,"Tommy Gainey",9,"SubParRounds",2015
211,211,"Jarrod Lyle",10,"SubParRounds",2015
211,211,"Rod Pampling",10,"SubParRounds",2015
211,211,"Bernd Wiesberger",11,"SubParRounds",2015
216,216,"Ollie Schniederjans",7,"SubParRounds",2015
216,216,"Chris Smith",9,"SubParRounds",2015
216,216,"Zack Sucher",18,"SubParRounds",2015
219,219,"Arjun Atwal",7,"SubParRounds",2015
219,219,"Woody Austin",11,"SubParRounds",2015
219,219,"Matt Bettencourt",8,"SubParRounds",2015
219,219,"Brandon Hagy",8,"SubParRounds",2015
219,219,"Richard Sterne",18,"SubParRounds",2015
224,224,"Mark Anderson",7,"SubParRounds",2015
224,224,"George Coetzee",7,"SubParRounds",2015
224,224,"Victor Dubuisson",10,"SubParRounds",2015
224,224,"Emiliano Grillo",5,"SubParRounds",2015
224,224,"Justin Hicks",14,"SubParRounds",2015
224,224,"Alexander Levy",8,"SubParRounds",2015
224,224,"Troy Matteson",9,"SubParRounds",2015
224,224,"Charlie Wi",9,"SubParRounds",2015
232,232,"Rafa Cabrera Bello",4,"SubParRounds",2015
232,232,"John Daly",10,"SubParRounds",2015
232,232,"Glen Day",8,"SubParRounds",2015
232,232,"Harrison Frazar",7,"SubParRounds",2015
232,232,"Troy Kelly",9,"SubParRounds",2015
232,232,"Jon Rahm",3,"SubParRounds",2015
232,232,"Marcel Siem",8,"SubParRounds",2015
232,232,"Marc Warren",9,"SubParRounds",2015
240,240,"Thomas Aiken",4,"SubParRounds",2015
240,240,"Benjamin Alvarado",8,"SubParRounds",2015
240,240,"Stephen Gallacher",11,"SubParRounds",2015
240,240,"Dudley Hart",8,"SubParRounds",2015
240,240,"Hiroshi Iwata",4,"SubParRounds",2015
240,240,"Tim Petrovic",11,"SubParRounds",2015
240,240,"DJ Trahan",5,"SubParRounds",2015
247,247,"Joe Affrunti",4,"SubParRounds",2015
247,247,"Cameron Beckman",8,"SubParRounds",2015
247,247,"Ben Curtis",14,"SubParRounds",2015
247,247,"Tommy Fleetwood",7,"SubParRounds",2015
247,247,"Cody Gribble",4,"SubParRounds",2015
247,247,"Wes Homan",4,"SubParRounds",2015
247,247,"Mikko Ilonen",8,"SubParRounds",2015
247,247,"Billy Mayfair",6,"SubParRounds",2015
247,247,"Scott McCarron",7,"SubParRounds",2015
247,247,"Andy Sullivan",6,"SubParRounds",2015
257,257,"Byeong Hun An",5,"SubParRounds",2015
257,257,"Thongchai Jaidee",10,"SubParRounds",2015
257,257,"DH Lee",2,"SubParRounds",2015
257,257,"Maverick McNealy",2,"SubParRounds",2015
257,257,"James Morrison",2,"SubParRounds",2015
257,257,"Garrett Osborn",4,"SubParRounds",2015
257,257,"Kevin Stadler",5,"SubParRounds",2015
257,257,"Scott Verplank",13,"SubParRounds",2015
257,257,"Cameron Wilson",3,"SubParRounds",2015
266,266,"Kiradech Aphibarnrat",4,"SubParRounds",2015
266,266,"Daniel Chopra",5,"SubParRounds",2015
266,266,"David Duval",6,"SubParRounds",2015
266,266,"Ross Fisher",3,"SubParRounds",2015
266,266,"Steve Flesch",7,"SubParRounds",2015
266,266,"Fred Funk",2,"SubParRounds",2015
266,266,"Mark Hensby",2,"SubParRounds",2015
266,266,"Tim Herron",7,"SubParRounds",2015
266,266,"Lee Janzen",4,"SubParRounds",2015
266,266,"Brandt Jobe",6,"SubParRounds",2015
266,266,"Hyung Sung Kim",2,"SubParRounds",2015
266,266,"Pablo Larrazabal",4,"SubParRounds",2015
266,266,"WC Liang",5,"SubParRounds",2015
266,266,"Prom Meesawat",1,"SubParRounds",2015
266,266,"Shaun Micheel",5,"SubParRounds",2015
266,266,"Martin Piller",1,"SubParRounds",2015
266,266,"Dicky Pride",5,"SubParRounds",2015
266,266,"Robby Shelton",1,"SubParRounds",2015
266,266,"Michael Smith",1,"SubParRounds",2015
266,266,"Peter Uihlein",4,"SubParRounds",2015
266,266,"Anthony Wall",1,"SubParRounds",2015
266,266,"Cory Whitsett",2,"SubParRounds",2015
288,288,"Wu Ashun",1,"SubParRounds",2015
288,288,"Thomas Bjorn",7,"SubParRounds",2015
288,288,"Michael Block",6,"SubParRounds",2015
288,288,"Michael Bradley",4,"SubParRounds",2015
288,288,"Ashley Chesters",1,"SubParRounds",2015
288,288,"Austin Connelly",2,"SubParRounds",2015
288,288,"Kelvin Day",2,"SubParRounds",2015
288,288,"Bryson DeChambeau",3,"SubParRounds",2015
288,288,"Paul Dunne",1,"SubParRounds",2015
288,288,"Marcus Fraser",2,"SubParRounds",2015
288,288,"Tyrrell Hatton",2,"SubParRounds",2015
288,288,"Rikard Karlberg",2,"SubParRounds",2015
288,288,"Soren Kjeldsen",3,"SubParRounds",2015
288,288,"Doug LaBelle II",1,"SubParRounds",2015
288,288,"Lee McCoy",3,"SubParRounds",2015
288,288,"Jordan Niebrugge",1,"SubParRounds",2015
288,288,"Mark OMeara",2,"SubParRounds",2015
288,288,"Koumei Oda",4,"SubParRounds",2015
288,288,"Thorbjorn Olesen",1,"SubParRounds",2015
288,288,"Cheng Tsung Pan",2,"SubParRounds",2015
288,288,"Angelo Que",1,"SubParRounds",2015
288,288,"Richie Ramsay",2,"SubParRounds",2015
288,288,"Wes Roach",1,"SubParRounds",2015
288,288,"Brett Rumford",1,"SubParRounds",2015
288,288,"Adam Svensson",1,"SubParRounds",2015
288,288,"Kevin Tway",1,"SubParRounds",2015
288,288,"Duffy Waldorf",2,"SubParRounds",2015
288,288,"Tom Watson",3,"SubParRounds",2015
288,288,"Garrett Willis",1,"SubParRounds",2015
317,317,"Scott Arnold",1,"SubParRounds",2015
317,317,"Mark Brooks",3,"SubParRounds",2015
317,317,"Brian Campbell",2,"SubParRounds",2015
317,317,"Darren Clarke",6,"SubParRounds",2015
317,317,"Corey Conners",6,"SubParRounds",2015
317,317,"James Driscoll",1,"SubParRounds",2015
317,317,"Ryan Fox",1,"SubParRounds",2015
317,317,"Brad Fritsch",3,"SubParRounds",2015
317,317,"Brian Gaffney",1,"SubParRounds",2015
317,317,"Scott Gardiner",3,"SubParRounds",2015
317,317,"Oliver Goss",1,"SubParRounds",2015
317,317,"Scott Gutschewski",1,"SubParRounds",2015
317,317,"Blair Hamilton",1,"SubParRounds",2015
317,317,"David Howell",2,"SubParRounds",2015
317,317,"Ryuji Imada",4,"SubParRounds",2015
317,317,"Tom Johnson",2,"SubParRounds",2015
317,317,"Alex Kang",1,"SubParRounds",2015
317,317,"Smylie Kaufman",2,"SubParRounds",2015
317,317,"Neal Lancaster",4,"SubParRounds",2015
317,317,"Romain Langasque",1,"SubParRounds",2015
317,317,"Paul Lawrie",1,"SubParRounds",2015
317,317,"Tom Lehman",2,"SubParRounds",2015
317,317,"Steve Lewton",1,"SubParRounds",2015
317,317,"David Lipsky",5,"SubParRounds",2015
317,317,"Jamie Lovemark",2,"SubParRounds",2015
317,317,"Parker McLachlin",2,"SubParRounds",2015
317,317,"Erick Morales",1,"SubParRounds",2015
317,317,"Chris Naegel",2,"SubParRounds",2015
317,317,"Eddie Pepperell",2,"SubParRounds",2015
317,317,"Alvaro Quiros",2,"SubParRounds",2015
317,317,"Cory Renfrew",1,"SubParRounds",2015
317,317,"Chris Riley",2,"SubParRounds",2015
317,317,"Alexandre Rocha",1,"SubParRounds",2015
317,317,"JJ Spaun",1,"SubParRounds",2015
317,317,"Kyle Suppa",1,"SubParRounds",2015
317,317,"Jaco Van Zyl",2,"SubParRounds",2015
317,317,"Scott Vincent",1,"SubParRounds",2015
317,317,"Mike Weir",18,"SubParRounds",2015
317,317,"Oliver Wilson",2,"SubParRounds",2015
317,317,"Bobby Wyatt",2,"SubParRounds",2015
317,317,"YE Yang",4,"SubParRounds",2015
317,317,"Gunn Yang",9,"SubParRounds",2015
317,317,"Fabrizio Zanotti",1,"SubParRounds",2015
360,360,"Felipe Aguilar",1,"SubParRounds",2015
360,360,"Jason Allred",3,"SubParRounds",2015
360,360,"Stephen Ames",1,"SubParRounds",2015
360,360,"Tommy Armour III",1,"SubParRounds",2015
360,360,"Guy Boros",2,"SubParRounds",2015
360,360,"Ted Brown",1,"SubParRounds",2015
360,360,"Patrick Cantlay",1,"SubParRounds",2015
360,360,"Sebastian Cappelen",2,"SubParRounds",2015
360,360,"Jeff Corr",1,"SubParRounds",2015
360,360,"Roberto Diaz",1,"SubParRounds",2015
360,360,"Chris DiMarco",4,"SubParRounds",2015
360,360,"Andres Echavarria",1,"SubParRounds",2015
360,360,"Brad Elder",1,"SubParRounds",2015
360,360,"Nick Faldo",1,"SubParRounds",2015
360,360,"Hiroyuki Fujita",3,"SubParRounds",2015
360,360,"Nicholas Fung",1,"SubParRounds",2015
360,360,"Mathew Goggin",1,"SubParRounds",2015
360,360,"Paul Goydos",1,"SubParRounds",2015
360,360,"Nick Hardy",1,"SubParRounds",2015
360,360,"Mu Hu",1,"SubParRounds",2015
360,360,"Raphael Jacquelin",1,"SubParRounds",2015
360,360,"Miguel Angel Jimenez",6,"SubParRounds",2015
360,360,"Kent Jones",2,"SubParRounds",2015
360,360,"Joseph Juszczyk",1,"SubParRounds",2015
360,360,"Robert Karlsson",2,"SubParRounds",2015
360,360,"Paul Kinnear",1,"SubParRounds",2015
360,360,"Patton Kizzire",2,"SubParRounds",2015
360,360,"Jason Knutzon",2,"SubParRounds",2015
360,360,"Bernhard Langer",3,"SubParRounds",2015
360,360,"Hao Tong Li",1,"SubParRounds",2015
360,360,"Justin Lower",1,"SubParRounds",2015
360,360,"Steve Lowery",3,"SubParRounds",2015
360,360,"Sandy Lyle",2,"SubParRounds",2015
360,360,"MJ Maguire",1,"SubParRounds",2015
360,360,"Jack Maguire",1,"SubParRounds",2015
360,360,"Peter Malnati",1,"SubParRounds",2015
360,360,"David Mathis",1,"SubParRounds",2015
360,360,"Daniel Miernicki",1,"SubParRounds",2015
360,360,"Brad Miller",1,"SubParRounds",2015
360,360,"Colin Montgomerie",2,"SubParRounds",2015
360,360,"Trey Mullinax",1,"SubParRounds",2015
360,360,"Sam ODell",1,"SubParRounds",2015
360,360,"Jose Maria Olazabal",1,"SubParRounds",2015
360,360,"David Pastore",1,"SubParRounds",2015
360,360,"Andy Pope",2,"SubParRounds",2015
360,360,"Garrett Rank",1,"SubParRounds",2015
360,360,"Jose de Jesus Rodriguez",1,"SubParRounds",2015
360,360,"Marcelo Rozo",1,"SubParRounds",2015
360,360,"Ryan Ruffels",1,"SubParRounds",2015
360,360,"Ben Schlottman",1,"SubParRounds",2015
360,360,"Justin Shin",1,"SubParRounds",2015
360,360,"Mark Silvers",2,"SubParRounds",2015
360,360,"Nigel Spence",1,"SubParRounds",2015
360,360,"Paul Stankowski",2,"SubParRounds",2015
360,360,"Curtis Thompson",2,"SubParRounds",2015
360,360,"Kyle Thompson",1,"SubParRounds",2015
360,360,"Matt Thompson",1,"SubParRounds",2015
360,360,"Guan Tian Liang",1,"SubParRounds",2015
360,360,"Dawie van der Walt",1,"SubParRounds",2015
360,360,"Drew Weaver",1,"SubParRounds",2015
360,360,"Richy Werenski",1,"SubParRounds",2015
360,360,"Chris Williams",1,"SubParRounds",2015
360,360,"Ben Willman",1,"SubParRounds",2015
360,360,"Jay Woodson",1,"SubParRounds",2015
360,360,"Jake Younan",1,"SubParRounds",2015
