"EaglesHolesper_RANKTHISWEEK_2014","EaglesHolesper_RANKLASTWEEK_2014","EaglesHolesper_PLAYERNAME_2014","EaglesHolesper_ROUNDS_2014","EaglesHolesper_FREQUENCY_2014","EaglesHolesper_OFHOLES_2014","EaglesHolesper_OFEAGLES_2014","stat_name","year"
51,51,"Graeme McDowell",66,186,1116,6,"EaglesHolesper",2014
51,51,"Charl Schwartzel",64,186,1116,6,"EaglesHolesper",2014
54,54,"Roberto Castro",76,190.3,1332,7,"EaglesHolesper",2014
55,55,"Luke Guthrie",85,191.3,1530,8,"EaglesHolesper",2014
56,56,"Martin Kaymer",65,192,1152,6,"EaglesHolesper",2014
57,57,"Ryo Ishikawa",75,192.9,1350,7,"EaglesHolesper",2014
58,58,"Sangmoon Bae",76,195.4,1368,7,"EaglesHolesper",2014
59,59,"Morgan Hoffmann",103,198,1782,9,"EaglesHolesper",2014
59,59,"John Senden",99,198,1782,9,"EaglesHolesper",2014
61,61,"Cameron Tringale",111,199.8,1998,10,"EaglesHolesper",2014
62,62,"Kevin Streelman",79,200.6,1404,7,"EaglesHolesper",2014
63,63,"Lee Westwood",57,201.6,1008,5,"EaglesHolesper",2014
64,64,"Carl Pettersson",91,204.8,1638,8,"EaglesHolesper",2014
65,65,"Seung Yul Noh",92,207,1656,8,"EaglesHolesper",2014
65,65,"Gary Woodland",93,207,1656,8,"EaglesHolesper",2014
67,67,"Chris Kirk",105,208,1872,9,"EaglesHolesper",2014
68,68,"Sergio Garcia",61,208.8,1044,5,"EaglesHolesper",2014
69,69,"Bill Haas",107,210,1890,9,"EaglesHolesper",2014
70,70,"Robert Streb",75,213,1278,6,"EaglesHolesper",2014
70,70,"Hudson Swafford",75,213,1278,6,"EaglesHolesper",2014
72,72,"Davis Love III",74,216,1296,6,"EaglesHolesper",2014
72,72,"Pat Perez",84,216,1512,7,"EaglesHolesper",2014
74,74,"Martin Flores",85,218.6,1530,7,"EaglesHolesper",2014
75,75,"Troy Merritt",62,223.2,1116,5,"EaglesHolesper",2014
76,76,"Brandt Snedeker",89,223.7,1566,7,"EaglesHolesper",2014
77,77,"David Lingmerth",80,228,1368,6,"EaglesHolesper",2014
78,78,"Michael Putnam",106,229.5,1836,8,"EaglesHolesper",2014
79,79,"Sean OHair",77,231,1386,6,"EaglesHolesper",2014
80,80,"Graham DeLaet",80,237,1422,6,"EaglesHolesper",2014
81,81,"Lucas Glover",68,237.6,1188,5,"EaglesHolesper",2014
82,82,"Chad Campbell",57,238.5,954,4,"EaglesHolesper",2014
83,83,"KJ Choi",80,240,1440,6,"EaglesHolesper",2014
84,84,"Jason Bohn",81,243,1458,6,"EaglesHolesper",2014
85,85,"Kevin Chappell",100,246.9,1728,7,"EaglesHolesper",2014
86,86,"Bud Cauley",56,252,1008,4,"EaglesHolesper",2014
86,86,"Ian Poulter",57,252,1008,4,"EaglesHolesper",2014
86,86,"Webb Simpson",87,252,1512,6,"EaglesHolesper",2014
89,89,"Matt Every",85,255,1530,6,"EaglesHolesper",2014
90,90,"Scott Brown",100,257.1,1800,7,"EaglesHolesper",2014
91,91,"Jonathan Byrd",76,259.2,1296,5,"EaglesHolesper",2014
92,92,"Ricky Barnes",92,264,1584,6,"EaglesHolesper",2014
92,92,"Keegan Bradley",89,264,1584,6,"EaglesHolesper",2014
92,92,"Brice Garnett",92,264,1584,6,"EaglesHolesper",2014
92,92,"Matt Kuchar",91,264,1584,6,"EaglesHolesper",2014
96,96,"Derek Ernst",80,273.6,1368,5,"EaglesHolesper",2014
97,97,"Andrew Loupe",65,274.5,1098,4,"EaglesHolesper",2014
98,98,"Russell Henley",92,276,1656,6,"EaglesHolesper",2014
99,99,"Andrew Svoboda",77,277.2,1386,5,"EaglesHolesper",2014
100,100,"Jonas Blixt",64,279,1116,4,"EaglesHolesper",2014
100,100,"Charley Hoffman",93,279,1674,6,"EaglesHolesper",2014
102,102,"Brendon de Jonge",109,280.3,1962,7,"EaglesHolesper",2014
103,103,"YE Yang",79,280.8,1404,5,"EaglesHolesper",2014
104,104,"Jim Furyk",84,288,1440,5,"EaglesHolesper",2014
104,104,"Zach Johnson",97,288,1728,6,"EaglesHolesper",2014
104,104,"William McGirt",96,288,1728,6,"EaglesHolesper",2014
107,107,"Mark Wilson",69,292.5,1170,4,"EaglesHolesper",2014
108,108,"Tim Wilkinson",86,295.2,1476,5,"EaglesHolesper",2014
109,109,"Kyle Stanley",87,298.8,1494,5,"EaglesHolesper",2014
110,110,"DH Lee",54,300,900,3,"EaglesHolesper",2014
111,111,"Angel Cabrera",69,310.5,1242,4,"EaglesHolesper",2014
111,111,"Tommy Gainey",73,310.5,1242,4,"EaglesHolesper",2014
113,113,"Brian Stuard",91,313.2,1566,5,"EaglesHolesper",2014
114,114,"Phil Mickelson",71,319.5,1278,4,"EaglesHolesper",2014
115,115,"Henrik Stenson",56,324,972,3,"EaglesHolesper",2014
115,115,"Brendon Todd",108,324,1944,6,"EaglesHolesper",2014
117,117,"Freddie Jacobson",91,327.6,1638,5,"EaglesHolesper",2014
118,118,"Bryce Molder",77,328.5,1314,4,"EaglesHolesper",2014
119,119,"Chad Collins",78,333,1332,4,"EaglesHolesper",2014
120,120,"Tim Clark",75,337.5,1350,4,"EaglesHolesper",2014
120,120,"Jhonattan Vegas",77,337.5,1350,4,"EaglesHolesper",2014
120,120,"Nick Watney",80,337.5,1350,4,"EaglesHolesper",2014
123,123,"Camilo Villegas",95,342,1710,5,"EaglesHolesper",2014
124,124,"Jimmy Walker",98,345.6,1728,5,"EaglesHolesper",2014
125,125,"Ken Duke",80,351,1404,4,"EaglesHolesper",2014
126,126,"Jim Renner",61,354,1062,3,"EaglesHolesper",2014
127,127,"Brian Gay",81,355.5,1422,4,"EaglesHolesper",2014
128,128,"Jamie Lovemark",64,360,1080,3,"EaglesHolesper",2014
128,128,"Kevin Tway",64,360,1080,3,"EaglesHolesper",2014
130,130,"Ben Crane",81,364.5,1458,4,"EaglesHolesper",2014
131,131,"Gonzalo Fdez Castano",83,369,1476,4,"EaglesHolesper",2014
132,132,"David Toms",64,372,1116,3,"EaglesHolesper",2014
133,133,"John Huh",87,373.5,1494,4,"EaglesHolesper",2014
133,133,"Vijay Singh",83,373.5,1494,4,"EaglesHolesper",2014
135,135,"Wes Roach",67,378,1134,3,"EaglesHolesper",2014
136,136,"Rickie Fowler",91,382.5,1530,4,"EaglesHolesper",2014
137,137,"Billy Hurley III",86,387,1548,4,"EaglesHolesper",2014
138,138,"Mike Weir",69,390,1170,3,"EaglesHolesper",2014
139,139,"JJ Henry",91,391.5,1566,4,"EaglesHolesper",2014
140,140,"Stuart Appleby",92,405,1620,4,"EaglesHolesper",2014
141,141,"Louis Oosthuizen",50,414,828,2,"EaglesHolesper",2014
142,142,"Scott Langley",95,418.5,1674,4,"EaglesHolesper",2014
143,143,"Bronson La Cassie",51,423,846,2,"EaglesHolesper",2014
144,144,"Brad Fritsch",50,432,864,2,"EaglesHolesper",2014
145,145,"Ben Curtis",77,438,1314,3,"EaglesHolesper",2014
146,146,"Jordan Spieth",102,441,1764,4,"EaglesHolesper",2014
147,147,"Michael Thompson",74,444,1332,3,"EaglesHolesper",2014
148,148,"Justin Hicks",103,445.5,1782,4,"EaglesHolesper",2014
149,149,"Briny Baird",50,450,900,2,"EaglesHolesper",2014
150,150,"Richard Lee",80,468,1404,3,"EaglesHolesper",2014
150,150,"Tyrone Van Aswegen",79,468,1404,3,"EaglesHolesper",2014
152,152,"Jerry Kelly",80,480,1440,3,"EaglesHolesper",2014
152,152,"Danny Lee",84,480,1440,3,"EaglesHolesper",2014
154,154,"Robert Allenby",83,486,1458,3,"EaglesHolesper",2014
155,155,"Luke Donald",57,504,1008,2,"EaglesHolesper",2014
155,155,"Chesson Hadley",84,504,1512,3,"EaglesHolesper",2014
157,157,"Kevin Kisner",85,510,1530,3,"EaglesHolesper",2014
157,157,"Hunter Mahan",88,510,1530,3,"EaglesHolesper",2014
159,159,"Josh Teater",90,528,1584,3,"EaglesHolesper",2014
160,160,"John Peterson",62,540,1080,2,"EaglesHolesper",2014
161,161,"Ted Potter Jr",68,612,1224,2,"EaglesHolesper",2014
162,162,"Heath Slocum",71,621,1242,2,"EaglesHolesper",2014
163,163,"Aaron Baddeley",74,648,1296,2,"EaglesHolesper",2014
163,163,"Boo Weekley",73,648,1296,2,"EaglesHolesper",2014
165,165,"Justin Leonard",75,675,1350,2,"EaglesHolesper",2014
166,166,"John Rollins",84,720,1440,2,"EaglesHolesper",2014
167,167,"Greg Chalmers",85,729,1458,2,"EaglesHolesper",2014
168,168,"JB Holmes",86,774,1548,2,"EaglesHolesper",2014
169,169,"Chris Stroud",88,792,1584,2,"EaglesHolesper",2014
170,170,"Retief Goosen",94,810,1620,2,"EaglesHolesper",2014
171,171,"Jason Day",54,864,864,1,"EaglesHolesper",2014
172,172,"David Hearn",97,873,1746,2,"EaglesHolesper",2014
173,173,"Jeff Maggert",54,972,972,1,"EaglesHolesper",2014
174,174,"Woody Austin",63,1062,1062,1,"EaglesHolesper",2014
174,174,"Spencer Levin",59,1062,1062,1,"EaglesHolesper",2014
176,176,"DA Points",75,1314,1314,1,"EaglesHolesper",2014
