"Round2ScoringAverage_RANKTHISWEEK_2009","Round2ScoringAverage_RANKLASTWEEK_2009","Round2ScoringAverage_PLAYERNAME_2009","Round2ScoringAverage__2009","Round2ScoringAverage_AVG_2009","Round2ScoringAverage_TOTALSTROKES_2009","Round2ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"Matt Jones",NA,69.31,1109,16,"Round2ScoringAverage",2009
2,2,"Troy Matteson",NA,69.5,2085,30,"Round2ScoringAverage",2009
2,2,"Tiger Woods",NA,69.5,1112,16,"Round2ScoringAverage",2009
4,4,"Justin Leonard",NA,69.6,1740,25,"Round2ScoringAverage",2009
5,5,"Bryce Molder",NA,69.62,1462,21,"Round2ScoringAverage",2009
6,6,"Bill Lunde",NA,69.73,1813,26,"Round2ScoringAverage",2009
7,7,"Tim Clark",NA,69.76,1465,21,"Round2ScoringAverage",2009
8,8,"Ernie Els",NA,69.78,1256,18,"Round2ScoringAverage",2009
9,9,"Kris Blanks",NA,69.8,1396,20,"Round2ScoringAverage",2009
10,10,"Kenny Perry",NA,69.83,1606,23,"Round2ScoringAverage",2009
11,11,"Charley Hoffman",NA,69.85,1886,27,"Round2ScoringAverage",2009
12,12,"Michael Letzig",NA,69.88,1817,26,"Round2ScoringAverage",2009
13,13,"Harrison Frazar",NA,69.89,1957,28,"Round2ScoringAverage",2009
14,14,"Anthony Kim",NA,69.9,1468,21,"Round2ScoringAverage",2009
15,15,"Chris Riley",NA,69.91,1538,22,"Round2ScoringAverage",2009
16,16,"Retief Goosen",NA,69.95,1329,19,"Round2ScoringAverage",2009
17,17,"Ryan Moore",NA,70,1890,27,"Round2ScoringAverage",2009
18,18,"Bill Haas",NA,70.03,2031,29,"Round2ScoringAverage",2009
19,19,"Jason Dufner",NA,70.04,1821,26,"Round2ScoringAverage",2009
19,19,"Freddie Jacobson",NA,70.04,1751,25,"Round2ScoringAverage",2009
21,21,"Steve Stricker",NA,70.05,1471,21,"Round2ScoringAverage",2009
21,21,"Charles Warren",NA,70.05,1401,20,"Round2ScoringAverage",2009
23,23,"Jason Day",NA,70.06,1191,17,"Round2ScoringAverage",2009
24,24,"David Toms",NA,70.07,1892,27,"Round2ScoringAverage",2009
25,25,"Daniel Chopra",NA,70.08,1822,26,"Round2ScoringAverage",2009
26,26,"Alex Cejka",NA,70.13,1683,24,"Round2ScoringAverage",2009
26,26,"Tag Ridings",NA,70.13,1052,15,"Round2ScoringAverage",2009
28,28,"JJ Henry",NA,70.14,1964,28,"Round2ScoringAverage",2009
29,29,"Cameron Beckman",NA,70.15,1824,26,"Round2ScoringAverage",2009
29,29,"Chris Stroud",NA,70.15,1894,27,"Round2ScoringAverage",2009
31,31,"Jason Bohn",NA,70.16,1754,25,"Round2ScoringAverage",2009
31,31,"Ryuji Imada",NA,70.16,1754,25,"Round2ScoringAverage",2009
31,31,"Zach Johnson",NA,70.16,1754,25,"Round2ScoringAverage",2009
34,34,"Mark Wilson",NA,70.18,1965,28,"Round2ScoringAverage",2009
35,35,"Scott McCarron",NA,70.19,1825,26,"Round2ScoringAverage",2009
36,36,"Jerry Kelly",NA,70.2,1755,25,"Round2ScoringAverage",2009
37,37,"Matt Kuchar",NA,70.25,1686,24,"Round2ScoringAverage",2009
37,37,"Scott Sterling",NA,70.25,1124,16,"Round2ScoringAverage",2009
39,39,"Rocco Mediate",NA,70.27,1546,22,"Round2ScoringAverage",2009
40,40,"Kevin Na",NA,70.29,1687,24,"Round2ScoringAverage",2009
40,40,"Scott Verplank",NA,70.29,1687,24,"Round2ScoringAverage",2009
42,42,"Jason Gore",NA,70.3,1617,23,"Round2ScoringAverage",2009
43,43,"Stephen Ames",NA,70.32,1547,22,"Round2ScoringAverage",2009
43,43,"Chad Campbell",NA,70.32,1758,25,"Round2ScoringAverage",2009
43,43,"Bob Estes",NA,70.32,1547,22,"Round2ScoringAverage",2009
46,46,"James Nitties",NA,70.33,1899,27,"Round2ScoringAverage",2009
