"FirstTeeEarlyLowestRound_RANKTHISWEEK_2010","FirstTeeEarlyLowestRound_RANKLASTWEEK_2010","FirstTeeEarlyLowestRound_PLAYERNAME_2010","FirstTeeEarlyLowestRound_ROUNDS_2010","FirstTeeEarlyLowestRound_LOWRND_2010","stat_name","year"
1,1,"Paul Goydos",78,59,"FirstTeeEarlyLowestRound",2010
2,2,"JB Holmes",100,60,"FirstTeeEarlyLowestRound",2010
2,2,"Carl Pettersson",99,60,"FirstTeeEarlyLowestRound",2010
4,4,"Kevin Na",94,61,"FirstTeeEarlyLowestRound",2010
5,5,"Ricky Barnes",103,62,"FirstTeeEarlyLowestRound",2010
5,5,"Graham DeLaet",88,62,"FirstTeeEarlyLowestRound",2010
5,5,"Charles Howell III",103,62,"FirstTeeEarlyLowestRound",2010
5,5,"Ryuji Imada",90,62,"FirstTeeEarlyLowestRound",2010
5,5,"Freddie Jacobson",83,62,"FirstTeeEarlyLowestRound",2010
5,5,"Martin Laird",91,62,"FirstTeeEarlyLowestRound",2010
5,5,"Katsumasa Miyamoto",6,62,"FirstTeeEarlyLowestRound",2010
5,5,"Bryce Molder",84,62,"FirstTeeEarlyLowestRound",2010
13,13,"Woody Austin",93,63,"FirstTeeEarlyLowestRound",2010
13,13,"Jason Bohn",84,63,"FirstTeeEarlyLowestRound",2010
13,13,"Jonathan Byrd",85,63,"FirstTeeEarlyLowestRound",2010
13,13,"Erik Compton",24,63,"FirstTeeEarlyLowestRound",2010
13,13,"Brian Gay",101,63,"FirstTeeEarlyLowestRound",2010
13,13,"Tom Gillis",97,63,"FirstTeeEarlyLowestRound",2010
13,13,"JJ Henry",92,63,"FirstTeeEarlyLowestRound",2010
13,13,"Jerry Kelly",99,63,"FirstTeeEarlyLowestRound",2010
13,13,"Matt Kuchar",97,63,"FirstTeeEarlyLowestRound",2010
13,13,"Derek Lamely",81,63,"FirstTeeEarlyLowestRound",2010
13,13,"Rory McIlroy",54,63,"FirstTeeEarlyLowestRound",2010
13,13,"Rocco Mediate",71,63,"FirstTeeEarlyLowestRound",2010
13,13,"Jeff Overton",89,63,"FirstTeeEarlyLowestRound",2010
13,13,"Pat Perez",90,63,"FirstTeeEarlyLowestRound",2010
13,13,"John Rollins",81,63,"FirstTeeEarlyLowestRound",2010
13,13,"Rory Sabbatini",79,63,"FirstTeeEarlyLowestRound",2010
13,13,"Webb Simpson",98,63,"FirstTeeEarlyLowestRound",2010
13,13,"Kevin Streelman",90,63,"FirstTeeEarlyLowestRound",2010
13,13,"Roland Thatcher",72,63,"FirstTeeEarlyLowestRound",2010
13,13,"David Toms",86,63,"FirstTeeEarlyLowestRound",2010
13,13,"Kirk Triplett",36,63,"FirstTeeEarlyLowestRound",2010
13,13,"Charles Warren",64,63,"FirstTeeEarlyLowestRound",2010
13,13,"Nick Watney",91,63,"FirstTeeEarlyLowestRound",2010
36,36,"Blake Adams",84,64,"FirstTeeEarlyLowestRound",2010
36,36,"Stephen Ames",75,64,"FirstTeeEarlyLowestRound",2010
36,36,"Arjun Atwal",47,64,"FirstTeeEarlyLowestRound",2010
36,36,"Briny Baird",87,64,"FirstTeeEarlyLowestRound",2010
36,36,"KJ Choi",82,64,"FirstTeeEarlyLowestRound",2010
36,36,"Ben Crane",85,64,"FirstTeeEarlyLowestRound",2010
