"LatePar4ScoringAverage_RANKTHISWEEK_2006","LatePar4ScoringAverage_RANKLASTWEEK_2006","LatePar4ScoringAverage_PLAYERNAME_2006","LatePar4ScoringAverage_ROUNDS_2006","LatePar4ScoringAverage_AVG_2006","LatePar4ScoringAverage_TOTALSTROKES_2006","LatePar4ScoringAverage_TOTALHOLES_2006","stat_name","year"
1,1,"Tiger Woods",55,3.94,1530,388,"LatePar4ScoringAverage",2006
2,2,"Jim Furyk",89,3.98,2613,656,"LatePar4ScoringAverage",2006
2,2,"Steve Stricker",64,3.98,1496,376,"LatePar4ScoringAverage",2006
4,4,"Alex Cejka",93,3.99,1812,454,"LatePar4ScoringAverage",2006
4,4,"Ian Poulter",53,3.99,1357,340,"LatePar4ScoringAverage",2006
6,6,"Brian Bateman",69,4,1316,329,"LatePar4ScoringAverage",2006
6,6,"Fred Funk",106,4,2194,549,"LatePar4ScoringAverage",2006
6,6,"Jeff Gove",91,4,1883,471,"LatePar4ScoringAverage",2006
6,6,"Jerry Kelly",100,4,2285,571,"LatePar4ScoringAverage",2006
6,6,"Stephen Leaney",84,4,1810,452,"LatePar4ScoringAverage",2006
11,11,"Woody Austin",107,4.01,2232,556,"LatePar4ScoringAverage",2006
11,11,"KJ Choi",93,4.01,1794,447,"LatePar4ScoringAverage",2006
11,11,"Luke Donald",66,4.01,1571,392,"LatePar4ScoringAverage",2006
11,11,"JP Hayes",55,4.01,1183,295,"LatePar4ScoringAverage",2006
11,11,"Zach Johnson",98,4.01,2041,509,"LatePar4ScoringAverage",2006
11,11,"Frank Lickliter II",99,4.01,2118,528,"LatePar4ScoringAverage",2006
11,11,"Bob May",65,4.01,1292,322,"LatePar4ScoringAverage",2006
11,11,"Billy Mayfair",94,4.01,1874,467,"LatePar4ScoringAverage",2006
11,11,"Phil Mickelson",74,4.01,1610,401,"LatePar4ScoringAverage",2006
11,11,"Scott Verplank",88,4.01,1837,458,"LatePar4ScoringAverage",2006
11,11,"Camilo Villegas",95,4.01,2087,521,"LatePar4ScoringAverage",2006
22,22,"Joe Durant",101,4.02,2332,580,"LatePar4ScoringAverage",2006
22,22,"Ernie Els",69,4.02,1706,424,"LatePar4ScoringAverage",2006
22,22,"Steve Flesch",119,4.02,2115,526,"LatePar4ScoringAverage",2006
22,22,"Harrison Frazar",95,4.02,1940,482,"LatePar4ScoringAverage",2006
22,22,"Robert Gamez",94,4.02,1724,429,"LatePar4ScoringAverage",2006
22,22,"Scott Gutschewski",53,4.02,1177,293,"LatePar4ScoringAverage",2006
22,22,"Trevor Immelman",86,4.02,2193,546,"LatePar4ScoringAverage",2006
22,22,"Skip Kendall",72,4.02,1468,365,"LatePar4ScoringAverage",2006
22,22,"Jeff Overton",95,4.02,1548,385,"LatePar4ScoringAverage",2006
22,22,"Ryan Palmer",101,4.02,2187,544,"LatePar4ScoringAverage",2006
22,22,"Brett Quigley",109,4.02,2644,657,"LatePar4ScoringAverage",2006
22,22,"John Senden",96,4.02,1849,460,"LatePar4ScoringAverage",2006
22,22,"Vijay Singh",103,4.02,2500,622,"LatePar4ScoringAverage",2006
22,22,"Heath Slocum",96,4.02,1788,445,"LatePar4ScoringAverage",2006
22,22,"David Toms",76,4.02,1835,457,"LatePar4ScoringAverage",2006
22,22,"Bubba Watson",83,4.02,1574,392,"LatePar4ScoringAverage",2006
22,22,"Dean Wilson",115,4.02,2325,578,"LatePar4ScoringAverage",2006
39,39,"Robert Allenby",79,4.03,1749,434,"LatePar4ScoringAverage",2006
39,39,"Stephen Ames",63,4.03,1436,356,"LatePar4ScoringAverage",2006
39,39,"Billy Andrade",78,4.03,1502,373,"LatePar4ScoringAverage",2006
39,39,"Stuart Appleby",83,4.03,1895,470,"LatePar4ScoringAverage",2006
39,39,"Doug Barron",74,4.03,1484,368,"LatePar4ScoringAverage",2006
39,39,"Jeff Brehaut",100,4.03,1977,490,"LatePar4ScoringAverage",2006
39,39,"Bob Estes",85,4.03,1740,432,"LatePar4ScoringAverage",2006
39,39,"Charley Hoffman",100,4.03,2377,590,"LatePar4ScoringAverage",2006
39,39,"Bernhard Langer",77,4.03,1517,376,"LatePar4ScoringAverage",2006
39,39,"Kenny Perry",73,4.03,1475,366,"LatePar4ScoringAverage",2006
39,39,"Paul Stankowski",70,4.03,1287,319,"LatePar4ScoringAverage",2006
39,39,"Tjaart van der Walt",60,4.03,1069,265,"LatePar4ScoringAverage",2006
39,39,"Charles Warren",93,4.03,1860,462,"LatePar4ScoringAverage",2006
39,39,"Nick Watney",97,4.03,1946,483,"LatePar4ScoringAverage",2006
39,39,"Mike Weir",88,4.03,1967,488,"LatePar4ScoringAverage",2006
54,54,"Shane Bertsch",104,4.04,2074,514,"LatePar4ScoringAverage",2006
54,54,"David Branshaw",98,4.04,1930,478,"LatePar4ScoringAverage",2006
54,54,"Bart Bryant",87,4.04,1858,460,"LatePar4ScoringAverage",2006
54,54,"Jonathan Byrd",66,4.04,1410,349,"LatePar4ScoringAverage",2006
54,54,"Chad Campbell",91,4.04,1998,494,"LatePar4ScoringAverage",2006
54,54,"Stewart Cink",93,4.04,2083,515,"LatePar4ScoringAverage",2006
54,54,"Brian Gay",107,4.04,2318,574,"LatePar4ScoringAverage",2006
54,54,"Lucas Glover",105,4.04,2385,591,"LatePar4ScoringAverage",2006
54,54,"Paul Goydos",72,4.04,1477,366,"LatePar4ScoringAverage",2006
54,54,"JJ Henry",96,4.04,2005,496,"LatePar4ScoringAverage",2006
54,54,"Richard Johnson",94,4.04,2088,517,"LatePar4ScoringAverage",2006
54,54,"Kent Jones",103,4.04,1901,471,"LatePar4ScoringAverage",2006
54,54,"Shigeki Maruyama",94,4.04,1858,460,"LatePar4ScoringAverage",2006
54,54,"Daisuke Maruyama",83,4.04,1596,395,"LatePar4ScoringAverage",2006
54,54,"Adam Scott",70,4.04,1808,448,"LatePar4ScoringAverage",2006
69,69,"Eric Axley",91,4.05,1790,442,"LatePar4ScoringAverage",2006
69,69,"Daniel Chopra",110,4.05,2636,651,"LatePar4ScoringAverage",2006
69,69,"Robert Damron",91,4.05,1781,440,"LatePar4ScoringAverage",2006
69,69,"Marco Dawson",87,4.05,1546,382,"LatePar4ScoringAverage",2006
69,69,"Nathan Green",108,4.05,2225,550,"LatePar4ScoringAverage",2006
69,69,"Larry Mize",53,4.05,965,238,"LatePar4ScoringAverage",2006
69,69,"Ryan Moore",68,4.05,1467,362,"LatePar4ScoringAverage",2006
69,69,"Greg Owen",79,4.05,1635,404,"LatePar4ScoringAverage",2006
69,69,"Joey Sindelar",90,4.05,1832,452,"LatePar4ScoringAverage",2006
69,69,"Vaughn Taylor",88,4.05,1909,471,"LatePar4ScoringAverage",2006
69,69,"Mark Wilson",79,4.05,1377,340,"LatePar4ScoringAverage",2006
80,80,"Michael Allen",84,4.06,1781,439,"LatePar4ScoringAverage",2006
80,80,"Paul Azinger",87,4.06,1724,425,"LatePar4ScoringAverage",2006
80,80,"Henrik Bjornstad",97,4.06,1943,478,"LatePar4ScoringAverage",2006
80,80,"John Cook",67,4.06,1286,317,"LatePar4ScoringAverage",2006
80,80,"Mathias Gronberg",92,4.06,1958,482,"LatePar4ScoringAverage",2006
80,80,"Bill Haas",99,4.06,2022,498,"LatePar4ScoringAverage",2006
80,80,"Matt Hansen",68,4.06,1278,315,"LatePar4ScoringAverage",2006
80,80,"Tim Herron",82,4.06,1777,438,"LatePar4ScoringAverage",2006
80,80,"JB Holmes",81,4.06,1580,389,"LatePar4ScoringAverage",2006
80,80,"Freddie Jacobson",56,4.06,1282,316,"LatePar4ScoringAverage",2006
80,80,"Brandt Jobe",91,4.06,1685,415,"LatePar4ScoringAverage",2006
80,80,"Steve Lowery",99,4.06,2024,499,"LatePar4ScoringAverage",2006
80,80,"Troy Matteson",101,4.06,2154,530,"LatePar4ScoringAverage",2006
80,80,"David McKenzie",82,4.06,1685,415,"LatePar4ScoringAverage",2006
80,80,"Arron Oberholser",82,4.06,1875,462,"LatePar4ScoringAverage",2006
80,80,"Joe Ogilvie",95,4.06,1962,483,"LatePar4ScoringAverage",2006
80,80,"Patrick Sheehan",104,4.06,2030,500,"LatePar4ScoringAverage",2006
80,80,"Jeff Sluman",101,4.06,2093,515,"LatePar4ScoringAverage",2006
80,80,"Jerry Smith",94,4.06,1643,405,"LatePar4ScoringAverage",2006
80,80,"Kevin Sutherland",100,4.06,1992,491,"LatePar4ScoringAverage",2006
100,100,"Tommy Armour III",65,4.07,1205,296,"LatePar4ScoringAverage",2006
100,100,"Kris Cox",83,4.07,1668,410,"LatePar4ScoringAverage",2006
100,100,"Chris DiMarco",83,4.07,1634,401,"LatePar4ScoringAverage",2006
100,100,"Steve Elkington",52,4.07,1098,270,"LatePar4ScoringAverage",2006
100,100,"Sergio Garcia",59,4.07,1238,304,"LatePar4ScoringAverage",2006
100,100,"Retief Goosen",68,4.07,1530,376,"LatePar4ScoringAverage",2006
100,100,"Padraig Harrington",54,4.07,1157,284,"LatePar4ScoringAverage",2006
100,100,"John Huston",74,4.07,1293,318,"LatePar4ScoringAverage",2006
100,100,"Ryuji Imada",105,4.07,2037,501,"LatePar4ScoringAverage",2006
100,100,"Jonathan Kaye",95,4.07,1838,452,"LatePar4ScoringAverage",2006
100,100,"Will Ma Kenzie",91,4.07,1956,481,"LatePar4ScoringAverage",2006
100,100,"Justin Rose",98,4.07,2298,564,"LatePar4ScoringAverage",2006
100,100,"Omar Uresti",61,4.07,1179,290,"LatePar4ScoringAverage",2006
100,100,"Brett Wetterich",82,4.07,1899,467,"LatePar4ScoringAverage",2006
114,114,"Arjun Atwal",97,4.08,2196,538,"LatePar4ScoringAverage",2006
114,114,"Briny Baird",81,4.08,1936,475,"LatePar4ScoringAverage",2006
114,114,"Craig Barlow",77,4.08,1441,353,"LatePar4ScoringAverage",2006
114,114,"Jason Bohn",104,4.08,2079,510,"LatePar4ScoringAverage",2006
114,114,"Tim Clark",80,4.08,1781,437,"LatePar4ScoringAverage",2006
114,114,"Ben Crane",85,4.08,1684,413,"LatePar4ScoringAverage",2006
114,114,"Brian Davis",92,4.08,1590,390,"LatePar4ScoringAverage",2006
114,114,"David Duval",71,4.08,1345,330,"LatePar4ScoringAverage",2006
114,114,"Brent Geiberger",99,4.08,1936,475,"LatePar4ScoringAverage",2006
114,114,"Jason Gore",86,4.08,1543,378,"LatePar4ScoringAverage",2006
114,114,"David Howell",52,4.08,901,221,"LatePar4ScoringAverage",2006
114,114,"Charles Howell III",96,4.08,1630,400,"LatePar4ScoringAverage",2006
114,114,"Justin Leonard",83,4.08,1895,465,"LatePar4ScoringAverage",2006
114,114,"Jeff Maggert",81,4.08,1794,440,"LatePar4ScoringAverage",2006
114,114,"Geoff Ogilvy",76,4.08,1650,404,"LatePar4ScoringAverage",2006
114,114,"Jose Maria Olazabal",62,4.08,1150,282,"LatePar4ScoringAverage",2006
114,114,"Tom Pernice Jr",108,4.08,2365,579,"LatePar4ScoringAverage",2006
114,114,"Tim Petrovic",95,4.08,1535,376,"LatePar4ScoringAverage",2006
114,114,"DA Points",82,4.08,1646,403,"LatePar4ScoringAverage",2006
114,114,"Rory Sabbatini",84,4.08,1656,406,"LatePar4ScoringAverage",2006
114,114,"Jason Schultz",77,4.08,1587,389,"LatePar4ScoringAverage",2006
114,114,"Chris Smith",67,4.08,1589,389,"LatePar4ScoringAverage",2006
