"LatePar5ScoringAverage_RANKTHISWEEK_2014","LatePar5ScoringAverage_RANKLASTWEEK_2014","LatePar5ScoringAverage_PLAYERNAME_2014","LatePar5ScoringAverage_ROUNDS_2014","LatePar5ScoringAverage_AVG_2014","LatePar5ScoringAverage_TOTALSTROKES_2014","LatePar5ScoringAverage_TOTALHOLES_2014","stat_name","year"
1,1,"Adam Scott",68,4.47,639,143,"LatePar5ScoringAverage",2014
2,2,"Charl Schwartzel",64,4.48,484,108,"LatePar5ScoringAverage",2014
3,3,"John Senden",99,4.51,704,156,"LatePar5ScoringAverage",2014
3,3,"Will Wilcox",51,4.51,361,80,"LatePar5ScoringAverage",2014
5,5,"Zach Johnson",97,4.53,738,163,"LatePar5ScoringAverage",2014
6,6,"Jason Dufner",57,4.54,404,89,"LatePar5ScoringAverage",2014
6,6,"Henrik Stenson",56,4.54,504,111,"LatePar5ScoringAverage",2014
8,8,"Robert Garrigus",80,4.55,546,120,"LatePar5ScoringAverage",2014
8,8,"Wes Roach",67,4.55,396,87,"LatePar5ScoringAverage",2014
10,10,"Dustin Johnson",58,4.56,524,115,"LatePar5ScoringAverage",2014
10,10,"Rory McIlroy",66,4.56,606,133,"LatePar5ScoringAverage",2014
10,10,"Kevin Na",94,4.56,753,165,"LatePar5ScoringAverage",2014
10,10,"Shawn Stefani",60,4.56,351,77,"LatePar5ScoringAverage",2014
10,10,"Robert Streb",75,4.56,529,116,"LatePar5ScoringAverage",2014
10,10,"Brian Stuard",91,4.56,625,137,"LatePar5ScoringAverage",2014
16,16,"Charles Howell III",106,4.57,726,159,"LatePar5ScoringAverage",2014
16,16,"Ryan Palmer",85,4.57,599,131,"LatePar5ScoringAverage",2014
16,16,"Justin Rose",70,4.57,621,136,"LatePar5ScoringAverage",2014
16,16,"Jhonattan Vegas",77,4.57,503,110,"LatePar5ScoringAverage",2014
16,16,"Bubba Watson",76,4.57,603,132,"LatePar5ScoringAverage",2014
21,21,"Woody Austin",63,4.58,362,79,"LatePar5ScoringAverage",2014
22,22,"Angel Cabrera",69,4.59,422,92,"LatePar5ScoringAverage",2014
22,22,"Roberto Castro",76,4.59,523,114,"LatePar5ScoringAverage",2014
22,22,"Harris English",95,4.59,634,138,"LatePar5ScoringAverage",2014
25,25,"Scott Brown",100,4.6,685,149,"LatePar5ScoringAverage",2014
25,25,"Rickie Fowler",91,4.6,593,129,"LatePar5ScoringAverage",2014
25,25,"Sergio Garcia",61,4.6,506,110,"LatePar5ScoringAverage",2014
25,25,"Luke Guthrie",85,4.6,561,122,"LatePar5ScoringAverage",2014
25,25,"Chris Kirk",105,4.6,795,173,"LatePar5ScoringAverage",2014
25,25,"Hideki Matsuyama",82,4.6,602,131,"LatePar5ScoringAverage",2014
25,25,"Webb Simpson",87,4.6,538,117,"LatePar5ScoringAverage",2014
25,25,"Jimmy Walker",98,4.6,736,160,"LatePar5ScoringAverage",2014
33,33,"Jason Day",54,4.61,433,94,"LatePar5ScoringAverage",2014
33,33,"Jim Furyk",84,4.61,738,160,"LatePar5ScoringAverage",2014
33,33,"Brice Garnett",92,4.61,563,122,"LatePar5ScoringAverage",2014
33,33,"James Hahn",82,4.61,544,118,"LatePar5ScoringAverage",2014
33,33,"Marc Leishman",81,4.61,581,126,"LatePar5ScoringAverage",2014
33,33,"Chris Stroud",88,4.61,641,139,"LatePar5ScoringAverage",2014
33,33,"Josh Teater",90,4.61,590,128,"LatePar5ScoringAverage",2014
40,40,"Matt Every",85,4.62,637,138,"LatePar5ScoringAverage",2014
40,40,"Martin Flores",85,4.62,610,132,"LatePar5ScoringAverage",2014
40,40,"Jim Renner",61,4.62,416,90,"LatePar5ScoringAverage",2014
40,40,"Tim Wilkinson",86,4.62,596,129,"LatePar5ScoringAverage",2014
44,44,"Sangmoon Bae",76,4.63,523,113,"LatePar5ScoringAverage",2014
44,44,"Steven Bowditch",93,4.63,616,133,"LatePar5ScoringAverage",2014
44,44,"James Driscoll",71,4.63,509,110,"LatePar5ScoringAverage",2014
44,44,"Davis Love III",74,4.63,412,89,"LatePar5ScoringAverage",2014
44,44,"Michael Putnam",106,4.63,671,145,"LatePar5ScoringAverage",2014
44,44,"Johnson Wagner",69,4.63,412,89,"LatePar5ScoringAverage",2014
50,50,"Jason Bohn",81,4.64,566,122,"LatePar5ScoringAverage",2014
50,50,"Brian Davis",93,4.64,645,139,"LatePar5ScoringAverage",2014
50,50,"Graham DeLaet",80,4.64,626,135,"LatePar5ScoringAverage",2014
50,50,"Billy Horschel",92,4.64,691,149,"LatePar5ScoringAverage",2014
50,50,"Kevin Kisner",85,4.64,664,143,"LatePar5ScoringAverage",2014
50,50,"William McGirt",96,4.64,627,135,"LatePar5ScoringAverage",2014
50,50,"Pat Perez",84,4.64,687,148,"LatePar5ScoringAverage",2014
50,50,"Bo Van Pelt",83,4.64,641,138,"LatePar5ScoringAverage",2014
58,58,"Bill Haas",107,4.65,782,168,"LatePar5ScoringAverage",2014
58,58,"Jason Kokrak",65,4.65,563,121,"LatePar5ScoringAverage",2014
58,58,"Jamie Lovemark",64,4.65,381,82,"LatePar5ScoringAverage",2014
58,58,"Ryan Moore",86,4.65,754,162,"LatePar5ScoringAverage",2014
58,58,"Jordan Spieth",102,4.65,906,195,"LatePar5ScoringAverage",2014
58,58,"Daniel Summerhays",98,4.65,660,142,"LatePar5ScoringAverage",2014
58,58,"Nicholas Thompson",85,4.65,553,119,"LatePar5ScoringAverage",2014
58,58,"Brendon Todd",108,4.65,782,168,"LatePar5ScoringAverage",2014
66,66,"Luke Donald",57,4.66,345,74,"LatePar5ScoringAverage",2014
66,66,"Brian Harman",111,4.66,718,154,"LatePar5ScoringAverage",2014
66,66,"Jerry Kelly",80,4.66,489,105,"LatePar5ScoringAverage",2014
66,66,"Troy Matteson",62,4.66,359,77,"LatePar5ScoringAverage",2014
66,66,"John Merrick",87,4.66,508,109,"LatePar5ScoringAverage",2014
66,66,"Bryce Molder",77,4.66,447,96,"LatePar5ScoringAverage",2014
66,66,"Rory Sabbatini",82,4.66,541,116,"LatePar5ScoringAverage",2014
66,66,"Vijay Singh",83,4.66,536,115,"LatePar5ScoringAverage",2014
66,66,"Kevin Stadler",90,4.66,573,123,"LatePar5ScoringAverage",2014
66,66,"Kyle Stanley",87,4.66,494,106,"LatePar5ScoringAverage",2014
66,66,"Andrew Svoboda",77,4.66,545,117,"LatePar5ScoringAverage",2014
66,66,"Lee Westwood",57,4.66,373,80,"LatePar5ScoringAverage",2014
78,78,"Aaron Baddeley",74,4.67,542,116,"LatePar5ScoringAverage",2014
78,78,"Ricky Barnes",92,4.67,570,122,"LatePar5ScoringAverage",2014
78,78,"Brad Fritsch",50,4.67,350,75,"LatePar5ScoringAverage",2014
78,78,"Retief Goosen",94,4.67,630,135,"LatePar5ScoringAverage",2014
78,78,"Chesson Hadley",84,4.67,686,147,"LatePar5ScoringAverage",2014
78,78,"Jim Herman",62,4.67,397,85,"LatePar5ScoringAverage",2014
78,78,"Brooks Koepka",56,4.67,322,69,"LatePar5ScoringAverage",2014
78,78,"Danny Lee",84,4.67,593,127,"LatePar5ScoringAverage",2014
78,78,"Spencer Levin",59,4.67,336,72,"LatePar5ScoringAverage",2014
78,78,"Graeme McDowell",66,4.67,458,98,"LatePar5ScoringAverage",2014
78,78,"George McNeill",79,4.67,556,119,"LatePar5ScoringAverage",2014
78,78,"Troy Merritt",62,4.67,378,81,"LatePar5ScoringAverage",2014
78,78,"Carl Pettersson",91,4.67,588,126,"LatePar5ScoringAverage",2014
78,78,"Cameron Tringale",111,4.67,714,153,"LatePar5ScoringAverage",2014
78,78,"Kevin Tway",64,4.67,402,86,"LatePar5ScoringAverage",2014
78,78,"Nick Watney",80,4.67,603,129,"LatePar5ScoringAverage",2014
94,94,"Charley Hoffman",93,4.68,669,143,"LatePar5ScoringAverage",2014
94,94,"Trevor Immelman",84,4.68,431,92,"LatePar5ScoringAverage",2014
94,94,"Matt Jones",83,4.68,604,129,"LatePar5ScoringAverage",2014
94,94,"Matt Kuchar",91,4.68,786,168,"LatePar5ScoringAverage",2014
94,94,"Andrew Loupe",65,4.68,426,91,"LatePar5ScoringAverage",2014
94,94,"Sean OHair",77,4.68,435,93,"LatePar5ScoringAverage",2014
94,94,"John Peterson",62,4.68,454,97,"LatePar5ScoringAverage",2014
94,94,"Brandt Snedeker",89,4.68,688,147,"LatePar5ScoringAverage",2014
