"3PuttAvoidanceInside5_RANKTHISWEEK_2015","3PuttAvoidanceInside5_RANKLASTWEEK_2015","3PuttAvoidanceInside5_PLAYERNAME_2015","3PuttAvoidanceInside5_ROUNDS_2015","3PuttAvoidanceInside5_Pct_2015","3PuttAvoidanceInside5_TOTAL3PUTTS_2015","3PuttAvoidanceInside5_ATTEMPTS_2015","3PuttAvoidanceInside5_2PUTTORBETTERPct_2015","stat_name","year"
1,1,"Steven Alker",62,0,NA,211,100,"3PuttAvoidanceInside5",2015
1,1,"Robert Allenby",63,0,NA,185,100,"3PuttAvoidanceInside5",2015
1,1,"Sangmoon Bae",98,0,NA,335,100,"3PuttAvoidanceInside5",2015
1,1,"Blayne Barber",76,0,NA,231,100,"3PuttAvoidanceInside5",2015
1,1,"Ricky Barnes",82,0,NA,280,100,"3PuttAvoidanceInside5",2015
1,1,"Daniel Berger",97,0,NA,313,100,"3PuttAvoidanceInside5",2015
1,1,"Jason Bohn",95,0,NA,325,100,"3PuttAvoidanceInside5",2015
1,1,"Steven Bowditch",103,0,NA,383,100,"3PuttAvoidanceInside5",2015
1,1,"Keegan Bradley",87,0,NA,258,100,"3PuttAvoidanceInside5",2015
1,1,"Scott Brown",97,0,NA,358,100,"3PuttAvoidanceInside5",2015
1,1,"Jonathan Byrd",69,0,NA,206,100,"3PuttAvoidanceInside5",2015
1,1,"Angel Cabrera",53,0,NA,161,100,"3PuttAvoidanceInside5",2015
1,1,"Chad Campbell",97,0,NA,337,100,"3PuttAvoidanceInside5",2015
1,1,"Paul Casey",87,0,NA,194,100,"3PuttAvoidanceInside5",2015
1,1,"Roberto Castro",54,0,NA,127,100,"3PuttAvoidanceInside5",2015
1,1,"Alex Cejka",94,0,NA,314,100,"3PuttAvoidanceInside5",2015
1,1,"Greg Chalmers",58,0,NA,144,100,"3PuttAvoidanceInside5",2015
1,1,"KJ Choi",66,0,NA,222,100,"3PuttAvoidanceInside5",2015
1,1,"Stewart Cink",77,0,NA,201,100,"3PuttAvoidanceInside5",2015
1,1,"Chad Collins",79,0,NA,277,100,"3PuttAvoidanceInside5",2015
1,1,"Erik Compton",86,0,NA,301,100,"3PuttAvoidanceInside5",2015
1,1,"Ben Crane",62,0,NA,209,100,"3PuttAvoidanceInside5",2015
1,1,"Jon Curran",83,0,NA,245,100,"3PuttAvoidanceInside5",2015
1,1,"Brian Davis",86,0,NA,283,100,"3PuttAvoidanceInside5",2015
1,1,"Jason Day",75,0,NA,239,100,"3PuttAvoidanceInside5",2015
1,1,"Brendon de Jonge",106,0,NA,369,100,"3PuttAvoidanceInside5",2015
1,1,"Graham DeLaet",65,0,NA,203,100,"3PuttAvoidanceInside5",2015
1,1,"Luke Donald",71,0,NA,198,100,"3PuttAvoidanceInside5",2015
1,1,"Jason Dufner",76,0,NA,175,100,"3PuttAvoidanceInside5",2015
1,1,"Ernie Els",57,0,NA,163,100,"3PuttAvoidanceInside5",2015
1,1,"Derek Ernst",75,0,NA,257,100,"3PuttAvoidanceInside5",2015
1,1,"Derek Fathauer",81,0,NA,275,100,"3PuttAvoidanceInside5",2015
1,1,"Tony Finau",106,0,NA,348,100,"3PuttAvoidanceInside5",2015
1,1,"Oscar Fraustro",58,0,NA,155,100,"3PuttAvoidanceInside5",2015
1,1,"Jim Furyk",71,0,NA,204,100,"3PuttAvoidanceInside5",2015
1,1,"Brice Garnett",81,0,NA,223,100,"3PuttAvoidanceInside5",2015
1,1,"Robert Garrigus",70,0,NA,214,100,"3PuttAvoidanceInside5",2015
1,1,"Andres Gonzales",90,0,NA,289,100,"3PuttAvoidanceInside5",2015
1,1,"Retief Goosen",81,0,NA,250,100,"3PuttAvoidanceInside5",2015
1,1,"Jason Gore",76,0,NA,206,100,"3PuttAvoidanceInside5",2015
1,1,"Luke Guthrie",84,0,NA,275,100,"3PuttAvoidanceInside5",2015
1,1,"Bill Haas",89,0,NA,258,100,"3PuttAvoidanceInside5",2015
1,1,"Chesson Hadley",101,0,NA,346,100,"3PuttAvoidanceInside5",2015
1,1,"James Hahn",94,0,NA,312,100,"3PuttAvoidanceInside5",2015
1,1,"Brian Harman",90,0,NA,304,100,"3PuttAvoidanceInside5",2015
1,1,"Padraig Harrington",60,0,NA,224,100,"3PuttAvoidanceInside5",2015
1,1,"David Hearn",97,0,NA,295,100,"3PuttAvoidanceInside5",2015
1,1,"Russell Henley",87,0,NA,224,100,"3PuttAvoidanceInside5",2015
1,1,"JJ Henry",94,0,NA,258,100,"3PuttAvoidanceInside5",2015
1,1,"Jim Herman",88,0,NA,204,100,"3PuttAvoidanceInside5",2015
1,1,"Charley Hoffman",97,0,NA,303,100,"3PuttAvoidanceInside5",2015
1,1,"Max Homa",78,0,NA,251,100,"3PuttAvoidanceInside5",2015
1,1,"Charles Howell III",105,0,NA,338,100,"3PuttAvoidanceInside5",2015
1,1,"Mark Hubbard",79,0,NA,236,100,"3PuttAvoidanceInside5",2015
1,1,"Billy Hurley III",83,0,NA,260,100,"3PuttAvoidanceInside5",2015
1,1,"Ryo Ishikawa",90,0,NA,302,100,"3PuttAvoidanceInside5",2015
1,1,"Zach Johnson",90,0,NA,269,100,"3PuttAvoidanceInside5",2015
1,1,"Matt Jones",89,0,NA,288,100,"3PuttAvoidanceInside5",2015
1,1,"Jerry Kelly",79,0,NA,276,100,"3PuttAvoidanceInside5",2015
1,1,"Chris Kirk",76,0,NA,238,100,"3PuttAvoidanceInside5",2015
1,1,"Kevin Kisner",104,0,NA,371,100,"3PuttAvoidanceInside5",2015
1,1,"Russell Knox",96,0,NA,290,100,"3PuttAvoidanceInside5",2015
1,1,"Matt Kuchar",97,0,NA,332,100,"3PuttAvoidanceInside5",2015
1,1,"Martin Laird",77,0,NA,256,100,"3PuttAvoidanceInside5",2015
1,1,"Scott Langley",94,0,NA,299,100,"3PuttAvoidanceInside5",2015
1,1,"Marc Leishman",74,0,NA,217,100,"3PuttAvoidanceInside5",2015
1,1,"Justin Leonard",61,0,NA,210,100,"3PuttAvoidanceInside5",2015
1,1,"Spencer Levin",99,0,NA,292,100,"3PuttAvoidanceInside5",2015
1,1,"David Lingmerth",90,0,NA,287,100,"3PuttAvoidanceInside5",2015
1,1,"Davis Love III",51,0,NA,167,100,"3PuttAvoidanceInside5",2015
