"Scramblingfrom30yards_RANKTHISWEEK_2008","Scramblingfrom30yards_RANKLASTWEEK_2008","Scramblingfrom30yards_PLAYERNAME_2008","Scramblingfrom30yards_ROUNDS_2008","Scramblingfrom30yards_Pct_2008","Scramblingfrom30yards_SUCCESSES_2008","Scramblingfrom30yards_ATTEMPTS_2008","stat_name","year"
1,1,"Ben Crane",86,42.5,34,80,"Scramblingfrom30yards",2008
2,2,"John Huston",56,42.31,22,52,"Scramblingfrom30yards",2008
2,2,"Stephen Leaney",53,42.31,22,52,"Scramblingfrom30yards",2008
4,4,"Brad Elder",67,42.11,32,76,"Scramblingfrom30yards",2008
4,4,"Corey Pavin",69,42.11,32,76,"Scramblingfrom30yards",2008
6,6,"Chris Riley",51,42,21,50,"Scramblingfrom30yards",2008
7,7,"Steve Elkington",84,41.94,26,62,"Scramblingfrom30yards",2008
8,8,"Jerry Kelly",89,40.7,35,86,"Scramblingfrom30yards",2008
9,9,"Peter Lonard",92,40.43,38,94,"Scramblingfrom30yards",2008
10,10,"Shane Bertsch",96,39.62,42,106,"Scramblingfrom30yards",2008
11,11,"Stuart Appleby",87,39.53,34,86,"Scramblingfrom30yards",2008
12,12,"Anthony Kim",81,39.47,30,76,"Scramblingfrom30yards",2008
13,13,"Parker McLachlin",88,38.05,43,113,"Scramblingfrom30yards",2008
14,14,"Brian Gay",102,37.86,39,103,"Scramblingfrom30yards",2008
15,15,"Brad Adamonis",87,37.78,34,90,"Scramblingfrom30yards",2008
16,16,"Bob Estes",90,37.5,33,88,"Scramblingfrom30yards",2008
17,17,"Alex Cejka",75,37.1,23,62,"Scramblingfrom30yards",2008
17,17,"Carl Pettersson",110,37.1,46,124,"Scramblingfrom30yards",2008
19,19,"Tim Petrovic",97,37.04,30,81,"Scramblingfrom30yards",2008
20,20,"Mike Weir",88,36.99,27,73,"Scramblingfrom30yards",2008
21,21,"Charlie Wi",97,36.36,36,99,"Scramblingfrom30yards",2008
22,22,"Matt Jones",95,35.96,41,114,"Scramblingfrom30yards",2008
23,23,"Dean Wilson",109,35.2,44,125,"Scramblingfrom30yards",2008
24,24,"Eric Axley",113,35.12,59,168,"Scramblingfrom30yards",2008
25,25,"Nathan Green",95,34.92,44,126,"Scramblingfrom30yards",2008
26,26,"Tim Wilkinson",95,34.88,30,86,"Scramblingfrom30yards",2008
27,27,"Stephen Ames",83,34.85,23,66,"Scramblingfrom30yards",2008
27,27,"Tim Clark",90,34.85,23,66,"Scramblingfrom30yards",2008
29,29,"Michael Letzig",88,34.78,24,69,"Scramblingfrom30yards",2008
30,30,"Vijay Singh",82,34.69,17,49,"Scramblingfrom30yards",2008
31,31,"Brian Davis",108,34.48,30,87,"Scramblingfrom30yards",2008
32,32,"Joe Ogilvie",100,34.44,31,90,"Scramblingfrom30yards",2008
33,33,"Steve Stricker",75,34.21,26,76,"Scramblingfrom30yards",2008
34,34,"Brandt Snedeker",85,34.09,30,88,"Scramblingfrom30yards",2008
35,35,"Doug LaBelle II",65,33.9,20,59,"Scramblingfrom30yards",2008
36,36,"Aaron Baddeley",76,33.78,25,74,"Scramblingfrom30yards",2008
37,37,"Johnson Wagner",83,33.71,30,89,"Scramblingfrom30yards",2008
38,38,"Steve Flesch",95,33.66,34,101,"Scramblingfrom30yards",2008
39,39,"Billy Mayfair",103,32.95,29,88,"Scramblingfrom30yards",2008
40,40,"Bill Haas",99,32.58,29,89,"Scramblingfrom30yards",2008
41,41,"Paul Goydos",78,32.53,27,83,"Scramblingfrom30yards",2008
42,42,"Carlos Franco",73,32.31,21,65,"Scramblingfrom30yards",2008
43,43,"Olin Browne",77,32.26,20,62,"Scramblingfrom30yards",2008
44,44,"Kenny Perry",97,32.18,28,87,"Scramblingfrom30yards",2008
45,45,"Briny Baird",113,32.1,26,81,"Scramblingfrom30yards",2008
46,46,"Jimmy Walker",73,32.05,25,78,"Scramblingfrom30yards",2008
47,47,"JP Hayes",67,31.91,30,94,"Scramblingfrom30yards",2008
47,47,"Ian Poulter",51,31.91,15,47,"Scramblingfrom30yards",2008
49,49,"Omar Uresti",74,31.82,21,66,"Scramblingfrom30yards",2008
50,50,"Robert Allenby",108,31.67,19,60,"Scramblingfrom30yards",2008
50,50,"Fred Couples",60,31.67,19,60,"Scramblingfrom30yards",2008
52,52,"Greg Kraft",63,31.58,18,57,"Scramblingfrom30yards",2008
53,53,"Kevin Sutherland",98,31.33,26,83,"Scramblingfrom30yards",2008
54,54,"Jesper Parnevik",88,31.31,31,99,"Scramblingfrom30yards",2008
55,55,"Scott Sterling",89,31.25,25,80,"Scramblingfrom30yards",2008
56,56,"David Duval",51,31.18,29,93,"Scramblingfrom30yards",2008
57,57,"Freddie Jacobson",78,31.03,27,87,"Scramblingfrom30yards",2008
58,58,"Mark Wilson",107,30.97,35,113,"Scramblingfrom30yards",2008
59,59,"Richard Johnson",60,30.95,13,42,"Scramblingfrom30yards",2008
60,60,"Patrick Sheehan",124,30.83,37,120,"Scramblingfrom30yards",2008
61,61,"Sergio Garcia",72,30.77,12,39,"Scramblingfrom30yards",2008
