"ApproachPuttPerformance_RANKTHISWEEK_2005","ApproachPuttPerformance_RANKLASTWEEK_2005","ApproachPuttPerformance_PLAYERNAME_2005","ApproachPuttPerformance_ROUNDS_2005","ApproachPuttPerformance_VALUE_2005","ApproachPuttPerformance_ATTEMPTS_2005","ApproachPuttPerformance_TOTALDISTANCEFEET_2005","stat_name","year"
1,1,"Jeff Hart",63,NA,625,1418.833,"ApproachPuttPerformance",2005
1,1,"Corey Pavin",77,NA,623,1408.083,"ApproachPuttPerformance",2005
3,3,"Jason Bohn",91,NA,882,2087.417,"ApproachPuttPerformance",2005
3,3,"John Cook",72,NA,633,1482.417,"ApproachPuttPerformance",2005
3,3,"Fred Couples",72,NA,482,1114.5,"ApproachPuttPerformance",2005
3,3,"Chris DiMarco",83,NA,610,1448.5,"ApproachPuttPerformance",2005
3,3,"Bob Estes",92,NA,837,1978.417,"ApproachPuttPerformance",2005
3,3,"Todd Fischer",99,NA,896,2124,"ApproachPuttPerformance",2005
3,3,"Retief Goosen",71,NA,475,1100.083,"ApproachPuttPerformance",2005
3,3,"Hunter Haas",83,NA,758,1799.25,"ApproachPuttPerformance",2005
3,3,"Bob Heintz",67,NA,623,1449.917,"ApproachPuttPerformance",2005
3,3,"Tom Lehman",69,NA,556,1283.167,"ApproachPuttPerformance",2005
3,3,"Chris Riley",67,NA,441,1033.75,"ApproachPuttPerformance",2005
3,3,"Joey Sindelar",104,NA,1085,2562.917,"ApproachPuttPerformance",2005
15,15,"Arjun Atwal",65,NA,627,1536.167,"ApproachPuttPerformance",2005
15,15,"Doug Barron",70,NA,701,1678.25,"ApproachPuttPerformance",2005
15,15,"Justin Bolli",65,NA,626,1514.417,"ApproachPuttPerformance",2005
15,15,"Mark Brooks",72,NA,664,1597.083,"ApproachPuttPerformance",2005
15,15,"Alex Cejka",84,NA,771,1863.583,"ApproachPuttPerformance",2005
15,15,"Stewart Cink",98,NA,753,1815.583,"ApproachPuttPerformance",2005
15,15,"Paul Claxton",79,NA,735,1804.75,"ApproachPuttPerformance",2005
15,15,"Glen Day",80,NA,740,1782.667,"ApproachPuttPerformance",2005
15,15,"Carlos Franco",78,NA,725,1771.5,"ApproachPuttPerformance",2005
15,15,"Jay Haas",54,NA,420,1030.083,"ApproachPuttPerformance",2005
15,15,"JJ Henry",102,NA,991,2382.167,"ApproachPuttPerformance",2005
15,15,"Tim Herron",100,NA,764,1842.583,"ApproachPuttPerformance",2005
15,15,"Glen Hnatiuk",59,NA,569,1370.583,"ApproachPuttPerformance",2005
15,15,"Zach Johnson",96,NA,881,2160.667,"ApproachPuttPerformance",2005
15,15,"Jonathan Kaye",77,NA,687,1640.583,"ApproachPuttPerformance",2005
15,15,"Jerry Kelly",101,NA,823,2020.417,"ApproachPuttPerformance",2005
15,15,"Skip Kendall",80,NA,765,1832.583,"ApproachPuttPerformance",2005
15,15,"Matt Kuchar",60,NA,590,1425.25,"ApproachPuttPerformance",2005
15,15,"Justin Leonard",78,NA,567,1354.833,"ApproachPuttPerformance",2005
15,15,"Scott McCarron",78,NA,651,1569.167,"ApproachPuttPerformance",2005
15,15,"Mark OMeara",66,NA,522,1279.833,"ApproachPuttPerformance",2005
15,15,"Jose Maria Olazabal",55,NA,412,987.417,"ApproachPuttPerformance",2005
15,15,"Carl Pettersson",109,NA,990,2425.333,"ApproachPuttPerformance",2005
15,15,"Loren Roberts",54,NA,511,1246.333,"ApproachPuttPerformance",2005
15,15,"Jeff Sluman",94,NA,919,2244.833,"ApproachPuttPerformance",2005
15,15,"Steve Stricker",62,NA,568,1352.417,"ApproachPuttPerformance",2005
15,15,"Hidemichi Tanaka",106,NA,1019,2468.25,"ApproachPuttPerformance",2005
15,15,"Hideto Tanihara",50,NA,505,1235.583,"ApproachPuttPerformance",2005
15,15,"Vaughn Taylor",99,NA,947,2271.25,"ApproachPuttPerformance",2005
15,15,"Omar Uresti",84,NA,797,1957.167,"ApproachPuttPerformance",2005
15,15,"Scott Verplank",87,NA,695,1687.917,"ApproachPuttPerformance",2005
15,15,"Dean Wilson",86,NA,847,2081.583,"ApproachPuttPerformance",2005
15,15,"Tiger Woods",76,NA,556,1326.75,"ApproachPuttPerformance",2005
48,48,"Robert Allenby",95,NA,821,2077.667,"ApproachPuttPerformance",2005
48,48,"Jason Allred",75,NA,685,1737.417,"ApproachPuttPerformance",2005
48,48,"Aaron Baddeley",84,NA,749,1879.917,"ApproachPuttPerformance",2005
48,48,"Brian Bateman",98,NA,951,2401.75,"ApproachPuttPerformance",2005
48,48,"Olin Browne",99,NA,914,2280.917,"ApproachPuttPerformance",2005
48,48,"KJ Choi",78,NA,569,1429.417,"ApproachPuttPerformance",2005
48,48,"Ben Curtis",65,NA,533,1342.833,"ApproachPuttPerformance",2005
48,48,"John Daly",78,NA,588,1482.083,"ApproachPuttPerformance",2005
48,48,"Marco Dawson",82,NA,841,2078.333,"ApproachPuttPerformance",2005
48,48,"Luke Donald",67,NA,435,1070.75,"ApproachPuttPerformance",2005
48,48,"Sergio Garcia",73,NA,579,1447.083,"ApproachPuttPerformance",2005
48,48,"Brian Gay",101,NA,947,2337.583,"ApproachPuttPerformance",2005
48,48,"Brent Geiberger",61,NA,573,1428.5,"ApproachPuttPerformance",2005
48,48,"Paul Gow",78,NA,718,1782.167,"ApproachPuttPerformance",2005
48,48,"Todd Hamilton",94,NA,793,1960.417,"ApproachPuttPerformance",2005
48,48,"Charles Howell III",95,NA,789,1993.583,"ApproachPuttPerformance",2005
48,48,"Bradley Hughes",52,NA,579,1428.333,"ApproachPuttPerformance",2005
48,48,"John Huston",90,NA,834,2062.5,"ApproachPuttPerformance",2005
48,48,"Ryuji Imada",78,NA,707,1779,"ApproachPuttPerformance",2005
48,48,"Richard Johnson",50,NA,481,1218.833,"ApproachPuttPerformance",2005
48,48,"Frank Lickliter II",100,NA,950,2399.917,"ApproachPuttPerformance",2005
48,48,"Peter Lonard",85,NA,729,1826.083,"ApproachPuttPerformance",2005
48,48,"Davis Love III",80,NA,597,1485.25,"ApproachPuttPerformance",2005
48,48,"Shigeki Maruyama",99,NA,873,2166.167,"ApproachPuttPerformance",2005
48,48,"Shaun Micheel",81,NA,706,1767.833,"ApproachPuttPerformance",2005
48,48,"Jesper Parnevik",84,NA,696,1720.917,"ApproachPuttPerformance",2005
48,48,"Tom Pernice Jr",111,NA,915,2304.5,"ApproachPuttPerformance",2005
48,48,"Tim Petrovic",97,NA,861,2182.833,"ApproachPuttPerformance",2005
48,48,"Brett Quigley",96,NA,894,2245.5,"ApproachPuttPerformance",2005
48,48,"Rob Rashell",65,NA,566,1427.917,"ApproachPuttPerformance",2005
48,48,"Mario Tiziani",67,NA,661,1648.25,"ApproachPuttPerformance",2005
48,48,"Bob Tway",87,NA,699,1724.75,"ApproachPuttPerformance",2005
48,48,"Brett Wetterich",76,NA,750,1900,"ApproachPuttPerformance",2005
48,48,"Jay Williamson",53,NA,495,1247,"ApproachPuttPerformance",2005
48,48,"Mark Wilson",74,NA,677,1693.5,"ApproachPuttPerformance",2005
83,83,"Michael Allen",90,NA,807,2061,"ApproachPuttPerformance",2005
83,83,"Billy Andrade",83,NA,759,1938.583,"ApproachPuttPerformance",2005
83,83,"Stuart Appleby",84,NA,680,1784.333,"ApproachPuttPerformance",2005
83,83,"Tommy Armour III",103,NA,1037,2671.083,"ApproachPuttPerformance",2005
83,83,"Paul Azinger",66,NA,602,1561.667,"ApproachPuttPerformance",2005
83,83,"Craig Barlow",81,NA,710,1813.5,"ApproachPuttPerformance",2005
83,83,"Cameron Beckman",96,NA,892,2312.333,"ApproachPuttPerformance",2005
83,83,"Rich Beem",66,NA,524,1367.083,"ApproachPuttPerformance",2005
83,83,"Bart Bryant",91,NA,844,2201,"ApproachPuttPerformance",2005
83,83,"Jonathan Byrd",103,NA,1012,2623.667,"ApproachPuttPerformance",2005
83,83,"Tom Byrum",83,NA,838,2156,"ApproachPuttPerformance",2005
83,83,"Jim Carter",62,NA,614,1568.833,"ApproachPuttPerformance",2005
83,83,"Robert Damron",89,NA,862,2242.417,"ApproachPuttPerformance",2005
83,83,"Brian Davis",75,NA,655,1717.917,"ApproachPuttPerformance",2005
83,83,"James Driscoll",73,NA,661,1690.417,"ApproachPuttPerformance",2005
83,83,"John Elliott",58,NA,558,1424.75,"ApproachPuttPerformance",2005
83,83,"Brad Faxon",75,NA,563,1444.917,"ApproachPuttPerformance",2005
83,83,"Dan Forsman",52,NA,511,1319.167,"ApproachPuttPerformance",2005
83,83,"Jim Furyk",94,NA,748,1949,"ApproachPuttPerformance",2005
83,83,"Matt Gogel",78,NA,726,1857.333,"ApproachPuttPerformance",2005
83,83,"Padraig Harrington",50,NA,425,1091.833,"ApproachPuttPerformance",2005
83,83,"David Hearn",68,NA,702,1794.417,"ApproachPuttPerformance",2005
83,83,"Freddie Jacobson",72,NA,571,1466.833,"ApproachPuttPerformance",2005
83,83,"Brandt Jobe",96,NA,881,2308.917,"ApproachPuttPerformance",2005
83,83,"Steve Jones",56,NA,511,1311.667,"ApproachPuttPerformance",2005
83,83,"Kent Jones",99,NA,941,2446.417,"ApproachPuttPerformance",2005
83,83,"Hank Kuehne",84,NA,784,2037.667,"ApproachPuttPerformance",2005
83,83,"Neal Lancaster",95,NA,912,2358,"ApproachPuttPerformance",2005
83,83,"Franklin Langham",91,NA,838,2144.75,"ApproachPuttPerformance",2005
83,83,"Michael Long",72,NA,721,1865.417,"ApproachPuttPerformance",2005
83,83,"Hunter Mahan",103,NA,1013,2658.417,"ApproachPuttPerformance",2005
83,83,"Rocco Mediate",73,NA,714,1824.583,"ApproachPuttPerformance",2005
83,83,"Larry Mize",54,NA,480,1249.583,"ApproachPuttPerformance",2005
83,83,"Dennis Paulson",63,NA,640,1643,"ApproachPuttPerformance",2005
83,83,"Kenny Perry",82,NA,656,1721.167,"ApproachPuttPerformance",2005
83,83,"Phillip Price",77,NA,657,1679.417,"ApproachPuttPerformance",2005
83,83,"Adam Scott",72,NA,561,1446.167,"ApproachPuttPerformance",2005
83,83,"Vijay Singh",111,NA,913,2348.417,"ApproachPuttPerformance",2005
83,83,"Joey Snyder III",102,NA,1053,2725.333,"ApproachPuttPerformance",2005
83,83,"Kevin Stadler",96,NA,888,2276.583,"ApproachPuttPerformance",2005
83,83,"Duffy Waldorf",86,NA,760,1949.917,"ApproachPuttPerformance",2005
83,83,"Mike Weir",71,NA,485,1272.5,"ApproachPuttPerformance",2005
83,83,"Lee Westwood",50,NA,364,945.75,"ApproachPuttPerformance",2005
83,83,"Charlie Wi",67,NA,592,1535.5,"ApproachPuttPerformance",2005
127,127,"Stephen Ames",82,NA,619,1653.5,"ApproachPuttPerformance",2005
127,127,"Chris Anderson",66,NA,614,1616.917,"ApproachPuttPerformance",2005
127,127,"Woody Austin",100,NA,954,2569.5,"ApproachPuttPerformance",2005
127,127,"Briny Baird",98,NA,1005,2658.417,"ApproachPuttPerformance",2005
127,127,"Mark Calcavecchia",92,NA,804,2158.417,"ApproachPuttPerformance",2005
127,127,"Chad Campbell",95,NA,832,2232.75,"ApproachPuttPerformance",2005
127,127,"Daniel Chopra",108,NA,957,2570.083,"ApproachPuttPerformance",2005
127,127,"Tim Clark",92,NA,663,1776.417,"ApproachPuttPerformance",2005
127,127,"Matt Davidson",53,NA,538,1426.083,"ApproachPuttPerformance",2005
127,127,"Joe Durant",81,NA,785,2117.333,"ApproachPuttPerformance",2005
127,127,"Steve Elkington",67,NA,625,1646.917,"ApproachPuttPerformance",2005
127,127,"Steve Flesch",90,NA,683,1807.417,"ApproachPuttPerformance",2005
127,127,"Harrison Frazar",105,NA,1009,2725.75,"ApproachPuttPerformance",2005
127,127,"Robert Gamez",91,NA,834,2219.583,"ApproachPuttPerformance",2005
127,127,"Mathias Gronberg",60,NA,593,1565.75,"ApproachPuttPerformance",2005
127,127,"Dudley Hart",84,NA,756,2019.75,"ApproachPuttPerformance",2005
127,127,"JP Hayes",63,NA,530,1401.25,"ApproachPuttPerformance",2005
127,127,"Lee Janzen",75,NA,632,1681.667,"ApproachPuttPerformance",2005
127,127,"Bernhard Langer",67,NA,472,1244.833,"ApproachPuttPerformance",2005
127,127,"Stephen Leaney",89,NA,840,2265.583,"ApproachPuttPerformance",2005
127,127,"Arron Oberholser",65,NA,559,1485.75,"ApproachPuttPerformance",2005
127,127,"Geoff Ogilvy",97,NA,771,2067.667,"ApproachPuttPerformance",2005
127,127,"Rod Pampling",89,NA,742,1964.5,"ApproachPuttPerformance",2005
127,127,"Craig Perks",67,NA,675,1818.333,"ApproachPuttPerformance",2005
127,127,"DA Points",94,NA,909,2445.167,"ApproachPuttPerformance",2005
127,127,"Ted Purdy",122,NA,1120,2997.667,"ApproachPuttPerformance",2005
127,127,"Tag Ridings",93,NA,855,2265.167,"ApproachPuttPerformance",2005
127,127,"John Rollins",97,NA,914,2455.333,"ApproachPuttPerformance",2005
127,127,"Justin Rose",99,NA,948,2501.75,"ApproachPuttPerformance",2005
127,127,"John Senden",101,NA,1028,2773.583,"ApproachPuttPerformance",2005
127,127,"Patrick Sheehan",114,NA,1005,2682,"ApproachPuttPerformance",2005
