"ApproachPuttPerformance_RANKTHISWEEK_2005","ApproachPuttPerformance_RANKLASTWEEK_2005","ApproachPuttPerformance_PLAYERNAME_2005","ApproachPuttPerformance_ROUNDS_2005","ApproachPuttPerformance_VALUE_2005","ApproachPuttPerformance_ATTEMPTS_2005","ApproachPuttPerformance_TOTALDISTANCEFEET_2005","stat_name","year"
127,127,"Heath Slocum",103,NA,987,2596.75,"ApproachPuttPerformance",2005
127,127,"Darron Stiles",78,NA,721,1941.917,"ApproachPuttPerformance",2005
127,127,"David Toms",87,NA,662,1747.25,"ApproachPuttPerformance",2005
127,127,"Kirk Triplett",55,NA,468,1242.167,"ApproachPuttPerformance",2005
127,127,"Tjaart van der Walt",56,NA,599,1610.833,"ApproachPuttPerformance",2005
127,127,"Nick Watney",91,NA,864,2338.917,"ApproachPuttPerformance",2005
164,164,"Jeff Brehaut",71,NA,712,1935,"ApproachPuttPerformance",2005
164,164,"Danny Briggs",70,NA,680,1883.667,"ApproachPuttPerformance",2005
164,164,"DJ Brigman",76,NA,692,1920.917,"ApproachPuttPerformance",2005
164,164,"Jose Coceres",56,NA,536,1484,"ApproachPuttPerformance",2005
164,164,"Gavin Coles",70,NA,655,1777.917,"ApproachPuttPerformance",2005
164,164,"Ben Crane",78,NA,631,1736.667,"ApproachPuttPerformance",2005
164,164,"Fred Funk",102,NA,903,2460.25,"ApproachPuttPerformance",2005
164,164,"Tom Gillis",77,NA,751,2035.917,"ApproachPuttPerformance",2005
164,164,"Bill Glasson",54,NA,479,1301.167,"ApproachPuttPerformance",2005
164,164,"Lucas Glover",88,NA,857,2323.417,"ApproachPuttPerformance",2005
164,164,"Scott Gutschewski",86,NA,783,2162.833,"ApproachPuttPerformance",2005
164,164,"JL Lewis",98,NA,869,2414.25,"ApproachPuttPerformance",2005
164,164,"Steve Lowery",100,NA,907,2469.083,"ApproachPuttPerformance",2005
164,164,"Will Ma Kenzie",75,NA,745,2031.417,"ApproachPuttPerformance",2005
164,164,"Andrew Magee",82,NA,768,2116.917,"ApproachPuttPerformance",2005
164,164,"Billy Mayfair",114,NA,1134,3079.167,"ApproachPuttPerformance",2005
164,164,"Kevin Na",88,NA,793,2159.167,"ApproachPuttPerformance",2005
164,164,"Joe Ogilvie",103,NA,774,2137.25,"ApproachPuttPerformance",2005
164,164,"Ryan Palmer",101,NA,857,2351.75,"ApproachPuttPerformance",2005
164,164,"Brenden Pappas",51,NA,508,1377.083,"ApproachPuttPerformance",2005
164,164,"Rory Sabbatini",81,NA,626,1735.667,"ApproachPuttPerformance",2005
164,164,"Chris Smith",93,NA,1008,2789.083,"ApproachPuttPerformance",2005
164,164,"Kevin Sutherland",89,NA,809,2222.167,"ApproachPuttPerformance",2005
164,164,"Roland Thatcher",75,NA,766,2093.583,"ApproachPuttPerformance",2005
164,164,"DJ Trahan",81,NA,785,2174.5,"ApproachPuttPerformance",2005
164,164,"Charles Warren",89,NA,897,2446.333,"ApproachPuttPerformance",2005
190,190,"Steve Allan",102,NA,944,2693.583,"ApproachPuttPerformance",2005
190,190,"Mark Hensby",70,NA,534,1500.167,"ApproachPuttPerformance",2005
190,190,"Brendan Jones",81,NA,792,2246.75,"ApproachPuttPerformance",2005
190,190,"Sean OHair",103,NA,921,2600.333,"ApproachPuttPerformance",2005
190,190,"Greg Owen",84,NA,771,2157.167,"ApproachPuttPerformance",2005
190,190,"Pat Perez",89,NA,742,2120.75,"ApproachPuttPerformance",2005
190,190,"Bo Van Pelt",112,NA,1005,2806.917,"ApproachPuttPerformance",2005
197,197,"Scott Hend",75,NA,691,2029.833,"ApproachPuttPerformance",2005
197,197,"Len Mattiace",86,NA,776,2235.167,"ApproachPuttPerformance",2005
197,197,"Phil Mickelson",81,NA,505,1470.25,"ApproachPuttPerformance",2005
200,200,"Thomas Levet",54,NA,397,1181.667,"ApproachPuttPerformance",2005
200,200,"Jeff Maggert",79,NA,647,1932.167,"ApproachPuttPerformance",2005
200,200,"Ian Poulter",62,NA,394,1173.083,"ApproachPuttPerformance",2005
